
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-04, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  2460 |  1.589e-07 |  1.589e-08 |  3.074e-09 |  5.30e-05 |  9.23e-05 |  3.91e-05 |  6.36e-03 |  6.65e-03 |  4.23e-05 |  1.0e-04 |  1.97e-11 |  8.98e-04
  2470 |  1.587e-07 |  1.587e-08 |  3.064e-09 |  5.30e-05 |  9.20e-05 |  3.90e-05 |  6.34e-03 |  6.63e-03 |  4.21e-05 |  1.0e-04 |  1.86e-11 |  8.97e-04
  2480 |  1.585e-07 |  1.584e-08 |  3.055e-09 |  5.29e-05 |  9.18e-05 |  3.90e-05 |  6.33e-03 |  6.62e-03 |  4.19e-05 |  1.0e-04 |  2.39e-11 |  8.97e-04
  2490 |  1.582e-07 |  1.582e-08 |  3.046e-09 |  5.28e-05 |  9.16e-05 |  3.89e-05 |  6.31e-03 |  6.60e-03 |  4.17e-05 |  1.0e-04 |  2.05e-11 |  8.96e-04
  2500 |  1.580e-07 |  1.580e-08 |  3.037e-09 |  5.28e-05 |  9.14e-05 |  3.88e-05 |  6.29e-03 |  6.59e-03 |  4.15e-05 |  1.0e-04 |  1.94e-11 |  8.96e-04
  2510 |  1.578e-07 |  1.577e-08 |  3.028e-09 |  5.27e-05 |  9.12e-05 |  3.88e-05 |  6.28e-03 |  6.57e-03 |  4.13e-05 |  1.0e-04 |  2.22e-11 |  8.95e-04
  2520 |  1.575e-07 |  1.575e-08 |  3.019e-09 |  5.26e-05 |  9.10e-05 |  3.87e-05 |  6.26e-03 |  6.56e-03 |  4.11e-05 |  1.0e-04 |  2.26e-11 |  8.95e-04
  2530 |  1.573e-07 |  1.573e-08 |  3.009e-09 |  5.26e-05 |  9.08e-05 |  3.86e-05 |  6.25e-03 |  6.54e-03 |  4.09e-05 |  1.0e-04 |  2.12e-11 |  8.94e-04
  2540 |  1.571e-07 |  1.570e-08 |  3.001e-09 |  5.25e-05 |  9.06e-05 |  3.86e-05 |  6.23e-03 |  6.53e-03 |  4.07e-05 |  1.0e-04 |  2.20e-11 |  8.94e-04
  2550 |  1.568e-07 |  1.568e-08 |  2.993e-09 |  5.24e-05 |  9.04e-05 |  3.86e-05 |  6.21e-03 |  6.51e-03 |  4.05e-05 |  1.0e-04 |  2.38e-11 |  8.93e-04
  2560 |  1.566e-07 |  1.566e-08 |  2.984e-09 |  5.24e-05 |  9.02e-05 |  3.85e-05 |  6.20e-03 |  6.50e-03 |  4.03e-05 |  1.0e-04 |  1.84e-11 |  8.93e-04
  2570 |  1.564e-07 |  1.564e-08 |  2.975e-09 |  5.23e-05 |  9.00e-05 |  3.85e-05 |  6.18e-03 |  6.49e-03 |  4.01e-05 |  1.0e-04 |  1.86e-11 |  8.92e-04
  2580 |  1.562e-07 |  1.561e-08 |  2.967e-09 |  5.23e-05 |  8.99e-05 |  3.84e-05 |  6.17e-03 |  6.47e-03 |  3.99e-05 |  1.0e-04 |  2.07e-11 |  8.92e-04
  2590 |  1.559e-07 |  1.559e-08 |  2.958e-09 |  5.22e-05 |  8.97e-05 |  3.84e-05 |  6.15e-03 |  6.46e-03 |  3.97e-05 |  1.0e-04 |  1.94e-11 |  8.92e-04
  2600 |  1.557e-07 |  1.557e-08 |  2.950e-09 |  5.21e-05 |  8.95e-05 |  3.83e-05 |  6.14e-03 |  6.44e-03 |  3.95e-05 |  1.0e-04 |  2.33e-11 |  8.91e-04
  2610 |  1.555e-07 |  1.555e-08 |  2.942e-09 |  5.21e-05 |  8.93e-05 |  3.83e-05 |  6.12e-03 |  6.43e-03 |  3.94e-05 |  1.0e-04 |  1.77e-11 |  8.91e-04
  2620 |  1.553e-07 |  1.553e-08 |  2.933e-09 |  5.20e-05 |  8.91e-05 |  3.82e-05 |  6.11e-03 |  6.42e-03 |  3.92e-05 |  1.0e-04 |  2.30e-11 |  8.90e-04
  2630 |  1.551e-07 |  1.551e-08 |  2.925e-09 |  5.19e-05 |  8.89e-05 |  3.81e-05 |  6.09e-03 |  6.40e-03 |  3.90e-05 |  1.0e-04 |  1.57e-11 |  8.90e-04
  2640 |  1.549e-07 |  1.548e-08 |  2.917e-09 |  5.19e-05 |  8.87e-05 |  3.81e-05 |  6.08e-03 |  6.39e-03 |  3.88e-05 |  1.0e-04 |  1.84e-11 |  8.89e-04
  2650 |  1.547e-07 |  1.546e-08 |  2.909e-09 |  5.18e-05 |  8.86e-05 |  3.80e-05 |  6.06e-03 |  6.38e-03 |  3.87e-05 |  1.0e-04 |  2.41e-11 |  8.89e-04
  2660 |  1.544e-07 |  1.544e-08 |  2.901e-09 |  5.18e-05 |  8.84e-05 |  3.80e-05 |  6.05e-03 |  6.36e-03 |  3.85e-05 |  1.0e-04 |  1.82e-11 |  8.88e-04
  2670 |  1.542e-07 |  1.542e-08 |  2.894e-09 |  5.17e-05 |  8.82e-05 |  3.80e-05 |  6.04e-03 |  6.35e-03 |  3.83e-05 |  1.0e-04 |  1.68e-11 |  8.88e-04
  2680 |  1.540e-07 |  1.540e-08 |  2.885e-09 |  5.16e-05 |  8.80e-05 |  3.79e-05 |  6.02e-03 |  6.34e-03 |  3.81e-05 |  1.0e-04 |  1.86e-11 |  8.88e-04
  2690 |  1.538e-07 |  1.538e-08 |  2.878e-09 |  5.16e-05 |  8.79e-05 |  3.79e-05 |  6.01e-03 |  6.32e-03 |  3.80e-05 |  1.0e-04 |  2.32e-11 |  8.87e-04
  2700 |  1.536e-07 |  1.536e-08 |  2.870e-09 |  5.15e-05 |  8.77e-05 |  3.78e-05 |  5.99e-03 |  6.31e-03 |  3.78e-05 |  1.0e-04 |  2.33e-11 |  8.87e-04
  2710 |  1.534e-07 |  1.534e-08 |  2.863e-09 |  5.15e-05 |  8.75e-05 |  3.78e-05 |  5.98e-03 |  6.30e-03 |  3.77e-05 |  1.0e-04 |  1.79e-11 |  8.86e-04
  2720 |  1.532e-07 |  1.532e-08 |  2.855e-09 |  5.14e-05 |  8.74e-05 |  3.77e-05 |  5.96e-03 |  6.28e-03 |  3.75e-05 |  1.0e-04 |  2.02e-11 |  8.86e-04
  2730 |  1.530e-07 |  1.530e-08 |  2.848e-09 |  5.14e-05 |  8.72e-05 |  3.77e-05 |  5.95e-03 |  6.27e-03 |  3.73e-05 |  1.0e-04 |  1.74e-11 |  8.85e-04
  2740 |  1.528e-07 |  1.528e-08 |  2.840e-09 |  5.13e-05 |  8.70e-05 |  3.76e-05 |  5.94e-03 |  6.26e-03 |  3.72e-05 |  1.0e-04 |  1.48e-11 |  8.85e-04
  2750 |  1.526e-07 |  1.526e-08 |  2.832e-09 |  5.12e-05 |  8.69e-05 |  3.75e-05 |  5.92e-03 |  6.25e-03 |  3.70e-05 |  1.0e-04 |  1.75e-11 |  8.85e-04
  2760 |  1.524e-07 |  1.524e-08 |  2.825e-09 |  5.12e-05 |  8.67e-05 |  3.75e-05 |  5.91e-03 |  6.23e-03 |  3.68e-05 |  1.0e-04 |  1.81e-11 |  8.84e-04
  2770 |  1.522e-07 |  1.522e-08 |  2.818e-09 |  5.11e-05 |  8.65e-05 |  3.74e-05 |  5.90e-03 |  6.84e-03 |  4.04e-05 |  1.0e-04 |  1.79e-11 |  8.84e-04
  2780 |  1.520e-07 |  1.520e-08 |  2.810e-09 |  5.11e-05 |  8.64e-05 |  3.74e-05 |  5.88e-03 |  6.83e-03 |  4.02e-05 |  1.0e-04 |  1.79e-11 |  8.83e-04
  2790 |  1.518e-07 |  1.518e-08 |  2.802e-09 |  5.10e-05 |  8.62e-05 |  3.74e-05 |  5.87e-03 |  6.82e-03 |  4.00e-05 |  1.0e-04 |  2.13e-11 |  8.83e-04
  2800 |  1.516e-07 |  1.515e-08 |  2.794e-09 |  5.09e-05 |  8.60e-05 |  3.73e-05 |  5.85e-03 |  6.80e-03 |  3.98e-05 |  1.0e-04 |  1.86e-11 |  8.82e-04
  2810 |  1.514e-07 |  1.513e-08 |  2.787e-09 |  5.09e-05 |  8.58e-05 |  3.73e-05 |  5.84e-03 |  6.79e-03 |  3.96e-05 |  1.0e-04 |  2.37e-11 |  8.82e-04
  2820 |  1.511e-07 |  1.511e-08 |  2.779e-09 |  5.08e-05 |  8.57e-05 |  3.72e-05 |  5.83e-03 |  6.77e-03 |  3.95e-05 |  1.0e-04 |  1.93e-11 |  8.81e-04
  2830 |  1.509e-07 |  1.509e-08 |  2.771e-09 |  5.08e-05 |  8.55e-05 |  3.71e-05 |  5.81e-03 |  6.76e-03 |  3.93e-05 |  1.0e-04 |  1.81e-11 |  8.81e-04
  2840 |  1.507e-07 |  1.507e-08 |  2.764e-09 |  5.07e-05 |  8.53e-05 |  3.71e-05 |  5.80e-03 |  6.75e-03 |  3.91e-05 |  1.0e-04 |  2.00e-11 |  8.81e-04
  2850 |  1.505e-07 |  1.505e-08 |  2.757e-09 |  5.06e-05 |  8.52e-05 |  3.71e-05 |  5.79e-03 |  6.73e-03 |  3.90e-05 |  1.0e-04 |  1.68e-11 |  8.80e-04
  2860 |  1.503e-07 |  1.503e-08 |  2.749e-09 |  5.06e-05 |  8.50e-05 |  3.70e-05 |  5.77e-03 |  6.72e-03 |  3.88e-05 |  1.0e-04 |  2.43e-11 |  8.80e-04
  2870 |  1.501e-07 |  1.501e-08 |  2.742e-09 |  5.05e-05 |  8.48e-05 |  3.70e-05 |  5.76e-03 |  6.71e-03 |  3.86e-05 |  1.0e-04 |  1.74e-11 |  8.79e-04
  2880 |  1.499e-07 |  1.499e-08 |  2.735e-09 |  5.05e-05 |  8.47e-05 |  3.69e-05 |  5.74e-03 |  6.69e-03 |  3.85e-05 |  1.0e-04 |  1.90e-11 |  8.79e-04
  2890 |  1.497e-07 |  1.497e-08 |  2.728e-09 |  5.04e-05 |  8.45e-05 |  3.69e-05 |  5.73e-03 |  6.68e-03 |  3.83e-05 |  1.0e-04 |  1.93e-11 |  8.78e-04
  2900 |  1.495e-07 |  1.495e-08 |  2.720e-09 |  5.03e-05 |  8.44e-05 |  3.68e-05 |  5.72e-03 |  6.67e-03 |  3.81e-05 |  1.0e-04 |  1.86e-11 |  8.78e-04
  2910 |  1.493e-07 |  1.493e-08 |  2.713e-09 |  5.03e-05 |  8.42e-05 |  3.68e-05 |  5.70e-03 |  6.66e-03 |  3.80e-05 |  1.0e-04 |  2.87e-11 |  8.78e-04
  2920 |  1.491e-07 |  1.491e-08 |  2.705e-09 |  5.02e-05 |  8.40e-05 |  3.67e-05 |  5.69e-03 |  6.64e-03 |  3.78e-05 |  1.0e-04 |  2.10e-11 |  8.77e-04
  2930 |  1.489e-07 |  1.489e-08 |  2.699e-09 |  5.02e-05 |  8.39e-05 |  3.67e-05 |  5.68e-03 |  6.63e-03 |  3.76e-05 |  1.0e-04 |  1.60e-11 |  8.77e-04
  2940 |  1.487e-07 |  1.487e-08 |  2.692e-09 |  5.01e-05 |  8.37e-05 |  3.66e-05 |  5.67e-03 |  6.62e-03 |  3.75e-05 |  1.0e-04 |  2.33e-11 |  8.76e-04
  2950 |  1.485e-07 |  1.485e-08 |  2.685e-09 |  5.01e-05 |  8.36e-05 |  3.66e-05 |  5.65e-03 |  6.61e-03 |  3.73e-05 |  1.0e-04 |  3.34e-11 |  8.76e-04
  2960 |  1.483e-07 |  1.483e-08 |  2.678e-09 |  5.00e-05 |  8.34e-05 |  3.65e-05 |  5.64e-03 |  6.59e-03 |  3.72e-05 |  1.0e-04 |  2.19e-11 |  8.75e-04
  2970 |  1.481e-07 |  1.481e-08 |  2.671e-09 |  5.00e-05 |  8.33e-05 |  3.65e-05 |  5.63e-03 |  6.58e-03 |  3.70e-05 |  1.0e-04 |  2.15e-11 |  8.75e-04
  2980 |  1.479e-07 |  1.479e-08 |  2.664e-09 |  4.99e-05 |  8.31e-05 |  3.64e-05 |  5.62e-03 |  6.57e-03 |  3.69e-05 |  1.0e-04 |  2.58e-11 |  8.75e-04
  2990 |  1.478e-07 |  1.477e-08 |  2.658e-09 |  4.98e-05 |  8.30e-05 |  3.64e-05 |  5.60e-03 |  6.56e-03 |  3.67e-05 |  1.0e-04 |  2.77e-11 |  8.74e-04
  3000 |  1.476e-07 |  1.475e-08 |  2.652e-09 |  4.98e-05 |  8.28e-05 |  3.64e-05 |  5.59e-03 |  6.54e-03 |  3.66e-05 |  1.0e-04 |  1.94e-11 |  8.74e-04
  3010 |  1.474e-07 |  1.474e-08 |  2.645e-09 |  4.97e-05 |  8.27e-05 |  3.63e-05 |  5.58e-03 |  6.53e-03 |  3.64e-05 |  1.0e-04 |  2.42e-11 |  8.73e-04
  3020 |  1.472e-07 |  1.472e-08 |  2.638e-09 |  4.97e-05 |  8.25e-05 |  3.63e-05 |  5.57e-03 |  6.52e-03 |  3.63e-05 |  1.0e-04 |  1.87e-11 |  8.73e-04
  3030 |  1.470e-07 |  1.470e-08 |  2.632e-09 |  4.96e-05 |  8.24e-05 |  3.62e-05 |  5.55e-03 |  6.51e-03 |  3.61e-05 |  1.0e-04 |  2.32e-11 |  8.73e-04
  3040 |  1.468e-07 |  1.468e-08 |  2.625e-09 |  4.96e-05 |  8.23e-05 |  3.61e-05 |  5.54e-03 |  6.49e-03 |  3.60e-05 |  1.0e-04 |  2.67e-11 |  8.72e-04
  3050 |  1.466e-07 |  1.466e-08 |  2.619e-09 |  4.95e-05 |  8.21e-05 |  3.61e-05 |  5.53e-03 |  6.48e-03 |  3.58e-05 |  1.0e-04 |  2.26e-11 |  8.72e-04
  3060 |  1.465e-07 |  1.464e-08 |  2.613e-09 |  4.95e-05 |  8.20e-05 |  3.61e-05 |  5.52e-03 |  6.47e-03 |  3.57e-05 |  1.0e-04 |  2.76e-11 |  8.71e-04
  3070 |  1.463e-07 |  1.462e-08 |  2.606e-09 |  4.94e-05 |  8.18e-05 |  3.60e-05 |  5.51e-03 |  6.46e-03 |  3.56e-05 |  1.0e-04 |  1.88e-11 |  8.71e-04
  3080 |  1.461e-07 |  1.461e-08 |  2.600e-09 |  4.94e-05 |  8.17e-05 |  3.60e-05 |  5.49e-03 |  6.45e-03 |  3.54e-05 |  1.0e-04 |  1.92e-11 |  8.71e-04
  3090 |  1.459e-07 |  1.459e-08 |  2.594e-09 |  4.93e-05 |  8.16e-05 |  3.60e-05 |  5.48e-03 |  6.44e-03 |  3.53e-05 |  1.0e-04 |  2.30e-11 |  8.70e-04
  3100 |  1.457e-07 |  1.457e-08 |  2.587e-09 |  4.93e-05 |  8.14e-05 |  3.59e-05 |  5.47e-03 |  6.42e-03 |  3.51e-05 |  1.0e-04 |  2.44e-11 |  8.70e-04
  3110 |  1.455e-07 |  1.455e-08 |  2.581e-09 |  4.92e-05 |  8.13e-05 |  3.59e-05 |  5.46e-03 |  6.41e-03 |  3.50e-05 |  1.0e-04 |  2.24e-11 |  8.69e-04
  3120 |  1.454e-07 |  1.453e-08 |  2.575e-09 |  4.92e-05 |  8.12e-05 |  3.58e-05 |  5.45e-03 |  6.40e-03 |  3.49e-05 |  1.0e-04 |  1.95e-11 |  8.69e-04
  3130 |  1.452e-07 |  1.452e-08 |  2.569e-09 |  4.91e-05 |  8.10e-05 |  3.58e-05 |  5.44e-03 |  6.39e-03 |  3.47e-05 |  1.0e-04 |  2.67e-11 |  8.69e-04
  3140 |  1.450e-07 |  1.450e-08 |  2.563e-09 |  4.91e-05 |  8.09e-05 |  3.57e-05 |  5.42e-03 |  6.38e-03 |  3.46e-05 |  1.0e-04 |  1.96e-11 |  8.68e-04
  3150 |  1.448e-07 |  1.448e-08 |  2.557e-09 |  4.90e-05 |  8.08e-05 |  3.57e-05 |  5.41e-03 |  6.37e-03 |  3.45e-05 |  1.0e-04 |  2.40e-11 |  8.68e-04
  3160 |  1.447e-07 |  1.446e-08 |  2.551e-09 |  4.90e-05 |  8.06e-05 |  3.56e-05 |  5.40e-03 |  6.35e-03 |  3.43e-05 |  1.0e-04 |  2.25e-11 |  8.68e-04
  3170 |  1.445e-07 |  1.445e-08 |  2.545e-09 |  4.89e-05 |  8.05e-05 |  3.56e-05 |  5.39e-03 |  6.34e-03 |  3.42e-05 |  1.0e-04 |  2.18e-11 |  8.67e-04
  3180 |  1.443e-07 |  1.443e-08 |  2.539e-09 |  4.89e-05 |  8.04e-05 |  3.56e-05 |  5.38e-03 |  6.33e-03 |  3.41e-05 |  1.0e-04 |  2.51e-11 |  8.67e-04
  3190 |  1.441e-07 |  1.441e-08 |  2.534e-09 |  4.88e-05 |  8.03e-05 |  3.55e-05 |  5.37e-03 |  6.32e-03 |  3.39e-05 |  1.0e-04 |  2.79e-11 |  8.66e-04
  3200 |  1.440e-07 |  1.440e-08 |  2.528e-09 |  4.88e-05 |  8.01e-05 |  3.55e-05 |  5.36e-03 |  6.31e-03 |  3.38e-05 |  1.0e-04 |  2.49e-11 |  8.66e-04
  3210 |  1.438e-07 |  1.438e-08 |  2.523e-09 |  4.87e-05 |  8.00e-05 |  3.55e-05 |  5.35e-03 |  6.30e-03 |  3.37e-05 |  1.0e-04 |  1.87e-11 |  8.66e-04
  3220 |  1.436e-07 |  1.436e-08 |  2.517e-09 |  4.87e-05 |  7.99e-05 |  3.54e-05 |  5.34e-03 |  6.29e-03 |  3.36e-05 |  1.0e-04 |  1.93e-11 |  8.65e-04
  3230 |  1.435e-07 |  1.435e-08 |  2.511e-09 |  4.86e-05 |  7.98e-05 |  3.54e-05 |  5.33e-03 |  6.28e-03 |  3.34e-05 |  1.0e-04 |  2.53e-11 |  8.65e-04
  3240 |  1.433e-07 |  1.433e-08 |  2.505e-09 |  4.86e-05 |  7.96e-05 |  3.53e-05 |  5.32e-03 |  6.27e-03 |  3.33e-05 |  1.0e-04 |  2.30e-11 |  8.65e-04
  3250 |  1.431e-07 |  1.431e-08 |  2.500e-09 |  4.85e-05 |  7.95e-05 |  3.53e-05 |  5.31e-03 |  6.25e-03 |  3.32e-05 |  1.0e-04 |  2.66e-11 |  8.64e-04
  3260 |  1.430e-07 |  1.429e-08 |  2.495e-09 |  4.85e-05 |  7.94e-05 |  3.53e-05 |  5.29e-03 |  6.24e-03 |  3.31e-05 |  1.0e-04 |  2.36e-11 |  8.64e-04
  3270 |  1.428e-07 |  1.428e-08 |  2.489e-09 |  4.84e-05 |  7.93e-05 |  3.52e-05 |  5.28e-03 |  6.23e-03 |  3.29e-05 |  1.0e-04 |  2.68e-11 |  8.63e-04
  3280 |  1.426e-07 |  1.426e-08 |  2.483e-09 |  4.84e-05 |  7.92e-05 |  3.52e-05 |  5.27e-03 |  6.22e-03 |  3.28e-05 |  1.0e-04 |  2.13e-11 |  8.63e-04
  3290 |  1.425e-07 |  1.425e-08 |  2.478e-09 |  4.83e-05 |  7.91e-05 |  3.51e-05 |  5.26e-03 |  6.21e-03 |  3.27e-05 |  1.0e-04 |  1.91e-11 |  8.63e-04
  3300 |  1.423e-07 |  1.423e-08 |  2.473e-09 |  4.83e-05 |  7.89e-05 |  3.51e-05 |  5.25e-03 |  6.20e-03 |  3.26e-05 |  1.0e-04 |  2.88e-11 |  8.62e-04
  3310 |  1.421e-07 |  1.421e-08 |  2.467e-09 |  4.82e-05 |  7.88e-05 |  3.51e-05 |  5.24e-03 |  6.19e-03 |  3.25e-05 |  1.0e-04 |  1.93e-11 |  8.62e-04
  3320 |  1.420e-07 |  1.420e-08 |  2.462e-09 |  4.82e-05 |  7.87e-05 |  3.50e-05 |  5.23e-03 |  6.18e-03 |  3.23e-05 |  1.0e-04 |  2.29e-11 |  8.62e-04
  3330 |  1.418e-07 |  1.418e-08 |  2.457e-09 |  4.81e-05 |  7.86e-05 |  3.50e-05 |  5.22e-03 |  6.17e-03 |  3.22e-05 |  1.0e-04 |  2.30e-11 |  8.61e-04
  3340 |  1.417e-07 |  1.416e-08 |  2.452e-09 |  4.81e-05 |  7.85e-05 |  3.49e-05 |  5.21e-03 |  6.16e-03 |  3.21e-05 |  1.0e-04 |  2.26e-11 |  8.61e-04
  3350 |  1.415e-07 |  1.415e-08 |  2.446e-09 |  4.80e-05 |  7.84e-05 |  3.49e-05 |  5.20e-03 |  6.15e-03 |  3.20e-05 |  1.0e-04 |  2.15e-11 |  8.61e-04
  3360 |  1.413e-07 |  1.413e-08 |  2.441e-09 |  4.80e-05 |  7.83e-05 |  3.49e-05 |  5.19e-03 |  6.14e-03 |  3.19e-05 |  1.0e-04 |  2.09e-11 |  8.60e-04
  3370 |  1.412e-07 |  1.412e-08 |  2.436e-09 |  4.80e-05 |  7.81e-05 |  3.48e-05 |  5.18e-03 |  6.13e-03 |  3.18e-05 |  1.0e-04 |  2.08e-11 |  8.60e-04
  3380 |  1.410e-07 |  1.410e-08 |  2.431e-09 |  4.79e-05 |  7.80e-05 |  3.48e-05 |  5.17e-03 |  6.12e-03 |  3.16e-05 |  1.0e-04 |  2.81e-11 |  8.60e-04
  3390 |  1.409e-07 |  1.409e-08 |  2.425e-09 |  4.79e-05 |  7.79e-05 |  3.47e-05 |  5.16e-03 |  6.11e-03 |  3.15e-05 |  1.0e-04 |  2.42e-11 |  8.59e-04
  3400 |  1.407e-07 |  1.407e-08 |  2.420e-09 |  4.78e-05 |  7.78e-05 |  3.47e-05 |  5.15e-03 |  6.71e-03 |  3.46e-05 |  1.0e-04 |  1.95e-11 |  8.59e-04
  3410 |  1.405e-07 |  1.405e-08 |  2.415e-09 |  4.78e-05 |  7.77e-05 |  3.47e-05 |  5.14e-03 |  6.70e-03 |  3.44e-05 |  1.0e-04 |  2.56e-11 |  8.59e-04
  3420 |  1.404e-07 |  1.404e-08 |  2.409e-09 |  4.77e-05 |  7.76e-05 |  3.46e-05 |  5.13e-03 |  6.68e-03 |  3.43e-05 |  1.0e-04 |  1.71e-11 |  8.58e-04
  3430 |  1.402e-07 |  1.402e-08 |  2.404e-09 |  4.77e-05 |  7.75e-05 |  3.46e-05 |  5.12e-03 |  6.67e-03 |  3.42e-05 |  1.0e-04 |  2.05e-11 |  8.58e-04
  3440 |  1.400e-07 |  1.400e-08 |  2.398e-09 |  4.76e-05 |  7.73e-05 |  3.45e-05 |  5.11e-03 |  6.66e-03 |  3.41e-05 |  1.0e-04 |  2.18e-11 |  8.57e-04
  3450 |  1.399e-07 |  1.398e-08 |  2.393e-09 |  4.76e-05 |  7.72e-05 |  3.45e-05 |  5.10e-03 |  6.65e-03 |  3.39e-05 |  1.0e-04 |  2.48e-11 |  8.57e-04
  3460 |  1.397e-07 |  1.397e-08 |  2.388e-09 |  4.75e-05 |  7.71e-05 |  3.44e-05 |  5.09e-03 |  6.64e-03 |  3.38e-05 |  1.0e-04 |  2.36e-11 |  8.57e-04
  3470 |  1.395e-07 |  1.395e-08 |  2.383e-09 |  4.75e-05 |  7.70e-05 |  3.44e-05 |  5.08e-03 |  6.63e-03 |  3.37e-05 |  1.0e-04 |  2.29e-11 |  8.56e-04
  3480 |  1.394e-07 |  1.394e-08 |  2.377e-09 |  4.74e-05 |  7.69e-05 |  3.44e-05 |  5.07e-03 |  6.62e-03 |  3.36e-05 |  1.0e-04 |  2.24e-11 |  8.56e-04
  3490 |  1.392e-07 |  1.392e-08 |  2.372e-09 |  4.74e-05 |  7.68e-05 |  3.43e-05 |  5.06e-03 |  6.61e-03 |  3.34e-05 |  1.0e-04 |  2.31e-11 |  8.56e-04
  3500 |  1.390e-07 |  1.390e-08 |  2.367e-09 |  4.73e-05 |  7.67e-05 |  3.43e-05 |  5.05e-03 |  6.60e-03 |  3.33e-05 |  1.0e-04 |  2.32e-11 |  8.55e-04
  3510 |  1.389e-07 |  1.389e-08 |  2.362e-09 |  4.73e-05 |  7.65e-05 |  3.42e-05 |  5.04e-03 |  6.59e-03 |  3.32e-05 |  1.0e-04 |  2.09e-11 |  8.55e-04
  3520 |  1.387e-07 |  1.387e-08 |  2.356e-09 |  4.73e-05 |  7.64e-05 |  3.42e-05 |  5.03e-03 |  6.58e-03 |  3.31e-05 |  1.0e-04 |  2.29e-11 |  8.55e-04
  3530 |  1.386e-07 |  1.385e-08 |  2.352e-09 |  4.72e-05 |  7.63e-05 |  3.42e-05 |  5.02e-03 |  6.57e-03 |  3.30e-05 |  1.0e-04 |  2.05e-11 |  8.54e-04
  3540 |  1.384e-07 |  1.384e-08 |  2.346e-09 |  4.72e-05 |  7.62e-05 |  3.41e-05 |  5.01e-03 |  6.55e-03 |  3.28e-05 |  1.0e-04 |  2.02e-11 |  8.54e-04
  3550 |  1.382e-07 |  1.382e-08 |  2.341e-09 |  4.71e-05 |  7.61e-05 |  3.41e-05 |  5.00e-03 |  6.54e-03 |  3.27e-05 |  1.0e-04 |  1.53e-11 |  8.53e-04
  3560 |  1.381e-07 |  1.381e-08 |  2.336e-09 |  4.71e-05 |  7.60e-05 |  3.41e-05 |  4.99e-03 |  6.53e-03 |  3.26e-05 |  1.0e-04 |  2.09e-11 |  8.53e-04
  3570 |  1.379e-07 |  1.379e-08 |  2.331e-09 |  4.70e-05 |  7.59e-05 |  3.40e-05 |  4.98e-03 |  6.52e-03 |  3.25e-05 |  1.0e-04 |  1.82e-11 |  8.53e-04
  3580 |  1.378e-07 |  1.377e-08 |  2.327e-09 |  4.70e-05 |  7.58e-05 |  3.40e-05 |  4.97e-03 |  6.51e-03 |  3.24e-05 |  1.0e-04 |  1.61e-11 |  8.52e-04
  3590 |  1.376e-07 |  1.376e-08 |  2.322e-09 |  4.69e-05 |  7.57e-05 |  3.40e-05 |  4.96e-03 |  6.50e-03 |  3.23e-05 |  1.0e-04 |  1.97e-11 |  8.52e-04
  3600 |  1.374e-07 |  1.374e-08 |  2.317e-09 |  4.69e-05 |  7.56e-05 |  3.39e-05 |  4.95e-03 |  6.49e-03 |  3.22e-05 |  1.0e-04 |  2.07e-11 |  8.52e-04
  3610 |  1.373e-07 |  1.373e-08 |  2.312e-09 |  4.68e-05 |  7.55e-05 |  3.39e-05 |  4.95e-03 |  6.48e-03 |  3.21e-05 |  1.0e-04 |  2.23e-11 |  8.51e-04
  3620 |  1.371e-07 |  1.371e-08 |  2.307e-09 |  4.68e-05 |  7.54e-05 |  3.38e-05 |  4.94e-03 |  6.47e-03 |  3.19e-05 |  1.0e-04 |  2.24e-11 |  8.51e-04
  3630 |  1.370e-07 |  1.370e-08 |  2.302e-09 |  4.68e-05 |  7.53e-05 |  3.38e-05 |  4.93e-03 |  6.46e-03 |  3.18e-05 |  1.0e-04 |  2.22e-11 |  8.51e-04
  3640 |  1.368e-07 |  1.368e-08 |  2.297e-09 |  4.67e-05 |  7.52e-05 |  3.38e-05 |  4.92e-03 |  6.45e-03 |  3.17e-05 |  1.0e-04 |  2.58e-11 |  8.50e-04
  3650 |  1.367e-07 |  1.366e-08 |  2.293e-09 |  4.67e-05 |  7.51e-05 |  3.37e-05 |  4.91e-03 |  6.44e-03 |  3.16e-05 |  1.0e-04 |  2.26e-11 |  8.50e-04
  3660 |  1.365e-07 |  1.365e-08 |  2.288e-09 |  4.66e-05 |  7.50e-05 |  3.37e-05 |  4.90e-03 |  6.43e-03 |  3.15e-05 |  1.0e-04 |  2.51e-11 |  8.50e-04
  3670 |  1.364e-07 |  1.363e-08 |  2.283e-09 |  4.66e-05 |  7.49e-05 |  3.36e-05 |  4.89e-03 |  6.42e-03 |  3.14e-05 |  1.0e-04 |  2.32e-11 |  8.49e-04
