
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-03, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  3580 |  1.251e-07 |  1.251e-08 |  2.164e-09 |  4.53e-05 |  7.36e-05 |  3.24e-05 |  4.80e-03 |  6.51e-03 |  3.13e-05 |  1.0e-04 |  3.03e-11 |  8.48e-04
  3590 |  1.250e-07 |  1.249e-08 |  2.160e-09 |  4.52e-05 |  7.35e-05 |  3.25e-05 |  4.79e-03 |  6.50e-03 |  3.12e-05 |  1.0e-04 |  1.89e-11 |  8.48e-04
  3600 |  1.249e-07 |  1.248e-08 |  2.153e-09 |  4.52e-05 |  7.34e-05 |  3.22e-05 |  4.78e-03 |  6.49e-03 |  3.10e-05 |  1.0e-04 |  2.36e-11 |  8.48e-04
  3610 |  1.247e-07 |  1.247e-08 |  2.150e-09 |  4.51e-05 |  7.33e-05 |  3.24e-05 |  4.78e-03 |  6.48e-03 |  3.10e-05 |  1.0e-04 |  2.13e-11 |  8.47e-04
  3620 |  1.245e-07 |  1.245e-08 |  2.144e-09 |  4.51e-05 |  7.32e-05 |  3.22e-05 |  4.76e-03 |  6.47e-03 |  3.08e-05 |  1.0e-04 |  2.03e-11 |  8.47e-04
  3630 |  1.243e-07 |  1.244e-08 |  2.140e-09 |  4.50e-05 |  7.31e-05 |  3.23e-05 |  4.76e-03 |  6.46e-03 |  3.07e-05 |  1.0e-04 |  2.53e-11 |  8.47e-04
  3640 |  1.242e-07 |  1.242e-08 |  2.133e-09 |  4.50e-05 |  7.30e-05 |  3.20e-05 |  4.75e-03 |  6.45e-03 |  3.06e-05 |  1.0e-04 |  2.20e-11 |  8.46e-04
  3650 |  1.241e-07 |  1.241e-08 |  2.131e-09 |  4.50e-05 |  7.29e-05 |  3.20e-05 |  4.73e-03 |  6.44e-03 |  3.05e-05 |  1.0e-04 |  2.38e-11 |  8.46e-04
  3660 |  1.239e-07 |  1.239e-08 |  2.124e-09 |  4.49e-05 |  7.28e-05 |  3.21e-05 |  4.73e-03 |  6.43e-03 |  3.04e-05 |  1.0e-04 |  2.33e-11 |  8.46e-04
  3670 |  1.238e-07 |  1.238e-08 |  2.118e-09 |  4.48e-05 |  7.27e-05 |  3.19e-05 |  4.72e-03 |  6.42e-03 |  3.03e-05 |  1.0e-04 |  2.74e-11 |  8.45e-04
  3680 |  1.237e-07 |  1.236e-08 |  2.119e-09 |  4.48e-05 |  7.26e-05 |  3.22e-05 |  4.70e-03 |  6.41e-03 |  3.02e-05 |  1.0e-04 |  2.03e-11 |  8.45e-04
  3690 |  1.236e-07 |  1.235e-08 |  2.110e-09 |  4.48e-05 |  7.25e-05 |  3.18e-05 |  4.70e-03 |  6.40e-03 |  3.01e-05 |  1.0e-04 |  1.90e-11 |  8.45e-04
  3700 |  1.234e-07 |  1.234e-08 |  2.110e-09 |  4.48e-05 |  7.24e-05 |  3.18e-05 |  4.70e-03 |  6.39e-03 |  3.00e-05 |  1.0e-04 |  2.02e-11 |  8.44e-04
  3710 |  1.233e-07 |  1.232e-08 |  2.105e-09 |  4.47e-05 |  7.23e-05 |  3.20e-05 |  4.69e-03 |  6.38e-03 |  2.99e-05 |  1.0e-04 |  2.23e-11 |  8.44e-04
  3720 |  1.231e-07 |  1.231e-08 |  2.097e-09 |  4.46e-05 |  7.22e-05 |  3.18e-05 |  4.68e-03 |  7.01e-03 |  3.28e-05 |  1.0e-04 |  2.40e-11 |  8.44e-04
  3730 |  1.229e-07 |  1.229e-08 |  2.095e-09 |  4.46e-05 |  7.21e-05 |  3.21e-05 |  4.67e-03 |  6.36e-03 |  2.97e-05 |  1.0e-04 |  2.40e-11 |  8.44e-04
  3740 |  1.228e-07 |  1.228e-08 |  2.093e-09 |  4.46e-05 |  7.20e-05 |  3.19e-05 |  4.66e-03 |  6.35e-03 |  2.96e-05 |  1.0e-04 |  1.96e-11 |  8.43e-04
  3750 |  1.227e-07 |  1.227e-08 |  2.085e-09 |  4.45e-05 |  7.19e-05 |  3.16e-05 |  4.65e-03 |  6.34e-03 |  2.95e-05 |  1.0e-04 |  1.71e-11 |  8.43e-04
  3760 |  1.225e-07 |  1.225e-08 |  2.080e-09 |  4.45e-05 |  7.18e-05 |  3.16e-05 |  4.63e-03 |  6.33e-03 |  2.93e-05 |  1.0e-04 |  1.88e-11 |  8.43e-04
  3770 |  1.224e-07 |  1.224e-08 |  2.077e-09 |  4.45e-05 |  7.17e-05 |  3.14e-05 |  4.63e-03 |  6.96e-03 |  3.22e-05 |  1.0e-04 |  2.24e-11 |  8.42e-04
  3780 |  1.223e-07 |  1.223e-08 |  2.074e-09 |  4.44e-05 |  7.16e-05 |  3.15e-05 |  4.62e-03 |  6.31e-03 |  2.92e-05 |  1.0e-04 |  2.06e-11 |  8.42e-04
  3790 |  1.221e-07 |  1.221e-08 |  2.072e-09 |  4.44e-05 |  7.15e-05 |  3.18e-05 |  4.61e-03 |  6.31e-03 |  2.91e-05 |  1.0e-04 |  2.13e-11 |  8.42e-04
  3800 |  1.220e-07 |  1.220e-08 |  2.065e-09 |  4.43e-05 |  7.14e-05 |  3.15e-05 |  4.61e-03 |  6.30e-03 |  2.90e-05 |  1.0e-04 |  2.36e-11 |  8.41e-04
  3810 |  1.218e-07 |  1.218e-08 |  2.061e-09 |  4.43e-05 |  7.13e-05 |  3.15e-05 |  4.60e-03 |  6.29e-03 |  2.89e-05 |  1.0e-04 |  3.08e-11 |  8.41e-04
  3820 |  1.217e-07 |  1.217e-08 |  2.057e-09 |  4.43e-05 |  7.12e-05 |  3.15e-05 |  4.58e-03 |  6.28e-03 |  2.88e-05 |  1.0e-04 |  2.58e-11 |  8.41e-04
  3830 |  1.216e-07 |  1.216e-08 |  2.052e-09 |  4.42e-05 |  7.11e-05 |  3.14e-05 |  4.58e-03 |  6.27e-03 |  2.87e-05 |  1.0e-04 |  2.47e-11 |  8.40e-04
  3840 |  1.214e-07 |  1.214e-08 |  2.047e-09 |  4.42e-05 |  7.10e-05 |  3.12e-05 |  4.57e-03 |  6.88e-03 |  3.15e-05 |  1.0e-04 |  1.78e-11 |  8.40e-04
  3850 |  1.213e-07 |  1.213e-08 |  2.043e-09 |  4.41e-05 |  7.09e-05 |  3.13e-05 |  4.56e-03 |  6.25e-03 |  2.85e-05 |  1.0e-04 |  2.35e-11 |  8.40e-04
  3860 |  1.212e-07 |  1.211e-08 |  2.038e-09 |  4.41e-05 |  7.09e-05 |  3.13e-05 |  4.55e-03 |  6.24e-03 |  2.84e-05 |  1.0e-04 |  1.87e-11 |  8.39e-04
  3870 |  1.210e-07 |  1.210e-08 |  2.035e-09 |  4.40e-05 |  7.08e-05 |  3.13e-05 |  4.55e-03 |  6.23e-03 |  2.83e-05 |  1.0e-04 |  2.22e-11 |  8.39e-04
  3880 |  1.209e-07 |  1.209e-08 |  2.031e-09 |  4.40e-05 |  7.07e-05 |  3.12e-05 |  4.54e-03 |  6.22e-03 |  2.82e-05 |  1.0e-04 |  1.73e-11 |  8.39e-04
  3890 |  1.208e-07 |  1.208e-08 |  2.029e-09 |  4.40e-05 |  7.06e-05 |  3.12e-05 |  4.53e-03 |  6.83e-03 |  3.09e-05 |  1.0e-04 |  2.14e-11 |  8.39e-04
  3900 |  1.206e-07 |  1.206e-08 |  2.020e-09 |  4.39e-05 |  7.05e-05 |  3.09e-05 |  4.52e-03 |  6.82e-03 |  3.08e-05 |  1.0e-04 |  1.72e-11 |  8.38e-04
  3910 |  1.205e-07 |  1.205e-08 |  2.020e-09 |  4.39e-05 |  7.04e-05 |  3.10e-05 |  4.51e-03 |  6.81e-03 |  3.08e-05 |  1.0e-04 |  2.30e-11 |  8.38e-04
  3920 |  1.204e-07 |  1.203e-08 |  2.017e-09 |  4.39e-05 |  7.03e-05 |  3.12e-05 |  4.50e-03 |  6.19e-03 |  2.79e-05 |  1.0e-04 |  1.89e-11 |  8.38e-04
  3930 |  1.202e-07 |  1.202e-08 |  2.011e-09 |  4.38e-05 |  7.02e-05 |  3.10e-05 |  4.50e-03 |  6.79e-03 |  3.06e-05 |  1.0e-04 |  2.52e-11 |  8.37e-04
  3940 |  1.201e-07 |  1.201e-08 |  2.007e-09 |  4.38e-05 |  7.01e-05 |  3.11e-05 |  4.48e-03 |  6.78e-03 |  3.04e-05 |  1.0e-04 |  2.40e-11 |  8.37e-04
  3950 |  1.199e-07 |  1.199e-08 |  2.002e-09 |  4.37e-05 |  7.00e-05 |  3.09e-05 |  4.48e-03 |  6.77e-03 |  3.03e-05 |  1.0e-04 |  1.97e-11 |  8.37e-04
  3960 |  1.199e-07 |  1.198e-08 |  1.998e-09 |  4.37e-05 |  6.99e-05 |  3.08e-05 |  4.48e-03 |  6.76e-03 |  3.03e-05 |  1.0e-04 |  1.98e-11 |  8.36e-04
  3970 |  1.197e-07 |  1.197e-08 |  1.995e-09 |  4.37e-05 |  6.99e-05 |  3.08e-05 |  4.45e-03 |  6.75e-03 |  3.01e-05 |  1.0e-04 |  1.85e-11 |  8.36e-04
  3980 |  1.195e-07 |  1.195e-08 |  1.991e-09 |  4.36e-05 |  6.98e-05 |  3.10e-05 |  4.46e-03 |  6.74e-03 |  3.01e-05 |  1.0e-04 |  2.22e-11 |  8.36e-04
  3990 |  1.194e-07 |  1.194e-08 |  1.987e-09 |  4.36e-05 |  6.97e-05 |  3.08e-05 |  4.44e-03 |  6.74e-03 |  2.99e-05 |  1.0e-04 |  1.90e-11 |  8.36e-04
  4000 |  1.193e-07 |  1.193e-08 |  1.983e-09 |  4.35e-05 |  6.96e-05 |  3.08e-05 |  4.44e-03 |  6.73e-03 |  2.99e-05 |  1.0e-04 |  1.98e-11 |  8.35e-04
  4010 |  1.192e-07 |  1.191e-08 |  1.980e-09 |  4.35e-05 |  6.95e-05 |  3.08e-05 |  4.43e-03 |  6.72e-03 |  2.98e-05 |  1.0e-04 |  1.91e-11 |  8.35e-04
  4020 |  1.190e-07 |  1.190e-08 |  1.976e-09 |  4.35e-05 |  6.94e-05 |  3.07e-05 |  4.42e-03 |  6.71e-03 |  2.96e-05 |  1.0e-04 |  1.72e-11 |  8.35e-04
  4030 |  1.189e-07 |  1.189e-08 |  1.973e-09 |  4.34e-05 |  6.93e-05 |  3.09e-05 |  4.41e-03 |  6.09e-03 |  2.69e-05 |  1.0e-04 |  1.98e-11 |  8.34e-04
  4040 |  1.188e-07 |  1.187e-08 |  1.969e-09 |  4.34e-05 |  6.93e-05 |  3.07e-05 |  4.41e-03 |  6.69e-03 |  2.95e-05 |  1.0e-04 |  1.93e-11 |  8.34e-04
  4050 |  1.186e-07 |  1.186e-08 |  1.964e-09 |  4.33e-05 |  6.92e-05 |  3.06e-05 |  4.40e-03 |  6.68e-03 |  2.94e-05 |  1.0e-04 |  1.80e-11 |  8.34e-04
  4060 |  1.185e-07 |  1.185e-08 |  1.959e-09 |  4.33e-05 |  6.91e-05 |  3.06e-05 |  4.40e-03 |  6.67e-03 |  2.93e-05 |  1.0e-04 |  1.83e-11 |  8.33e-04
  4070 |  1.184e-07 |  1.183e-08 |  1.957e-09 |  4.33e-05 |  6.90e-05 |  3.07e-05 |  4.38e-03 |  6.66e-03 |  2.92e-05 |  1.0e-04 |  1.94e-11 |  8.33e-04
  4080 |  1.182e-07 |  1.182e-08 |  1.950e-09 |  4.32e-05 |  6.89e-05 |  3.04e-05 |  4.37e-03 |  6.05e-03 |  2.64e-05 |  1.0e-04 |  2.17e-11 |  8.33e-04
  4090 |  1.181e-07 |  1.181e-08 |  1.947e-09 |  4.32e-05 |  6.88e-05 |  3.03e-05 |  4.36e-03 |  6.64e-03 |  2.90e-05 |  1.0e-04 |  2.26e-11 |  8.33e-04
  4100 |  1.179e-07 |  1.180e-08 |  1.946e-09 |  4.32e-05 |  6.87e-05 |  3.05e-05 |  4.35e-03 |  6.63e-03 |  2.89e-05 |  1.0e-04 |  2.30e-11 |  8.32e-04
  4110 |  1.178e-07 |  1.178e-08 |  1.942e-09 |  4.31e-05 |  6.87e-05 |  3.06e-05 |  4.36e-03 |  6.62e-03 |  2.89e-05 |  1.0e-04 |  1.80e-11 |  8.32e-04
  4120 |  1.178e-07 |  1.177e-08 |  1.936e-09 |  4.31e-05 |  6.86e-05 |  3.02e-05 |  4.34e-03 |  6.61e-03 |  2.87e-05 |  1.0e-04 |  1.53e-11 |  8.32e-04
  4130 |  1.176e-07 |  1.176e-08 |  1.932e-09 |  4.30e-05 |  6.85e-05 |  3.03e-05 |  4.34e-03 |  6.60e-03 |  2.86e-05 |  1.0e-04 |  2.40e-11 |  8.31e-04
  4140 |  1.175e-07 |  1.174e-08 |  1.932e-09 |  4.30e-05 |  6.84e-05 |  3.06e-05 |  4.33e-03 |  6.59e-03 |  2.86e-05 |  1.0e-04 |  1.81e-11 |  8.31e-04
  4150 |  1.173e-07 |  1.173e-08 |  1.928e-09 |  4.30e-05 |  6.83e-05 |  3.03e-05 |  4.32e-03 |  6.59e-03 |  2.84e-05 |  1.0e-04 |  2.34e-11 |  8.31e-04
  4160 |  1.172e-07 |  1.172e-08 |  1.924e-09 |  4.29e-05 |  6.83e-05 |  3.04e-05 |  4.31e-03 |  6.58e-03 |  2.84e-05 |  1.0e-04 |  1.90e-11 |  8.31e-04
  4170 |  1.171e-07 |  1.171e-08 |  1.918e-09 |  4.29e-05 |  6.82e-05 |  3.03e-05 |  4.31e-03 |  6.57e-03 |  2.83e-05 |  1.0e-04 |  2.39e-11 |  8.30e-04
  4180 |  1.170e-07 |  1.170e-08 |  1.917e-09 |  4.28e-05 |  6.81e-05 |  3.04e-05 |  4.29e-03 |  5.96e-03 |  2.56e-05 |  1.0e-04 |  2.56e-11 |  8.30e-04
  4190 |  1.168e-07 |  1.168e-08 |  1.914e-09 |  4.28e-05 |  6.80e-05 |  3.03e-05 |  4.29e-03 |  6.55e-03 |  2.81e-05 |  1.0e-04 |  2.33e-11 |  8.30e-04
  4200 |  1.167e-07 |  1.167e-08 |  1.909e-09 |  4.28e-05 |  6.79e-05 |  3.01e-05 |  4.28e-03 |  6.54e-03 |  2.80e-05 |  1.0e-04 |  1.86e-11 |  8.29e-04
  4210 |  1.166e-07 |  1.166e-08 |  1.905e-09 |  4.27e-05 |  6.79e-05 |  3.01e-05 |  4.27e-03 |  6.53e-03 |  2.79e-05 |  1.0e-04 |  1.64e-11 |  8.29e-04
  4220 |  1.165e-07 |  1.165e-08 |  1.901e-09 |  4.27e-05 |  6.78e-05 |  3.01e-05 |  4.27e-03 |  6.52e-03 |  2.78e-05 |  1.0e-04 |  1.51e-11 |  8.29e-04
  4230 |  1.164e-07 |  1.163e-08 |  1.897e-09 |  4.27e-05 |  6.77e-05 |  3.00e-05 |  4.26e-03 |  6.51e-03 |  2.78e-05 |  1.0e-04 |  2.26e-11 |  8.29e-04
  4240 |  1.162e-07 |  1.162e-08 |  1.896e-09 |  4.26e-05 |  6.76e-05 |  3.02e-05 |  4.26e-03 |  5.91e-03 |  2.52e-05 |  1.0e-04 |  2.42e-11 |  8.28e-04
  4250 |  1.161e-07 |  1.161e-08 |  1.894e-09 |  4.26e-05 |  6.76e-05 |  3.01e-05 |  4.25e-03 |  6.50e-03 |  2.76e-05 |  1.0e-04 |  1.90e-11 |  8.28e-04
  4260 |  1.160e-07 |  1.160e-08 |  1.890e-09 |  4.26e-05 |  6.75e-05 |  3.01e-05 |  4.24e-03 |  6.49e-03 |  2.75e-05 |  1.0e-04 |  2.23e-11 |  8.28e-04
  4270 |  1.159e-07 |  1.159e-08 |  1.882e-09 |  4.25e-05 |  6.74e-05 |  2.99e-05 |  4.23e-03 |  6.48e-03 |  2.74e-05 |  1.0e-04 |  1.97e-11 |  8.27e-04
  4280 |  1.158e-07 |  1.157e-08 |  1.883e-09 |  4.25e-05 |  6.73e-05 |  3.00e-05 |  4.23e-03 |  6.47e-03 |  2.74e-05 |  1.0e-04 |  2.41e-11 |  8.27e-04
  4290 |  1.157e-07 |  1.156e-08 |  1.877e-09 |  4.25e-05 |  6.73e-05 |  2.97e-05 |  4.22e-03 |  6.46e-03 |  2.73e-05 |  1.0e-04 |  1.99e-11 |  8.27e-04
  4300 |  1.155e-07 |  1.155e-08 |  1.874e-09 |  4.24e-05 |  6.72e-05 |  2.98e-05 |  4.21e-03 |  6.45e-03 |  2.71e-05 |  1.0e-04 |  2.34e-11 |  8.27e-04
  4310 |  1.154e-07 |  1.154e-08 |  1.870e-09 |  4.24e-05 |  6.71e-05 |  2.98e-05 |  4.20e-03 |  5.86e-03 |  2.46e-05 |  1.0e-04 |  2.41e-11 |  8.26e-04
  4320 |  1.152e-07 |  1.153e-08 |  1.869e-09 |  4.24e-05 |  6.70e-05 |  2.99e-05 |  4.19e-03 |  6.44e-03 |  2.70e-05 |  1.0e-04 |  2.48e-11 |  8.26e-04
  4330 |  1.152e-07 |  1.151e-08 |  1.866e-09 |  4.23e-05 |  6.70e-05 |  2.98e-05 |  4.19e-03 |  6.43e-03 |  2.69e-05 |  1.0e-04 |  2.09e-11 |  8.26e-04
  4340 |  1.150e-07 |  1.150e-08 |  1.861e-09 |  4.23e-05 |  6.69e-05 |  2.97e-05 |  4.18e-03 |  6.42e-03 |  2.68e-05 |  1.0e-04 |  2.59e-11 |  8.26e-04
  4350 |  1.149e-07 |  1.149e-08 |  1.856e-09 |  4.22e-05 |  6.68e-05 |  2.97e-05 |  4.18e-03 |  6.41e-03 |  2.68e-05 |  1.0e-04 |  2.00e-11 |  8.25e-04
  4360 |  1.148e-07 |  1.148e-08 |  1.856e-09 |  4.22e-05 |  6.67e-05 |  2.98e-05 |  4.17e-03 |  6.40e-03 |  2.67e-05 |  1.0e-04 |  2.02e-11 |  8.25e-04
  4370 |  1.146e-07 |  1.147e-08 |  1.849e-09 |  4.22e-05 |  6.67e-05 |  2.96e-05 |  4.16e-03 |  5.81e-03 |  2.42e-05 |  1.0e-04 |  1.52e-11 |  8.25e-04
  4380 |  1.146e-07 |  1.145e-08 |  1.848e-09 |  4.22e-05 |  6.66e-05 |  2.96e-05 |  4.15e-03 |  6.39e-03 |  2.65e-05 |  1.0e-04 |  1.61e-11 |  8.24e-04
  4390 |  1.145e-07 |  1.144e-08 |  1.842e-09 |  4.21e-05 |  6.65e-05 |  2.95e-05 |  4.15e-03 |  5.80e-03 |  2.40e-05 |  1.0e-04 |  2.12e-11 |  8.24e-04
  4400 |  1.144e-07 |  1.143e-08 |  1.843e-09 |  4.21e-05 |  6.65e-05 |  2.97e-05 |  4.14e-03 |  5.79e-03 |  2.40e-05 |  1.0e-04 |  1.91e-11 |  8.24e-04
  4410 |  1.142e-07 |  1.142e-08 |  1.837e-09 |  4.20e-05 |  6.64e-05 |  2.95e-05 |  4.14e-03 |  6.36e-03 |  2.63e-05 |  1.0e-04 |  2.87e-11 |  8.24e-04
  4420 |  1.141e-07 |  1.141e-08 |  1.834e-09 |  4.20e-05 |  6.63e-05 |  2.94e-05 |  4.13e-03 |  6.35e-03 |  2.62e-05 |  1.0e-04 |  1.62e-11 |  8.23e-04
  4430 |  1.140e-07 |  1.140e-08 |  1.834e-09 |  4.20e-05 |  6.63e-05 |  2.95e-05 |  4.12e-03 |  6.34e-03 |  2.61e-05 |  1.0e-04 |  1.98e-11 |  8.23e-04
  4440 |  1.139e-07 |  1.139e-08 |  1.827e-09 |  4.19e-05 |  6.62e-05 |  2.94e-05 |  4.12e-03 |  6.34e-03 |  2.61e-05 |  1.0e-04 |  2.08e-11 |  8.23e-04
  4450 |  1.138e-07 |  1.138e-08 |  1.826e-09 |  4.19e-05 |  6.61e-05 |  2.94e-05 |  4.11e-03 |  6.33e-03 |  2.60e-05 |  1.0e-04 |  1.84e-11 |  8.23e-04
  4460 |  1.137e-07 |  1.137e-08 |  1.823e-09 |  4.19e-05 |  6.61e-05 |  2.95e-05 |  4.10e-03 |  6.32e-03 |  2.59e-05 |  1.0e-04 |  1.99e-11 |  8.22e-04
  4470 |  1.136e-07 |  1.135e-08 |  1.818e-09 |  4.18e-05 |  6.60e-05 |  2.93e-05 |  4.10e-03 |  6.31e-03 |  2.58e-05 |  1.0e-04 |  1.81e-11 |  8.22e-04
  4480 |  1.134e-07 |  1.134e-08 |  1.818e-09 |  4.18e-05 |  6.59e-05 |  2.94e-05 |  4.09e-03 |  6.30e-03 |  2.58e-05 |  1.0e-04 |  1.83e-11 |  8.22e-04
  4490 |  1.133e-07 |  1.133e-08 |  1.814e-09 |  4.18e-05 |  6.59e-05 |  2.93e-05 |  4.09e-03 |  6.29e-03 |  2.57e-05 |  1.0e-04 |  1.72e-11 |  8.22e-04
  4500 |  1.132e-07 |  1.132e-08 |  1.810e-09 |  4.17e-05 |  6.58e-05 |  2.93e-05 |  4.08e-03 |  6.29e-03 |  2.56e-05 |  1.0e-04 |  1.87e-11 |  8.21e-04
  4510 |  1.131e-07 |  1.131e-08 |  1.806e-09 |  4.17e-05 |  6.57e-05 |  2.92e-05 |  4.07e-03 |  6.28e-03 |  2.56e-05 |  1.0e-04 |  3.19e-11 |  8.21e-04
  4520 |  1.130e-07 |  1.130e-08 |  1.805e-09 |  4.17e-05 |  6.57e-05 |  2.94e-05 |  4.06e-03 |  5.70e-03 |  2.32e-05 |  1.0e-04 |  1.71e-11 |  8.21e-04
  4530 |  1.129e-07 |  1.129e-08 |  1.801e-09 |  4.16e-05 |  6.56e-05 |  2.92e-05 |  4.06e-03 |  6.26e-03 |  2.54e-05 |  1.0e-04 |  1.60e-11 |  8.21e-04
  4540 |  1.128e-07 |  1.128e-08 |  1.798e-09 |  4.16e-05 |  6.55e-05 |  2.91e-05 |  4.05e-03 |  6.25e-03 |  2.53e-05 |  1.0e-04 |  2.49e-11 |  8.20e-04
  4550 |  1.127e-07 |  1.127e-08 |  1.797e-09 |  4.16e-05 |  6.55e-05 |  2.93e-05 |  4.04e-03 |  6.25e-03 |  2.52e-05 |  1.0e-04 |  2.50e-11 |  8.20e-04
  4560 |  1.125e-07 |  1.126e-08 |  1.793e-09 |  4.16e-05 |  6.54e-05 |  2.91e-05 |  4.04e-03 |  6.24e-03 |  2.52e-05 |  1.0e-04 |  2.18e-11 |  8.20e-04
  4570 |  1.124e-07 |  1.125e-08 |  1.789e-09 |  4.15e-05 |  6.53e-05 |  2.89e-05 |  4.03e-03 |  6.23e-03 |  2.51e-05 |  1.0e-04 |  2.03e-11 |  8.20e-04
  4580 |  1.123e-07 |  1.123e-08 |  1.785e-09 |  4.15e-05 |  6.53e-05 |  2.89e-05 |  4.03e-03 |  6.22e-03 |  2.51e-05 |  1.0e-04 |  2.45e-11 |  8.19e-04
  4590 |  1.122e-07 |  1.122e-08 |  1.780e-09 |  4.14e-05 |  6.52e-05 |  2.88e-05 |  4.01e-03 |  6.22e-03 |  2.49e-05 |  1.0e-04 |  2.18e-11 |  8.19e-04
  4600 |  1.121e-07 |  1.121e-08 |  1.782e-09 |  4.14e-05 |  6.51e-05 |  2.91e-05 |  4.01e-03 |  5.64e-03 |  2.27e-05 |  1.0e-04 |  1.86e-11 |  8.19e-04
  4610 |  1.120e-07 |  1.120e-08 |  1.779e-09 |  4.14e-05 |  6.51e-05 |  2.90e-05 |  4.01e-03 |  6.20e-03 |  2.48e-05 |  1.0e-04 |  2.44e-11 |  8.19e-04
  4620 |  1.119e-07 |  1.119e-08 |  1.776e-09 |  4.14e-05 |  6.50e-05 |  2.91e-05 |  4.01e-03 |  6.19e-03 |  2.48e-05 |  1.0e-04 |  2.09e-11 |  8.18e-04
  4630 |  1.118e-07 |  1.118e-08 |  1.773e-09 |  4.14e-05 |  6.49e-05 |  2.89e-05 |  3.99e-03 |  6.18e-03 |  2.47e-05 |  1.0e-04 |  1.94e-11 |  8.18e-04
  4640 |  1.117e-07 |  1.117e-08 |  1.770e-09 |  4.13e-05 |  6.49e-05 |  2.89e-05 |  3.99e-03 |  6.79e-03 |  2.71e-05 |  1.0e-04 |  2.15e-11 |  8.18e-04
  4650 |  1.116e-07 |  1.116e-08 |  1.766e-09 |  4.13e-05 |  6.48e-05 |  2.88e-05 |  3.98e-03 |  6.17e-03 |  2.46e-05 |  1.0e-04 |  1.74e-11 |  8.18e-04
  4660 |  1.114e-07 |  1.115e-08 |  1.764e-09 |  4.12e-05 |  6.48e-05 |  2.89e-05 |  3.97e-03 |  6.16e-03 |  2.45e-05 |  1.0e-04 |  1.76e-11 |  8.17e-04
  4670 |  1.113e-07 |  1.114e-08 |  1.758e-09 |  4.12e-05 |  6.47e-05 |  2.86e-05 |  3.96e-03 |  6.15e-03 |  2.44e-05 |  1.0e-04 |  2.75e-11 |  8.17e-04
  4680 |  1.112e-07 |  1.113e-08 |  1.759e-09 |  4.12e-05 |  6.46e-05 |  2.89e-05 |  3.97e-03 |  6.15e-03 |  2.44e-05 |  1.0e-04 |  2.22e-11 |  8.17e-04
  4690 |  1.112e-07 |  1.111e-08 |  1.756e-09 |  4.12e-05 |  6.46e-05 |  2.88e-05 |  3.95e-03 |  6.14e-03 |  2.42e-05 |  1.0e-04 |  2.21e-11 |  8.17e-04
  4700 |  1.111e-07 |  1.110e-08 |  1.754e-09 |  4.11e-05 |  6.45e-05 |  2.88e-05 |  3.95e-03 |  6.13e-03 |  2.42e-05 |  1.0e-04 |  2.58e-11 |  8.16e-04
  4710 |  1.109e-07 |  1.109e-08 |  1.748e-09 |  4.11e-05 |  6.45e-05 |  2.88e-05 |  3.94e-03 |  6.12e-03 |  2.42e-05 |  1.0e-04 |  2.49e-11 |  8.16e-04
  4720 |  1.109e-07 |  1.108e-08 |  1.747e-09 |  4.11e-05 |  6.44e-05 |  2.87e-05 |  3.94e-03 |  6.12e-03 |  2.41e-05 |  1.0e-04 |  2.42e-11 |  8.16e-04
  4730 |  1.108e-07 |  1.107e-08 |  1.747e-09 |  4.10e-05 |  6.43e-05 |  2.89e-05 |  3.93e-03 |  6.11e-03 |  2.40e-05 |  1.0e-04 |  2.32e-11 |  8.16e-04
  4740 |  1.106e-07 |  1.106e-08 |  1.740e-09 |  4.10e-05 |  6.43e-05 |  2.85e-05 |  3.92e-03 |  6.10e-03 |  2.39e-05 |  1.0e-04 |  2.49e-11 |  8.15e-04
  4750 |  1.106e-07 |  1.105e-08 |  1.737e-09 |  4.10e-05 |  6.42e-05 |  2.85e-05 |  3.92e-03 |  6.09e-03 |  2.39e-05 |  1.0e-04 |  1.98e-11 |  8.15e-04
  4760 |  1.104e-07 |  1.104e-08 |  1.735e-09 |  4.09e-05 |  6.42e-05 |  2.86e-05 |  3.91e-03 |  6.09e-03 |  2.38e-05 |  1.0e-04 |  1.49e-11 |  8.15e-04
  4770 |  1.103e-07 |  1.103e-08 |  1.735e-09 |  4.09e-05 |  6.41e-05 |  2.85e-05 |  3.90e-03 |  6.08e-03 |  2.37e-05 |  1.0e-04 |  1.56e-11 |  8.15e-04
  4780 |  1.102e-07 |  1.102e-08 |  1.732e-09 |  4.09e-05 |  6.40e-05 |  2.87e-05 |  3.91e-03 |  6.07e-03 |  2.37e-05 |  1.0e-04 |  1.51e-11 |  8.14e-04
  4790 |  1.101e-07 |  1.101e-08 |  1.728e-09 |  4.09e-05 |  6.40e-05 |  2.84e-05 |  3.90e-03 |  6.06e-03 |  2.37e-05 |  1.0e-04 |  1.76e-11 |  8.14e-04
