
Generated transport data: t (600,), x (256,), usol (600, 256), c=40.0
Domain: x in [0.0, 6.283185307179586], t in [0.0, 1.0]
Constraint dimension M_CON = 1200
Fixed damping lambda = 1.0e-04
Residual scaling: (u_t + c*u_x)/sqrt(1+c^2)
Jitter: kind=gaussian, sigma_x=1.0e-03, sigma_t=0.0e+00
Derivative periodic BC: deleted. Constraint blocks: PDE=900, BC=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |        BC |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2
  1140 |  2.082e-07 |  2.082e-08 |  5.589e-09 |  6.71e-05 |  1.48e-04 |  4.85e-05 |  1.03e-02 |  7.53e-03 |  7.74e-05 |  1.0e-04 |  3.96e-11 |  9.96e-04
  1150 |  2.073e-07 |  2.072e-08 |  5.548e-09 |  6.69e-05 |  1.47e-04 |  4.85e-05 |  1.02e-02 |  7.50e-03 |  7.66e-05 |  1.0e-04 |  4.23e-11 |  9.94e-04
  1160 |  2.063e-07 |  2.063e-08 |  5.515e-09 |  6.67e-05 |  1.46e-04 |  4.85e-05 |  1.02e-02 |  7.47e-03 |  7.59e-05 |  1.0e-04 |  4.49e-11 |  9.93e-04
  1170 |  2.054e-07 |  2.053e-08 |  5.473e-09 |  6.65e-05 |  1.46e-04 |  4.85e-05 |  1.01e-02 |  7.44e-03 |  7.50e-05 |  1.0e-04 |  4.28e-11 |  9.92e-04
  1180 |  2.045e-07 |  2.044e-08 |  5.429e-09 |  6.63e-05 |  1.45e-04 |  4.80e-05 |  1.00e-02 |  7.40e-03 |  7.43e-05 |  1.0e-04 |  4.00e-11 |  9.91e-04
  1190 |  2.036e-07 |  2.035e-08 |  5.390e-09 |  6.61e-05 |  1.44e-04 |  4.78e-05 |  9.98e-03 |  7.37e-03 |  7.36e-05 |  1.0e-04 |  3.70e-11 |  9.90e-04
  1200 |  2.028e-07 |  2.026e-08 |  5.356e-09 |  6.59e-05 |  1.44e-04 |  4.80e-05 |  9.93e-03 |  7.34e-03 |  7.29e-05 |  1.0e-04 |  3.67e-11 |  9.88e-04
  1210 |  2.019e-07 |  2.018e-08 |  5.318e-09 |  6.57e-05 |  1.43e-04 |  4.78e-05 |  9.88e-03 |  7.31e-03 |  7.22e-05 |  1.0e-04 |  3.82e-11 |  9.87e-04
  1220 |  2.010e-07 |  2.010e-08 |  5.277e-09 |  6.55e-05 |  1.42e-04 |  4.75e-05 |  9.82e-03 |  7.28e-03 |  7.14e-05 |  1.0e-04 |  4.14e-11 |  9.86e-04
  1230 |  2.002e-07 |  2.001e-08 |  5.246e-09 |  6.53e-05 |  1.42e-04 |  4.76e-05 |  9.77e-03 |  7.25e-03 |  7.08e-05 |  1.0e-04 |  3.01e-11 |  9.85e-04
  1240 |  1.994e-07 |  1.993e-08 |  5.212e-09 |  6.51e-05 |  1.41e-04 |  4.75e-05 |  9.72e-03 |  7.22e-03 |  7.01e-05 |  1.0e-04 |  3.38e-11 |  9.84e-04
  1250 |  1.985e-07 |  1.985e-08 |  5.174e-09 |  6.49e-05 |  1.40e-04 |  4.74e-05 |  9.65e-03 |  7.19e-03 |  6.93e-05 |  1.0e-04 |  3.99e-11 |  9.83e-04
  1260 |  1.978e-07 |  1.977e-08 |  5.139e-09 |  6.47e-05 |  1.40e-04 |  4.71e-05 |  9.62e-03 |  7.16e-03 |  6.89e-05 |  1.0e-04 |  2.83e-11 |  9.82e-04
  1270 |  1.970e-07 |  1.969e-08 |  5.112e-09 |  6.46e-05 |  1.39e-04 |  4.73e-05 |  9.56e-03 |  7.13e-03 |  6.82e-05 |  1.0e-04 |  3.32e-11 |  9.81e-04
  1280 |  1.962e-07 |  1.962e-08 |  5.078e-09 |  6.44e-05 |  1.38e-04 |  4.73e-05 |  9.54e-03 |  7.10e-03 |  6.77e-05 |  1.0e-04 |  3.17e-11 |  9.80e-04
  1290 |  1.955e-07 |  1.954e-08 |  5.043e-09 |  6.42e-05 |  1.38e-04 |  4.68e-05 |  9.47e-03 |  7.07e-03 |  6.70e-05 |  1.0e-04 |  3.44e-11 |  9.79e-04
  1300 |  1.947e-07 |  1.947e-08 |  5.009e-09 |  6.40e-05 |  1.37e-04 |  4.69e-05 |  9.42e-03 |  7.04e-03 |  6.64e-05 |  1.0e-04 |  3.78e-11 |  9.78e-04
  1310 |  1.940e-07 |  1.940e-08 |  4.979e-09 |  6.39e-05 |  1.37e-04 |  4.66e-05 |  9.38e-03 |  7.01e-03 |  6.58e-05 |  1.0e-04 |  3.70e-11 |  9.77e-04
  1320 |  1.933e-07 |  1.932e-08 |  4.947e-09 |  6.37e-05 |  1.36e-04 |  4.66e-05 |  9.33e-03 |  6.99e-03 |  6.52e-05 |  1.0e-04 |  4.16e-11 |  9.76e-04
  1330 |  1.926e-07 |  1.925e-08 |  4.918e-09 |  6.36e-05 |  1.35e-04 |  4.65e-05 |  9.29e-03 |  6.96e-03 |  6.46e-05 |  1.0e-04 |  3.52e-11 |  9.75e-04
  1340 |  1.919e-07 |  1.919e-08 |  4.888e-09 |  6.34e-05 |  1.35e-04 |  4.64e-05 |  9.24e-03 |  6.93e-03 |  6.40e-05 |  1.0e-04 |  2.83e-11 |  9.74e-04
  1350 |  1.912e-07 |  1.912e-08 |  4.858e-09 |  6.32e-05 |  1.34e-04 |  4.63e-05 |  9.21e-03 |  6.90e-03 |  6.36e-05 |  1.0e-04 |  3.40e-11 |  9.73e-04
  1360 |  1.906e-07 |  1.905e-08 |  4.827e-09 |  6.31e-05 |  1.34e-04 |  4.60e-05 |  9.17e-03 |  7.57e-03 |  6.94e-05 |  1.0e-04 |  3.24e-11 |  9.72e-04
  1370 |  1.899e-07 |  1.899e-08 |  4.806e-09 |  6.29e-05 |  1.33e-04 |  4.64e-05 |  9.12e-03 |  6.85e-03 |  6.25e-05 |  1.0e-04 |  3.59e-11 |  9.71e-04
  1380 |  1.893e-07 |  1.892e-08 |  4.770e-09 |  6.28e-05 |  1.33e-04 |  4.60e-05 |  9.07e-03 |  6.83e-03 |  6.19e-05 |  1.0e-04 |  3.13e-11 |  9.70e-04
  1390 |  1.886e-07 |  1.886e-08 |  4.745e-09 |  6.26e-05 |  1.32e-04 |  4.60e-05 |  9.02e-03 |  6.80e-03 |  6.13e-05 |  1.0e-04 |  3.48e-11 |  9.69e-04
  1400 |  1.880e-07 |  1.879e-08 |  4.717e-09 |  6.25e-05 |  1.31e-04 |  4.59e-05 |  8.99e-03 |  6.77e-03 |  6.09e-05 |  1.0e-04 |  3.98e-11 |  9.68e-04
  1410 |  1.874e-07 |  1.873e-08 |  4.691e-09 |  6.24e-05 |  1.31e-04 |  4.57e-05 |  8.95e-03 |  6.75e-03 |  6.04e-05 |  1.0e-04 |  3.48e-11 |  9.67e-04
  1420 |  1.867e-07 |  1.867e-08 |  4.659e-09 |  6.22e-05 |  1.30e-04 |  4.54e-05 |  8.91e-03 |  7.40e-03 |  6.59e-05 |  1.0e-04 |  3.41e-11 |  9.66e-04
  1430 |  1.861e-07 |  1.861e-08 |  4.631e-09 |  6.20e-05 |  1.30e-04 |  4.54e-05 |  8.87e-03 |  6.70e-03 |  5.94e-05 |  1.0e-04 |  3.85e-11 |  9.65e-04
  1440 |  1.856e-07 |  1.855e-08 |  4.605e-09 |  6.19e-05 |  1.29e-04 |  4.54e-05 |  8.83e-03 |  6.67e-03 |  5.90e-05 |  1.0e-04 |  3.28e-11 |  9.64e-04
  1450 |  1.849e-07 |  1.848e-08 |  4.576e-09 |  6.17e-05 |  1.29e-04 |  4.52e-05 |  8.77e-03 |  7.32e-03 |  6.42e-05 |  1.0e-04 |  2.81e-11 |  9.63e-04
  1460 |  1.843e-07 |  1.842e-08 |  4.552e-09 |  6.16e-05 |  1.28e-04 |  4.52e-05 |  8.74e-03 |  7.29e-03 |  6.37e-05 |  1.0e-04 |  3.53e-11 |  9.62e-04
  1470 |  1.837e-07 |  1.836e-08 |  4.528e-09 |  6.14e-05 |  1.28e-04 |  4.53e-05 |  8.73e-03 |  7.26e-03 |  6.34e-05 |  1.0e-04 |  4.25e-11 |  9.61e-04
  1480 |  1.831e-07 |  1.830e-08 |  4.498e-09 |  6.13e-05 |  1.27e-04 |  4.50e-05 |  8.66e-03 |  7.24e-03 |  6.27e-05 |  1.0e-04 |  3.85e-11 |  9.60e-04
  1490 |  1.825e-07 |  1.824e-08 |  4.469e-09 |  6.11e-05 |  1.26e-04 |  4.48e-05 |  8.63e-03 |  7.21e-03 |  6.22e-05 |  1.0e-04 |  3.48e-11 |  9.59e-04
  1500 |  1.819e-07 |  1.819e-08 |  4.449e-09 |  6.10e-05 |  1.26e-04 |  4.49e-05 |  8.60e-03 |  7.19e-03 |  6.18e-05 |  1.0e-04 |  3.63e-11 |  9.58e-04
  1510 |  1.813e-07 |  1.813e-08 |  4.415e-09 |  6.08e-05 |  1.25e-04 |  4.44e-05 |  8.55e-03 |  7.16e-03 |  6.12e-05 |  1.0e-04 |  3.56e-11 |  9.58e-04
  1520 |  1.808e-07 |  1.807e-08 |  4.402e-09 |  6.07e-05 |  1.25e-04 |  4.50e-05 |  8.53e-03 |  7.14e-03 |  6.08e-05 |  1.0e-04 |  3.96e-11 |  9.57e-04
  1530 |  1.802e-07 |  1.802e-08 |  4.371e-09 |  6.06e-05 |  1.24e-04 |  4.45e-05 |  8.48e-03 |  7.11e-03 |  6.03e-05 |  1.0e-04 |  3.08e-11 |  9.56e-04
  1540 |  1.797e-07 |  1.796e-08 |  4.349e-09 |  6.05e-05 |  1.24e-04 |  4.44e-05 |  8.45e-03 |  7.09e-03 |  5.99e-05 |  1.0e-04 |  3.17e-11 |  9.55e-04
  1550 |  1.791e-07 |  1.791e-08 |  4.329e-09 |  6.03e-05 |  1.23e-04 |  4.46e-05 |  8.43e-03 |  7.06e-03 |  5.95e-05 |  1.0e-04 |  3.12e-11 |  9.54e-04
  1560 |  1.786e-07 |  1.785e-08 |  4.299e-09 |  6.02e-05 |  1.23e-04 |  4.42e-05 |  8.38e-03 |  7.04e-03 |  5.89e-05 |  1.0e-04 |  2.87e-11 |  9.53e-04
  1570 |  1.781e-07 |  1.780e-08 |  4.278e-09 |  6.00e-05 |  1.22e-04 |  4.43e-05 |  8.34e-03 |  7.01e-03 |  5.85e-05 |  1.0e-04 |  3.24e-11 |  9.52e-04
  1580 |  1.775e-07 |  1.775e-08 |  4.254e-09 |  5.99e-05 |  1.22e-04 |  4.40e-05 |  8.30e-03 |  6.99e-03 |  5.80e-05 |  1.0e-04 |  4.16e-11 |  9.51e-04
  1590 |  1.770e-07 |  1.770e-08 |  4.228e-09 |  5.98e-05 |  1.21e-04 |  4.39e-05 |  8.27e-03 |  6.97e-03 |  5.76e-05 |  1.0e-04 |  3.28e-11 |  9.51e-04
  1600 |  1.765e-07 |  1.765e-08 |  4.211e-09 |  5.96e-05 |  1.21e-04 |  4.41e-05 |  8.24e-03 |  6.94e-03 |  5.72e-05 |  1.0e-04 |  3.26e-11 |  9.50e-04
  1610 |  1.760e-07 |  1.760e-08 |  4.188e-09 |  5.95e-05 |  1.20e-04 |  4.39e-05 |  8.21e-03 |  6.92e-03 |  5.68e-05 |  1.0e-04 |  3.91e-11 |  9.49e-04
  1620 |  1.755e-07 |  1.755e-08 |  4.163e-09 |  5.94e-05 |  1.20e-04 |  4.36e-05 |  8.17e-03 |  6.90e-03 |  5.64e-05 |  1.0e-04 |  2.93e-11 |  9.48e-04
  1630 |  1.750e-07 |  1.750e-08 |  4.143e-09 |  5.93e-05 |  1.20e-04 |  4.36e-05 |  8.14e-03 |  6.87e-03 |  5.60e-05 |  1.0e-04 |  4.15e-11 |  9.47e-04
  1640 |  1.745e-07 |  1.745e-08 |  4.120e-09 |  5.91e-05 |  1.19e-04 |  4.35e-05 |  8.10e-03 |  6.85e-03 |  5.55e-05 |  1.0e-04 |  3.48e-11 |  9.47e-04
  1650 |  1.741e-07 |  1.740e-08 |  4.106e-09 |  5.91e-05 |  1.19e-04 |  4.36e-05 |  8.09e-03 |  6.83e-03 |  5.53e-05 |  1.0e-04 |  3.89e-11 |  9.46e-04
  1660 |  1.736e-07 |  1.736e-08 |  4.082e-09 |  5.89e-05 |  1.18e-04 |  4.35e-05 |  8.04e-03 |  6.81e-03 |  5.47e-05 |  1.0e-04 |  3.65e-11 |  9.45e-04
  1670 |  1.732e-07 |  1.731e-08 |  4.063e-09 |  5.88e-05 |  1.18e-04 |  4.33e-05 |  8.01e-03 |  6.79e-03 |  5.44e-05 |  1.0e-04 |  3.28e-11 |  9.44e-04
  1680 |  1.727e-07 |  1.726e-08 |  4.042e-09 |  5.87e-05 |  1.17e-04 |  4.34e-05 |  7.99e-03 |  6.76e-03 |  5.40e-05 |  1.0e-04 |  3.75e-11 |  9.43e-04
  1690 |  1.723e-07 |  1.722e-08 |  4.021e-09 |  5.86e-05 |  1.17e-04 |  4.30e-05 |  7.96e-03 |  6.74e-03 |  5.37e-05 |  1.0e-04 |  2.69e-11 |  9.43e-04
  1700 |  1.718e-07 |  1.718e-08 |  4.000e-09 |  5.84e-05 |  1.16e-04 |  4.30e-05 |  7.92e-03 |  6.72e-03 |  5.33e-05 |  1.0e-04 |  2.90e-11 |  9.42e-04
  1710 |  1.714e-07 |  1.713e-08 |  3.984e-09 |  5.84e-05 |  1.16e-04 |  4.30e-05 |  7.91e-03 |  7.37e-03 |  5.83e-05 |  1.0e-04 |  2.96e-11 |  9.41e-04
  1720 |  1.709e-07 |  1.709e-08 |  3.967e-09 |  5.83e-05 |  1.16e-04 |  4.30e-05 |  7.87e-03 |  7.35e-03 |  5.78e-05 |  1.0e-04 |  2.91e-11 |  9.40e-04
  1730 |  1.705e-07 |  1.704e-08 |  3.944e-09 |  5.81e-05 |  1.15e-04 |  4.27e-05 |  7.83e-03 |  7.32e-03 |  5.73e-05 |  1.0e-04 |  3.13e-11 |  9.40e-04
  1740 |  1.701e-07 |  1.700e-08 |  3.926e-09 |  5.80e-05 |  1.15e-04 |  4.26e-05 |  7.81e-03 |  7.30e-03 |  5.70e-05 |  1.0e-04 |  3.39e-11 |  9.39e-04
  1750 |  1.696e-07 |  1.696e-08 |  3.908e-09 |  5.79e-05 |  1.14e-04 |  4.27e-05 |  7.77e-03 |  7.28e-03 |  5.66e-05 |  1.0e-04 |  3.59e-11 |  9.38e-04
  1760 |  1.692e-07 |  1.691e-08 |  3.888e-09 |  5.78e-05 |  1.14e-04 |  4.26e-05 |  7.77e-03 |  6.60e-03 |  5.12e-05 |  1.0e-04 |  3.98e-11 |  9.37e-04
  1770 |  1.687e-07 |  1.687e-08 |  3.873e-09 |  5.77e-05 |  1.13e-04 |  4.28e-05 |  7.73e-03 |  6.58e-03 |  5.08e-05 |  1.0e-04 |  2.39e-11 |  9.37e-04
  1780 |  1.684e-07 |  1.683e-08 |  3.852e-09 |  5.76e-05 |  1.13e-04 |  4.25e-05 |  7.69e-03 |  7.21e-03 |  5.55e-05 |  1.0e-04 |  3.03e-11 |  9.36e-04
  1790 |  1.679e-07 |  1.679e-08 |  3.832e-09 |  5.75e-05 |  1.13e-04 |  4.23e-05 |  7.67e-03 |  7.19e-03 |  5.52e-05 |  1.0e-04 |  3.34e-11 |  9.35e-04
  1800 |  1.675e-07 |  1.674e-08 |  3.812e-09 |  5.74e-05 |  1.12e-04 |  4.21e-05 |  7.64e-03 |  7.17e-03 |  5.48e-05 |  1.0e-04 |  2.09e-11 |  9.35e-04
  1810 |  1.671e-07 |  1.670e-08 |  3.799e-09 |  5.73e-05 |  1.12e-04 |  4.23e-05 |  7.62e-03 |  7.15e-03 |  5.45e-05 |  1.0e-04 |  3.60e-11 |  9.34e-04
  1820 |  1.667e-07 |  1.666e-08 |  3.778e-09 |  5.71e-05 |  1.11e-04 |  4.20e-05 |  7.59e-03 |  7.13e-03 |  5.41e-05 |  1.0e-04 |  2.70e-11 |  9.33e-04
  1830 |  1.663e-07 |  1.662e-08 |  3.761e-09 |  5.70e-05 |  1.11e-04 |  4.20e-05 |  7.56e-03 |  7.11e-03 |  5.37e-05 |  1.0e-04 |  3.55e-11 |  9.32e-04
  1840 |  1.659e-07 |  1.658e-08 |  3.748e-09 |  5.69e-05 |  1.11e-04 |  4.22e-05 |  7.53e-03 |  7.08e-03 |  5.33e-05 |  1.0e-04 |  2.32e-11 |  9.32e-04
  1850 |  1.654e-07 |  1.654e-08 |  3.729e-09 |  5.68e-05 |  1.10e-04 |  4.20e-05 |  7.52e-03 |  7.06e-03 |  5.31e-05 |  1.0e-04 |  2.26e-11 |  9.31e-04
  1860 |  1.650e-07 |  1.650e-08 |  3.706e-09 |  5.67e-05 |  1.10e-04 |  4.17e-05 |  7.47e-03 |  7.04e-03 |  5.26e-05 |  1.0e-04 |  2.41e-11 |  9.30e-04
  1870 |  1.647e-07 |  1.646e-08 |  3.686e-09 |  5.66e-05 |  1.09e-04 |  4.14e-05 |  7.45e-03 |  7.02e-03 |  5.23e-05 |  1.0e-04 |  3.46e-11 |  9.29e-04
  1880 |  1.642e-07 |  1.642e-08 |  3.673e-09 |  5.65e-05 |  1.09e-04 |  4.15e-05 |  7.43e-03 |  7.00e-03 |  5.20e-05 |  1.0e-04 |  3.96e-11 |  9.29e-04
  1890 |  1.639e-07 |  1.638e-08 |  3.658e-09 |  5.64e-05 |  1.09e-04 |  4.16e-05 |  7.40e-03 |  6.98e-03 |  5.17e-05 |  1.0e-04 |  3.06e-11 |  9.28e-04
  1900 |  1.635e-07 |  1.634e-08 |  3.643e-09 |  5.63e-05 |  1.08e-04 |  4.16e-05 |  7.38e-03 |  6.96e-03 |  5.14e-05 |  1.0e-04 |  2.63e-11 |  9.27e-04
  1910 |  1.632e-07 |  1.631e-08 |  3.622e-09 |  5.62e-05 |  1.08e-04 |  4.12e-05 |  7.35e-03 |  6.94e-03 |  5.10e-05 |  1.0e-04 |  2.77e-11 |  9.27e-04
  1920 |  1.627e-07 |  1.627e-08 |  3.607e-09 |  5.61e-05 |  1.08e-04 |  4.13e-05 |  7.31e-03 |  6.92e-03 |  5.06e-05 |  1.0e-04 |  3.33e-11 |  9.26e-04
  1930 |  1.623e-07 |  1.623e-08 |  3.594e-09 |  5.60e-05 |  1.07e-04 |  4.13e-05 |  7.30e-03 |  6.90e-03 |  5.04e-05 |  1.0e-04 |  2.30e-11 |  9.25e-04
  1940 |  1.620e-07 |  1.620e-08 |  3.577e-09 |  5.59e-05 |  1.07e-04 |  4.11e-05 |  7.27e-03 |  6.88e-03 |  5.01e-05 |  1.0e-04 |  3.07e-11 |  9.25e-04
  1950 |  1.617e-07 |  1.616e-08 |  3.566e-09 |  5.58e-05 |  1.06e-04 |  4.12e-05 |  7.25e-03 |  6.87e-03 |  4.98e-05 |  1.0e-04 |  2.68e-11 |  9.24e-04
  1960 |  1.613e-07 |  1.613e-08 |  3.548e-09 |  5.57e-05 |  1.06e-04 |  4.11e-05 |  7.22e-03 |  6.85e-03 |  4.94e-05 |  1.0e-04 |  2.99e-11 |  9.23e-04
  1970 |  1.610e-07 |  1.609e-08 |  3.532e-09 |  5.56e-05 |  1.06e-04 |  4.10e-05 |  7.21e-03 |  6.83e-03 |  4.92e-05 |  1.0e-04 |  2.91e-11 |  9.23e-04
  1980 |  1.606e-07 |  1.605e-08 |  3.516e-09 |  5.55e-05 |  1.05e-04 |  4.08e-05 |  7.19e-03 |  6.81e-03 |  4.89e-05 |  1.0e-04 |  2.24e-11 |  9.22e-04
  1990 |  1.603e-07 |  1.602e-08 |  3.501e-09 |  5.54e-05 |  1.05e-04 |  4.08e-05 |  7.16e-03 |  6.79e-03 |  4.86e-05 |  1.0e-04 |  2.25e-11 |  9.21e-04
  2000 |  1.599e-07 |  1.599e-08 |  3.491e-09 |  5.54e-05 |  1.05e-04 |  4.07e-05 |  7.13e-03 |  6.77e-03 |  4.83e-05 |  1.0e-04 |  2.44e-11 |  9.21e-04
  2010 |  1.596e-07 |  1.595e-08 |  3.477e-09 |  5.53e-05 |  1.04e-04 |  4.08e-05 |  7.10e-03 |  6.75e-03 |  4.79e-05 |  1.0e-04 |  3.70e-11 |  9.20e-04
  2020 |  1.592e-07 |  1.592e-08 |  3.453e-09 |  5.51e-05 |  1.04e-04 |  4.03e-05 |  7.08e-03 |  6.73e-03 |  4.77e-05 |  1.0e-04 |  2.93e-11 |  9.19e-04
  2030 |  1.589e-07 |  1.589e-08 |  3.449e-09 |  5.51e-05 |  1.04e-04 |  4.06e-05 |  7.07e-03 |  6.72e-03 |  4.75e-05 |  1.0e-04 |  2.40e-11 |  9.19e-04
  2040 |  1.586e-07 |  1.585e-08 |  3.429e-09 |  5.49e-05 |  1.03e-04 |  4.04e-05 |  7.05e-03 |  6.70e-03 |  4.72e-05 |  1.0e-04 |  2.42e-11 |  9.18e-04
  2050 |  1.582e-07 |  1.582e-08 |  3.417e-09 |  5.49e-05 |  1.03e-04 |  4.02e-05 |  7.02e-03 |  6.68e-03 |  4.69e-05 |  1.0e-04 |  2.43e-11 |  9.18e-04
  2060 |  1.579e-07 |  1.579e-08 |  3.400e-09 |  5.48e-05 |  1.03e-04 |  4.02e-05 |  7.00e-03 |  6.66e-03 |  4.66e-05 |  1.0e-04 |  2.31e-11 |  9.17e-04
  2070 |  1.576e-07 |  1.576e-08 |  3.392e-09 |  5.47e-05 |  1.03e-04 |  4.04e-05 |  6.98e-03 |  6.64e-03 |  4.64e-05 |  1.0e-04 |  2.95e-11 |  9.16e-04
  2080 |  1.573e-07 |  1.573e-08 |  3.381e-09 |  5.46e-05 |  1.02e-04 |  4.04e-05 |  6.97e-03 |  6.63e-03 |  4.62e-05 |  1.0e-04 |  1.96e-11 |  9.16e-04
  2090 |  1.569e-07 |  1.569e-08 |  3.367e-09 |  5.46e-05 |  1.02e-04 |  4.02e-05 |  6.94e-03 |  6.61e-03 |  4.59e-05 |  1.0e-04 |  2.75e-11 |  9.15e-04
  2100 |  1.566e-07 |  1.566e-08 |  3.350e-09 |  5.45e-05 |  1.02e-04 |  3.99e-05 |  6.91e-03 |  6.59e-03 |  4.56e-05 |  1.0e-04 |  2.67e-11 |  9.15e-04
  2110 |  1.564e-07 |  1.563e-08 |  3.338e-09 |  5.44e-05 |  1.01e-04 |  3.98e-05 |  6.90e-03 |  7.23e-03 |  4.99e-05 |  1.0e-04 |  3.45e-11 |  9.14e-04
  2120 |  1.560e-07 |  1.560e-08 |  3.326e-09 |  5.43e-05 |  1.01e-04 |  3.99e-05 |  6.88e-03 |  6.56e-03 |  4.51e-05 |  1.0e-04 |  3.10e-11 |  9.13e-04
  2130 |  1.557e-07 |  1.557e-08 |  3.311e-09 |  5.42e-05 |  1.01e-04 |  3.98e-05 |  6.85e-03 |  6.54e-03 |  4.48e-05 |  1.0e-04 |  2.56e-11 |  9.13e-04
  2140 |  1.555e-07 |  1.554e-08 |  3.303e-09 |  5.41e-05 |  1.00e-04 |  3.98e-05 |  6.83e-03 |  6.53e-03 |  4.46e-05 |  1.0e-04 |  2.85e-11 |  9.12e-04
  2150 |  1.551e-07 |  1.551e-08 |  3.287e-09 |  5.40e-05 |  1.00e-04 |  3.98e-05 |  6.81e-03 |  7.16e-03 |  4.88e-05 |  1.0e-04 |  2.47e-11 |  9.12e-04
  2160 |  1.548e-07 |  1.548e-08 |  3.269e-09 |  5.39e-05 |  9.98e-05 |  3.93e-05 |  6.78e-03 |  7.14e-03 |  4.84e-05 |  1.0e-04 |  2.56e-11 |  9.11e-04
  2170 |  1.545e-07 |  1.545e-08 |  3.256e-09 |  5.39e-05 |  9.95e-05 |  3.92e-05 |  6.77e-03 |  7.12e-03 |  4.82e-05 |  1.0e-04 |  2.90e-11 |  9.10e-04
  2180 |  1.542e-07 |  1.542e-08 |  3.250e-09 |  5.38e-05 |  9.92e-05 |  3.96e-05 |  6.75e-03 |  6.46e-03 |  4.36e-05 |  1.0e-04 |  2.43e-11 |  9.10e-04
  2190 |  1.540e-07 |  1.539e-08 |  3.234e-09 |  5.37e-05 |  9.89e-05 |  3.95e-05 |  6.72e-03 |  7.09e-03 |  4.77e-05 |  1.0e-04 |  3.52e-11 |  9.09e-04
  2200 |  1.536e-07 |  1.536e-08 |  3.228e-09 |  5.36e-05 |  9.86e-05 |  3.96e-05 |  6.70e-03 |  7.07e-03 |  4.74e-05 |  1.0e-04 |  3.20e-11 |  9.09e-04
  2210 |  1.533e-07 |  1.533e-08 |  3.212e-09 |  5.35e-05 |  9.83e-05 |  3.94e-05 |  6.69e-03 |  7.05e-03 |  4.72e-05 |  1.0e-04 |  3.10e-11 |  9.08e-04
  2220 |  1.530e-07 |  1.530e-08 |  3.199e-09 |  5.35e-05 |  9.80e-05 |  3.92e-05 |  6.66e-03 |  7.03e-03 |  4.68e-05 |  1.0e-04 |  2.24e-11 |  9.07e-04
  2230 |  1.527e-07 |  1.527e-08 |  3.184e-09 |  5.33e-05 |  9.77e-05 |  3.91e-05 |  6.64e-03 |  7.02e-03 |  4.66e-05 |  1.0e-04 |  2.11e-11 |  9.07e-04
  2240 |  1.524e-07 |  1.524e-08 |  3.175e-09 |  5.33e-05 |  9.74e-05 |  3.91e-05 |  6.62e-03 |  7.00e-03 |  4.64e-05 |  1.0e-04 |  1.81e-11 |  9.06e-04
  2250 |  1.521e-07 |  1.521e-08 |  3.159e-09 |  5.32e-05 |  9.71e-05 |  3.89e-05 |  6.60e-03 |  6.98e-03 |  4.61e-05 |  1.0e-04 |  4.06e-11 |  9.06e-04
  2260 |  1.518e-07 |  1.518e-08 |  3.152e-09 |  5.31e-05 |  9.68e-05 |  3.90e-05 |  6.59e-03 |  6.97e-03 |  4.59e-05 |  1.0e-04 |  3.34e-11 |  9.05e-04
  2270 |  1.516e-07 |  1.515e-08 |  3.136e-09 |  5.30e-05 |  9.66e-05 |  3.88e-05 |  6.57e-03 |  6.95e-03 |  4.56e-05 |  1.0e-04 |  2.17e-11 |  9.05e-04
  2280 |  1.513e-07 |  1.512e-08 |  3.125e-09 |  5.29e-05 |  9.63e-05 |  3.89e-05 |  6.54e-03 |  6.93e-03 |  4.54e-05 |  1.0e-04 |  2.54e-11 |  9.04e-04
  2290 |  1.510e-07 |  1.509e-08 |  3.116e-09 |  5.29e-05 |  9.60e-05 |  3.88e-05 |  6.53e-03 |  6.91e-03 |  4.52e-05 |  1.0e-04 |  2.84e-11 |  9.03e-04
  2300 |  1.507e-07 |  1.507e-08 |  3.106e-09 |  5.28e-05 |  9.57e-05 |  3.89e-05 |  6.52e-03 |  6.90e-03 |  4.50e-05 |  1.0e-04 |  2.35e-11 |  9.03e-04
  2310 |  1.504e-07 |  1.504e-08 |  3.089e-09 |  5.27e-05 |  9.55e-05 |  3.84e-05 |  6.49e-03 |  6.88e-03 |  4.47e-05 |  1.0e-04 |  2.34e-11 |  9.02e-04
  2320 |  1.502e-07 |  1.501e-08 |  3.080e-09 |  5.26e-05 |  9.52e-05 |  3.85e-05 |  6.47e-03 |  6.87e-03 |  4.44e-05 |  1.0e-04 |  1.76e-11 |  9.02e-04
  2330 |  1.499e-07 |  1.499e-08 |  3.069e-09 |  5.26e-05 |  9.49e-05 |  3.85e-05 |  6.45e-03 |  6.85e-03 |  4.42e-05 |  1.0e-04 |  3.00e-11 |  9.01e-04
  2340 |  1.496e-07 |  1.496e-08 |  3.055e-09 |  5.25e-05 |  9.47e-05 |  3.83e-05 |  6.43e-03 |  6.83e-03 |  4.39e-05 |  1.0e-04 |  2.88e-11 |  9.01e-04
  2350 |  1.493e-07 |  1.493e-08 |  3.045e-09 |  5.24e-05 |  9.44e-05 |  3.81e-05 |  6.42e-03 |  6.82e-03 |  4.38e-05 |  1.0e-04 |  2.96e-11 |  9.00e-04
