iter,obj_printed,obj_mse,feas_mse,pde_con_mse,bc_mse,ic_mse,pde_rms,bc_rms,ic_rms,station,alpha,step_inf,lambda,kkt,relL2
10,0.103,0.01027,0.1181,0.010403999999999998,0.0841,0.6193690000000001,0.102,0.29,0.787,14.7,0.00046,0.00676,0.0001,3.53e-09,1.02
20,0.1007,0.01005,0.1169,0.010201000000000002,0.08236899999999998,0.6146560000000001,0.101,0.287,0.784,18.1,0.000492,0.00892,0.0001,2.63e-09,1.02
30,0.09914,0.009902,0.1159,0.010201000000000002,0.08122499999999999,0.6099610000000001,0.101,0.285,0.781,19.6,0.000479,0.00938,0.0001,3.98e-09,1.02
40,0.09806,0.009797,0.1148,0.010000000000000002,0.08008899999999998,0.6037290000000001,0.1,0.283,0.777,17.0,0.000514,0.00872,0.0001,1.68e-09,1.02
50,0.09719,0.009709,0.1135,0.009900250000000001,0.07952399999999998,0.597529,0.0995,0.282,0.773,18.4,0.000607,0.0111,0.0001,2.23e-09,1.02
60,0.09622,0.009611,0.1121,0.009801,0.07896100000000002,0.5882890000000001,0.099,0.281,0.767,18.2,0.000652,0.0119,0.0001,2.35e-09,1.02
70,0.09509,0.009496,0.1103,0.00968256,0.07840000000000001,0.579121,0.0984,0.28,0.761,16.9,0.000848,0.0144,0.0001,2.47e-09,1.02
80,0.09343,0.009319,0.1082,0.00950625,0.07728400000000002,0.567009,0.0975,0.278,0.753,15.6,0.0011,0.0173,0.0001,2.02e-09,1.02
90,0.09027,0.008987,0.1052,0.009158489999999998,0.07507600000000002,0.552049,0.0957,0.274,0.743,12.8,0.00158,0.0202,0.0001,2.08e-09,1.02
100,0.08435,0.00833,0.09934,0.00850084,0.07022500000000001,0.522729,0.0922,0.265,0.723,6.63,0.00402,0.0267,0.0001,2.01e-09,1.01
110,0.07459,0.007402,0.0899,0.007551610000000001,0.061503999999999996,0.47472099999999995,0.0869,0.248,0.689,5.28,0.00434,0.0229,0.0001,1.99e-09,1.0
120,0.06689,0.006582,0.08056,0.006724000000000001,0.058564,0.42380100000000004,0.082,0.242,0.651,3.44,0.00755,0.026,0.0001,1.78e-09,0.987
130,0.05158,0.004916,0.06109,0.0050268100000000005,0.04080400000000001,0.32376099999999997,0.0709,0.202,0.569,2.72,0.0192,0.0523,0.0001,1.79e-09,0.942
140,0.0353,0.003445,0.04486,0.0035283600000000004,0.0256,0.24009999999999998,0.0594,0.16,0.49,2.5,0.0117,0.0293,0.0001,1.76e-09,0.896
150,0.02627,0.002532,0.03337,0.0025908100000000002,0.017161000000000003,0.179776,0.0509,0.131,0.424,2.14,0.0169,0.0361,0.0001,1.72e-09,0.838
160,0.02062,0.002042,0.02594,0.0020884899999999997,0.00996004,0.141376,0.0457,0.0998,0.376,3.05,0.00851,0.0259,0.0001,1.36e-09,0.793
170,0.01935,0.001928,0.02306,0.00197136,0.00850084,0.12531599999999998,0.0444,0.0922,0.354,3.81,0.0052,0.0198,0.0001,1.86e-09,0.767
180,0.01875,0.001868,0.02125,0.00190096,0.00813604,0.11492100000000001,0.0436,0.0902,0.339,3.95,0.00465,0.0183,0.0001,1.07e-09,0.742
190,0.01757,0.001734,0.01895,0.0017640000000000002,0.00802816,0.101761,0.042,0.0896,0.319,2.8,0.00892,0.0249,0.0001,4.51e-10,0.702
200,0.01279,0.001198,0.01284,0.00121801,0.0059907599999999995,0.06864400000000001,0.0349,0.0774,0.262,1.36,0.0367,0.0499,0.0001,4.72e-10,0.57
210,0.003514,0.0002692,0.0026,0.00027556,0.0027984100000000003,0.012996,0.0166,0.0529,0.114,0.68,0.137,0.0934,0.0001,2.34e-10,0.247
220,2.517e-05,1.622e-06,8.117e-06,1.4883999999999998e-06,2.24676e-05,3.08025e-05,0.00122,0.00474,0.00555,0.0893,0.29,0.0259,0.0001,9.6e-11,0.0118
230,2.126e-06,1.885e-07,3.005e-07,1.1560000000000002e-07,1.2321000000000002e-06,6.691240000000001e-07,0.00034,0.00111,0.000818,0.0455,0.133,0.00607,0.0001,9.13e-11,0.00257
240,9.763e-07,9.37e-08,7.669e-08,4e-08,3.4339600000000007e-07,1.0824099999999998e-07,0.0002,0.000586,0.000329,0.0355,0.0675,0.0024,0.0001,7.02e-11,0.00163
250,7.242e-07,7.098e-08,4.05e-08,2.4648999999999998e-08,1.849e-07,3.9601000000000005e-08,0.000157,0.00043,0.000199,0.0315,0.0455,0.00143,0.0001,6.99e-11,0.00141
260,6.227e-07,6.158e-08,2.891e-08,1.9320999999999998e-08,1.3104400000000002e-07,2.1316e-08,0.000139,0.000362,0.000146,0.0292,0.0307,0.000895,0.0001,7.04e-11,0.00132
270,5.68e-07,5.64e-08,2.364e-08,1.6640999999999997e-08,1.0692899999999999e-07,1.4161000000000002e-08,0.000129,0.000327,0.000119,0.0277,0.0228,0.000629,0.0001,7.39e-11,0.00128
280,5.329e-07,5.302e-08,2.068e-08,1.4884e-08,9.302499999999999e-08,1.0609e-08,0.000122,0.000305,0.000103,0.0266,0.0186,0.000493,0.0001,5.88e-11,0.00125
290,5.08e-07,5.058e-08,1.879e-08,1.3924e-08,8.41e-08,8.519289999999998e-09,0.000118,0.00029,9.23e-05,0.0257,0.0167,0.000429,0.0001,5.7e-11,0.00123
300,4.885e-07,4.867e-08,1.746e-08,1.2996000000000001e-08,7.728399999999999e-08,7.2420099999999995e-09,0.000114,0.000278,8.51e-05,0.025,0.015,0.000374,0.0001,6.38e-11,0.00122
310,4.725e-07,4.711e-08,1.646e-08,1.2544e-08,7.29e-08,6.384010000000001e-09,0.000112,0.00027,7.99e-05,0.0244,0.0135,0.000328,0.0001,6.19e-11,0.0012
320,4.589e-07,4.578e-08,1.568e-08,1.1881e-08,6.9169e-08,5.76081e-09,0.000109,0.000263,7.59e-05,0.0238,0.0121,0.000288,0.0001,5.14e-11,0.00119
330,4.475e-07,4.464e-08,1.505e-08,1.1449e-08,6.604900000000001e-08,5.329e-09,0.000107,0.000257,7.3e-05,0.0233,0.0119,0.000279,0.0001,6.64e-11,0.00119
340,4.372e-07,4.363e-08,1.452e-08,1.1236e-08,6.3504e-08,4.984359999999999e-09,0.000106,0.000252,7.06e-05,0.0229,0.0107,0.000246,0.0001,4.52e-11,0.00118
350,4.282e-07,4.274e-08,1.408e-08,1.0815999999999999e-08,6.1504e-08,4.719690000000001e-09,0.000104,0.000248,6.87e-05,0.0225,0.0106,0.000239,0.0001,7.17e-11,0.00117
360,4.198e-07,4.19e-08,1.368e-08,1.0609e-08,5.9536e-08,4.515839999999999e-09,0.000103,0.000244,6.72e-05,0.0221,0.0105,0.000232,0.0001,6.66e-11,0.00117
370,4.119e-07,4.111e-08,1.331e-08,1.0404e-08,5.8081e-08,4.32964e-09,0.000102,0.000241,6.58e-05,0.0217,0.0104,0.000226,0.0001,5.46e-11,0.00116
380,4.049e-07,4.042e-08,1.301e-08,1.0201e-08,5.664400000000001e-08,4.212010000000001e-09,0.000101,0.000238,6.49e-05,0.0214,0.00936,0.0002,0.0001,6.32e-11,0.00115
390,3.984e-07,3.978e-08,1.273e-08,9.920159999999999e-09,5.5225e-08,4.096e-09,9.96e-05,0.000235,6.4e-05,0.0211,0.00926,0.000195,0.0001,5.31e-11,0.00115
400,3.923e-07,3.917e-08,1.247e-08,9.72196e-09,5.4289e-08,3.9942400000000005e-09,9.86e-05,0.000233,6.32e-05,0.0208,0.00917,0.000191,0.0001,4.89e-11,0.00115
410,3.864e-07,3.858e-08,1.222e-08,9.54529e-09,5.2900000000000004e-08,3.90625e-09,9.77e-05,0.00023,6.25e-05,0.0205,0.00908,0.000186,0.0001,4.92e-11,0.00114
420,3.808e-07,3.803e-08,1.2e-08,9.37024e-09,5.1984000000000004e-08,3.844e-09,9.68e-05,0.000228,6.2e-05,0.0202,0.00899,0.000182,0.0001,5.02e-11,0.00114
430,3.754e-07,3.749e-08,1.178e-08,9.216000000000001e-09,5.1075999999999994e-08,3.794560000000001e-09,9.6e-05,0.000226,6.16e-05,0.0199,0.0089,0.000178,0.0001,5.96e-11,0.00113
440,3.703e-07,3.698e-08,1.158e-08,9.06304e-09,5.0176e-08,3.733209999999999e-09,9.52e-05,0.000224,6.11e-05,0.0197,0.00882,0.000174,0.0001,7.02e-11,0.00113
450,3.654e-07,3.649e-08,1.139e-08,8.91136e-09,4.9284e-08,3.68449e-09,9.44e-05,0.000222,6.07e-05,0.0194,0.00874,0.00017,0.0001,4.58e-11,0.00113
460,3.607e-07,3.602e-08,1.121e-08,8.76096e-09,4.84e-08,3.6481599999999995e-09,9.36e-05,0.00022,6.04e-05,0.0192,0.00866,0.000166,0.0001,6.37e-11,0.00112
470,3.561e-07,3.557e-08,1.103e-08,8.630409999999999e-09,4.7524e-08,3.6000000000000004e-09,9.29e-05,0.000218,6e-05,0.0189,0.00858,0.000163,0.0001,6.5e-11,0.00112
480,3.518e-07,3.514e-08,1.087e-08,8.500840000000001e-09,4.6656e-08,3.5640900000000003e-09,9.22e-05,0.000216,5.97e-05,0.0187,0.0085,0.000159,0.0001,5.19e-11,0.00112
490,3.476e-07,3.472e-08,1.071e-08,8.390560000000001e-09,4.5796e-08,3.52836e-09,9.16e-05,0.000214,5.94e-05,0.0185,0.00843,0.000156,0.0001,5.8e-11,0.00111
500,3.436e-07,3.432e-08,1.055e-08,8.26281e-09,4.5369e-08,3.5046400000000004e-09,9.09e-05,0.000213,5.92e-05,0.0183,0.00836,0.000153,0.0001,4.51e-11,0.00111
510,3.397e-07,3.393e-08,1.041e-08,8.15409e-09,4.4521000000000005e-08,3.481e-09,9.03e-05,0.000211,5.9e-05,0.0181,0.00829,0.00015,0.0001,5.29e-11,0.00111
520,3.359e-07,3.355e-08,1.027e-08,8.04609e-09,4.4100000000000004e-08,3.4456899999999995e-09,8.97e-05,0.00021,5.87e-05,0.0179,0.00822,0.000147,0.0001,4.49e-11,0.0011
530,3.323e-07,3.319e-08,1.013e-08,7.93881e-09,4.3263999999999996e-08,3.42225e-09,8.91e-05,0.000208,5.85e-05,0.0177,0.00815,0.000144,0.0001,5.39e-11,0.0011
540,3.288e-07,3.284e-08,9.997e-09,7.832249999999999e-09,4.2848999999999995e-08,3.39889e-09,8.85e-05,0.000207,5.83e-05,0.0175,0.00808,0.000141,0.0001,4.74e-11,0.0011
550,3.254e-07,3.25e-08,9.871e-09,7.726409999999999e-09,4.2025e-08,3.3756100000000005e-09,8.79e-05,0.000205,5.81e-05,0.0173,0.00802,0.000139,0.0001,5.25e-11,0.0011
560,3.221e-07,3.218e-08,9.747e-09,7.63876e-09,4.1616e-08,3.3524099999999996e-09,8.74e-05,0.000204,5.79e-05,0.0171,0.00796,0.000136,0.0001,5.08e-11,0.00109
570,3.189e-07,3.186e-08,9.627e-09,7.55161e-09,4.0804e-08,3.3292899999999998e-09,8.69e-05,0.000202,5.77e-05,0.0169,0.00868,0.000147,0.0001,5.66e-11,0.00109
580,3.155e-07,3.152e-08,9.5e-09,7.4476899999999995e-09,4.0401000000000006e-08,3.3177599999999995e-09,8.63e-05,0.000201,5.76e-05,0.0167,0.00862,0.000144,0.0001,3.99e-11,0.00109
590,3.123e-07,3.12e-08,9.377e-09,7.344489999999999e-09,3.9601000000000005e-08,3.29476e-09,8.57e-05,0.000199,5.74e-05,0.0165,0.00855,0.000141,0.0001,5.72e-11,0.00109
600,3.091e-07,3.088e-08,9.259e-09,7.259039999999999e-09,3.9204e-08,3.27184e-09,8.52e-05,0.000198,5.72e-05,0.0164,0.00849,0.000139,0.0001,5.17e-11,0.00108
610,3.061e-07,3.058e-08,9.144e-09,7.17409e-09,3.8808999999999994e-08,3.26041e-09,8.47e-05,0.000197,5.71e-05,0.0162,0.00842,0.000136,0.0001,5.04e-11,0.00108
620,3.031e-07,3.028e-08,9.033e-09,7.08964e-09,3.8025e-08,3.23761e-09,8.42e-05,0.000195,5.69e-05,0.016,0.00836,0.000134,0.0001,5e-11,0.00108
630,3.003e-07,3e-08,8.924e-09,7.0056900000000004e-09,3.7636e-08,3.22624e-09,8.37e-05,0.000194,5.68e-05,0.0158,0.0083,0.000131,0.0001,4.46e-11,0.00108
640,2.975e-07,2.972e-08,8.818e-09,6.92224e-09,3.7249e-08,3.20356e-09,8.32e-05,0.000193,5.66e-05,0.0157,0.00824,0.000129,0.0001,4.62e-11,0.00107
650,2.948e-07,2.945e-08,8.715e-09,6.839290000000001e-09,3.6481e-08,3.18096e-09,8.27e-05,0.000191,5.64e-05,0.0155,0.00818,0.000127,0.0001,5.39e-11,0.00107
660,2.922e-07,2.919e-08,8.617e-09,6.7732899999999995e-09,3.6100000000000006e-08,3.16969e-09,8.23e-05,0.00019,5.63e-05,0.0154,0.00812,0.000125,0.0001,4.63e-11,0.00107
670,2.897e-07,2.894e-08,8.519e-09,6.69124e-09,3.5721000000000006e-08,3.1472100000000003e-09,8.18e-05,0.000189,5.61e-05,0.0152,0.00807,0.000123,0.0001,5.64e-11,0.00107
680,2.872e-07,2.87e-08,8.426e-09,6.62596e-09,3.5343999999999995e-08,3.136e-09,8.14e-05,0.000188,5.6e-05,0.0151,0.00801,0.000121,0.0001,7.19e-11,0.00106
690,2.848e-07,2.846e-08,8.334e-09,6.561000000000001e-09,3.4596e-08,3.11364e-09,8.1e-05,0.000186,5.58e-05,0.0149,0.00796,0.000119,0.0001,5.82e-11,0.00106
700,2.825e-07,2.823e-08,8.244e-09,6.496359999999999e-09,3.4225e-08,3.0913600000000004e-09,8.06e-05,0.000185,5.56e-05,0.0148,0.00791,0.000117,0.0001,5.58e-11,0.00106
710,2.803e-07,2.801e-08,8.157e-09,6.416009999999999e-09,3.3856e-08,3.08025e-09,8.01e-05,0.000184,5.55e-05,0.0147,0.00785,0.000115,0.0001,4.68e-11,0.00106
720,2.781e-07,2.779e-08,8.073e-09,6.35209e-09,3.3489e-08,3.0691599999999998e-09,7.97e-05,0.000183,5.54e-05,0.0145,0.0078,0.000113,0.0001,4.7e-11,0.00106
730,2.76e-07,2.758e-08,7.991e-09,6.304360000000001e-09,3.3124e-08,3.05809e-09,7.94e-05,0.000182,5.53e-05,0.0144,0.00775,0.000112,0.0001,5.45e-11,0.00105
740,2.739e-07,2.737e-08,7.91e-09,6.2409999999999994e-09,3.2761000000000005e-08,3.0360099999999997e-09,7.9e-05,0.000181,5.51e-05,0.0143,0.0077,0.00011,0.0001,4.76e-11,0.00105
750,2.719e-07,2.717e-08,7.831e-09,6.17796e-09,3.2400000000000006e-08,3.01401e-09,7.86e-05,0.00018,5.49e-05,0.0141,0.00765,0.000108,0.0001,4.51e-11,0.00105
760,2.699e-07,2.698e-08,7.755e-09,6.115240000000001e-09,3.2040999999999996e-08,3.0030399999999996e-09,7.82e-05,0.000179,5.48e-05,0.014,0.00761,0.000107,0.0001,4.79e-11,0.00105
770,2.68e-07,2.679e-08,7.679e-09,6.068409999999999e-09,3.1683999999999994e-08,2.99209e-09,7.79e-05,0.000178,5.47e-05,0.0139,0.00756,0.000105,0.0001,4.94e-11,0.00105
780,2.661e-07,2.659e-08,7.599e-09,6.00625e-09,3.1328999999999996e-08,2.97025e-09,7.75e-05,0.000177,5.45e-05,0.0138,0.00826,0.000114,0.0001,4.17e-11,0.00105
790,2.641e-07,2.639e-08,7.521e-09,5.944410000000001e-09,3.0625e-08,2.95936e-09,7.71e-05,0.000175,5.44e-05,0.0137,0.00821,0.000112,0.0001,4.25e-11,0.00104
800,2.622e-07,2.62e-08,7.445e-09,5.89824e-09,3.0276e-08,2.9376400000000002e-09,7.68e-05,0.000174,5.42e-05,0.0135,0.00816,0.000111,0.0001,4.45e-11,0.00104
810,2.603e-07,2.601e-08,7.37e-09,5.83696e-09,2.9929e-08,2.92681e-09,7.64e-05,0.000173,5.41e-05,0.0134,0.00812,0.000109,0.0001,5.16e-11,0.00104
820,2.585e-07,2.583e-08,7.298e-09,5.791210000000001e-09,2.9584000000000002e-08,2.90521e-09,7.61e-05,0.000172,5.39e-05,0.0133,0.00807,0.000107,0.0001,4.37e-11,0.00104
830,2.567e-07,2.565e-08,7.226e-09,5.73049e-09,2.9241000000000004e-08,2.89444e-09,7.57e-05,0.000171,5.38e-05,0.0132,0.00802,0.000106,0.0001,4.7e-11,0.00104
840,2.55e-07,2.548e-08,7.157e-09,5.685160000000001e-09,2.8900000000000004e-08,2.8836899999999996e-09,7.54e-05,0.00017,5.37e-05,0.0131,0.00797,0.000104,0.0001,6.23e-11,0.00104
850,2.533e-07,2.531e-08,7.089e-09,5.6400099999999994e-09,2.8560999999999997e-08,2.86225e-09,7.51e-05,0.000169,5.35e-05,0.013,0.00793,0.000103,0.0001,4.7e-11,0.00103
860,2.516e-07,2.515e-08,7.022e-09,5.58009e-09,2.8224e-08,2.8515599999999996e-09,7.47e-05,0.000168,5.34e-05,0.0129,0.00788,0.000101,0.0001,3.13e-11,0.00103
870,2.5e-07,2.499e-08,6.958e-09,5.535360000000001e-09,2.7889e-08,2.83024e-09,7.44e-05,0.000167,5.32e-05,0.0128,0.00784,0.0001,0.0001,4.41e-11,0.00103
880,2.485e-07,2.483e-08,6.894e-09,5.49081e-09,2.7556e-08,2.8196100000000004e-09,7.41e-05,0.000166,5.31e-05,0.0127,0.0078,9.88e-05,0.0001,4.17e-11,0.00103
890,2.47e-07,2.468e-08,6.832e-09,5.446440000000001e-09,2.7225e-08,2.7984099999999996e-09,7.38e-05,0.000165,5.29e-05,0.0126,0.00775,9.75e-05,0.0001,3.96e-11,0.00103
900,2.455e-07,2.453e-08,6.771e-09,5.40225e-09,2.6896e-08,2.78784e-09,7.35e-05,0.000164,5.28e-05,0.0125,0.00771,9.62e-05,0.0001,5.25e-11,0.00103
910,2.44e-07,2.439e-08,6.711e-09,5.35824e-09,2.6569e-08,2.7667599999999997e-09,7.32e-05,0.000163,5.26e-05,0.0124,0.00767,9.5e-05,0.0001,3.85e-11,0.00102
920,2.426e-07,2.425e-08,6.653e-09,5.329e-09,2.6569e-08,2.7562500000000003e-09,7.3e-05,0.000163,5.25e-05,0.0123,0.00763,9.37e-05,0.0001,6.18e-11,0.00102
930,2.412e-07,2.411e-08,6.597e-09,5.2852900000000005e-09,2.6244000000000003e-08,2.74576e-09,7.27e-05,0.000162,5.24e-05,0.0122,0.00759,9.26e-05,0.0001,4.44e-11,0.00102
940,2.399e-07,2.398e-08,6.543e-09,5.2417599999999995e-09,2.5921000000000004e-08,2.7352899999999996e-09,7.24e-05,0.000161,5.23e-05,0.0121,0.00755,9.14e-05,0.0001,5.01e-11,0.00102
950,2.386e-07,2.385e-08,6.487e-09,5.1984100000000005e-09,2.5600000000000004e-08,2.71441e-09,7.21e-05,0.00016,5.21e-05,0.012,0.00751,9.03e-05,0.0001,3.82e-11,0.00102
960,2.373e-07,2.372e-08,6.434e-09,5.16961e-09,2.5280999999999997e-08,2.71441e-09,7.19e-05,0.000159,5.21e-05,0.0119,0.00747,8.92e-05,0.0001,4.33e-11,0.00102
970,2.36e-07,2.359e-08,6.381e-09,5.1265600000000005e-09,2.4963999999999998e-08,2.69361e-09,7.16e-05,0.000158,5.19e-05,0.0119,0.00743,8.81e-05,0.0001,4.25e-11,0.00102
980,2.348e-07,2.347e-08,6.33e-09,5.09796e-09,2.4648999999999998e-08,2.6728900000000003e-09,7.14e-05,0.000157,5.17e-05,0.0118,0.00739,8.7e-05,0.0001,4.59e-11,0.00101
990,2.336e-07,2.335e-08,6.281e-09,5.055209999999999e-09,2.4648999999999998e-08,2.6728900000000003e-09,7.11e-05,0.000157,5.17e-05,0.0117,0.00736,8.6e-05,0.0001,7.18e-11,0.00101
1000,2.325e-07,2.323e-08,6.231e-09,5.02681e-09,2.4336e-08,2.65225e-09,7.09e-05,0.000156,5.15e-05,0.0116,0.00732,8.5e-05,0.0001,3.99e-11,0.00101
1010,2.313e-07,2.312e-08,6.183e-09,4.984359999999999e-09,2.4025e-08,2.6419600000000003e-09,7.06e-05,0.000155,5.14e-05,0.0115,0.00728,8.4e-05,0.0001,5.96e-11,0.00101
1020,2.302e-07,2.301e-08,6.136e-09,4.95616e-09,2.3716000000000002e-08,2.63169e-09,7.04e-05,0.000154,5.13e-05,0.0115,0.00725,8.31e-05,0.0001,5.15e-11,0.00101
1030,2.291e-07,2.29e-08,6.09e-09,4.92804e-09,2.3409e-08,2.61121e-09,7.02e-05,0.000153,5.11e-05,0.0114,0.00721,8.21e-05,0.0001,5.25e-11,0.00101
1040,2.28e-07,2.279e-08,6.044e-09,4.8860100000000006e-09,2.3409e-08,2.601e-09,6.99e-05,0.000153,5.1e-05,0.0113,0.00718,8.12e-05,0.0001,4.55e-11,0.00101
1050,2.27e-07,2.269e-08,5.999e-09,4.85809e-09,2.3104000000000003e-08,2.5908099999999997e-09,6.97e-05,0.000152,5.09e-05,0.0112,0.00714,8.03e-05,0.0001,4.52e-11,0.00101
1060,2.259e-07,2.258e-08,5.957e-09,4.8302499999999995e-09,2.2801000000000003e-08,2.5806400000000003e-09,6.95e-05,0.000151,5.08e-05,0.0112,0.00711,7.94e-05,0.0001,5.02e-11,0.001
1070,2.249e-07,2.248e-08,5.912e-09,4.8024900000000004e-09,2.2499999999999996e-08,2.5603599999999996e-09,6.93e-05,0.00015,5.06e-05,0.0111,0.00778,8.64e-05,0.0001,4.01e-11,0.001
1080,2.239e-07,2.237e-08,5.867e-09,4.7748099999999996e-09,2.2499999999999996e-08,2.5603599999999996e-09,6.91e-05,0.00015,5.06e-05,0.011,0.00774,8.54e-05,0.0001,4.05e-11,0.001
1090,2.228e-07,2.227e-08,5.822e-09,4.7334400000000006e-09,2.2200999999999998e-08,2.54016e-09,6.88e-05,0.000149,5.04e-05,0.011,0.00771,8.45e-05,0.0001,4.35e-11,0.001
1100,2.217e-07,2.217e-08,5.778e-09,4.70596e-09,2.1904e-08,2.5300900000000003e-09,6.86e-05,0.000148,5.03e-05,0.0109,0.00767,8.35e-05,0.0001,3.37e-11,0.000999
1110,2.207e-07,2.206e-08,5.734e-09,4.67856e-09,2.1609e-08,2.52004e-09,6.84e-05,0.000147,5.02e-05,0.0108,0.00764,8.26e-05,0.0001,3.76e-11,0.000998
1120,2.197e-07,2.196e-08,5.691e-09,4.651240000000001e-09,2.1609e-08,2.5e-09,6.82e-05,0.000147,5e-05,0.0107,0.0076,8.17e-05,0.0001,3.94e-11,0.000996
1130,2.188e-07,2.187e-08,5.649e-09,4.624e-09,2.1316e-08,2.49001e-09,6.8e-05,0.000146,4.99e-05,0.0107,0.00757,8.08e-05,0.0001,3.3e-11,0.000995
1140,2.178e-07,2.177e-08,5.608e-09,4.583290000000001e-09,2.1025e-08,2.4800399999999996e-09,6.77e-05,0.000145,4.98e-05,0.0106,0.00753,8e-05,0.0001,3.72e-11,0.000994
1150,2.169e-07,2.168e-08,5.568e-09,4.55625e-09,2.0736e-08,2.47009e-09,6.75e-05,0.000144,4.97e-05,0.0105,0.0075,7.91e-05,0.0001,4.25e-11,0.000993
1160,2.16e-07,2.159e-08,5.529e-09,4.529289999999999e-09,2.0736e-08,2.46016e-09,6.73e-05,0.000144,4.96e-05,0.0105,0.00747,7.83e-05,0.0001,4.2e-11,0.000992
1170,2.151e-07,2.15e-08,5.49e-09,4.50241e-09,2.0449000000000003e-08,2.45025e-09,6.71e-05,0.000143,4.95e-05,0.0104,0.00743,7.75e-05,0.0001,3.59e-11,0.00099
1180,2.142e-07,2.141e-08,5.451e-09,4.47561e-09,2.0164e-08,2.43049e-09,6.69e-05,0.000142,4.93e-05,0.0104,0.0074,7.67e-05,0.0001,3.47e-11,0.000989
1190,2.133e-07,2.132e-08,5.414e-09,4.462239999999999e-09,2.0164e-08,2.4206400000000004e-09,6.68e-05,0.000142,4.92e-05,0.0103,0.00737,7.59e-05,0.0001,4.49e-11,0.000988
1200,2.125e-07,2.124e-08,5.378e-09,4.435560000000001e-09,1.9881000000000004e-08,2.4108100000000003e-09,6.66e-05,0.000141,4.91e-05,0.0102,0.00734,7.52e-05,0.0001,3.63e-11,0.000987
1210,2.117e-07,2.116e-08,5.342e-09,4.4089600000000005e-09,1.9599999999999997e-08,2.401e-09,6.64e-05,0.00014,4.9e-05,0.0102,0.00731,7.44e-05,0.0001,4.07e-11,0.000986
1220,2.108e-07,2.108e-08,5.306e-09,4.38244e-09,1.9599999999999997e-08,2.38144e-09,6.62e-05,0.00014,4.88e-05,0.0101,0.00728,7.37e-05,0.0001,5.34e-11,0.000985
1230,2.1e-07,2.1e-08,5.272e-09,4.356e-09,1.9320999999999998e-08,2.38144e-09,6.6e-05,0.000139,4.88e-05,0.0101,0.00725,7.3e-05,0.0001,4.34e-11,0.000984
1240,2.093e-07,2.092e-08,5.238e-09,4.32964e-09,1.9043999999999998e-08,2.3619600000000004e-09,6.58e-05,0.000138,4.86e-05,0.01,0.00722,7.23e-05,0.0001,3.24e-11,0.000983
1250,2.085e-07,2.084e-08,5.204e-09,4.3164899999999994e-09,1.9043999999999998e-08,2.35225e-09,6.57e-05,0.000138,4.85e-05,0.00996,0.00719,7.15e-05,0.0001,5.12e-11,0.000982
1260,2.077e-07,2.077e-08,5.171e-09,4.290250000000001e-09,1.8768999999999998e-08,2.34256e-09,6.55e-05,0.000137,4.84e-05,0.00991,0.00716,7.09e-05,0.0001,4.38e-11,0.000981
1270,2.07e-07,2.069e-08,5.139e-09,4.26409e-09,1.8496e-08,2.33289e-09,6.53e-05,0.000136,4.83e-05,0.00985,0.00713,7.02e-05,0.0001,3.31e-11,0.00098
1280,2.063e-07,2.062e-08,5.107e-09,4.25104e-09,1.8496e-08,2.32324e-09,6.52e-05,0.000136,4.82e-05,0.0098,0.0071,6.96e-05,0.0001,3.38e-11,0.000979
1290,2.056e-07,2.055e-08,5.075e-09,4.224999999999999e-09,1.8225e-08,2.31361e-09,6.5e-05,0.000135,4.81e-05,0.00975,0.00707,6.89e-05,0.0001,4.04e-11,0.000978
1300,2.049e-07,2.048e-08,5.044e-09,4.1990400000000004e-09,1.8225e-08,2.3040000000000003e-09,6.48e-05,0.000135,4.8e-05,0.0097,0.00704,6.83e-05,0.0001,3.28e-11,0.000977
1310,2.042e-07,2.041e-08,5.014e-09,4.18609e-09,1.7956000000000002e-08,2.2944099999999997e-09,6.47e-05,0.000134,4.79e-05,0.00965,0.00701,6.77e-05,0.0001,3.38e-11,0.000976
1320,2.035e-07,2.034e-08,4.984e-09,4.160249999999999e-09,1.7689e-08,2.28484e-09,6.45e-05,0.000133,4.78e-05,0.0096,0.00699,6.71e-05,0.0001,3.56e-11,0.000975
1330,2.028e-07,2.028e-08,4.955e-09,4.147359999999999e-09,1.7689e-08,2.27529e-09,6.44e-05,0.000133,4.77e-05,0.00955,0.00696,6.65e-05,0.0001,3.81e-11,0.000974
1340,2.022e-07,2.021e-08,4.926e-09,4.12164e-09,1.7424e-08,2.26576e-09,6.42e-05,0.000132,4.76e-05,0.00951,0.00693,6.59e-05,0.0001,3.64e-11,0.000973
1350,2.015e-07,2.015e-08,4.898e-09,4.10881e-09,1.7424e-08,2.2562500000000004e-09,6.41e-05,0.000132,4.75e-05,0.00946,0.0069,6.53e-05,0.0001,3.39e-11,0.000972
1360,2.009e-07,2.008e-08,4.87e-09,4.083209999999999e-09,1.7161000000000004e-08,2.2467600000000002e-09,6.39e-05,0.000131,4.74e-05,0.00941,0.00688,6.48e-05,0.0001,4.32e-11,0.000971
1370,2.003e-07,2.002e-08,4.843e-09,4.070440000000001e-09,1.7161000000000004e-08,2.23729e-09,6.38e-05,0.000131,4.73e-05,0.00937,0.00685,6.42e-05,0.0001,4.73e-11,0.00097
1380,1.997e-07,1.996e-08,4.816e-09,4.0449600000000005e-09,1.6899999999999996e-08,2.22784e-09,6.36e-05,0.00013,4.72e-05,0.00932,0.00683,6.36e-05,0.0001,3.88e-11,0.000969
