iter,obj_printed,obj_mse,feas_mse,pde_con_mse,bc_mse,ic_mse,pde_rms,bc_rms,ic_rms,station,alpha,step_inf,lambda,kkt,relL2
7610,9.774e-08,9.773e-09,1.351e-09,1.3249599999999997e-09,3.08025e-09,6.200099999999999e-10,3.64e-05,5.55e-05,2.49e-05,0.00296,0.0051,1.51e-05,0.0001,1.65e-11,0.000761
7620,9.767e-08,9.767e-09,1.35e-09,1.31769e-09,3.08025e-09,6.200099999999999e-10,3.63e-05,5.55e-05,2.49e-05,0.00295,0.00509,1.51e-05,0.0001,1.31e-11,0.000761
7630,9.761e-08,9.76e-09,1.348e-09,1.31769e-09,3.0691599999999998e-09,6.200099999999999e-10,3.63e-05,5.54e-05,2.49e-05,0.00295,0.00509,1.5e-05,0.0001,1.89e-11,0.000761
7640,9.754e-08,9.754e-09,1.347e-09,1.31769e-09,3.0691599999999998e-09,6.200099999999999e-10,3.63e-05,5.54e-05,2.49e-05,0.00295,0.00509,1.5e-05,0.0001,1.36e-11,0.000761
7650,9.748e-08,9.747e-09,1.346e-09,1.31769e-09,3.0691599999999998e-09,6.1504e-10,3.63e-05,5.54e-05,2.48e-05,0.00295,0.00508,1.5e-05,0.0001,1.55e-11,0.000761
7660,9.741e-08,9.741e-09,1.345e-09,1.31769e-09,3.0691599999999998e-09,6.1504e-10,3.63e-05,5.54e-05,2.48e-05,0.00294,0.00508,1.49e-05,0.0001,1.32e-11,0.000761
7670,9.735e-08,9.734e-09,1.344e-09,1.31769e-09,3.05809e-09,6.1504e-10,3.63e-05,5.53e-05,2.48e-05,0.00294,0.00508,1.49e-05,0.0001,1.82e-11,0.000761
7680,9.729e-08,9.728e-09,1.343e-09,1.3104399999999999e-09,3.05809e-09,6.1504e-10,3.62e-05,5.53e-05,2.48e-05,0.00294,0.00507,1.49e-05,0.0001,2.1e-11,0.00076
7690,9.723e-08,9.722e-09,1.341e-09,1.3104399999999999e-09,3.05809e-09,6.1504e-10,3.62e-05,5.53e-05,2.48e-05,0.00294,0.00507,1.49e-05,0.0001,1.65e-11,0.00076
7700,9.716e-08,9.715e-09,1.34e-09,1.3104399999999999e-09,3.05809e-09,6.1504e-10,3.62e-05,5.53e-05,2.48e-05,0.00293,0.00506,1.49e-05,0.0001,1.89e-11,0.00076
7710,9.71e-08,9.709e-09,1.339e-09,1.3104399999999999e-09,3.04704e-09,6.1504e-10,3.62e-05,5.52e-05,2.48e-05,0.00293,0.00506,1.48e-05,0.0001,2.01e-11,0.00076
7720,9.703e-08,9.702e-09,1.338e-09,1.3104399999999999e-09,3.04704e-09,6.1009e-10,3.62e-05,5.52e-05,2.47e-05,0.00293,0.00506,1.48e-05,0.0001,1.73e-11,0.00076
7730,9.696e-08,9.696e-09,1.337e-09,1.3104399999999999e-09,3.04704e-09,6.1009e-10,3.62e-05,5.52e-05,2.47e-05,0.00292,0.00505,1.48e-05,0.0001,2.05e-11,0.00076
7740,9.691e-08,9.69e-09,1.335e-09,1.3032100000000003e-09,3.04704e-09,6.1009e-10,3.61e-05,5.52e-05,2.47e-05,0.00292,0.00505,1.47e-05,0.0001,1.94e-11,0.000759
7750,9.684e-08,9.683e-09,1.334e-09,1.3032100000000003e-09,3.0360099999999997e-09,6.1009e-10,3.61e-05,5.51e-05,2.47e-05,0.00292,0.00504,1.47e-05,0.0001,1.68e-11,0.000759
7760,9.678e-08,9.677e-09,1.333e-09,1.3032100000000003e-09,3.0360099999999997e-09,6.1009e-10,3.61e-05,5.51e-05,2.47e-05,0.00292,0.00504,1.47e-05,0.0001,1.68e-11,0.000759
7770,9.671e-08,9.671e-09,1.332e-09,1.3032100000000003e-09,3.0360099999999997e-09,6.1009e-10,3.61e-05,5.51e-05,2.47e-05,0.00291,0.00504,1.47e-05,0.0001,1.64e-11,0.000759
7780,9.665e-08,9.664e-09,1.33e-09,1.3032100000000003e-09,3.0360099999999997e-09,6.1009e-10,3.61e-05,5.51e-05,2.47e-05,0.00291,0.00503,1.47e-05,0.0001,1.59e-11,0.000759
7790,9.659e-08,9.658e-09,1.329e-09,1.3032100000000003e-09,3.025e-09,6.1009e-10,3.61e-05,5.5e-05,2.47e-05,0.00291,0.00503,1.46e-05,0.0001,1.34e-11,0.000759
7800,9.652e-08,9.652e-09,1.328e-09,1.3032100000000003e-09,3.025e-09,6.051600000000001e-10,3.61e-05,5.5e-05,2.46e-05,0.00291,0.00503,1.46e-05,0.0001,1.61e-11,0.000759
7810,9.646e-08,9.646e-09,1.327e-09,1.296e-09,3.025e-09,6.051600000000001e-10,3.6e-05,5.5e-05,2.46e-05,0.0029,0.00502,1.46e-05,0.0001,1.37e-11,0.000758
7820,9.64e-08,9.639e-09,1.326e-09,1.296e-09,3.025e-09,6.051600000000001e-10,3.6e-05,5.5e-05,2.46e-05,0.0029,0.00502,1.46e-05,0.0001,1.73e-11,0.000758
7830,9.633e-08,9.633e-09,1.325e-09,1.296e-09,3.01401e-09,6.051600000000001e-10,3.6e-05,5.49e-05,2.46e-05,0.0029,0.00501,1.45e-05,0.0001,1.46e-11,0.000758
7840,9.628e-08,9.627e-09,1.324e-09,1.296e-09,3.01401e-09,6.051600000000001e-10,3.6e-05,5.49e-05,2.46e-05,0.0029,0.00501,1.45e-05,0.0001,1.53e-11,0.000758
7850,9.622e-08,9.62e-09,1.322e-09,1.296e-09,3.01401e-09,6.051600000000001e-10,3.6e-05,5.49e-05,2.46e-05,0.00289,0.00501,1.45e-05,0.0001,1.41e-11,0.000758
7860,9.615e-08,9.614e-09,1.321e-09,1.296e-09,3.01401e-09,6.051600000000001e-10,3.6e-05,5.49e-05,2.46e-05,0.00289,0.005,1.45e-05,0.0001,1.46e-11,0.000758
7870,9.609e-08,9.608e-09,1.32e-09,1.2888099999999998e-09,3.0030399999999996e-09,6.051600000000001e-10,3.59e-05,5.48e-05,2.46e-05,0.00289,0.005,1.44e-05,0.0001,1.22e-11,0.000758
7880,9.603e-08,9.602e-09,1.319e-09,1.2888099999999998e-09,3.0030399999999996e-09,6.051600000000001e-10,3.59e-05,5.48e-05,2.46e-05,0.00289,0.005,1.44e-05,0.0001,1.71e-11,0.000757
7890,9.596e-08,9.596e-09,1.318e-09,1.2888099999999998e-09,3.0030399999999996e-09,6.0025e-10,3.59e-05,5.48e-05,2.45e-05,0.00288,0.00499,1.44e-05,0.0001,1.32e-11,0.000757
7900,9.59e-08,9.589e-09,1.317e-09,1.2888099999999998e-09,3.0030399999999996e-09,6.0025e-10,3.59e-05,5.48e-05,2.45e-05,0.00288,0.00499,1.44e-05,0.0001,1.72e-11,0.000757
7910,9.584e-08,9.583e-09,1.316e-09,1.2888099999999998e-09,2.99209e-09,6.0025e-10,3.59e-05,5.47e-05,2.45e-05,0.00288,0.00498,1.43e-05,0.0001,1.57e-11,0.000757
7920,9.578e-08,9.577e-09,1.314e-09,1.2888099999999998e-09,2.99209e-09,6.0025e-10,3.59e-05,5.47e-05,2.45e-05,0.00288,0.00498,1.43e-05,0.0001,1.27e-11,0.000757
7930,9.572e-08,9.571e-09,1.313e-09,1.2816400000000001e-09,2.99209e-09,6.0025e-10,3.58e-05,5.47e-05,2.45e-05,0.00287,0.00498,1.43e-05,0.0001,1.87e-11,0.000757
7940,9.566e-08,9.565e-09,1.312e-09,1.2816400000000001e-09,2.99209e-09,6.0025e-10,3.58e-05,5.47e-05,2.45e-05,0.00287,0.00497,1.43e-05,0.0001,1.89e-11,0.000757
7950,9.559e-08,9.559e-09,1.311e-09,1.2816400000000001e-09,2.98116e-09,6.0025e-10,3.58e-05,5.46e-05,2.45e-05,0.00287,0.00497,1.43e-05,0.0001,1.58e-11,0.000756
7960,9.554e-08,9.553e-09,1.31e-09,1.2816400000000001e-09,2.98116e-09,6.0025e-10,3.58e-05,5.46e-05,2.45e-05,0.00287,0.00497,1.42e-05,0.0001,1.18e-11,0.000756
7970,9.547e-08,9.547e-09,1.309e-09,1.2816400000000001e-09,2.98116e-09,5.9536e-10,3.58e-05,5.46e-05,2.44e-05,0.00286,0.00496,1.42e-05,0.0001,1.87e-11,0.000756
7980,9.541e-08,9.541e-09,1.307e-09,1.2816400000000001e-09,2.98116e-09,5.9536e-10,3.58e-05,5.46e-05,2.44e-05,0.00286,0.00496,1.42e-05,0.0001,1.24e-11,0.000756
7990,9.535e-08,9.534e-09,1.306e-09,1.2816400000000001e-09,2.97025e-09,5.9536e-10,3.58e-05,5.45e-05,2.44e-05,0.00286,0.00496,1.42e-05,0.0001,1.38e-11,0.000756
8000,9.529e-08,9.528e-09,1.305e-09,1.27449e-09,2.97025e-09,5.9536e-10,3.57e-05,5.45e-05,2.44e-05,0.00286,0.00495,1.41e-05,0.0001,1.87e-11,0.000756
8010,9.523e-08,9.522e-09,1.304e-09,1.27449e-09,2.97025e-09,5.9536e-10,3.57e-05,5.45e-05,2.44e-05,0.00285,0.00495,1.41e-05,0.0001,1.49e-11,0.000756
8020,9.517e-08,9.516e-09,1.303e-09,1.27449e-09,2.97025e-09,5.9536e-10,3.57e-05,5.45e-05,2.44e-05,0.00285,0.00494,1.41e-05,0.0001,1.55e-11,0.000755
8030,9.511e-08,9.51e-09,1.302e-09,1.27449e-09,2.95936e-09,5.9536e-10,3.57e-05,5.44e-05,2.44e-05,0.00285,0.00494,1.41e-05,0.0001,1.7e-11,0.000755
8040,9.505e-08,9.504e-09,1.301e-09,1.27449e-09,2.95936e-09,5.9536e-10,3.57e-05,5.44e-05,2.44e-05,0.00285,0.00494,1.4e-05,0.0001,1.76e-11,0.000755
8050,9.498e-08,9.498e-09,1.3e-09,1.27449e-09,2.95936e-09,5.904900000000001e-10,3.57e-05,5.44e-05,2.43e-05,0.00284,0.00493,1.4e-05,0.0001,1.33e-11,0.000755
8060,9.492e-08,9.492e-09,1.299e-09,1.27449e-09,2.95936e-09,5.904900000000001e-10,3.57e-05,5.44e-05,2.43e-05,0.00284,0.00493,1.4e-05,0.0001,1.58e-11,0.000755
8070,9.486e-08,9.486e-09,1.298e-09,1.2673599999999999e-09,2.95936e-09,5.904900000000001e-10,3.56e-05,5.44e-05,2.43e-05,0.00284,0.00493,1.4e-05,0.0001,1.75e-11,0.000755
8080,9.481e-08,9.48e-09,1.296e-09,1.2673599999999999e-09,2.94849e-09,5.904900000000001e-10,3.56e-05,5.43e-05,2.43e-05,0.00284,0.00492,1.4e-05,0.0001,1.43e-11,0.000755
8090,9.475e-08,9.474e-09,1.295e-09,1.2673599999999999e-09,2.94849e-09,5.904900000000001e-10,3.56e-05,5.43e-05,2.43e-05,0.00283,0.00492,1.39e-05,0.0001,1.37e-11,0.000754
8100,9.469e-08,9.468e-09,1.294e-09,1.2673599999999999e-09,2.94849e-09,5.904900000000001e-10,3.56e-05,5.43e-05,2.43e-05,0.00283,0.00492,1.39e-05,0.0001,1.71e-11,0.000754
8110,9.463e-08,9.462e-09,1.293e-09,1.2673599999999999e-09,2.94849e-09,5.904900000000001e-10,3.56e-05,5.43e-05,2.43e-05,0.00283,0.00491,1.39e-05,0.0001,1.7e-11,0.000754
8120,9.457e-08,9.457e-09,1.292e-09,1.2673599999999999e-09,2.9376400000000002e-09,5.8564e-10,3.56e-05,5.42e-05,2.42e-05,0.00283,0.00491,1.39e-05,0.0001,1.32e-11,0.000754
8130,9.451e-08,9.451e-09,1.291e-09,1.2673599999999999e-09,2.9376400000000002e-09,5.904900000000001e-10,3.56e-05,5.42e-05,2.43e-05,0.00282,0.00491,1.38e-05,0.0001,1.16e-11,0.000754
8140,9.445e-08,9.445e-09,1.29e-09,1.26025e-09,2.9376400000000002e-09,5.8564e-10,3.55e-05,5.42e-05,2.42e-05,0.00282,0.0049,1.38e-05,0.0001,1.31e-11,0.000754
8150,9.439e-08,9.439e-09,1.289e-09,1.26025e-09,2.9376400000000002e-09,5.8564e-10,3.55e-05,5.42e-05,2.42e-05,0.00282,0.0049,1.38e-05,0.0001,1.47e-11,0.000754
8160,9.434e-08,9.433e-09,1.288e-09,1.26025e-09,2.92681e-09,5.8564e-10,3.55e-05,5.41e-05,2.42e-05,0.00282,0.00489,1.38e-05,0.0001,2e-11,0.000753
8170,9.427e-08,9.427e-09,1.287e-09,1.26025e-09,2.92681e-09,5.8564e-10,3.55e-05,5.41e-05,2.42e-05,0.00281,0.00489,1.38e-05,0.0001,1.28e-11,0.000753
8180,9.421e-08,9.421e-09,1.285e-09,1.26025e-09,2.92681e-09,5.8564e-10,3.55e-05,5.41e-05,2.42e-05,0.00281,0.00489,1.37e-05,0.0001,2.33e-11,0.000753
8190,9.416e-08,9.415e-09,1.284e-09,1.26025e-09,2.92681e-09,5.8564e-10,3.55e-05,5.41e-05,2.42e-05,0.00281,0.00488,1.37e-05,0.0001,1.58e-11,0.000753
8200,9.41e-08,9.409e-09,1.284e-09,1.26025e-09,2.916e-09,5.8564e-10,3.55e-05,5.4e-05,2.42e-05,0.00281,0.00488,1.37e-05,0.0001,1.71e-11,0.000753
8210,9.404e-08,9.403e-09,1.283e-09,1.25316e-09,2.916e-09,5.8564e-10,3.54e-05,5.4e-05,2.42e-05,0.0028,0.00488,1.37e-05,0.0001,2.08e-11,0.000753
8220,9.398e-08,9.398e-09,1.281e-09,1.25316e-09,2.916e-09,5.8081e-10,3.54e-05,5.4e-05,2.41e-05,0.0028,0.00487,1.37e-05,0.0001,1.17e-11,0.000753
8230,9.392e-08,9.392e-09,1.28e-09,1.25316e-09,2.916e-09,5.8081e-10,3.54e-05,5.4e-05,2.41e-05,0.0028,0.00487,1.36e-05,0.0001,1.39e-11,0.000752
8240,9.386e-08,9.386e-09,1.279e-09,1.25316e-09,2.916e-09,5.8081e-10,3.54e-05,5.4e-05,2.41e-05,0.0028,0.00487,1.36e-05,0.0001,1.8e-11,0.000752
8250,9.38e-08,9.38e-09,1.278e-09,1.25316e-09,2.90521e-09,5.8081e-10,3.54e-05,5.39e-05,2.41e-05,0.00279,0.00535,1.49e-05,0.0001,1.91e-11,0.000752
8260,9.374e-08,9.374e-09,1.277e-09,1.25316e-09,2.90521e-09,5.8081e-10,3.54e-05,5.39e-05,2.41e-05,0.00279,0.00486,1.36e-05,0.0001,1.91e-11,0.000752
8270,9.368e-08,9.368e-09,1.276e-09,1.25316e-09,2.90521e-09,5.8081e-10,3.54e-05,5.39e-05,2.41e-05,0.00279,0.00486,1.35e-05,0.0001,1.17e-11,0.000752
8280,9.362e-08,9.362e-09,1.275e-09,1.2460899999999998e-09,2.90521e-09,5.8081e-10,3.53e-05,5.39e-05,2.41e-05,0.00279,0.00485,1.35e-05,0.0001,1.13e-11,0.000752
8290,9.357e-08,9.356e-09,1.274e-09,1.2460899999999998e-09,2.89444e-09,5.760000000000001e-10,3.53e-05,5.38e-05,2.4e-05,0.00278,0.00485,1.35e-05,0.0001,1.65e-11,0.000752
8300,9.351e-08,9.35e-09,1.273e-09,1.2460899999999998e-09,2.89444e-09,5.760000000000001e-10,3.53e-05,5.38e-05,2.4e-05,0.00278,0.00533,1.48e-05,0.0001,2.37e-11,0.000751
8310,9.345e-08,9.344e-09,1.272e-09,1.2460899999999998e-09,2.89444e-09,5.760000000000001e-10,3.53e-05,5.38e-05,2.4e-05,0.00278,0.00533,1.48e-05,0.0001,1.87e-11,0.000751
8320,9.338e-08,9.338e-09,1.27e-09,1.2460899999999998e-09,2.89444e-09,5.760000000000001e-10,3.53e-05,5.38e-05,2.4e-05,0.00278,0.00532,1.48e-05,0.0001,2.31e-11,0.000751
8330,9.332e-08,9.332e-09,1.269e-09,1.2460899999999998e-09,2.8836899999999996e-09,5.760000000000001e-10,3.53e-05,5.37e-05,2.4e-05,0.00277,0.00532,1.48e-05,0.0001,1.93e-11,0.000751
8340,9.326e-08,9.326e-09,1.268e-09,1.23904e-09,2.8836899999999996e-09,5.760000000000001e-10,3.52e-05,5.37e-05,2.4e-05,0.00277,0.00532,1.47e-05,0.0001,2.42e-11,0.000751
8350,9.32e-08,9.319e-09,1.267e-09,1.23904e-09,2.8836899999999996e-09,5.760000000000001e-10,3.52e-05,5.37e-05,2.4e-05,0.00277,0.00531,1.47e-05,0.0001,1.57e-11,0.000751
8360,9.314e-08,9.313e-09,1.266e-09,1.23904e-09,2.8836899999999996e-09,5.760000000000001e-10,3.52e-05,5.37e-05,2.4e-05,0.00277,0.00531,1.47e-05,0.0001,1.44e-11,0.000751
8370,9.308e-08,9.307e-09,1.265e-09,1.23904e-09,2.8729600000000004e-09,5.760000000000001e-10,3.52e-05,5.36e-05,2.4e-05,0.00276,0.0053,1.47e-05,0.0001,2.06e-11,0.00075
8380,9.3e-08,9.301e-09,1.264e-09,1.23904e-09,2.8729600000000004e-09,5.7121e-10,3.52e-05,5.36e-05,2.39e-05,0.00276,0.0053,1.46e-05,0.0001,1.82e-11,0.00075
8390,9.295e-08,9.295e-09,1.263e-09,1.23904e-09,2.8729600000000004e-09,5.7121e-10,3.52e-05,5.36e-05,2.39e-05,0.00276,0.0053,1.46e-05,0.0001,1.52e-11,0.00075
8400,9.289e-08,9.288e-09,1.261e-09,1.23904e-09,2.8729600000000004e-09,5.7121e-10,3.52e-05,5.36e-05,2.39e-05,0.00276,0.00529,1.46e-05,0.0001,2.15e-11,0.00075
8410,9.283e-08,9.282e-09,1.26e-09,1.23201e-09,2.8729600000000004e-09,5.7121e-10,3.51e-05,5.36e-05,2.39e-05,0.00275,0.00529,1.46e-05,0.0001,1.62e-11,0.00075
8420,9.276e-08,9.276e-09,1.259e-09,1.23201e-09,2.86225e-09,5.7121e-10,3.51e-05,5.35e-05,2.39e-05,0.00275,0.00529,1.45e-05,0.0001,1.48e-11,0.00075
8430,9.27e-08,9.27e-09,1.258e-09,1.23201e-09,2.86225e-09,5.7121e-10,3.51e-05,5.35e-05,2.39e-05,0.00275,0.00528,1.45e-05,0.0001,1.86e-11,0.000749
8440,9.264e-08,9.264e-09,1.257e-09,1.23201e-09,2.86225e-09,5.7121e-10,3.51e-05,5.35e-05,2.39e-05,0.00275,0.00528,1.45e-05,0.0001,1.92e-11,0.000749
8450,9.258e-08,9.258e-09,1.256e-09,1.23201e-09,2.86225e-09,5.6644e-10,3.51e-05,5.35e-05,2.38e-05,0.00274,0.00528,1.45e-05,0.0001,1.49e-11,0.000749
8460,9.253e-08,9.252e-09,1.255e-09,1.23201e-09,2.8515599999999996e-09,5.6644e-10,3.51e-05,5.34e-05,2.38e-05,0.00274,0.00527,1.45e-05,0.0001,1.85e-11,0.000749
8470,9.246e-08,9.246e-09,1.254e-09,1.23201e-09,2.8515599999999996e-09,5.6644e-10,3.51e-05,5.34e-05,2.38e-05,0.00274,0.00527,1.44e-05,0.0001,1.62e-11,0.000749
8480,9.24e-08,9.239e-09,1.253e-09,1.2249999999999998e-09,2.8515599999999996e-09,5.6644e-10,3.5e-05,5.34e-05,2.38e-05,0.00274,0.00526,1.44e-05,0.0001,1.69e-11,0.000749
8490,9.234e-08,9.233e-09,1.252e-09,1.2249999999999998e-09,2.8515599999999996e-09,5.6644e-10,3.5e-05,5.34e-05,2.38e-05,0.00273,0.00526,1.44e-05,0.0001,1.74e-11,0.000749
8500,9.228e-08,9.227e-09,1.251e-09,1.2249999999999998e-09,2.84089e-09,5.6644e-10,3.5e-05,5.33e-05,2.38e-05,0.00273,0.00526,1.44e-05,0.0001,1.47e-11,0.000748
8510,9.222e-08,9.221e-09,1.25e-09,1.2249999999999998e-09,2.84089e-09,5.6644e-10,3.5e-05,5.33e-05,2.38e-05,0.00273,0.00525,1.43e-05,0.0001,1.75e-11,0.000748
8520,9.216e-08,9.215e-09,1.248e-09,1.2249999999999998e-09,2.84089e-09,5.6644e-10,3.5e-05,5.33e-05,2.38e-05,0.00273,0.00525,1.43e-05,0.0001,2.03e-11,0.000748
8530,9.21e-08,9.209e-09,1.247e-09,1.2249999999999998e-09,2.84089e-09,5.6644e-10,3.5e-05,5.33e-05,2.38e-05,0.00273,0.00525,1.43e-05,0.0001,1.86e-11,0.000748
8540,9.204e-08,9.203e-09,1.246e-09,1.21801e-09,2.83024e-09,5.6644e-10,3.49e-05,5.32e-05,2.38e-05,0.00272,0.00524,1.43e-05,0.0001,1.72e-11,0.000748
8550,9.198e-08,9.197e-09,1.245e-09,1.21801e-09,2.83024e-09,5.616900000000001e-10,3.49e-05,5.32e-05,2.37e-05,0.00272,0.00524,1.43e-05,0.0001,2.48e-11,0.000748
8560,9.191e-08,9.191e-09,1.244e-09,1.21801e-09,2.83024e-09,5.616900000000001e-10,3.49e-05,5.32e-05,2.37e-05,0.00272,0.00524,1.42e-05,0.0001,1.42e-11,0.000748
8570,9.185e-08,9.185e-09,1.243e-09,1.21801e-09,2.83024e-09,5.616900000000001e-10,3.49e-05,5.32e-05,2.37e-05,0.00272,0.00523,1.42e-05,0.0001,1.74e-11,0.000747
8580,9.18e-08,9.179e-09,1.242e-09,1.21801e-09,2.8196100000000004e-09,5.616900000000001e-10,3.49e-05,5.31e-05,2.37e-05,0.00271,0.00523,1.42e-05,0.0001,1.62e-11,0.000747
8590,9.173e-08,9.173e-09,1.241e-09,1.21801e-09,2.8196100000000004e-09,5.616900000000001e-10,3.49e-05,5.31e-05,2.37e-05,0.00271,0.00522,1.42e-05,0.0001,1.38e-11,0.000747
8600,9.168e-08,9.167e-09,1.24e-09,1.21801e-09,2.8196100000000004e-09,5.616900000000001e-10,3.49e-05,5.31e-05,2.37e-05,0.00271,0.00522,1.41e-05,0.0001,1.47e-11,0.000747
8610,9.162e-08,9.161e-09,1.239e-09,1.21104e-09,2.8196100000000004e-09,5.616900000000001e-10,3.48e-05,5.31e-05,2.37e-05,0.00271,0.00522,1.41e-05,0.0001,1.6e-11,0.000747
8620,9.156e-08,9.155e-09,1.238e-09,1.21104e-09,2.8196100000000004e-09,5.616900000000001e-10,3.48e-05,5.31e-05,2.37e-05,0.0027,0.00521,1.41e-05,0.0001,1.56e-11,0.000747
8630,9.15e-08,9.149e-09,1.236e-09,1.21104e-09,2.809e-09,5.5696e-10,3.48e-05,5.3e-05,2.36e-05,0.0027,0.00521,1.41e-05,0.0001,1.5e-11,0.000747
8640,9.144e-08,9.143e-09,1.236e-09,1.21104e-09,2.809e-09,5.5696e-10,3.48e-05,5.3e-05,2.36e-05,0.0027,0.00521,1.41e-05,0.0001,1.85e-11,0.000746
8650,9.138e-08,9.138e-09,1.235e-09,1.21104e-09,2.809e-09,5.5696e-10,3.48e-05,5.3e-05,2.36e-05,0.0027,0.0052,1.4e-05,0.0001,1.79e-11,0.000746
8660,9.132e-08,9.132e-09,1.233e-09,1.21104e-09,2.809e-09,5.5696e-10,3.48e-05,5.3e-05,2.36e-05,0.00269,0.0052,1.4e-05,0.0001,1.71e-11,0.000746
8670,9.126e-08,9.126e-09,1.232e-09,1.21104e-09,2.7984099999999996e-09,5.5696e-10,3.48e-05,5.29e-05,2.36e-05,0.00269,0.0052,1.4e-05,0.0001,2.12e-11,0.000746
8680,9.121e-08,9.12e-09,1.231e-09,1.2040900000000001e-09,2.7984099999999996e-09,5.5696e-10,3.47e-05,5.29e-05,2.36e-05,0.00269,0.00519,1.4e-05,0.0001,1.63e-11,0.000746
8690,9.115e-08,9.114e-09,1.23e-09,1.2040900000000001e-09,2.7984099999999996e-09,5.5696e-10,3.47e-05,5.29e-05,2.36e-05,0.00269,0.00519,1.39e-05,0.0001,2.04e-11,0.000746
8700,9.109e-08,9.108e-09,1.229e-09,1.2040900000000001e-09,2.7984099999999996e-09,5.5696e-10,3.47e-05,5.29e-05,2.36e-05,0.00269,0.00519,1.39e-05,0.0001,1.26e-11,0.000746
8710,9.103e-08,9.102e-09,1.229e-09,1.2040900000000001e-09,2.7984099999999996e-09,5.5696e-10,3.47e-05,5.29e-05,2.36e-05,0.00268,0.00518,1.39e-05,0.0001,1.48e-11,0.000745
8720,9.097e-08,9.096e-09,1.227e-09,1.2040900000000001e-09,2.78784e-09,5.522499999999999e-10,3.47e-05,5.28e-05,2.35e-05,0.00268,0.00518,1.39e-05,0.0001,1.4e-11,0.000745
8730,9.092e-08,9.091e-09,1.226e-09,1.2040900000000001e-09,2.78784e-09,5.522499999999999e-10,3.47e-05,5.28e-05,2.35e-05,0.00268,0.00518,1.39e-05,0.0001,1.52e-11,0.000745
8740,9.086e-08,9.085e-09,1.225e-09,1.2040900000000001e-09,2.78784e-09,5.522499999999999e-10,3.47e-05,5.28e-05,2.35e-05,0.00268,0.00517,1.38e-05,0.0001,1.65e-11,0.000745
8750,9.08e-08,9.079e-09,1.224e-09,1.19716e-09,2.78784e-09,5.522499999999999e-10,3.46e-05,5.28e-05,2.35e-05,0.00267,0.00517,1.38e-05,0.0001,1.81e-11,0.000745
8760,9.074e-08,9.073e-09,1.223e-09,1.19716e-09,2.77729e-09,5.522499999999999e-10,3.46e-05,5.27e-05,2.35e-05,0.00267,0.00516,1.38e-05,0.0001,1.25e-11,0.000745
8770,9.068e-08,9.067e-09,1.222e-09,1.19716e-09,2.77729e-09,5.522499999999999e-10,3.46e-05,5.27e-05,2.35e-05,0.00267,0.00516,1.38e-05,0.0001,1.4e-11,0.000745
8780,9.062e-08,9.062e-09,1.221e-09,1.19716e-09,2.77729e-09,5.522499999999999e-10,3.46e-05,5.27e-05,2.35e-05,0.00267,0.00516,1.38e-05,0.0001,1.66e-11,0.000744
8790,9.056e-08,9.056e-09,1.22e-09,1.19716e-09,2.77729e-09,5.4756e-10,3.46e-05,5.27e-05,2.34e-05,0.00266,0.00515,1.37e-05,0.0001,1.65e-11,0.000744
8800,9.051e-08,9.05e-09,1.219e-09,1.19716e-09,2.77729e-09,5.4756e-10,3.46e-05,5.27e-05,2.34e-05,0.00266,0.00515,1.37e-05,0.0001,1.97e-11,0.000744
8810,9.045e-08,9.045e-09,1.218e-09,1.19716e-09,2.7667599999999997e-09,5.4756e-10,3.46e-05,5.26e-05,2.34e-05,0.00266,0.00515,1.37e-05,0.0001,1.71e-11,0.000744
8820,9.04e-08,9.039e-09,1.217e-09,1.1902499999999999e-09,2.7667599999999997e-09,5.4756e-10,3.45e-05,5.26e-05,2.34e-05,0.00266,0.00514,1.37e-05,0.0001,1.79e-11,0.000744
8830,9.033e-08,9.033e-09,1.216e-09,1.1902499999999999e-09,2.7667599999999997e-09,5.4756e-10,3.45e-05,5.26e-05,2.34e-05,0.00266,0.00514,1.37e-05,0.0001,1.41e-11,0.000744
8840,9.028e-08,9.027e-09,1.215e-09,1.1902499999999999e-09,2.7667599999999997e-09,5.4756e-10,3.45e-05,5.26e-05,2.34e-05,0.00265,0.00514,1.36e-05,0.0001,1.48e-11,0.000744
8850,9.022e-08,9.022e-09,1.214e-09,1.1902499999999999e-09,2.7562500000000003e-09,5.4756e-10,3.45e-05,5.25e-05,2.34e-05,0.00265,0.00513,1.36e-05,0.0001,1.86e-11,0.000743
8860,9.017e-08,9.016e-09,1.213e-09,1.1902499999999999e-09,2.7562500000000003e-09,5.4756e-10,3.45e-05,5.25e-05,2.34e-05,0.00265,0.00513,1.36e-05,0.0001,1.55e-11,0.000743
8870,9.011e-08,9.01e-09,1.212e-09,1.1902499999999999e-09,2.7562500000000003e-09,5.4756e-10,3.45e-05,5.25e-05,2.34e-05,0.00265,0.00513,1.36e-05,0.0001,1.26e-11,0.000743
8880,9.005e-08,9.005e-09,1.211e-09,1.1902499999999999e-09,2.7562500000000003e-09,5.428900000000001e-10,3.45e-05,5.25e-05,2.33e-05,0.00264,0.00512,1.35e-05,0.0001,1.22e-11,0.000743
8890,9e-08,8.999e-09,1.21e-09,1.1902499999999999e-09,2.7562500000000003e-09,5.4756e-10,3.45e-05,5.25e-05,2.34e-05,0.00264,0.00512,1.35e-05,0.0001,1.45e-11,0.000743
