iter,obj_printed,obj_mse,feas_mse,pde_con_mse,bc_mse,ic_mse,pde_rms,bc_rms,ic_rms,station,alpha,step_inf,lambda,kkt,relL2
1280,1.962e-07,1.962e-08,5.078e-09,4.147359999999999e-09,1.9043999999999998e-08,2.23729e-09,6.44e-05,0.000138,4.73e-05,0.00954,0.0071,6.77e-05,0.0001,3.17e-11,0.00098
1290,1.955e-07,1.954e-08,5.043e-09,4.12164e-09,1.9043999999999998e-08,2.19024e-09,6.42e-05,0.000138,4.68e-05,0.00947,0.00707,6.7e-05,0.0001,3.44e-11,0.000979
1300,1.947e-07,1.947e-08,5.009e-09,4.096e-09,1.8768999999999998e-08,2.19961e-09,6.4e-05,0.000137,4.69e-05,0.00942,0.00704,6.64e-05,0.0001,3.78e-11,0.000978
1310,1.94e-07,1.94e-08,4.979e-09,4.083209999999999e-09,1.8768999999999998e-08,2.1715600000000003e-09,6.39e-05,0.000137,4.66e-05,0.00938,0.00701,6.58e-05,0.0001,3.7e-11,0.000977
1320,1.933e-07,1.932e-08,4.947e-09,4.05769e-09,1.8496e-08,2.1715600000000003e-09,6.37e-05,0.000136,4.66e-05,0.00933,0.00699,6.52e-05,0.0001,4.16e-11,0.000976
1330,1.926e-07,1.925e-08,4.918e-09,4.0449600000000005e-09,1.8225e-08,2.16225e-09,6.36e-05,0.000135,4.65e-05,0.00929,0.00696,6.46e-05,0.0001,3.52e-11,0.000975
1340,1.919e-07,1.919e-08,4.888e-09,4.019559999999999e-09,1.8225e-08,2.1529600000000004e-09,6.34e-05,0.000135,4.64e-05,0.00924,0.00693,6.4e-05,0.0001,2.83e-11,0.000974
1350,1.912e-07,1.912e-08,4.858e-09,3.9942400000000005e-09,1.7956000000000002e-08,2.14369e-09,6.32e-05,0.000134,4.63e-05,0.00921,0.0069,6.36e-05,0.0001,3.4e-11,0.000973
1360,1.906e-07,1.905e-08,4.827e-09,3.98161e-09,1.7956000000000002e-08,2.116e-09,6.31e-05,0.000134,4.6e-05,0.00917,0.00757,6.94e-05,0.0001,3.24e-11,0.000972
1370,1.899e-07,1.899e-08,4.806e-09,3.95641e-09,1.7689e-08,2.1529600000000004e-09,6.29e-05,0.000133,4.64e-05,0.00912,0.00685,6.25e-05,0.0001,3.59e-11,0.000971
1380,1.893e-07,1.892e-08,4.77e-09,3.943839999999999e-09,1.7689e-08,2.116e-09,6.28e-05,0.000133,4.6e-05,0.00907,0.00683,6.19e-05,0.0001,3.13e-11,0.00097
1390,1.886e-07,1.886e-08,4.745e-09,3.918760000000001e-09,1.7424e-08,2.116e-09,6.26e-05,0.000132,4.6e-05,0.00902,0.0068,6.13e-05,0.0001,3.48e-11,0.000969
1400,1.88e-07,1.879e-08,4.717e-09,3.90625e-09,1.7161000000000004e-08,2.1068099999999997e-09,6.25e-05,0.000131,4.59e-05,0.00899,0.00677,6.09e-05,0.0001,3.98e-11,0.000968
1410,1.874e-07,1.873e-08,4.691e-09,3.89376e-09,1.7161000000000004e-08,2.08849e-09,6.24e-05,0.000131,4.57e-05,0.00895,0.00675,6.04e-05,0.0001,3.48e-11,0.000967
1420,1.867e-07,1.867e-08,4.659e-09,3.868839999999999e-09,1.6899999999999996e-08,2.06116e-09,6.22e-05,0.00013,4.54e-05,0.00891,0.0074,6.59e-05,0.0001,3.41e-11,0.000966
1430,1.861e-07,1.861e-08,4.631e-09,3.844e-09,1.6899999999999996e-08,2.06116e-09,6.2e-05,0.00013,4.54e-05,0.00887,0.0067,5.94e-05,0.0001,3.85e-11,0.000965
1440,1.856e-07,1.855e-08,4.605e-09,3.83161e-09,1.6640999999999997e-08,2.06116e-09,6.19e-05,0.000129,4.54e-05,0.00883,0.00667,5.9e-05,0.0001,3.28e-11,0.000964
1450,1.849e-07,1.848e-08,4.576e-09,3.8068899999999995e-09,1.6640999999999997e-08,2.04304e-09,6.17e-05,0.000129,4.52e-05,0.00877,0.00732,6.42e-05,0.0001,2.81e-11,0.000963
1460,1.843e-07,1.842e-08,4.552e-09,3.794560000000001e-09,1.6384e-08,2.04304e-09,6.16e-05,0.000128,4.52e-05,0.00874,0.00729,6.37e-05,0.0001,3.53e-11,0.000962
1470,1.837e-07,1.836e-08,4.528e-09,3.7699600000000005e-09,1.6384e-08,2.0520900000000005e-09,6.14e-05,0.000128,4.53e-05,0.00873,0.00726,6.34e-05,0.0001,4.25e-11,0.000961
1480,1.831e-07,1.83e-08,4.498e-09,3.75769e-09,1.6129e-08,2.0250000000000003e-09,6.13e-05,0.000127,4.5e-05,0.00866,0.00724,6.27e-05,0.0001,3.85e-11,0.00096
1490,1.825e-07,1.824e-08,4.469e-09,3.733209999999999e-09,1.5876e-08,2.0070399999999997e-09,6.11e-05,0.000126,4.48e-05,0.00863,0.00721,6.22e-05,0.0001,3.48e-11,0.000959
1500,1.819e-07,1.819e-08,4.449e-09,3.721e-09,1.5876e-08,2.01601e-09,6.1e-05,0.000126,4.49e-05,0.0086,0.00719,6.18e-05,0.0001,3.63e-11,0.000958
1510,1.813e-07,1.813e-08,4.415e-09,3.69664e-09,1.5625e-08,1.97136e-09,6.08e-05,0.000125,4.44e-05,0.00855,0.00716,6.12e-05,0.0001,3.56e-11,0.000958
1520,1.808e-07,1.807e-08,4.402e-09,3.68449e-09,1.5625e-08,2.0250000000000003e-09,6.07e-05,0.000125,4.5e-05,0.00853,0.00714,6.08e-05,0.0001,3.96e-11,0.000957
1530,1.802e-07,1.802e-08,4.371e-09,3.6723600000000003e-09,1.5376e-08,1.9802499999999996e-09,6.06e-05,0.000124,4.45e-05,0.00848,0.00711,6.03e-05,0.0001,3.08e-11,0.000956
1540,1.797e-07,1.796e-08,4.349e-09,3.66025e-09,1.5376e-08,1.97136e-09,6.05e-05,0.000124,4.44e-05,0.00845,0.00709,5.99e-05,0.0001,3.17e-11,0.000955
1550,1.791e-07,1.791e-08,4.329e-09,3.6360900000000004e-09,1.5129000000000003e-08,1.98916e-09,6.03e-05,0.000123,4.46e-05,0.00843,0.00706,5.95e-05,0.0001,3.12e-11,0.000954
1560,1.786e-07,1.785e-08,4.299e-09,3.62404e-09,1.5129000000000003e-08,1.95364e-09,6.02e-05,0.000123,4.42e-05,0.00838,0.00704,5.89e-05,0.0001,2.87e-11,0.000953
1570,1.781e-07,1.78e-08,4.278e-09,3.6000000000000004e-09,1.4884e-08,1.96249e-09,6e-05,0.000122,4.43e-05,0.00834,0.00701,5.85e-05,0.0001,3.24e-11,0.000952
1580,1.775e-07,1.775e-08,4.254e-09,3.58801e-09,1.4884e-08,1.936e-09,5.99e-05,0.000122,4.4e-05,0.0083,0.00699,5.8e-05,0.0001,4.16e-11,0.000951
1590,1.77e-07,1.77e-08,4.228e-09,3.5760399999999996e-09,1.4641e-08,1.9272100000000004e-09,5.98e-05,0.000121,4.39e-05,0.00827,0.00697,5.76e-05,0.0001,3.28e-11,0.000951
1600,1.765e-07,1.765e-08,4.211e-09,3.55216e-09,1.4641e-08,1.94481e-09,5.96e-05,0.000121,4.41e-05,0.00824,0.00694,5.72e-05,0.0001,3.26e-11,0.00095
1610,1.76e-07,1.76e-08,4.188e-09,3.5402500000000005e-09,1.4400000000000002e-08,1.9272100000000004e-09,5.95e-05,0.00012,4.39e-05,0.00821,0.00692,5.68e-05,0.0001,3.91e-11,0.000949
1620,1.755e-07,1.755e-08,4.163e-09,3.52836e-09,1.4400000000000002e-08,1.9009600000000004e-09,5.94e-05,0.00012,4.36e-05,0.00817,0.0069,5.64e-05,0.0001,2.93e-11,0.000948
1630,1.75e-07,1.75e-08,4.143e-09,3.5164899999999997e-09,1.4400000000000002e-08,1.9009600000000004e-09,5.93e-05,0.00012,4.36e-05,0.00814,0.00687,5.6e-05,0.0001,4.15e-11,0.000947
1640,1.745e-07,1.745e-08,4.12e-09,3.49281e-09,1.4161000000000002e-08,1.89225e-09,5.91e-05,0.000119,4.35e-05,0.0081,0.00685,5.55e-05,0.0001,3.48e-11,0.000947
1650,1.741e-07,1.74e-08,4.106e-09,3.49281e-09,1.4161000000000002e-08,1.9009600000000004e-09,5.91e-05,0.000119,4.36e-05,0.00809,0.00683,5.53e-05,0.0001,3.89e-11,0.000946
1660,1.736e-07,1.736e-08,4.082e-09,3.4692100000000003e-09,1.3924e-08,1.89225e-09,5.89e-05,0.000118,4.35e-05,0.00804,0.00681,5.47e-05,0.0001,3.65e-11,0.000945
1670,1.732e-07,1.731e-08,4.063e-09,3.45744e-09,1.3924e-08,1.8748900000000003e-09,5.88e-05,0.000118,4.33e-05,0.00801,0.00679,5.44e-05,0.0001,3.28e-11,0.000944
1680,1.727e-07,1.726e-08,4.042e-09,3.4456899999999995e-09,1.3689e-08,1.8835599999999996e-09,5.87e-05,0.000117,4.34e-05,0.00799,0.00676,5.4e-05,0.0001,3.75e-11,0.000943
1690,1.723e-07,1.722e-08,4.021e-09,3.43396e-09,1.3689e-08,1.8490000000000001e-09,5.86e-05,0.000117,4.3e-05,0.00796,0.00674,5.37e-05,0.0001,2.69e-11,0.000943
1700,1.718e-07,1.718e-08,4e-09,3.4105600000000003e-09,1.3456e-08,1.8490000000000001e-09,5.84e-05,0.000116,4.3e-05,0.00792,0.00672,5.33e-05,0.0001,2.9e-11,0.000942
1710,1.714e-07,1.713e-08,3.984e-09,3.4105600000000003e-09,1.3456e-08,1.8490000000000001e-09,5.84e-05,0.000116,4.3e-05,0.00791,0.00737,5.83e-05,0.0001,2.96e-11,0.000941
1720,1.709e-07,1.709e-08,3.967e-09,3.39889e-09,1.3456e-08,1.8490000000000001e-09,5.83e-05,0.000116,4.3e-05,0.00787,0.00735,5.78e-05,0.0001,2.91e-11,0.00094
1730,1.705e-07,1.704e-08,3.944e-09,3.3756100000000005e-09,1.3225000000000001e-08,1.82329e-09,5.81e-05,0.000115,4.27e-05,0.00783,0.00732,5.73e-05,0.0001,3.13e-11,0.00094
1740,1.701e-07,1.7e-08,3.926e-09,3.364e-09,1.3225000000000001e-08,1.8147599999999998e-09,5.8e-05,0.000115,4.26e-05,0.00781,0.0073,5.7e-05,0.0001,3.39e-11,0.000939
1750,1.696e-07,1.696e-08,3.908e-09,3.3524099999999996e-09,1.2996000000000001e-08,1.82329e-09,5.79e-05,0.000114,4.27e-05,0.00777,0.00728,5.66e-05,0.0001,3.59e-11,0.000938
1760,1.692e-07,1.691e-08,3.888e-09,3.3408400000000002e-09,1.2996000000000001e-08,1.8147599999999998e-09,5.78e-05,0.000114,4.26e-05,0.00777,0.0066,5.12e-05,0.0001,3.98e-11,0.000937
1770,1.687e-07,1.687e-08,3.873e-09,3.3292899999999998e-09,1.2768999999999998e-08,1.8318399999999997e-09,5.77e-05,0.000113,4.28e-05,0.00773,0.00658,5.08e-05,0.0001,2.39e-11,0.000937
1780,1.684e-07,1.683e-08,3.852e-09,3.3177599999999995e-09,1.2768999999999998e-08,1.8062500000000003e-09,5.76e-05,0.000113,4.25e-05,0.00769,0.00721,5.55e-05,0.0001,3.03e-11,0.000936
1790,1.679e-07,1.679e-08,3.832e-09,3.3062500000000002e-09,1.2768999999999998e-08,1.78929e-09,5.75e-05,0.000113,4.23e-05,0.00767,0.00719,5.52e-05,0.0001,3.34e-11,0.000935
1800,1.675e-07,1.674e-08,3.812e-09,3.29476e-09,1.2544e-08,1.77241e-09,5.74e-05,0.000112,4.21e-05,0.00764,0.00717,5.48e-05,0.0001,2.09e-11,0.000935
1810,1.671e-07,1.67e-08,3.799e-09,3.2832899999999997e-09,1.2544e-08,1.78929e-09,5.73e-05,0.000112,4.23e-05,0.00762,0.00715,5.45e-05,0.0001,3.6e-11,0.000934
1820,1.667e-07,1.666e-08,3.778e-09,3.26041e-09,1.2321e-08,1.764e-09,5.71e-05,0.000111,4.2e-05,0.00759,0.00713,5.41e-05,0.0001,2.7e-11,0.000933
1830,1.663e-07,1.662e-08,3.761e-09,3.2490000000000003e-09,1.2321e-08,1.764e-09,5.7e-05,0.000111,4.2e-05,0.00756,0.00711,5.37e-05,0.0001,3.55e-11,0.000932
1840,1.659e-07,1.658e-08,3.748e-09,3.23761e-09,1.2321e-08,1.7808400000000002e-09,5.69e-05,0.000111,4.22e-05,0.00753,0.00708,5.33e-05,0.0001,2.32e-11,0.000932
1850,1.654e-07,1.654e-08,3.729e-09,3.22624e-09,1.21e-08,1.764e-09,5.68e-05,0.00011,4.2e-05,0.00752,0.00706,5.31e-05,0.0001,2.26e-11,0.000931
1860,1.65e-07,1.65e-08,3.706e-09,3.2148900000000003e-09,1.21e-08,1.7388899999999998e-09,5.67e-05,0.00011,4.17e-05,0.00747,0.00704,5.26e-05,0.0001,2.41e-11,0.00093
1870,1.647e-07,1.646e-08,3.686e-09,3.20356e-09,1.1881e-08,1.7139599999999997e-09,5.66e-05,0.000109,4.14e-05,0.00745,0.00702,5.23e-05,0.0001,3.46e-11,0.000929
1880,1.642e-07,1.642e-08,3.673e-09,3.1922499999999996e-09,1.1881e-08,1.72225e-09,5.65e-05,0.000109,4.15e-05,0.00743,0.007,5.2e-05,0.0001,3.96e-11,0.000929
1890,1.639e-07,1.638e-08,3.658e-09,3.18096e-09,1.1881e-08,1.73056e-09,5.64e-05,0.000109,4.16e-05,0.0074,0.00698,5.17e-05,0.0001,3.06e-11,0.000928
1900,1.635e-07,1.634e-08,3.643e-09,3.16969e-09,1.1664e-08,1.73056e-09,5.63e-05,0.000108,4.16e-05,0.00738,0.00696,5.14e-05,0.0001,2.63e-11,0.000927
1910,1.632e-07,1.631e-08,3.622e-09,3.1584399999999997e-09,1.1664e-08,1.6974399999999999e-09,5.62e-05,0.000108,4.12e-05,0.00735,0.00694,5.1e-05,0.0001,2.77e-11,0.000927
1920,1.627e-07,1.627e-08,3.607e-09,3.1472100000000003e-09,1.1664e-08,1.7056900000000001e-09,5.61e-05,0.000108,4.13e-05,0.00731,0.00692,5.06e-05,0.0001,3.33e-11,0.000926
1930,1.623e-07,1.623e-08,3.594e-09,3.136e-09,1.1449e-08,1.7056900000000001e-09,5.6e-05,0.000107,4.13e-05,0.0073,0.0069,5.04e-05,0.0001,2.3e-11,0.000925
1940,1.62e-07,1.62e-08,3.577e-09,3.1248099999999997e-09,1.1449e-08,1.6892100000000002e-09,5.59e-05,0.000107,4.11e-05,0.00727,0.00688,5.01e-05,0.0001,3.07e-11,0.000925
1950,1.617e-07,1.616e-08,3.566e-09,3.11364e-09,1.1236e-08,1.6974399999999999e-09,5.58e-05,0.000106,4.12e-05,0.00725,0.00687,4.98e-05,0.0001,2.68e-11,0.000924
1960,1.613e-07,1.613e-08,3.548e-09,3.1024899999999997e-09,1.1236e-08,1.6892100000000002e-09,5.57e-05,0.000106,4.11e-05,0.00722,0.00685,4.94e-05,0.0001,2.99e-11,0.000923
1970,1.61e-07,1.609e-08,3.532e-09,3.0913600000000004e-09,1.1236e-08,1.681e-09,5.56e-05,0.000106,4.1e-05,0.00721,0.00683,4.92e-05,0.0001,2.91e-11,0.000923
1980,1.606e-07,1.605e-08,3.516e-09,3.08025e-09,1.1025000000000001e-08,1.6646400000000002e-09,5.55e-05,0.000105,4.08e-05,0.00719,0.00681,4.89e-05,0.0001,2.24e-11,0.000922
1990,1.603e-07,1.602e-08,3.501e-09,3.0691599999999998e-09,1.1025000000000001e-08,1.6646400000000002e-09,5.54e-05,0.000105,4.08e-05,0.00716,0.00679,4.86e-05,0.0001,2.25e-11,0.000921
2000,1.599e-07,1.599e-08,3.491e-09,3.0691599999999998e-09,1.1025000000000001e-08,1.65649e-09,5.54e-05,0.000105,4.07e-05,0.00713,0.00677,4.83e-05,0.0001,2.44e-11,0.000921
2010,1.596e-07,1.595e-08,3.477e-09,3.05809e-09,1.0815999999999999e-08,1.6646400000000002e-09,5.53e-05,0.000104,4.08e-05,0.0071,0.00675,4.79e-05,0.0001,3.7e-11,0.00092
2020,1.592e-07,1.592e-08,3.453e-09,3.0360099999999997e-09,1.0815999999999999e-08,1.6240899999999997e-09,5.51e-05,0.000104,4.03e-05,0.00708,0.00673,4.77e-05,0.0001,2.93e-11,0.000919
2030,1.589e-07,1.589e-08,3.449e-09,3.0360099999999997e-09,1.0815999999999999e-08,1.6483599999999999e-09,5.51e-05,0.000104,4.06e-05,0.00707,0.00672,4.75e-05,0.0001,2.4e-11,0.000919
2040,1.586e-07,1.585e-08,3.429e-09,3.01401e-09,1.0609e-08,1.6321599999999999e-09,5.49e-05,0.000103,4.04e-05,0.00705,0.0067,4.72e-05,0.0001,2.42e-11,0.000918
2050,1.582e-07,1.582e-08,3.417e-09,3.01401e-09,1.0609e-08,1.6160400000000001e-09,5.49e-05,0.000103,4.02e-05,0.00702,0.00668,4.69e-05,0.0001,2.43e-11,0.000918
2060,1.579e-07,1.579e-08,3.4e-09,3.0030399999999996e-09,1.0609e-08,1.6160400000000001e-09,5.48e-05,0.000103,4.02e-05,0.007,0.00666,4.66e-05,0.0001,2.31e-11,0.000917
2070,1.576e-07,1.576e-08,3.392e-09,2.99209e-09,1.0609e-08,1.6321599999999999e-09,5.47e-05,0.000103,4.04e-05,0.00698,0.00664,4.64e-05,0.0001,2.95e-11,0.000916
2080,1.573e-07,1.573e-08,3.381e-09,2.98116e-09,1.0404e-08,1.6321599999999999e-09,5.46e-05,0.000102,4.04e-05,0.00697,0.00663,4.62e-05,0.0001,1.96e-11,0.000916
2090,1.569e-07,1.569e-08,3.367e-09,2.98116e-09,1.0404e-08,1.6160400000000001e-09,5.46e-05,0.000102,4.02e-05,0.00694,0.00661,4.59e-05,0.0001,2.75e-11,0.000915
2100,1.566e-07,1.566e-08,3.35e-09,2.97025e-09,1.0404e-08,1.59201e-09,5.45e-05,0.000102,3.99e-05,0.00691,0.00659,4.56e-05,0.0001,2.67e-11,0.000915
2110,1.564e-07,1.563e-08,3.338e-09,2.95936e-09,1.0201e-08,1.5840399999999998e-09,5.44e-05,0.000101,3.98e-05,0.0069,0.00723,4.99e-05,0.0001,3.45e-11,0.000914
2120,1.56e-07,1.56e-08,3.326e-09,2.94849e-09,1.0201e-08,1.59201e-09,5.43e-05,0.000101,3.99e-05,0.00688,0.00656,4.51e-05,0.0001,3.1e-11,0.000913
2130,1.557e-07,1.557e-08,3.311e-09,2.9376400000000002e-09,1.0201e-08,1.5840399999999998e-09,5.42e-05,0.000101,3.98e-05,0.00685,0.00654,4.48e-05,0.0001,2.56e-11,0.000913
2140,1.555e-07,1.554e-08,3.303e-09,2.92681e-09,1e-08,1.5840399999999998e-09,5.41e-05,0.0001,3.98e-05,0.00683,0.00653,4.46e-05,0.0001,2.85e-11,0.000912
2150,1.551e-07,1.551e-08,3.287e-09,2.916e-09,1e-08,1.5840399999999998e-09,5.4e-05,0.0001,3.98e-05,0.00681,0.00716,4.88e-05,0.0001,2.47e-11,0.000912
2160,1.548e-07,1.548e-08,3.269e-09,2.90521e-09,9.96004e-09,1.54449e-09,5.39e-05,9.98e-05,3.93e-05,0.00678,0.00714,4.84e-05,0.0001,2.56e-11,0.000911
2170,1.545e-07,1.545e-08,3.256e-09,2.90521e-09,9.900250000000001e-09,1.5366399999999998e-09,5.39e-05,9.95e-05,3.92e-05,0.00677,0.00712,4.82e-05,0.0001,2.9e-11,0.00091
2180,1.542e-07,1.542e-08,3.25e-09,2.89444e-09,9.84064e-09,1.56816e-09,5.38e-05,9.92e-05,3.96e-05,0.00675,0.00646,4.36e-05,0.0001,2.43e-11,0.00091
2190,1.54e-07,1.539e-08,3.234e-09,2.8836899999999996e-09,9.78121e-09,1.5602499999999999e-09,5.37e-05,9.89e-05,3.95e-05,0.00672,0.00709,4.77e-05,0.0001,3.52e-11,0.000909
2200,1.536e-07,1.536e-08,3.228e-09,2.8729600000000004e-09,9.72196e-09,1.56816e-09,5.36e-05,9.86e-05,3.96e-05,0.0067,0.00707,4.74e-05,0.0001,3.2e-11,0.000909
2210,1.533e-07,1.533e-08,3.212e-09,2.86225e-09,9.662890000000002e-09,1.5523600000000002e-09,5.35e-05,9.83e-05,3.94e-05,0.00669,0.00705,4.72e-05,0.0001,3.1e-11,0.000908
2220,1.53e-07,1.53e-08,3.199e-09,2.86225e-09,9.604e-09,1.5366399999999998e-09,5.35e-05,9.8e-05,3.92e-05,0.00666,0.00703,4.68e-05,0.0001,2.24e-11,0.000907
2230,1.527e-07,1.527e-08,3.184e-09,2.84089e-09,9.54529e-09,1.5288100000000002e-09,5.33e-05,9.77e-05,3.91e-05,0.00664,0.00702,4.66e-05,0.0001,2.11e-11,0.000907
2240,1.524e-07,1.524e-08,3.175e-09,2.84089e-09,9.486759999999999e-09,1.5288100000000002e-09,5.33e-05,9.74e-05,3.91e-05,0.00662,0.007,4.64e-05,0.0001,1.81e-11,0.000906
2250,1.521e-07,1.521e-08,3.159e-09,2.83024e-09,9.42841e-09,1.5132099999999998e-09,5.32e-05,9.71e-05,3.89e-05,0.0066,0.00698,4.61e-05,0.0001,4.06e-11,0.000906
2260,1.518e-07,1.518e-08,3.152e-09,2.8196100000000004e-09,9.37024e-09,1.521e-09,5.31e-05,9.68e-05,3.9e-05,0.00659,0.00697,4.59e-05,0.0001,3.34e-11,0.000905
2270,1.516e-07,1.515e-08,3.136e-09,2.809e-09,9.33156e-09,1.5054400000000001e-09,5.3e-05,9.66e-05,3.88e-05,0.00657,0.00695,4.56e-05,0.0001,2.17e-11,0.000905
2280,1.513e-07,1.512e-08,3.125e-09,2.7984099999999996e-09,9.27369e-09,1.5132099999999998e-09,5.29e-05,9.63e-05,3.89e-05,0.00654,0.00693,4.54e-05,0.0001,2.54e-11,0.000904
2290,1.51e-07,1.509e-08,3.116e-09,2.7984099999999996e-09,9.216000000000001e-09,1.5054400000000001e-09,5.29e-05,9.6e-05,3.88e-05,0.00653,0.00691,4.52e-05,0.0001,2.84e-11,0.000903
2300,1.507e-07,1.507e-08,3.106e-09,2.78784e-09,9.158489999999999e-09,1.5132099999999998e-09,5.28e-05,9.57e-05,3.89e-05,0.00652,0.0069,4.5e-05,0.0001,2.35e-11,0.000903
2310,1.504e-07,1.504e-08,3.089e-09,2.77729e-09,9.12025e-09,1.47456e-09,5.27e-05,9.55e-05,3.84e-05,0.00649,0.00688,4.47e-05,0.0001,2.34e-11,0.000902
2320,1.502e-07,1.501e-08,3.08e-09,2.7667599999999997e-09,9.06304e-09,1.4822500000000001e-09,5.26e-05,9.52e-05,3.85e-05,0.00647,0.00687,4.44e-05,0.0001,1.76e-11,0.000902
2330,1.499e-07,1.499e-08,3.069e-09,2.7667599999999997e-09,9.006010000000001e-09,1.4822500000000001e-09,5.26e-05,9.49e-05,3.85e-05,0.00645,0.00685,4.42e-05,0.0001,3e-11,0.000901
2340,1.496e-07,1.496e-08,3.055e-09,2.7562500000000003e-09,8.96809e-09,1.4668900000000003e-09,5.25e-05,9.47e-05,3.83e-05,0.00643,0.00683,4.39e-05,0.0001,2.88e-11,0.000901
2350,1.493e-07,1.493e-08,3.045e-09,2.74576e-09,8.91136e-09,1.45161e-09,5.24e-05,9.44e-05,3.81e-05,0.00642,0.00682,4.38e-05,0.0001,2.96e-11,0.0009
2360,1.491e-07,1.491e-08,3.036e-09,2.7352899999999996e-09,8.87364e-09,1.4668900000000003e-09,5.23e-05,9.42e-05,3.83e-05,0.0064,0.0068,4.36e-05,0.0001,2.69e-11,0.0009
2370,1.488e-07,1.488e-08,3.029e-09,2.7352899999999996e-09,8.817210000000001e-09,1.45924e-09,5.23e-05,9.39e-05,3.82e-05,0.00638,0.00678,4.33e-05,0.0001,3.58e-11,0.000899
2380,1.485e-07,1.485e-08,3.019e-09,2.7248400000000003e-09,8.77969e-09,1.47456e-09,5.22e-05,9.37e-05,3.84e-05,0.00637,0.00677,4.31e-05,0.0001,3.23e-11,0.000899
2390,1.483e-07,1.483e-08,3.002e-09,2.71441e-09,8.72356e-09,1.43641e-09,5.21e-05,9.34e-05,3.79e-05,0.00635,0.00675,4.29e-05,0.0001,2.56e-11,0.000898
2400,1.481e-07,1.48e-08,2.997e-09,2.7039999999999998e-09,8.686240000000001e-09,1.45924e-09,5.2e-05,9.32e-05,3.82e-05,0.00634,0.00674,4.27e-05,0.0001,3.34e-11,0.000898
2410,1.478e-07,1.478e-08,2.982e-09,2.7039999999999998e-09,8.630409999999999e-09,1.4288399999999998e-09,5.2e-05,9.29e-05,3.78e-05,0.0063,0.00672,4.24e-05,0.0001,2.39e-11,0.000897
2420,1.475e-07,1.475e-08,2.973e-09,2.69361e-09,8.593290000000001e-09,1.4288399999999998e-09,5.19e-05,9.27e-05,3.78e-05,0.00629,0.00671,4.22e-05,0.0001,3.95e-11,0.000897
2430,1.473e-07,1.473e-08,2.967e-09,2.68324e-09,8.55625e-09,1.4288399999999998e-09,5.18e-05,9.25e-05,3.78e-05,0.00628,0.00669,4.2e-05,0.0001,2.73e-11,0.000896
2440,1.47e-07,1.47e-08,2.955e-09,2.6728900000000003e-09,8.500840000000001e-09,1.4288399999999998e-09,5.17e-05,9.22e-05,3.78e-05,0.00627,0.00668,4.18e-05,0.0001,2.14e-11,0.000896
2450,1.469e-07,1.468e-08,2.948e-09,2.6728900000000003e-09,8.464e-09,1.43641e-09,5.17e-05,9.2e-05,3.79e-05,0.00624,0.00666,4.16e-05,0.0001,2.74e-11,0.000895
2460,1.466e-07,1.465e-08,2.937e-09,2.66256e-09,8.427239999999999e-09,1.4137599999999999e-09,5.16e-05,9.18e-05,3.76e-05,0.00622,0.00665,4.13e-05,0.0001,2.88e-11,0.000895
2470,1.464e-07,1.463e-08,2.927e-09,2.65225e-09,8.37225e-09,1.4137599999999999e-09,5.15e-05,9.15e-05,3.76e-05,0.00621,0.00729,4.53e-05,0.0001,2.31e-11,0.000894
2480,1.461e-07,1.461e-08,2.917e-09,2.65225e-09,8.33569e-09,1.4137599999999999e-09,5.15e-05,9.13e-05,3.76e-05,0.00618,0.00662,4.09e-05,0.0001,2.32e-11,0.000894
2490,1.459e-07,1.458e-08,2.908e-09,2.6419600000000003e-09,8.299210000000001e-09,1.4062499999999998e-09,5.14e-05,9.11e-05,3.75e-05,0.00618,0.0066,4.08e-05,0.0001,2.41e-11,0.000893
2500,1.456e-07,1.456e-08,2.899e-09,2.6419600000000003e-09,8.26281e-09,1.39876e-09,5.14e-05,9.09e-05,3.74e-05,0.00616,0.00725,4.47e-05,0.0001,3.04e-11,0.000893
2510,1.453e-07,1.453e-08,2.891e-09,2.63169e-09,8.208360000000002e-09,1.4062499999999998e-09,5.13e-05,9.06e-05,3.75e-05,0.00616,0.00657,4.05e-05,0.0001,2.34e-11,0.000892
2520,1.451e-07,1.451e-08,2.879e-09,2.6214399999999996e-09,8.17216e-09,1.39876e-09,5.12e-05,9.04e-05,3.74e-05,0.00612,0.00656,4.02e-05,0.0001,3.18e-11,0.000892
2530,1.449e-07,1.448e-08,2.866e-09,2.61121e-09,8.136039999999999e-09,1.369e-09,5.11e-05,9.02e-05,3.7e-05,0.00611,0.0072,4.4e-05,0.0001,2.01e-11,0.000891
2540,1.446e-07,1.446e-08,2.862e-09,2.61121e-09,8.100000000000001e-09,1.3912899999999999e-09,5.11e-05,9e-05,3.73e-05,0.00611,0.00718,4.38e-05,0.0001,2.43e-11,0.000891
2550,1.444e-07,1.444e-08,2.854e-09,2.601e-09,8.04609e-09,1.3912899999999999e-09,5.1e-05,8.97e-05,3.73e-05,0.00608,0.00717,4.36e-05,0.0001,2.87e-11,0.00089
2560,1.442e-07,1.441e-08,2.844e-09,2.5908099999999997e-09,8.010249999999999e-09,1.3838400000000003e-09,5.09e-05,8.95e-05,3.72e-05,0.00607,0.00715,4.34e-05,0.0001,1.98e-11,0.00089
2570,1.44e-07,1.439e-08,2.834e-09,2.5806400000000003e-09,7.97449e-09,1.3838400000000003e-09,5.08e-05,8.93e-05,3.72e-05,0.00606,0.00714,4.32e-05,0.0001,2.39e-11,0.000889
