iter,obj_mse,feas_mse,pde_con_mse,bcv_mse,bcd_mse,ic_mse
2630,0.00413,3.534e-09,4.096e-09,3.6100000000000005e-10,2.9584000000000004e-10,4.25104e-09
2640,0.004124,3.525e-09,4.083209999999999e-09,3.6100000000000005e-10,2.9584000000000004e-10,4.2380099999999995e-09
2650,0.004118,3.516e-09,4.070440000000001e-09,3.6100000000000005e-10,2.9584000000000004e-10,4.2380099999999995e-09
2660,0.004112,3.508e-09,4.05769e-09,3.5720999999999995e-10,2.9584000000000004e-10,4.224999999999999e-09
2670,0.004107,3.499e-09,4.0449600000000005e-09,3.5720999999999995e-10,2.9584000000000004e-10,4.224999999999999e-09
2680,0.004101,3.49e-09,4.03225e-09,3.5343999999999997e-10,2.9584000000000004e-10,4.212010000000001e-09
2690,0.004095,3.482e-09,4.019559999999999e-09,3.5343999999999997e-10,2.9584000000000004e-10,4.1990400000000004e-09
2700,0.004089,3.473e-09,4.019559999999999e-09,3.5343999999999997e-10,2.9584000000000004e-10,4.1990400000000004e-09
2710,0.004084,3.465e-09,4.00689e-09,3.4969e-10,2.9584000000000004e-10,4.18609e-09
2720,0.004078,3.457e-09,3.9942400000000005e-09,3.4969e-10,2.9584000000000004e-10,4.18609e-09
2730,0.004073,3.448e-09,3.98161e-09,3.4969e-10,2.9584000000000004e-10,4.17316e-09
2740,0.004067,3.44e-09,3.969e-09,3.4596000000000006e-10,2.9584000000000004e-10,4.17316e-09
2750,0.004062,3.432e-09,3.969e-09,3.4596000000000006e-10,2.9584000000000004e-10,4.160249999999999e-09
2760,0.004057,3.424e-09,3.95641e-09,3.4596000000000006e-10,2.9584000000000004e-10,4.147359999999999e-09
2770,0.004051,3.416e-09,3.943839999999999e-09,3.4225e-10,2.9584000000000004e-10,4.147359999999999e-09
2780,0.004046,3.409e-09,3.93129e-09,3.4225e-10,2.9584000000000004e-10,4.134490000000001e-09
2790,0.004041,3.401e-09,3.93129e-09,3.4225e-10,2.9584000000000004e-10,4.134490000000001e-09
2800,0.004036,3.393e-09,3.918760000000001e-09,3.3856e-10,2.9584000000000004e-10,4.12164e-09
2810,0.00403,3.386e-09,3.90625e-09,3.3856e-10,2.9584000000000004e-10,4.12164e-09
2820,0.004025,3.378e-09,3.89376e-09,3.3856e-10,2.9584000000000004e-10,4.10881e-09
2830,0.00402,3.371e-09,3.89376e-09,3.3489e-10,2.9584000000000004e-10,4.10881e-09
2840,0.004015,3.363e-09,3.88129e-09,3.3489e-10,2.9584000000000004e-10,4.096e-09
2850,0.00401,3.356e-09,3.868839999999999e-09,3.3489e-10,2.9584000000000004e-10,4.096e-09
2860,0.004005,3.349e-09,3.856410000000001e-09,3.3489e-10,2.9584000000000004e-10,4.083209999999999e-09
2870,0.004,3.342e-09,3.856410000000001e-09,3.3123999999999993e-10,2.9584000000000004e-10,4.070440000000001e-09
2880,0.003996,3.335e-09,3.844e-09,3.3123999999999993e-10,2.9584000000000004e-10,4.070440000000001e-09
2890,0.003991,3.327e-09,3.83161e-09,3.3123999999999993e-10,2.9584000000000004e-10,4.05769e-09
2900,0.003986,3.32e-09,3.83161e-09,3.2760999999999997e-10,2.9584000000000004e-10,4.05769e-09
2910,0.003981,3.314e-09,3.81924e-09,3.2760999999999997e-10,2.9584000000000004e-10,4.0449600000000005e-09
2920,0.003976,3.307e-09,3.8068899999999995e-09,3.2760999999999997e-10,2.9241e-10,4.0449600000000005e-09
2930,0.003972,3.3e-09,3.8068899999999995e-09,3.24e-10,2.9241e-10,4.03225e-09
2940,0.003967,3.293e-09,3.794560000000001e-09,3.24e-10,2.9241e-10,4.03225e-09
2950,0.003962,3.286e-09,3.782250000000001e-09,3.24e-10,2.9241e-10,4.019559999999999e-09
2960,0.003958,3.28e-09,3.782250000000001e-09,3.24e-10,2.9241e-10,4.019559999999999e-09
2970,0.003953,3.273e-09,3.7699600000000005e-09,3.2041000000000003e-10,2.9241e-10,4.00689e-09
2980,0.003949,3.266e-09,3.75769e-09,3.2041000000000003e-10,2.9241e-10,4.00689e-09
2990,0.003944,3.26e-09,3.75769e-09,3.2041000000000003e-10,2.9241e-10,3.9942400000000005e-09
3000,0.00394,3.254e-09,3.7454399999999994e-09,3.1683999999999996e-10,2.9241e-10,3.9942400000000005e-09
3010,0.003935,3.247e-09,3.7454399999999994e-09,3.1683999999999996e-10,2.9241e-10,3.98161e-09
3020,0.003931,3.241e-09,3.733209999999999e-09,3.1683999999999996e-10,2.9241e-10,3.98161e-09
3030,0.003926,3.234e-09,3.721e-09,3.1683999999999996e-10,2.9241e-10,3.969e-09
3040,0.003922,3.228e-09,3.721e-09,3.1329e-10,2.9241e-10,3.969e-09
3050,0.003917,3.222e-09,3.7088100000000006e-09,3.1329e-10,2.9241e-10,3.95641e-09
3060,0.003913,3.216e-09,3.69664e-09,3.1329e-10,2.9241e-10,3.95641e-09
3070,0.003909,3.21e-09,3.69664e-09,3.1329e-10,2.9241e-10,3.943839999999999e-09
3080,0.003905,3.204e-09,3.68449e-09,3.0976e-10,2.9241e-10,3.943839999999999e-09
3090,0.0039,3.198e-09,3.68449e-09,3.0976e-10,2.9241e-10,3.93129e-09
3100,0.003896,3.192e-09,3.6723600000000003e-09,3.0976e-10,2.9241e-10,3.93129e-09
3110,0.003892,3.186e-09,3.66025e-09,3.0976e-10,2.9241e-10,3.918760000000001e-09
3120,0.003888,3.18e-09,3.66025e-09,3.0624999999999995e-10,2.9241e-10,3.918760000000001e-09
3130,0.003884,3.174e-09,3.6481599999999995e-09,3.0624999999999995e-10,2.9241e-10,3.90625e-09
3140,0.003879,3.168e-09,3.6481599999999995e-09,3.0624999999999995e-10,2.9241e-10,3.90625e-09
3150,0.003875,3.162e-09,3.6360900000000004e-09,3.0624999999999995e-10,2.9241e-10,3.89376e-09
3160,0.003871,3.156e-09,3.6360900000000004e-09,3.0276e-10,2.9241e-10,3.89376e-09
3170,0.003867,3.151e-09,3.62404e-09,3.0276e-10,2.9241e-10,3.88129e-09
3180,0.003863,3.145e-09,3.61201e-09,3.0276e-10,2.89e-10,3.88129e-09
3190,0.003859,3.139e-09,3.61201e-09,3.0276e-10,2.89e-10,3.868839999999999e-09
3200,0.003855,3.134e-09,3.6000000000000004e-09,2.9929e-10,2.89e-10,3.868839999999999e-09
3210,0.003851,3.128e-09,3.6000000000000004e-09,2.9929e-10,2.89e-10,3.856410000000001e-09
3220,0.003847,3.123e-09,3.58801e-09,2.9929e-10,2.89e-10,3.856410000000001e-09
3230,0.003843,3.117e-09,3.58801e-09,2.9929e-10,2.89e-10,3.844e-09
3240,0.00384,3.112e-09,3.5760399999999996e-09,2.9584000000000004e-10,2.89e-10,3.844e-09
3250,0.003836,3.106e-09,3.5760399999999996e-09,2.9584000000000004e-10,2.89e-10,3.83161e-09
3260,0.003832,3.101e-09,3.5640900000000003e-09,2.9584000000000004e-10,2.89e-10,3.83161e-09
3270,0.003828,3.096e-09,3.5640900000000003e-09,2.9584000000000004e-10,2.89e-10,3.81924e-09
3280,0.003824,3.09e-09,3.55216e-09,2.9241e-10,2.89e-10,3.81924e-09
3290,0.00382,3.085e-09,3.55216e-09,2.9241e-10,2.89e-10,3.8068899999999995e-09
3300,0.003817,3.08e-09,3.5402500000000005e-09,2.9241e-10,2.89e-10,3.8068899999999995e-09
3310,0.003813,3.074e-09,3.52836e-09,2.9241e-10,2.89e-10,3.8068899999999995e-09
3320,0.003809,3.069e-09,3.52836e-09,2.9241e-10,2.89e-10,3.794560000000001e-09
3330,0.003805,3.064e-09,3.5164899999999997e-09,2.89e-10,2.89e-10,3.794560000000001e-09
3340,0.003802,3.059e-09,3.5164899999999997e-09,2.89e-10,2.89e-10,3.782250000000001e-09
3350,0.003798,3.054e-09,3.5046400000000004e-09,2.89e-10,2.89e-10,3.782250000000001e-09
3360,0.003794,3.049e-09,3.5046400000000004e-09,2.89e-10,2.89e-10,3.7699600000000005e-09
3370,0.003791,3.044e-09,3.49281e-09,2.89e-10,2.89e-10,3.7699600000000005e-09
3380,0.003787,3.039e-09,3.49281e-09,2.8561e-10,2.89e-10,3.75769e-09
3390,0.003784,3.034e-09,3.481e-09,2.8561e-10,2.89e-10,3.75769e-09
3400,0.00378,3.029e-09,3.481e-09,2.8561e-10,2.89e-10,3.7454399999999994e-09
3410,0.003776,3.024e-09,3.4692100000000003e-09,2.8561e-10,2.8561e-10,3.7454399999999994e-09
3420,0.003773,3.019e-09,3.4692100000000003e-09,2.8223999999999995e-10,2.8561e-10,3.7454399999999994e-09
3430,0.003769,3.014e-09,3.45744e-09,2.8223999999999995e-10,2.8561e-10,3.733209999999999e-09
3440,0.003766,3.009e-09,3.45744e-09,2.8223999999999995e-10,2.8561e-10,3.733209999999999e-09
3450,0.003762,3.005e-09,3.4456899999999995e-09,2.8223999999999995e-10,2.8561e-10,3.721e-09
3460,0.003759,3e-09,3.4456899999999995e-09,2.8223999999999995e-10,2.8561e-10,3.721e-09
3470,0.003755,2.995e-09,3.4456899999999995e-09,2.7888999999999995e-10,2.8561e-10,3.7088100000000006e-09
3480,0.003752,2.99e-09,3.43396e-09,2.7888999999999995e-10,2.8561e-10,3.7088100000000006e-09
3490,0.003748,2.986e-09,3.43396e-09,2.7888999999999995e-10,2.8561e-10,3.69664e-09
3500,0.003745,2.981e-09,3.42225e-09,2.7888999999999995e-10,2.8561e-10,3.69664e-09
3510,0.003742,2.976e-09,3.42225e-09,2.7888999999999995e-10,2.8561e-10,3.69664e-09
3520,0.003738,2.972e-09,3.4105600000000003e-09,2.7556000000000003e-10,2.8561e-10,3.68449e-09
3530,0.003735,2.967e-09,3.4105600000000003e-09,2.7556000000000003e-10,2.8561e-10,3.68449e-09
3540,0.003732,2.962e-09,3.39889e-09,2.7556000000000003e-10,2.8561e-10,3.6723600000000003e-09
3550,0.003728,2.958e-09,3.39889e-09,2.7556000000000003e-10,2.8561e-10,3.6723600000000003e-09
3560,0.003725,2.953e-09,3.38724e-09,2.7556000000000003e-10,2.8561e-10,3.66025e-09
3570,0.003722,2.949e-09,3.38724e-09,2.7556000000000003e-10,2.8561e-10,3.66025e-09
3580,0.003718,2.944e-09,3.3756100000000005e-09,2.7225e-10,2.8561e-10,3.66025e-09
3590,0.003715,2.94e-09,3.3756100000000005e-09,2.7225e-10,2.8561e-10,3.6481599999999995e-09
3600,0.003712,2.936e-09,3.3756100000000005e-09,2.7225e-10,2.8561e-10,3.6481599999999995e-09
3610,0.003709,2.931e-09,3.364e-09,2.7225e-10,2.8561e-10,3.6360900000000004e-09
3620,0.003705,2.927e-09,3.364e-09,2.7225e-10,2.8561e-10,3.6360900000000004e-09
3630,0.003702,2.922e-09,3.3524099999999996e-09,2.6895999999999997e-10,2.8561e-10,3.62404e-09
3640,0.003699,2.918e-09,3.3524099999999996e-09,2.6895999999999997e-10,2.8223999999999995e-10,3.62404e-09
3650,0.003696,2.914e-09,3.3408400000000002e-09,2.6895999999999997e-10,2.8223999999999995e-10,3.62404e-09
3660,0.003693,2.909e-09,3.3408400000000002e-09,2.6895999999999997e-10,2.8223999999999995e-10,3.61201e-09
3670,0.003689,2.905e-09,3.3292899999999998e-09,2.6895999999999997e-10,2.8223999999999995e-10,3.61201e-09
3680,0.003686,2.901e-09,3.3292899999999998e-09,2.6569e-10,2.8223999999999995e-10,3.6000000000000004e-09
3690,0.003683,2.897e-09,3.3292899999999998e-09,2.6569e-10,2.8223999999999995e-10,3.6000000000000004e-09
3700,0.00368,2.893e-09,3.3177599999999995e-09,2.6569e-10,2.8223999999999995e-10,3.6000000000000004e-09
3710,0.003677,2.888e-09,3.3177599999999995e-09,2.6569e-10,2.8223999999999995e-10,3.58801e-09
3720,0.003674,2.884e-09,3.3062500000000002e-09,2.6569e-10,2.8223999999999995e-10,3.58801e-09
3730,0.003671,2.88e-09,3.3062500000000002e-09,2.6569e-10,2.8223999999999995e-10,3.5760399999999996e-09
3740,0.003668,2.876e-09,3.3062500000000002e-09,2.6244000000000003e-10,2.8223999999999995e-10,3.5760399999999996e-09
3750,0.003665,2.872e-09,3.29476e-09,2.6244000000000003e-10,2.8223999999999995e-10,3.5760399999999996e-09
3760,0.003662,2.868e-09,3.29476e-09,2.6244000000000003e-10,2.8223999999999995e-10,3.5640900000000003e-09
3770,0.003658,2.864e-09,3.2832899999999997e-09,2.6244000000000003e-10,2.8223999999999995e-10,3.5640900000000003e-09
3780,0.003655,2.86e-09,3.2832899999999997e-09,2.6244000000000003e-10,2.8223999999999995e-10,3.55216e-09
3790,0.003652,2.856e-09,3.27184e-09,2.6244000000000003e-10,2.8223999999999995e-10,3.55216e-09
3800,0.003649,2.852e-09,3.27184e-09,2.592099999999999e-10,2.8223999999999995e-10,3.55216e-09
3810,0.003646,2.848e-09,3.27184e-09,2.592099999999999e-10,2.8223999999999995e-10,3.5402500000000005e-09
3820,0.003644,2.844e-09,3.26041e-09,2.592099999999999e-10,2.8223999999999995e-10,3.5402500000000005e-09
3830,0.003641,2.84e-09,3.26041e-09,2.592099999999999e-10,2.8223999999999995e-10,3.52836e-09
3840,0.003638,2.836e-09,3.2490000000000003e-09,2.592099999999999e-10,2.8223999999999995e-10,3.52836e-09
3850,0.003635,2.832e-09,3.2490000000000003e-09,2.592099999999999e-10,2.8223999999999995e-10,3.52836e-09
3860,0.003632,2.828e-09,3.2490000000000003e-09,2.56e-10,2.8223999999999995e-10,3.5164899999999997e-09
3870,0.003629,2.824e-09,3.23761e-09,2.56e-10,2.8223999999999995e-10,3.5164899999999997e-09
3880,0.003626,2.82e-09,3.23761e-09,2.56e-10,2.7888999999999995e-10,3.5046400000000004e-09
3890,0.003623,2.816e-09,3.22624e-09,2.56e-10,2.7888999999999995e-10,3.5046400000000004e-09
3900,0.00362,2.813e-09,3.22624e-09,2.56e-10,2.7888999999999995e-10,3.5046400000000004e-09
3910,0.003617,2.809e-09,3.22624e-09,2.56e-10,2.7888999999999995e-10,3.49281e-09
3920,0.003615,2.805e-09,3.2148900000000003e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.49281e-09
3930,0.003612,2.801e-09,3.2148900000000003e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.481e-09
3940,0.003609,2.797e-09,3.2148900000000003e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.481e-09
3950,0.003606,2.794e-09,3.20356e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.481e-09
3960,0.003603,2.79e-09,3.20356e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.4692100000000003e-09
3970,0.0036,2.786e-09,3.1922499999999996e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.4692100000000003e-09
3980,0.003598,2.783e-09,3.1922499999999996e-09,2.5281000000000003e-10,2.7888999999999995e-10,3.4692100000000003e-09
3990,0.003595,2.779e-09,3.1922499999999996e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.45744e-09
4000,0.003592,2.775e-09,3.18096e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.45744e-09
4010,0.003589,2.772e-09,3.18096e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.4456899999999995e-09
4020,0.003587,2.768e-09,3.18096e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.4456899999999995e-09
4030,0.003584,2.764e-09,3.16969e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.4456899999999995e-09
4040,0.003581,2.761e-09,3.16969e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.43396e-09
4050,0.003578,2.757e-09,3.1584399999999997e-09,2.4964000000000003e-10,2.7888999999999995e-10,3.43396e-09
4060,0.003576,2.754e-09,3.1584399999999997e-09,2.4648999999999994e-10,2.7888999999999995e-10,3.42225e-09
4070,0.003573,2.75e-09,3.1584399999999997e-09,2.4648999999999994e-10,2.7888999999999995e-10,3.42225e-09
4080,0.00357,2.747e-09,3.1472100000000003e-09,2.4648999999999994e-10,2.7888999999999995e-10,3.42225e-09
4090,0.003568,2.743e-09,3.1472100000000003e-09,2.4648999999999994e-10,2.7888999999999995e-10,3.4105600000000003e-09
4100,0.003565,2.74e-09,3.1472100000000003e-09,2.4648999999999994e-10,2.7888999999999995e-10,3.4105600000000003e-09
4110,0.003562,2.736e-09,3.136e-09,2.4648999999999994e-10,2.7888999999999995e-10,3.4105600000000003e-09
4120,0.00356,2.733e-09,3.136e-09,2.4648999999999994e-10,2.7556000000000003e-10,3.39889e-09
4130,0.003557,2.729e-09,3.136e-09,2.4336e-10,2.7556000000000003e-10,3.39889e-09
4140,0.003554,2.726e-09,3.1248099999999997e-09,2.4336e-10,2.7556000000000003e-10,3.39889e-09
4150,0.003552,2.722e-09,3.1248099999999997e-09,2.4336e-10,2.7556000000000003e-10,3.38724e-09
4160,0.003549,2.719e-09,3.1248099999999997e-09,2.4336e-10,2.7556000000000003e-10,3.38724e-09
4170,0.003547,2.716e-09,3.11364e-09,2.4336e-10,2.7556000000000003e-10,3.3756100000000005e-09
4180,0.003544,2.712e-09,3.11364e-09,2.4336e-10,2.7556000000000003e-10,3.3756100000000005e-09
4190,0.003542,2.709e-09,3.1024899999999997e-09,2.4336e-10,2.7556000000000003e-10,3.3756100000000005e-09
4200,0.003539,2.706e-09,3.1024899999999997e-09,2.4025e-10,2.7556000000000003e-10,3.364e-09
4210,0.003536,2.702e-09,3.1024899999999997e-09,2.4025e-10,2.7556000000000003e-10,3.364e-09
4220,0.003534,2.699e-09,3.0913600000000004e-09,2.4025e-10,2.7556000000000003e-10,3.364e-09
4230,0.003531,2.696e-09,3.0913600000000004e-09,2.4025e-10,2.7556000000000003e-10,3.3524099999999996e-09
4240,0.003529,2.692e-09,3.0913600000000004e-09,2.4025e-10,2.7556000000000003e-10,3.3524099999999996e-09
4250,0.003526,2.689e-09,3.08025e-09,2.4025e-10,2.7556000000000003e-10,3.3524099999999996e-09
4260,0.003524,2.686e-09,3.08025e-09,2.4025e-10,2.7556000000000003e-10,3.3408400000000002e-09
4270,0.003521,2.682e-09,3.08025e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3408400000000002e-09
4280,0.003519,2.679e-09,3.0691599999999998e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3408400000000002e-09
4290,0.003516,2.676e-09,3.0691599999999998e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3292899999999998e-09
4300,0.003514,2.673e-09,3.0691599999999998e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3292899999999998e-09
4310,0.003511,2.67e-09,3.05809e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3177599999999995e-09
4320,0.003509,2.666e-09,3.05809e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3177599999999995e-09
4330,0.003506,2.663e-09,3.05809e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3177599999999995e-09
4340,0.003504,2.66e-09,3.04704e-09,2.3716000000000004e-10,2.7556000000000003e-10,3.3062500000000002e-09
4350,0.003501,2.657e-09,3.04704e-09,2.3408999999999996e-10,2.7556000000000003e-10,3.3062500000000002e-09
4360,0.003499,2.654e-09,3.04704e-09,2.3408999999999996e-10,2.7556000000000003e-10,3.3062500000000002e-09
4370,0.003497,2.651e-09,3.0360099999999997e-09,2.3408999999999996e-10,2.7556000000000003e-10,3.29476e-09
4380,0.003494,2.648e-09,3.0360099999999997e-09,2.3408999999999996e-10,2.7225e-10,3.29476e-09
4390,0.003492,2.644e-09,3.0360099999999997e-09,2.3408999999999996e-10,2.7225e-10,3.29476e-09
4400,0.003489,2.641e-09,3.025e-09,2.3408999999999996e-10,2.7225e-10,3.2832899999999997e-09
4410,0.003487,2.638e-09,3.025e-09,2.3408999999999996e-10,2.7225e-10,3.2832899999999997e-09
4420,0.003485,2.635e-09,3.025e-09,2.3408999999999996e-10,2.7225e-10,3.2832899999999997e-09
4430,0.003482,2.632e-09,3.025e-09,2.3104e-10,2.7225e-10,3.27184e-09
4440,0.00348,2.629e-09,3.01401e-09,2.3104e-10,2.7225e-10,3.27184e-09
4450,0.003478,2.626e-09,3.01401e-09,2.3104e-10,2.7225e-10,3.27184e-09
4460,0.003475,2.623e-09,3.01401e-09,2.3104e-10,2.7225e-10,3.26041e-09
4470,0.003473,2.62e-09,3.0030399999999996e-09,2.3104e-10,2.7225e-10,3.26041e-09
4480,0.003471,2.617e-09,3.0030399999999996e-09,2.3104e-10,2.7225e-10,3.26041e-09
4490,0.003468,2.614e-09,3.0030399999999996e-09,2.3104e-10,2.7225e-10,3.2490000000000003e-09
4500,0.003466,2.611e-09,2.99209e-09,2.3104e-10,2.7225e-10,3.2490000000000003e-09
4510,0.003464,2.608e-09,2.99209e-09,2.2800999999999997e-10,2.7225e-10,3.2490000000000003e-09
4520,0.003461,2.605e-09,2.99209e-09,2.2800999999999997e-10,2.7225e-10,3.23761e-09
4530,0.003459,2.602e-09,2.98116e-09,2.2800999999999997e-10,2.7225e-10,3.23761e-09
4540,0.003457,2.599e-09,2.98116e-09,2.2800999999999997e-10,2.7225e-10,3.23761e-09
4550,0.003454,2.596e-09,2.98116e-09,2.2800999999999997e-10,2.7225e-10,3.22624e-09
4560,0.003452,2.593e-09,2.97025e-09,2.2800999999999997e-10,2.7225e-10,3.22624e-09
4570,0.00345,2.591e-09,2.97025e-09,2.2800999999999997e-10,2.7225e-10,3.22624e-09
4580,0.003448,2.588e-09,2.97025e-09,2.2800999999999997e-10,2.7225e-10,3.2148900000000003e-09
4590,0.003445,2.585e-09,2.97025e-09,2.2800999999999997e-10,2.7225e-10,3.2148900000000003e-09
4600,0.003443,2.582e-09,2.95936e-09,2.25e-10,2.7225e-10,3.2148900000000003e-09
4610,0.003441,2.579e-09,2.95936e-09,2.25e-10,2.7225e-10,3.20356e-09
4620,0.003439,2.576e-09,2.95936e-09,2.25e-10,2.7225e-10,3.20356e-09
4630,0.003437,2.574e-09,2.94849e-09,2.25e-10,2.7225e-10,3.20356e-09
4640,0.003435,2.571e-09,2.94849e-09,2.25e-10,2.7225e-10,3.1922499999999996e-09
4650,0.003433,2.569e-09,2.94849e-09,2.25e-10,2.7225e-10,3.1922499999999996e-09
4660,0.003431,2.566e-09,2.94849e-09,2.25e-10,2.6895999999999997e-10,3.1922499999999996e-09
4670,0.003429,2.563e-09,2.9376400000000002e-09,2.25e-10,2.6895999999999997e-10,3.1922499999999996e-09
4680,0.003427,2.561e-09,2.9376400000000002e-09,2.25e-10,2.6895999999999997e-10,3.18096e-09
4690,0.003425,2.558e-09,2.9376400000000002e-09,2.2201e-10,2.6895999999999997e-10,3.18096e-09
4700,0.003423,2.556e-09,2.9376400000000002e-09,2.2201e-10,2.6895999999999997e-10,3.18096e-09
4710,0.003421,2.553e-09,2.92681e-09,2.2201e-10,2.6895999999999997e-10,3.16969e-09
4720,0.003419,2.551e-09,2.92681e-09,2.2201e-10,2.6895999999999997e-10,3.16969e-09
4730,0.003417,2.548e-09,2.92681e-09,2.2201e-10,2.6895999999999997e-10,3.16969e-09
4740,0.003415,2.546e-09,2.916e-09,2.2201e-10,2.6895999999999997e-10,3.16969e-09
4750,0.003413,2.543e-09,2.916e-09,2.2201e-10,2.6895999999999997e-10,3.1584399999999997e-09
4760,0.003411,2.541e-09,2.916e-09,2.2201e-10,2.6895999999999997e-10,3.1584399999999997e-09
4770,0.003409,2.539e-09,2.916e-09,2.2201e-10,2.6895999999999997e-10,3.1584399999999997e-09
4780,0.003407,2.536e-09,2.90521e-09,2.2201e-10,2.6895999999999997e-10,3.1472100000000003e-09
4790,0.003405,2.534e-09,2.90521e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1472100000000003e-09
4800,0.003403,2.531e-09,2.90521e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1472100000000003e-09
4810,0.003401,2.529e-09,2.90521e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1472100000000003e-09
4820,0.003399,2.526e-09,2.89444e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.136e-09
4830,0.003397,2.524e-09,2.89444e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.136e-09
4840,0.003396,2.522e-09,2.89444e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.136e-09
4850,0.003394,2.519e-09,2.89444e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1248099999999997e-09
4860,0.003392,2.517e-09,2.8836899999999996e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1248099999999997e-09
4870,0.00339,2.514e-09,2.8836899999999996e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1248099999999997e-09
4880,0.003388,2.512e-09,2.8836899999999996e-09,2.1904000000000003e-10,2.6895999999999997e-10,3.1248099999999997e-09
4890,0.003386,2.51e-09,2.8836899999999996e-09,2.1609e-10,2.6895999999999997e-10,3.11364e-09
4900,0.003384,2.507e-09,2.8729600000000004e-09,2.1609e-10,2.6895999999999997e-10,3.11364e-09
4910,0.003382,2.505e-09,2.8729600000000004e-09,2.1609e-10,2.6895999999999997e-10,3.11364e-09
4920,0.003381,2.503e-09,2.8729600000000004e-09,2.1609e-10,2.6895999999999997e-10,3.11364e-09
4930,0.003379,2.5e-09,2.8729600000000004e-09,2.1609e-10,2.6895999999999997e-10,3.1024899999999997e-09
4940,0.003377,2.498e-09,2.86225e-09,2.1609e-10,2.6895999999999997e-10,3.1024899999999997e-09
4950,0.003375,2.496e-09,2.86225e-09,2.1609e-10,2.6895999999999997e-10,3.1024899999999997e-09
4960,0.003373,2.493e-09,2.86225e-09,2.1609e-10,2.6895999999999997e-10,3.0913600000000004e-09
4970,0.003371,2.491e-09,2.86225e-09,2.1609e-10,2.6895999999999997e-10,3.0913600000000004e-09
4980,0.00337,2.489e-09,2.8515599999999996e-09,2.1609e-10,2.6895999999999997e-10,3.0913600000000004e-09
4990,0.003368,2.486e-09,2.8515599999999996e-09,2.1609e-10,2.6569e-10,3.0913600000000004e-09
5000,0.003366,2.484e-09,2.8515599999999996e-09,2.1316000000000002e-10,2.6569e-10,3.08025e-09
5010,0.003364,2.482e-09,2.8515599999999996e-09,2.1316000000000002e-10,2.6569e-10,3.08025e-09
5020,0.003362,2.48e-09,2.84089e-09,2.1316000000000002e-10,2.6569e-10,3.08025e-09
5030,0.00336,2.477e-09,2.84089e-09,2.1316000000000002e-10,2.6569e-10,3.08025e-09
5040,0.003359,2.475e-09,2.84089e-09,2.1316000000000002e-10,2.6569e-10,3.0691599999999998e-09
5050,0.003357,2.473e-09,2.84089e-09,2.1316000000000002e-10,2.6569e-10,3.0691599999999998e-09
5060,0.003355,2.471e-09,2.84089e-09,2.1316000000000002e-10,2.6569e-10,3.0691599999999998e-09
5070,0.003353,2.468e-09,2.83024e-09,2.1316000000000002e-10,2.6569e-10,3.05809e-09
5080,0.003351,2.466e-09,2.83024e-09,2.1316000000000002e-10,2.6569e-10,3.05809e-09
5090,0.00335,2.464e-09,2.83024e-09,2.1316000000000002e-10,2.6569e-10,3.05809e-09
5100,0.003348,2.462e-09,2.83024e-09,2.1316000000000002e-10,2.6569e-10,3.05809e-09
5110,0.003346,2.459e-09,2.8196100000000004e-09,2.1025e-10,2.6569e-10,3.04704e-09
5120,0.003344,2.457e-09,2.8196100000000004e-09,2.1025e-10,2.6569e-10,3.04704e-09
5130,0.003343,2.455e-09,2.8196100000000004e-09,2.1025e-10,2.6569e-10,3.04704e-09
5140,0.003341,2.453e-09,2.8196100000000004e-09,2.1025e-10,2.6569e-10,3.04704e-09
5150,0.003339,2.451e-09,2.809e-09,2.1025e-10,2.6569e-10,3.0360099999999997e-09
5160,0.003337,2.449e-09,2.809e-09,2.1025e-10,2.6569e-10,3.0360099999999997e-09
5170,0.003336,2.446e-09,2.809e-09,2.1025e-10,2.6569e-10,3.0360099999999997e-09
5180,0.003334,2.444e-09,2.809e-09,2.1025e-10,2.6569e-10,3.0360099999999997e-09
