iter,obj_s,pde_obj_mse,feas_true,obj_for_plot,source,alpha,tau,lam,mu,kkt_res,d_inf,d_l2
2140,nan,0.0001838,nan,0.0001838,PDE_obj_MSE,0.171,0.4576036,0.0001,nan,0.00025,0.00287,0.00929
2150,nan,0.0001837,nan,0.0001837,PDE_obj_MSE,0.589,0.4576036,0.0001,nan,0.00025,0.00125,0.0055
2160,nan,0.0001821,nan,0.0001821,PDE_obj_MSE,0.945,0.4576036,0.0001,nan,0.00025,0.000617,0.00265
2170,nan,0.000182,nan,0.000182,PDE_obj_MSE,0.943,0.4576036,0.0001,nan,0.00025,0.00115,0.00427
2180,nan,0.0001812,nan,0.0001812,PDE_obj_MSE,0.777,0.4576036,0.0001,nan,0.00025,0.000949,0.00389
2190,nan,0.0001795,nan,0.0001795,PDE_obj_MSE,0.105,0.4576036,0.0001,nan,0.00025,0.00348,0.0116
2200,nan,0.000179,nan,0.000179,PDE_obj_MSE,0.361,0.4576036,0.0001,nan,0.00025,0.00169,0.00599
2210,nan,0.0001784,nan,0.0001784,PDE_obj_MSE,0.0948,0.4576036,0.0001,nan,0.00025,0.00452,0.0157
2220,nan,0.0001799,nan,0.0001799,PDE_obj_MSE,0.931,0.4576036,0.0001,nan,0.00024,0.00125,0.00514
2230,nan,0.000176,nan,0.000176,PDE_obj_MSE,0.104,0.4576036,0.0001,nan,0.00025,0.00321,0.0108
2240,nan,0.0001755,nan,0.0001755,PDE_obj_MSE,0.393,0.4576036,0.0001,nan,0.00024,0.00172,0.00618
2250,nan,0.0001753,nan,0.0001753,PDE_obj_MSE,0.924,0.4576036,0.0001,nan,0.00024,0.000696,0.00309
2260,nan,0.0001733,nan,0.0001733,PDE_obj_MSE,0.243,0.4576036,0.0001,nan,0.00024,0.00202,0.00724
2270,nan,0.0001727,nan,0.0001727,PDE_obj_MSE,0.429,0.4576036,0.0001,nan,0.00024,0.00179,0.00629
2280,nan,0.0001713,nan,0.0001713,PDE_obj_MSE,1.01,0.4576036,0.0001,nan,0.00024,0.000284,0.00187
2290,nan,0.0001717,nan,0.0001717,PDE_obj_MSE,0.757,0.4576036,0.0001,nan,0.00024,0.00121,0.00415
2300,nan,0.0001703,nan,0.0001703,PDE_obj_MSE,0.241,0.4576036,0.0001,nan,0.00024,0.00308,0.00903
2310,nan,0.0001684,nan,0.0001684,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00024,0.000388,0.00204
2320,nan,0.0001677,nan,0.0001677,PDE_obj_MSE,0.198,0.4576036,0.0001,nan,0.00024,0.0026,0.00826
2330,nan,0.0001673,nan,0.0001673,PDE_obj_MSE,0.35,0.4576036,0.0001,nan,0.00024,0.00228,0.00729
2340,nan,0.0001682,nan,0.0001682,PDE_obj_MSE,0.995,0.4576036,0.0001,nan,0.00024,0.00118,0.00347
2350,nan,0.0001664,nan,0.0001664,PDE_obj_MSE,0.993,0.4576036,0.0001,nan,0.00024,0.000823,0.00359
2360,nan,0.0001654,nan,0.0001654,PDE_obj_MSE,0.316,0.4576036,0.0001,nan,0.00024,0.00209,0.00716
2370,nan,0.000164,nan,0.000164,PDE_obj_MSE,0.988,0.4576036,0.0001,nan,0.00024,0.000295,0.00172
2380,nan,0.0001656,nan,0.0001656,PDE_obj_MSE,0.986,0.4576036,0.0001,nan,0.00023,0.0012,0.00421
2390,nan,0.0001623,nan,0.0001623,PDE_obj_MSE,0.984,0.4576036,0.0001,nan,0.00023,0.000288,0.00182
2400,nan,0.0001631,nan,0.0001631,PDE_obj_MSE,0.981,0.4576036,0.0001,nan,0.00023,0.00092,0.00348
2410,nan,0.000161,nan,0.000161,PDE_obj_MSE,0.979,0.4576036,0.0001,nan,0.00023,0.000286,0.0015
2420,nan,0.0001591,nan,0.0001591,PDE_obj_MSE,0.977,0.4576036,0.0001,nan,0.00023,0.00026,0.0015
2430,nan,0.0001584,nan,0.0001584,PDE_obj_MSE,0.975,0.4576036,0.0001,nan,0.00023,0.000889,0.00296
2440,nan,0.0001586,nan,0.0001586,PDE_obj_MSE,0.972,0.4576036,0.0001,nan,0.00023,0.000461,0.00261
2450,nan,0.0001571,nan,0.0001571,PDE_obj_MSE,0.374,0.4576036,0.0001,nan,0.00023,0.00171,0.00635
2460,nan,0.0001571,nan,0.0001571,PDE_obj_MSE,0.452,0.4576036,0.0001,nan,0.00023,0.00171,0.00564
2470,nan,0.0001561,nan,0.0001561,PDE_obj_MSE,0.0891,0.4576036,0.0001,nan,0.00023,0.00391,0.0135
2480,nan,0.0001551,nan,0.0001551,PDE_obj_MSE,0.338,0.4576036,0.0001,nan,0.00023,0.00213,0.00738
2490,nan,0.0001546,nan,0.0001546,PDE_obj_MSE,0.173,0.4576036,0.0001,nan,0.00023,0.00247,0.00856
2500,nan,0.0001538,nan,0.0001538,PDE_obj_MSE,0.959,0.4576036,0.0001,nan,0.00023,0.000219,0.00161
2510,nan,0.0001524,nan,0.0001524,PDE_obj_MSE,0.957,0.4576036,0.0001,nan,0.00023,0.000375,0.00258
2520,nan,0.0001523,nan,0.0001523,PDE_obj_MSE,0.0728,0.4576036,0.0001,nan,0.00023,0.00379,0.0122
2530,nan,0.0001517,nan,0.0001517,PDE_obj_MSE,0.489,0.4576036,0.0001,nan,0.00022,0.0015,0.00549
2540,nan,0.0001505,nan,0.0001505,PDE_obj_MSE,0.106,0.4576036,0.0001,nan,0.00023,0.003,0.0103
2550,nan,0.0001504,nan,0.0001504,PDE_obj_MSE,0.227,0.4576036,0.0001,nan,0.00023,0.00263,0.0087
2560,nan,0.0001498,nan,0.0001498,PDE_obj_MSE,0.0961,0.4576036,0.0001,nan,0.00022,0.00373,0.012
2570,nan,0.0001513,nan,0.0001513,PDE_obj_MSE,0.945,0.4576036,0.0001,nan,0.00022,0.000949,0.00358
2580,nan,0.0001501,nan,0.0001501,PDE_obj_MSE,0.943,0.4576036,0.0001,nan,0.00022,0.000896,0.00387
2590,nan,0.0001479,nan,0.0001479,PDE_obj_MSE,0.642,0.4576036,0.0001,nan,0.00022,0.0015,0.00479
2600,nan,0.000146,nan,0.000146,PDE_obj_MSE,1.03,0.4576036,0.0001,nan,0.00022,0.000354,0.0016
2610,nan,0.0001451,nan,0.0001451,PDE_obj_MSE,0.127,0.4576036,0.0001,nan,0.00022,0.00314,0.0101
2620,nan,0.0001459,nan,0.0001459,PDE_obj_MSE,0.153,0.4576036,0.0001,nan,0.00022,0.00268,0.00927
2630,nan,0.0001451,nan,0.0001451,PDE_obj_MSE,1.03,0.4576036,0.0001,nan,0.00022,0.000491,0.00224
2640,nan,0.0001447,nan,0.0001447,PDE_obj_MSE,0.769,0.4576036,0.0001,nan,0.00022,0.000976,0.00374
2650,nan,0.0001431,nan,0.0001431,PDE_obj_MSE,0.358,0.4576036,0.0001,nan,0.00022,0.00146,0.00602
2660,nan,0.0001439,nan,0.0001439,PDE_obj_MSE,0.523,0.4576036,0.0001,nan,0.00022,0.0018,0.00574
2670,nan,0.0001432,nan,0.0001432,PDE_obj_MSE,0.925,0.4576036,0.0001,nan,0.00022,0.000595,0.00293
2680,nan,0.0001418,nan,0.0001418,PDE_obj_MSE,0.431,0.4576036,0.0001,nan,0.00022,0.00162,0.00584
2690,nan,0.0001424,nan,0.0001424,PDE_obj_MSE,0.921,0.4576036,0.0001,nan,0.00022,0.000841,0.0032
2700,nan,0.0001399,nan,0.0001399,PDE_obj_MSE,0.22,0.4576036,0.0001,nan,0.00022,0.00272,0.0094
2710,nan,0.00014,nan,0.00014,PDE_obj_MSE,0.626,0.4576036,0.0001,nan,0.00021,0.000982,0.00401
2720,nan,0.0001391,nan,0.0001391,PDE_obj_MSE,1.01,0.4576036,0.0001,nan,0.00022,0.00048,0.00252
2730,nan,0.0001385,nan,0.0001385,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00021,0.000897,0.00393
2740,nan,0.0001381,nan,0.0001381,PDE_obj_MSE,0.102,0.4576036,0.0001,nan,0.00021,0.00291,0.0105
2750,nan,0.000137,nan,0.000137,PDE_obj_MSE,0.149,0.4576036,0.0001,nan,0.00021,0.00308,0.0101
2760,nan,0.0001363,nan,0.0001363,PDE_obj_MSE,0.198,0.4576036,0.0001,nan,0.00021,0.0022,0.00735
2770,nan,0.0001356,nan,0.0001356,PDE_obj_MSE,0.197,0.4576036,0.0001,nan,0.00021,0.0025,0.00844
2780,nan,0.0001347,nan,0.0001347,PDE_obj_MSE,0.995,0.4576036,0.0001,nan,0.00021,0.000337,0.00208
2790,nan,0.0001353,nan,0.0001353,PDE_obj_MSE,0.678,0.4576036,0.0001,nan,0.00021,0.00106,0.00406
2800,nan,0.0001342,nan,0.0001342,PDE_obj_MSE,0.42,0.4576036,0.0001,nan,0.00021,0.00149,0.00522
2810,nan,0.0001335,nan,0.0001335,PDE_obj_MSE,0.134,0.4576036,0.0001,nan,0.00021,0.00367,0.0115
2820,nan,0.0001337,nan,0.0001337,PDE_obj_MSE,0.987,0.4576036,0.0001,nan,0.00021,0.000633,0.00264
2830,nan,0.0001322,nan,0.0001322,PDE_obj_MSE,0.985,0.4576036,0.0001,nan,0.00021,0.000448,0.00187
2840,nan,0.0001321,nan,0.0001321,PDE_obj_MSE,0.983,0.4576036,0.0001,nan,0.00021,0.000581,0.00231
2850,nan,0.0001315,nan,0.0001315,PDE_obj_MSE,0.416,0.4576036,0.0001,nan,0.00021,0.00173,0.00606
2860,nan,0.0001306,nan,0.0001306,PDE_obj_MSE,0.312,0.4576036,0.0001,nan,0.00021,0.00164,0.00601
2870,nan,0.0001312,nan,0.0001312,PDE_obj_MSE,0.667,0.4576036,0.0001,nan,0.00021,0.00141,0.00464
2880,nan,0.0001287,nan,0.0001287,PDE_obj_MSE,0.975,0.4576036,0.0001,nan,0.00021,0.000386,0.00163
2890,nan,0.0001298,nan,0.0001298,PDE_obj_MSE,0.0817,0.4576036,0.0001,nan,0.00021,0.00408,0.0132
2900,nan,0.0001285,nan,0.0001285,PDE_obj_MSE,0.971,0.4576036,0.0001,nan,0.00021,0.000845,0.00268
2910,nan,0.0001295,nan,0.0001295,PDE_obj_MSE,0.969,0.4576036,0.0001,nan,0.0002,0.000879,0.00307
2920,nan,0.0001276,nan,0.0001276,PDE_obj_MSE,0.968,0.4576036,0.0001,nan,0.0002,0.000238,0.00147
2930,nan,0.0001276,nan,0.0001276,PDE_obj_MSE,0.878,0.4576036,0.0001,nan,0.0002,0.000921,0.00336
2940,nan,0.0001265,nan,0.0001265,PDE_obj_MSE,0.964,0.4576036,0.0001,nan,0.0002,0.000212,0.00144
2950,nan,0.0001267,nan,0.0001267,PDE_obj_MSE,0.543,0.4576036,0.0001,nan,0.0002,0.00141,0.00557
2960,nan,0.0001273,nan,0.0001273,PDE_obj_MSE,0.721,0.4576036,0.0001,nan,0.0002,0.00121,0.00459
2970,nan,0.0001241,nan,0.0001241,PDE_obj_MSE,0.958,0.4576036,0.0001,nan,0.0002,0.00034,0.00212
2980,nan,0.0001247,nan,0.0001247,PDE_obj_MSE,0.957,0.4576036,0.0001,nan,0.0002,0.000554,0.00205
2990,nan,0.0001237,nan,0.0001237,PDE_obj_MSE,0.208,0.4576036,0.0001,nan,0.0002,0.00199,0.00691
3000,nan,0.0001231,nan,0.0001231,PDE_obj_MSE,0.953,0.4576036,0.0001,nan,0.0002,0.000372,0.0022
3010,nan,0.0001229,nan,0.0001229,PDE_obj_MSE,0.117,0.4576036,0.0001,nan,0.0002,0.003,0.00985
3020,nan,0.0001223,nan,0.0001223,PDE_obj_MSE,0.949,0.4576036,0.0001,nan,0.0002,0.000313,0.00191
3030,nan,0.0001231,nan,0.0001231,PDE_obj_MSE,0.948,0.4576036,0.0001,nan,0.0002,0.000863,0.00345
3040,nan,0.0001208,nan,0.0001208,PDE_obj_MSE,0.946,0.4576036,0.0001,nan,0.0002,0.000251,0.00145
3050,nan,0.000121,nan,0.000121,PDE_obj_MSE,0.17,0.4576036,0.0001,nan,0.0002,0.00228,0.00793
3060,nan,0.000121,nan,0.000121,PDE_obj_MSE,0.644,0.4576036,0.0001,nan,0.0002,0.00129,0.00465
3070,nan,0.0001204,nan,0.0001204,PDE_obj_MSE,0.531,0.4576036,0.0001,nan,0.0002,0.00115,0.00451
3080,nan,0.0001202,nan,0.0001202,PDE_obj_MSE,0.53,0.4576036,0.0001,nan,0.0002,0.00131,0.00472
3090,nan,0.0001196,nan,0.0001196,PDE_obj_MSE,0.937,0.4576036,0.0001,nan,0.0002,0.000801,0.00299
3100,nan,0.0001189,nan,0.0001189,PDE_obj_MSE,0.639,0.4576036,0.0001,nan,0.0002,0.00115,0.00413
3110,nan,0.0001184,nan,0.0001184,PDE_obj_MSE,0.396,0.4576036,0.0001,nan,0.0002,0.00145,0.0053
3120,nan,0.0001177,nan,0.0001177,PDE_obj_MSE,0.203,0.4576036,0.0001,nan,0.0002,0.00183,0.00648
3130,nan,0.0001174,nan,0.0001174,PDE_obj_MSE,0.126,0.4576036,0.0001,nan,0.0002,0.00267,0.00905
3140,nan,0.0001167,nan,0.0001167,PDE_obj_MSE,0.152,0.4576036,0.0001,nan,0.0002,0.00315,0.0103
3150,nan,0.0001173,nan,0.0001173,PDE_obj_MSE,0.927,0.4576036,0.0001,nan,0.00019,0.000748,0.0029
3160,nan,0.0001159,nan,0.0001159,PDE_obj_MSE,0.201,0.4576036,0.0001,nan,0.00019,0.00172,0.00557
3170,nan,0.0001161,nan,0.0001161,PDE_obj_MSE,0.0705,0.4576036,0.0001,nan,0.00019,0.00379,0.0126
3180,nan,0.0001151,nan,0.0001151,PDE_obj_MSE,0.573,0.4576036,0.0001,nan,0.00019,0.00156,0.00529
3190,nan,0.000115,nan,0.000115,PDE_obj_MSE,0.629,0.4576036,0.0001,nan,0.00019,0.00125,0.00427
3200,nan,0.0001139,nan,0.0001139,PDE_obj_MSE,0.165,0.4576036,0.0001,nan,0.00019,0.00282,0.0094
3210,nan,0.0001139,nan,0.0001139,PDE_obj_MSE,0.428,0.4576036,0.0001,nan,0.00019,0.00162,0.00535
3220,nan,0.0001128,nan,0.0001128,PDE_obj_MSE,0.427,0.4576036,0.0001,nan,0.00019,0.00127,0.00501
3230,nan,0.0001133,nan,0.0001133,PDE_obj_MSE,1.01,0.4576036,0.0001,nan,0.00019,0.000459,0.00227
3240,nan,0.0001122,nan,0.0001122,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00019,0.000394,0.00222
3250,nan,0.0001123,nan,0.0001123,PDE_obj_MSE,0.622,0.4576036,0.0001,nan,0.00019,0.0012,0.00429
3260,nan,0.0001116,nan,0.0001116,PDE_obj_MSE,0.0694,0.4576036,0.0001,nan,0.00019,0.00363,0.0118
3270,nan,0.0001123,nan,0.0001123,PDE_obj_MSE,0.825,0.4576036,0.0001,nan,0.00019,0.00123,0.00399
3280,nan,0.000111,nan,0.000111,PDE_obj_MSE,0.997,0.4576036,0.0001,nan,0.00019,0.000572,0.00198
3290,nan,0.0001102,nan,0.0001102,PDE_obj_MSE,0.317,0.4576036,0.0001,nan,0.00019,0.00171,0.00597
3300,nan,0.0001104,nan,0.0001104,PDE_obj_MSE,0.617,0.4576036,0.0001,nan,0.00019,0.00109,0.0037
3310,nan,0.0001094,nan,0.0001094,PDE_obj_MSE,0.111,0.4576036,0.0001,nan,0.00019,0.0027,0.00913
3320,nan,0.000109,nan,0.000109,PDE_obj_MSE,0.134,0.4576036,0.0001,nan,0.00019,0.00319,0.0101
3330,nan,0.0001101,nan,0.0001101,PDE_obj_MSE,0.898,0.4576036,0.0001,nan,0.00019,0.000698,0.0038
3340,nan,0.0001081,nan,0.0001081,PDE_obj_MSE,0.987,0.4576036,0.0001,nan,0.00019,0.000263,0.00159
3350,nan,0.0001077,nan,0.0001077,PDE_obj_MSE,0.11,0.4576036,0.0001,nan,0.00019,0.00254,0.00878
3360,nan,0.0001076,nan,0.0001076,PDE_obj_MSE,0.11,0.4576036,0.0001,nan,0.00019,0.00261,0.00857
3370,nan,0.0001067,nan,0.0001067,PDE_obj_MSE,0.194,0.4576036,0.0001,nan,0.00019,0.0024,0.00828
3380,nan,0.0001068,nan,0.0001068,PDE_obj_MSE,0.109,0.4576036,0.0001,nan,0.00019,0.00275,0.00917
3390,nan,0.0001062,nan,0.0001062,PDE_obj_MSE,0.312,0.4576036,0.0001,nan,0.00018,0.00192,0.00587
3400,nan,0.0001056,nan,0.0001056,PDE_obj_MSE,0.234,0.4576036,0.0001,nan,0.00018,0.00188,0.00618
3410,nan,0.0001054,nan,0.0001054,PDE_obj_MSE,0.311,0.4576036,0.0001,nan,0.00018,0.00163,0.00553
3420,nan,0.0001051,nan,0.0001051,PDE_obj_MSE,0.973,0.4576036,0.0001,nan,0.00018,0.000387,0.00179
3430,nan,0.000106,nan,0.000106,PDE_obj_MSE,0.972,0.4576036,0.0001,nan,0.00018,0.000931,0.00317
3440,nan,0.0001044,nan,0.0001044,PDE_obj_MSE,0.0896,0.4576036,0.0001,nan,0.00018,0.00304,0.0104
3450,nan,0.0001041,nan,0.0001041,PDE_obj_MSE,0.309,0.4576036,0.0001,nan,0.00018,0.00179,0.00613
3460,nan,0.0001058,nan,0.0001058,PDE_obj_MSE,0.879,0.4576036,0.0001,nan,0.00018,0.00116,0.00422
3470,nan,0.0001034,nan,0.0001034,PDE_obj_MSE,0.28,0.4576036,0.0001,nan,0.00018,0.00159,0.00546
3480,nan,0.0001032,nan,0.0001032,PDE_obj_MSE,0.964,0.4576036,0.0001,nan,0.00018,0.000349,0.00127
3490,nan,0.0001043,nan,0.0001043,PDE_obj_MSE,0.875,0.4576036,0.0001,nan,0.00018,0.000932,0.00335
3500,nan,0.0001025,nan,0.0001025,PDE_obj_MSE,0.143,0.4576036,0.0001,nan,0.00018,0.00264,0.00898
3510,nan,0.0001019,nan,0.0001019,PDE_obj_MSE,0.959,0.4576036,0.0001,nan,0.00018,0.000413,0.0023
3520,nan,0.0001028,nan,0.0001028,PDE_obj_MSE,0.654,0.4576036,0.0001,nan,0.00018,0.00132,0.00434
3530,nan,0.000102,nan,0.000102,PDE_obj_MSE,0.956,0.4576036,0.0001,nan,0.00018,0.00074,0.00252
3540,nan,0.000101,nan,0.000101,PDE_obj_MSE,0.142,0.4576036,0.0001,nan,0.00018,0.00205,0.00656
3550,nan,0.0001009,nan,0.0001009,PDE_obj_MSE,0.189,0.4576036,0.0001,nan,0.00018,0.00242,0.00766
3560,nan,0.0001005,nan,0.0001005,PDE_obj_MSE,0.404,0.4576036,0.0001,nan,0.00018,0.00171,0.00518
3570,nan,0.0001007,nan,0.0001007,PDE_obj_MSE,0.864,0.4576036,0.0001,nan,0.00018,0.000939,0.00317
3580,nan,9.978e-05,nan,9.978e-05,PDE_obj_MSE,0.949,0.4576036,0.0001,nan,0.00018,0.000567,0.00346
3590,nan,9.922e-05,nan,9.922e-05,PDE_obj_MSE,0.647,0.4576036,0.0001,nan,0.00018,0.00108,0.00405
3600,nan,9.945e-05,nan,9.945e-05,PDE_obj_MSE,0.485,0.4576036,0.0001,nan,0.00018,0.00156,0.00517
3610,nan,9.845e-05,nan,9.845e-05,PDE_obj_MSE,0.944,0.4576036,0.0001,nan,0.00018,0.000269,0.00169
3620,nan,9.827e-05,nan,9.827e-05,PDE_obj_MSE,0.4,0.4576036,0.0001,nan,0.00018,0.00143,0.00527
3630,nan,9.759e-05,nan,9.759e-05,PDE_obj_MSE,0.941,0.4576036,0.0001,nan,0.00018,0.000257,0.00166
3640,nan,9.761e-05,nan,9.761e-05,PDE_obj_MSE,0.53,0.4576036,0.0001,nan,0.00017,0.0012,0.0042
3650,nan,9.682e-05,nan,9.682e-05,PDE_obj_MSE,0.204,0.4576036,0.0001,nan,0.00018,0.00229,0.00776
3660,nan,9.655e-05,nan,9.655e-05,PDE_obj_MSE,0.224,0.4576036,0.0001,nan,0.00017,0.00178,0.00603
3670,nan,9.701e-05,nan,9.701e-05,PDE_obj_MSE,0.935,0.4576036,0.0001,nan,0.00017,0.000694,0.00263
3680,nan,9.665e-05,nan,9.665e-05,PDE_obj_MSE,0.849,0.4576036,0.0001,nan,0.00017,0.000925,0.00348
3690,nan,9.519e-05,nan,9.519e-05,PDE_obj_MSE,0.203,0.4576036,0.0001,nan,0.00017,0.00204,0.00689
3700,nan,9.621e-05,nan,9.621e-05,PDE_obj_MSE,0.931,0.4576036,0.0001,nan,0.00017,0.000775,0.00298
3710,nan,9.542e-05,nan,9.542e-05,PDE_obj_MSE,1.02,0.4576036,0.0001,nan,0.00017,0.000378,0.00172
3720,nan,9.499e-05,nan,9.499e-05,PDE_obj_MSE,0.928,0.4576036,0.0001,nan,0.00017,0.000603,0.00266
3730,nan,9.457e-05,nan,9.457e-05,PDE_obj_MSE,1.02,0.4576036,0.0001,nan,0.00017,0.000424,0.00178
3740,nan,9.488e-05,nan,9.488e-05,PDE_obj_MSE,0.522,0.4576036,0.0001,nan,0.00017,0.00108,0.004
3750,nan,9.413e-05,nan,9.413e-05,PDE_obj_MSE,0.924,0.4576036,0.0001,nan,0.00017,0.000529,0.00236
3760,nan,9.547e-05,nan,9.547e-05,PDE_obj_MSE,0.839,0.4576036,0.0001,nan,0.00017,0.0012,0.00412
3770,nan,9.348e-05,nan,9.348e-05,PDE_obj_MSE,0.2,0.4576036,0.0001,nan,0.00017,0.00205,0.00718
3780,nan,9.353e-05,nan,9.353e-05,PDE_obj_MSE,0.691,0.4576036,0.0001,nan,0.00017,0.00108,0.00352
3790,nan,9.334e-05,nan,9.334e-05,PDE_obj_MSE,0.918,0.4576036,0.0001,nan,0.00017,0.000757,0.00268
3800,nan,9.235e-05,nan,9.235e-05,PDE_obj_MSE,0.219,0.4576036,0.0001,nan,0.00017,0.00176,0.00599
3810,nan,9.213e-05,nan,9.213e-05,PDE_obj_MSE,0.136,0.4576036,0.0001,nan,0.00017,0.00249,0.00825
3820,nan,9.168e-05,nan,9.168e-05,PDE_obj_MSE,0.0697,0.4576036,0.0001,nan,0.00017,0.00274,0.00914
3830,nan,9.278e-05,nan,9.278e-05,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00017,0.000715,0.0025
3840,nan,9.213e-05,nan,9.213e-05,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00017,0.000675,0.00267
3850,nan,9.324e-05,nan,9.324e-05,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00017,0.000858,0.00349
3860,nan,9.083e-05,nan,9.083e-05,PDE_obj_MSE,1.0,0.4576036,0.0001,nan,0.00017,0.000305,0.00134
3870,nan,9.1e-05,nan,9.1e-05,PDE_obj_MSE,0.998,0.4576036,0.0001,nan,0.00017,0.000503,0.00309
3880,nan,9.016e-05,nan,9.016e-05,PDE_obj_MSE,0.997,0.4576036,0.0001,nan,0.00017,0.000193,0.00129
3890,nan,8.992e-05,nan,8.992e-05,PDE_obj_MSE,0.262,0.4576036,0.0001,nan,0.00017,0.00189,0.00633
3900,nan,9.04e-05,nan,9.04e-05,PDE_obj_MSE,0.679,0.4576036,0.0001,nan,0.00017,0.00103,0.0036
3910,nan,9.011e-05,nan,9.011e-05,PDE_obj_MSE,0.616,0.4576036,0.0001,nan,0.00017,0.00105,0.00363
3920,nan,8.95e-05,nan,8.95e-05,PDE_obj_MSE,0.0687,0.4576036,0.0001,nan,0.00017,0.00362,0.0122
3930,nan,8.959e-05,nan,8.959e-05,PDE_obj_MSE,0.676,0.4576036,0.0001,nan,0.00017,0.000977,0.00409
3940,nan,8.864e-05,nan,8.864e-05,PDE_obj_MSE,0.988,0.4576036,0.0001,nan,0.00017,0.000486,0.00278
3950,nan,8.828e-05,nan,8.828e-05,PDE_obj_MSE,0.147,0.4576036,0.0001,nan,0.00017,0.00213,0.00762
3960,nan,8.857e-05,nan,8.857e-05,PDE_obj_MSE,0.0683,0.4576036,0.0001,nan,0.00017,0.00353,0.0118
3970,nan,8.873e-05,nan,8.873e-05,PDE_obj_MSE,0.739,0.4576036,0.0001,nan,0.00016,0.00109,0.00378
3980,nan,8.739e-05,nan,8.739e-05,PDE_obj_MSE,0.194,0.4576036,0.0001,nan,0.00016,0.00204,0.00689
3990,nan,8.713e-05,nan,8.713e-05,PDE_obj_MSE,0.146,0.4576036,0.0001,nan,0.00017,0.00239,0.00773
4000,nan,8.723e-05,nan,8.723e-05,PDE_obj_MSE,0.979,0.4576036,0.0001,nan,0.00016,0.000175,0.00117
4010,nan,8.672e-05,nan,8.672e-05,PDE_obj_MSE,0.132,0.4576036,0.0001,nan,0.00016,0.0024,0.00814
4020,nan,8.612e-05,nan,8.612e-05,PDE_obj_MSE,0.257,0.4576036,0.0001,nan,0.00016,0.00217,0.00782
4030,nan,8.635e-05,nan,8.635e-05,PDE_obj_MSE,0.414,0.4576036,0.0001,nan,0.00016,0.000985,0.00404
4040,nan,8.647e-05,nan,8.647e-05,PDE_obj_MSE,0.0675,0.4576036,0.0001,nan,0.00017,0.00373,0.0124
4050,nan,8.562e-05,nan,8.562e-05,PDE_obj_MSE,0.159,0.4576036,0.0001,nan,0.00016,0.00238,0.00803
4060,nan,8.548e-05,nan,8.548e-05,PDE_obj_MSE,0.232,0.4576036,0.0001,nan,0.00016,0.00186,0.00615
4070,nan,8.553e-05,nan,8.553e-05,PDE_obj_MSE,0.97,0.4576036,0.0001,nan,0.00016,0.000589,0.00201
4080,nan,8.509e-05,nan,8.509e-05,PDE_obj_MSE,0.309,0.4576036,0.0001,nan,0.00016,0.00137,0.00485
4090,nan,8.48e-05,nan,8.48e-05,PDE_obj_MSE,0.967,0.4576036,0.0001,nan,0.00016,0.000178,0.00105
4100,nan,8.471e-05,nan,8.471e-05,PDE_obj_MSE,0.372,0.4576036,0.0001,nan,0.00016,0.00179,0.00564
4110,nan,8.466e-05,nan,8.466e-05,PDE_obj_MSE,0.45,0.4576036,0.0001,nan,0.00016,0.000924,0.00471
4120,nan,8.415e-05,nan,8.415e-05,PDE_obj_MSE,0.279,0.4576036,0.0001,nan,0.00016,0.00186,0.00619
4130,nan,8.419e-05,nan,8.419e-05,PDE_obj_MSE,0.0734,0.4576036,0.0001,nan,0.00016,0.00327,0.0105
4140,nan,8.368e-05,nan,8.368e-05,PDE_obj_MSE,0.306,0.4576036,0.0001,nan,0.00016,0.00152,0.00501
4150,nan,8.344e-05,nan,8.344e-05,PDE_obj_MSE,0.959,0.4576036,0.0001,nan,0.00016,0.000477,0.00287
4160,nan,8.414e-05,nan,8.414e-05,PDE_obj_MSE,0.72,0.4576036,0.0001,nan,0.00016,0.000904,0.00344
4170,nan,8.408e-05,nan,8.408e-05,PDE_obj_MSE,0.956,0.4576036,0.0001,nan,0.00016,0.000677,0.0027
4180,nan,8.298e-05,nan,8.298e-05,PDE_obj_MSE,0.955,0.4576036,0.0001,nan,0.00016,0.00025,0.00158
4190,nan,8.247e-05,nan,8.247e-05,PDE_obj_MSE,0.0968,0.4576036,0.0001,nan,0.00016,0.003,0.00964
4200,nan,8.308e-05,nan,8.308e-05,PDE_obj_MSE,0.953,0.4576036,0.0001,nan,0.00016,0.000748,0.00256
4210,nan,8.222e-05,nan,8.222e-05,PDE_obj_MSE,0.25,0.4576036,0.0001,nan,0.00016,0.00149,0.00496
4220,nan,8.207e-05,nan,8.207e-05,PDE_obj_MSE,0.366,0.4576036,0.0001,nan,0.00016,0.00121,0.00416
4230,nan,8.187e-05,nan,8.187e-05,PDE_obj_MSE,0.302,0.4576036,0.0001,nan,0.00016,0.00172,0.006
4240,nan,8.251e-05,nan,8.251e-05,PDE_obj_MSE,0.783,0.4576036,0.0001,nan,0.00016,0.000822,0.00326
4250,nan,8.116e-05,nan,8.116e-05,PDE_obj_MSE,0.946,0.4576036,0.0001,nan,0.00016,0.000177,0.00109
