iter,obj_mse_weighted,obj_mse,feas_mse,pde_con_mse,bcv_mse,bcd_mse,ic_mse,station,tau,alpha,beta,kkt_res,d_inf,d_l2
1440,0.0002747,2.747e-05,8.297e-10,1.9272100000000004e-09,1.39876e-11,2.8302399999999998e-11,5.867559999999999e-11,0.004965,0.4576036,0.0816,0.283,0.00032,0.00497,0.0144
1450,0.0002736,2.736e-05,1.877e-09,4.94209e-09,1.3764100000000001e-11,2.74576e-11,5.836959999999999e-11,0.0006125,0.4576036,0.969,0.282,0.00032,0.000612,0.00322
1460,0.0002716,2.7159999999999997e-05,1.755e-09,3.1922499999999996e-09,1.3395600000000002e-11,2.704e-11,5.80644e-11,0.005307,0.4576036,0.081,0.281,0.00032,0.00531,0.0166
1470,0.0002696,2.696e-05,9.631e-10,3.6481599999999995e-09,1.3690000000000002e-11,2.6728899999999996e-11,5.7456400000000004e-11,0.004733,0.4576036,0.118,0.28,0.00032,0.00473,0.015
1480,0.0002672,2.6719999999999998e-05,1.072e-09,5.184e-09,1.31769e-11,2.6936100000000004e-11,5.67009e-11,0.0006369,0.4576036,0.958,0.279,0.00031,0.000637,0.00303
1490,0.0002666,2.666e-05,3.83e-10,5.1984100000000005e-09,1.3322500000000001e-11,2.6522499999999998e-11,5.625e-11,0.002358,0.4576036,0.445,0.278,0.00031,0.00236,0.00749
1500,0.0002644,2.6439999999999998e-05,1.034e-09,9.350890000000002e-09,1.45161e-11,2.7772900000000005e-11,5.53536e-11,0.0049,0.4576036,0.129,0.277,0.00031,0.0049,0.0157
1510,0.0002608,2.608e-05,2.07e-09,5.31441e-09,1.3395600000000002e-11,2.63169e-11,5.49081e-11,0.003654,0.4576036,0.206,0.276,0.00031,0.00365,0.0117
1520,0.0002616,2.616e-05,1.894e-09,6.70761e-09,1.31044e-11,2.61121e-11,5.41696e-11,0.00138,0.4576036,0.945,0.275,0.00031,0.00138,0.00447
1530,0.00026,2.6e-05,7.894e-10,4.369209999999999e-09,1.3395600000000002e-11,2.5704899999999997e-11,5.34361e-11,0.001671,0.4576036,0.585,0.274,0.00031,0.00167,0.00629
1540,0.0002561,2.561e-05,1.156e-09,5.8216899999999996e-09,1.31044e-11,2.5502499999999998e-11,5.314409999999999e-11,0.003273,0.4576036,0.299,0.273,0.0003,0.00327,0.00981
1550,0.0002571,2.5710000000000003e-05,1.526e-09,3.136e-09,1.31044e-11,2.54016e-11,5.27076e-11,0.0009055,0.4576036,0.935,0.272,0.0003,0.000905,0.00429
1560,0.0002536,2.5359999999999998e-05,5.366e-10,3.68449e-09,1.34689e-11,2.5603599999999998e-11,5.24176e-11,0.002987,0.4576036,0.203,0.271,0.0003,0.00299,0.00933
1570,0.0002522,2.522e-05,7.287e-10,3.43396e-09,1.32496e-11,2.5000000000000004e-11,5.183999999999999e-11,0.003036,0.4576036,0.184,0.27,0.0003,0.00304,0.0107
1580,0.0002504,2.504e-05,1.038e-09,1.75561e-09,1.31044e-11,2.5200400000000002e-11,5.12656e-11,0.002422,0.4576036,0.295,0.269,0.0003,0.00242,0.00684
1590,0.000249,2.49e-05,8.14e-10,6.17796e-09,1.31044e-11,2.44036e-11,5.09796e-11,0.003436,0.4576036,0.182,0.268,0.0003,0.00344,0.0114
1600,0.0002476,2.476e-05,4.471e-10,3.481e-09,1.34689e-11,2.4900099999999996e-11,5.0552099999999993e-11,0.002205,0.4576036,0.39,0.268,0.0003,0.00221,0.00711
1610,0.0002462,2.462e-05,1.411e-09,7.99236e-09,1.3912899999999999e-11,2.5100100000000002e-11,5.02681e-11,0.005146,0.4576036,0.102,0.267,0.0003,0.00515,0.0161
1620,0.0002461,2.4610000000000003e-05,1.183e-09,3.1584399999999997e-09,1.34689e-11,2.4800399999999996e-11,4.98436e-11,0.004973,0.4576036,0.0843,0.266,0.0003,0.00497,0.0153
1630,0.000244,2.44e-05,8.987e-10,4.39569e-09,1.32496e-11,2.38144e-11,4.956160000000001e-11,0.002534,0.4576036,0.29,0.265,0.0003,0.00253,0.00831
1640,0.0002465,2.4649999999999996e-05,3.567e-09,9.06304e-09,1.3395600000000002e-11,2.38144e-11,4.9280399999999995e-11,0.001386,0.4576036,0.998,0.264,0.00029,0.00139,0.00489
1650,0.0002421,2.421e-05,1.324e-09,3.6360900000000004e-09,1.3690000000000002e-11,2.39121e-11,4.9e-11,0.001283,0.4576036,0.995,0.263,0.00029,0.00128,0.00399
1660,0.0002394,2.3939999999999998e-05,8.73e-10,7.48225e-09,1.31769e-11,2.4009999999999996e-11,4.84416e-11,0.004079,0.4576036,0.162,0.262,0.00029,0.00408,0.0131
1670,0.0002383,2.383e-05,4.836e-10,2.52004e-09,1.31769e-11,2.36196e-11,4.80249e-11,0.002252,0.4576036,0.461,0.262,0.00029,0.00225,0.00637
1680,0.0002367,2.3670000000000002e-05,1.541e-09,3.93129e-09,1.31044e-11,2.3425600000000003e-11,4.78864e-11,0.003178,0.4576036,0.195,0.261,0.00029,0.00318,0.0105
1690,0.000235,2.35e-05,3.064e-09,3.66025e-09,1.2888099999999999e-11,2.3136099999999998e-11,4.71969e-11,0.0009325,0.4576036,0.982,0.26,0.00029,0.000933,0.00338
1700,0.0002336,2.336e-05,3.042e-09,5.372890000000001e-09,1.2959999999999998e-11,2.29441e-11,4.6922499999999994e-11,0.0009875,0.4576036,0.979,0.259,0.00029,0.000987,0.00408
1710,0.0002316,2.316e-05,2.416e-09,8.930250000000001e-09,1.3322500000000001e-11,2.304e-11,4.6922499999999994e-11,0.003621,0.4576036,0.176,0.258,0.00029,0.00362,0.0123
1720,0.0002319,2.319e-05,1.077e-09,2.14369e-09,1.28164e-11,2.2467600000000005e-11,4.63761e-11,0.002538,0.4576036,0.159,0.257,0.00029,0.00254,0.00943
1730,0.0002309,2.309e-05,1.345e-09,3.0691599999999998e-09,1.35424e-11,2.27529e-11,4.61041e-11,0.00275,0.4576036,0.34,0.257,0.00028,0.00275,0.00825
1740,0.0002283,2.283e-05,1.294e-09,2.22784e-09,1.27449e-11,2.2372899999999996e-11,4.5427599999999996e-11,0.000572,0.4576036,0.967,0.256,0.00028,0.000572,0.00254
1750,0.0002305,2.3049999999999998e-05,1.007e-09,5.140889999999999e-09,1.2959999999999998e-11,2.2278399999999997e-11,4.5427599999999996e-11,0.001441,0.4576036,0.964,0.255,0.00028,0.00144,0.0045
1760,0.0002264,2.264e-05,6.108e-10,3.6000000000000004e-09,1.31769e-11,2.2278399999999997e-11,4.5024100000000005e-11,0.002576,0.4576036,0.37,0.254,0.00028,0.00258,0.00768
1770,0.0002258,2.258e-05,1.117e-09,3.05809e-09,1.2673599999999999e-11,2.1622500000000004e-11,4.4756100000000006e-11,0.001697,0.4576036,0.492,0.253,0.00028,0.0017,0.00591
1780,0.0002239,2.239e-05,2.237e-09,6.384010000000001e-09,1.2673599999999999e-11,2.1436899999999996e-11,4.44889e-11,0.004029,0.4576036,0.129,0.253,0.00028,0.00403,0.0135
1790,0.0002243,2.243e-05,3.031e-09,3.918760000000001e-09,1.3032100000000001e-11,2.1529599999999997e-11,4.42225e-11,0.0008836,0.4576036,0.952,0.252,0.00028,0.000884,0.00312
1800,0.0002224,2.224e-05,7.684e-10,7.5625e-10,1.34689e-11,2.1808900000000002e-11,4.3824400000000004e-11,0.00498,0.4576036,0.0409,0.251,0.00028,0.00498,0.0153
1810,0.0002201,2.201e-05,2.489e-10,1.8490000000000001e-09,1.31769e-11,2.10681e-11,4.3692100000000004e-11,0.00155,0.4576036,0.441,0.25,0.00028,0.00155,0.00541
1820,0.0002198,2.198e-05,8.918e-10,2.1252100000000004e-09,1.2959999999999998e-11,2.08849e-11,4.3164899999999994e-11,0.001054,0.4576036,0.78,0.25,0.00028,0.00105,0.00438
1830,0.0002174,2.174e-05,5.128e-10,5.431690000000001e-09,1.2888099999999999e-11,2.0702499999999996e-11,4.3033599999999996e-11,0.002461,0.4576036,0.33,0.249,0.00028,0.00246,0.00866
1840,0.0002172,2.172e-05,7.592e-10,4.34281e-09,1.3032100000000001e-11,2.08849e-11,4.2771600000000004e-11,0.003126,0.4576036,0.169,0.248,0.00028,0.00313,0.01
1850,0.0002155,2.1550000000000002e-05,6.342e-10,2.98116e-09,1.26025e-11,2.025e-11,4.2640900000000003e-11,0.003039,0.4576036,0.204,0.247,0.00028,0.00304,0.00958
1860,0.0002138,2.138e-05,9.34e-10,3.62404e-09,1.2390400000000002e-11,2.01601e-11,4.21201e-11,0.003605,0.4576036,0.152,0.247,0.00028,0.00361,0.0117
1870,0.0002149,2.149e-05,2.147e-09,3.733209999999999e-09,1.27449e-11,2.025e-11,4.19904e-11,0.001547,0.4576036,0.845,0.246,0.00027,0.00155,0.00465
1880,0.0002124,2.124e-05,9.477e-10,3.66025e-09,1.25316e-11,1.9802499999999998e-11,4.16025e-11,0.00275,0.4576036,0.222,0.245,0.00027,0.00275,0.0091
1890,0.0002102,2.102e-05,3.179e-10,1.4899600000000003e-09,1.2673599999999999e-11,1.97136e-11,4.1473600000000004e-11,0.002286,0.4576036,0.221,0.245,0.00027,0.00229,0.0075
1900,0.0002103,2.103e-05,4.056e-10,3.95641e-09,1.25316e-11,1.95364e-11,4.1216400000000004e-11,0.002182,0.4576036,0.43,0.244,0.00027,0.00218,0.00695
1910,0.0002068,2.0680000000000002e-05,2.739e-09,3.5046400000000004e-09,1.2673599999999999e-11,1.94481e-11,4.0959999999999993e-11,0.0006081,0.4576036,1.01,0.243,0.00027,0.000608,0.00258
1920,0.0002071,2.071e-05,3.458e-10,3.844e-09,1.27449e-11,1.9184400000000002e-11,4.05769e-11,0.002198,0.4576036,0.353,0.243,0.00027,0.0022,0.00722
1930,0.0002069,2.069e-05,7.427e-10,2.35225e-09,1.2888099999999999e-11,1.94481e-11,4.05769e-11,0.004313,0.4576036,0.0844,0.242,0.00027,0.00431,0.0137
1940,0.0002057,2.057e-05,1.135e-09,2.6728900000000003e-09,1.27449e-11,1.9096899999999998e-11,4.01956e-11,0.001042,0.4576036,1.0,0.241,0.00027,0.00104,0.00376
1950,0.0002034,2.0340000000000002e-05,1.067e-09,4.25104e-09,1.31769e-11,1.9184400000000002e-11,3.9942399999999996e-11,0.002448,0.4576036,0.319,0.241,0.00027,0.00245,0.00797
1960,0.0002024,2.024e-05,1.26e-09,2.1068099999999997e-09,1.2390400000000002e-11,1.8662400000000003e-11,3.95641e-11,0.0008094,0.4576036,0.997,0.24,0.00026,0.000809,0.00303
1970,0.000202,2.02e-05,4.568e-10,2.28484e-09,1.26025e-11,1.8576100000000003e-11,3.93129e-11,0.001512,0.4576036,0.51,0.239,0.00026,0.00151,0.00511
1980,0.0002,2e-05,2.245e-09,4.03225e-09,1.24609e-11,1.8404099999999997e-11,3.91876e-11,0.0003101,0.4576036,0.992,0.239,0.00026,0.00031,0.00214
1990,0.0002001,2.001e-05,5.667e-10,2.2467600000000002e-09,1.2390400000000002e-11,1.8147599999999998e-11,3.893760000000001e-11,0.001363,0.4576036,0.558,0.238,0.00026,0.00136,0.00525
2000,0.0001982,1.982e-05,1.081e-09,4.719690000000001e-09,1.31769e-11,1.8662400000000003e-11,3.8812899999999993e-11,0.005009,0.4576036,0.0827,0.237,0.00026,0.00501,0.0159
2010,0.0001961,1.961e-05,1.18e-09,2.84089e-09,1.26025e-11,1.79776e-11,3.844e-11,0.0004826,0.4576036,0.983,0.237,0.00026,0.000483,0.00271
2020,0.0001959,1.959e-05,2.543e-10,2.71441e-09,1.26025e-11,1.78084e-11,3.844e-11,0.001868,0.4576036,0.344,0.236,0.00026,0.00187,0.00656
2030,0.000195,1.95e-05,2.36e-09,3.2148900000000003e-09,1.2673599999999999e-11,1.7639999999999997e-11,3.79456e-11,0.0003912,0.4576036,0.978,0.235,0.00026,0.000391,0.00197
2040,0.0001943,1.9430000000000002e-05,7.022e-10,2.8729600000000004e-09,1.26025e-11,1.7556099999999996e-11,3.782250000000001e-11,0.0018,0.4576036,0.501,0.235,0.00026,0.0018,0.00551
2050,0.0001929,1.929e-05,6.871e-10,1.6646400000000002e-09,1.24609e-11,1.7472399999999998e-11,3.76996e-11,0.002832,0.4576036,0.175,0.234,0.00026,0.00283,0.00873
2060,0.0001922,1.9220000000000002e-05,4.072e-10,2.47009e-09,1.2320099999999999e-11,1.70569e-11,3.721e-11,0.002304,0.4576036,0.232,0.233,0.00026,0.0023,0.00777
2070,0.0001914,1.914e-05,1.309e-09,3.39889e-09,1.21801e-11,1.6974400000000004e-11,3.70881e-11,0.0006921,0.4576036,0.968,0.233,0.00026,0.000692,0.00286
2080,0.0001904,1.904e-05,8.082e-10,6.51249e-09,1.21801e-11,1.67281e-11,3.6966400000000005e-11,0.0024,0.4576036,0.338,0.232,0.00026,0.0024,0.00837
2090,0.0001895,1.895e-05,9.261e-10,3.3524099999999996e-09,1.24609e-11,1.6892099999999997e-11,3.6723599999999994e-11,0.002955,0.4576036,0.157,0.232,0.00026,0.00295,0.01
2100,0.0001873,1.873e-05,6.652e-10,2.401e-09,1.21801e-11,1.6646399999999998e-11,3.63609e-11,0.0002525,0.4576036,0.96,0.231,0.00025,0.000253,0.00195
2110,0.0001874,1.874e-05,5.031e-10,3.89376e-09,1.2390400000000002e-11,1.65649e-11,3.64816e-11,0.002173,0.4576036,0.369,0.23,0.00025,0.00217,0.00722
2120,0.0001853,1.853e-05,1.203e-09,7.86769e-09,1.2040899999999999e-11,1.6160399999999997e-11,3.58801e-11,0.003615,0.4576036,0.156,0.23,0.00025,0.00361,0.0124
2130,0.0001854,1.8540000000000002e-05,1.945e-09,2.18089e-09,1.2390400000000002e-11,1.6160399999999997e-11,3.58801e-11,0.0006778,0.4576036,0.953,0.229,0.00025,0.000678,0.0031
2140,0.0001838,1.838e-05,6.779e-10,2.0520900000000005e-09,1.27449e-11,1.63216e-11,3.5760400000000006e-11,0.002872,0.4576036,0.171,0.229,0.00025,0.00287,0.00929
2150,0.0001837,1.837e-05,4.436e-10,4.4089600000000005e-09,1.26025e-11,1.6e-11,3.54025e-11,0.001251,0.4576036,0.589,0.228,0.00025,0.00125,0.0055
2160,0.0001821,1.821e-05,2.062e-09,2.23729e-09,1.2040899999999999e-11,1.56816e-11,3.52836e-11,0.0006168,0.4576036,0.945,0.227,0.00025,0.000617,0.00265
2170,0.000182,1.8200000000000002e-05,1.193e-09,5.1984100000000005e-09,1.2040899999999999e-11,1.56816e-11,3.50464e-11,0.001151,0.4576036,0.943,0.227,0.00025,0.00115,0.00427
2180,0.0001812,1.8120000000000003e-05,7.238e-10,1.95364e-09,1.2320099999999999e-11,1.5602500000000002e-11,3.481e-11,0.0009491,0.4576036,0.777,0.226,0.00025,0.000949,0.00389
2190,0.0001795,1.795e-05,4.812e-10,2.0976400000000002e-09,1.21104e-11,1.521e-11,3.46921e-11,0.00348,0.4576036,0.105,0.226,0.00025,0.00348,0.0116
2200,0.000179,1.7899999999999998e-05,4.432e-10,1.7056900000000001e-09,1.21801e-11,1.521e-11,3.46921e-11,0.001695,0.4576036,0.361,0.225,0.00025,0.00169,0.00599
2210,0.0001784,1.784e-05,1.239e-09,6.7897599999999995e-09,1.3032100000000001e-11,1.5288099999999998e-11,3.46921e-11,0.00452,0.4576036,0.0948,0.225,0.00025,0.00452,0.0157
2220,0.0001799,1.7990000000000002e-05,1.692e-09,7.90321e-09,1.2040899999999999e-11,1.4899600000000003e-11,3.39889e-11,0.001254,0.4576036,0.931,0.224,0.00024,0.00125,0.00514
2230,0.000176,1.76e-05,5.556e-10,1.13569e-09,1.24609e-11,1.50544e-11,3.39889e-11,0.003206,0.4576036,0.104,0.223,0.00025,0.00321,0.0108
2240,0.0001755,1.755e-05,3.866e-10,2.3912100000000005e-09,1.25316e-11,1.4668899999999998e-11,3.3756100000000006e-11,0.001723,0.4576036,0.393,0.223,0.00024,0.00172,0.00618
2250,0.0001753,1.753e-05,1.113e-09,2.1252100000000004e-09,1.2040899999999999e-11,1.4592399999999997e-11,3.3872400000000004e-11,0.0006957,0.4576036,0.924,0.222,0.00024,0.000696,0.00309
2260,0.0001733,1.7330000000000002e-05,6.897e-10,1.8147599999999998e-09,1.18336e-11,1.4364100000000001e-11,3.34084e-11,0.002018,0.4576036,0.243,0.222,0.00024,0.00202,0.00724
2270,0.0001727,1.727e-05,4.899e-10,3.05809e-09,1.19025e-11,1.4212899999999999e-11,3.30625e-11,0.00179,0.4576036,0.429,0.221,0.00024,0.00179,0.00629
2280,0.0001713,1.713e-05,7.85e-10,2.1529600000000004e-09,1.2040899999999999e-11,1.41376e-11,3.2947600000000004e-11,0.0002838,0.4576036,1.01,0.221,0.00024,0.000284,0.00187
2290,0.0001717,1.717e-05,3.851e-10,2.33289e-09,1.19716e-11,1.39876e-11,3.2832900000000005e-11,0.001209,0.4576036,0.757,0.22,0.00024,0.00121,0.00415
2300,0.0001703,1.7029999999999998e-05,7.589e-10,5.535360000000001e-09,1.19716e-11,1.41376e-11,3.2604100000000004e-11,0.003085,0.4576036,0.241,0.22,0.00024,0.00308,0.00903
2310,0.0001684,1.684e-05,1.91e-09,2.14369e-09,1.18336e-11,1.3764100000000001e-11,3.2489999999999996e-11,0.0003883,0.4576036,1.0,0.219,0.00024,0.000388,0.00204
2320,0.0001677,1.677e-05,6.448e-10,2.14369e-09,1.21104e-11,1.38384e-11,3.2262399999999996e-11,0.002605,0.4576036,0.198,0.219,0.00024,0.0026,0.00826
2330,0.0001673,1.673e-05,5.091e-10,4.94209e-09,1.19716e-11,1.3616099999999998e-11,3.21489e-11,0.002282,0.4576036,0.35,0.218,0.00024,0.00228,0.00729
2340,0.0001682,1.6819999999999998e-05,1.288e-09,4.8024900000000004e-09,1.2040899999999999e-11,1.3616099999999998e-11,3.18096e-11,0.001181,0.4576036,0.995,0.218,0.00024,0.00118,0.00347
2350,0.0001664,1.664e-05,1.484e-09,3.5640900000000003e-09,1.2040899999999999e-11,1.3322500000000001e-11,3.18096e-11,0.0008234,0.4576036,0.993,0.217,0.00024,0.000823,0.00359
2360,0.0001654,1.654e-05,1.027e-09,3.29476e-09,1.28164e-11,1.34689e-11,3.15844e-11,0.00209,0.4576036,0.316,0.217,0.00024,0.00209,0.00716
2370,0.000164,1.64e-05,7.119e-10,1.45924e-09,1.156e-11,1.3032100000000001e-11,3.1359999999999996e-11,0.0002953,0.4576036,0.988,0.216,0.00024,0.000295,0.00172
2380,0.0001656,1.6559999999999997e-05,1.796e-09,3.39889e-09,1.19025e-11,1.3032100000000001e-11,3.12481e-11,0.001202,0.4576036,0.986,0.216,0.00023,0.0012,0.00421
2390,0.0001623,1.623e-05,8.674e-10,3.4692100000000003e-09,1.1764900000000001e-11,1.28164e-11,3.10249e-11,0.0002881,0.4576036,0.984,0.215,0.00023,0.000288,0.00182
2400,0.0001631,1.631e-05,2.112e-09,4.34281e-09,1.1696399999999999e-11,1.2673599999999999e-11,3.08025e-11,0.0009201,0.4576036,0.981,0.215,0.00023,0.00092,0.00348
2410,0.000161,1.6100000000000002e-05,9.102e-10,1.9184400000000003e-09,1.16281e-11,1.25316e-11,3.0691600000000005e-11,0.0002856,0.4576036,0.979,0.214,0.00023,0.000286,0.0015
2420,0.0001591,1.591e-05,1.112e-09,1.19716e-09,1.1696399999999999e-11,1.25316e-11,3.05809e-11,0.0002599,0.4576036,0.977,0.214,0.00023,0.00026,0.0015
2430,0.0001584,1.584e-05,1.809e-09,3.43396e-09,1.156e-11,1.2390400000000002e-11,3.04704e-11,0.0008895,0.4576036,0.975,0.213,0.00023,0.000889,0.00296
2440,0.0001586,1.586e-05,1.665e-09,4.596839999999999e-09,1.1696399999999999e-11,1.225e-11,3.025e-11,0.000461,0.4576036,0.972,0.213,0.00023,0.000461,0.00261
2450,0.0001571,1.571e-05,4.267e-10,4.1990400000000004e-09,1.21104e-11,1.21801e-11,3.0030400000000003e-11,0.001714,0.4576036,0.374,0.212,0.00023,0.00171,0.00635
2460,0.0001571,1.571e-05,3.922e-10,2.27529e-09,1.18336e-11,1.21801e-11,3.0030400000000003e-11,0.001712,0.4576036,0.452,0.212,0.00023,0.00171,0.00564
2470,0.0001561,1.561e-05,9.212e-10,3.52836e-09,1.1424399999999998e-11,1.1764900000000001e-11,2.970250000000001e-11,0.00391,0.4576036,0.0891,0.211,0.00023,0.00391,0.0135
2480,0.0001551,1.551e-05,8.776e-10,5.520490000000001e-09,1.156e-11,1.1764900000000001e-11,2.9484899999999996e-11,0.002134,0.4576036,0.338,0.211,0.00023,0.00213,0.00738
2490,0.0001546,1.5459999999999998e-05,5.455e-10,2.5e-09,1.156e-11,1.156e-11,2.9376399999999996e-11,0.002472,0.4576036,0.173,0.21,0.00023,0.00247,0.00856
2500,0.0001538,1.538e-05,1.621e-09,3.969e-09,1.1424399999999998e-11,1.1492100000000001e-11,2.9376399999999996e-11,0.000219,0.4576036,0.959,0.21,0.00023,0.000219,0.00161
2510,0.0001524,1.524e-05,1.51e-09,2.401e-09,1.12896e-11,1.1424399999999998e-11,2.90521e-11,0.000375,0.4576036,0.957,0.209,0.00023,0.000375,0.00258
2520,0.0001523,1.5229999999999998e-05,5.207e-10,1.3104399999999999e-09,1.1696399999999999e-11,1.1492100000000001e-11,2.90521e-11,0.003795,0.4576036,0.0728,0.209,0.00023,0.00379,0.0122
2530,0.0001517,1.517e-05,4.618e-10,3.81924e-09,1.1222500000000002e-11,1.1222500000000002e-11,2.8944400000000003e-11,0.001499,0.4576036,0.489,0.208,0.00022,0.0015,0.00549
2540,0.0001505,1.505e-05,4.746e-10,1.4976899999999998e-09,1.1356899999999999e-11,1.10224e-11,2.8515599999999995e-11,0.003,0.4576036,0.106,0.208,0.00023,0.003,0.0103
2550,0.0001504,1.504e-05,5.317e-10,5.1984100000000005e-09,1.12896e-11,1.1088899999999999e-11,2.8729600000000002e-11,0.002627,0.4576036,0.227,0.208,0.00023,0.00263,0.0087
2560,0.0001498,1.498e-05,1.073e-09,2.28484e-09,1.1222500000000002e-11,1.08241e-11,2.8515599999999995e-11,0.003734,0.4576036,0.0961,0.207,0.00022,0.00373,0.012
2570,0.0001513,1.5129999999999999e-05,1.611e-09,2.916e-09,1.1424399999999998e-11,1.089e-11,2.8302399999999998e-11,0.0009486,0.4576036,0.945,0.207,0.00022,0.000949,0.00358
2580,0.0001501,1.5009999999999999e-05,1.995e-09,3.68449e-09,1.1764900000000001e-11,1.089e-11,2.8302399999999998e-11,0.0008955,0.4576036,0.943,0.206,0.00022,0.000896,0.00387
2590,0.0001479,1.4789999999999999e-05,4.63e-10,3.3292899999999998e-09,1.1155600000000001e-11,1.06929e-11,2.81961e-11,0.001501,0.4576036,0.642,0.206,0.00022,0.0015,0.00479
2600,0.000146,1.4599999999999999e-05,2.035e-09,4.435560000000001e-09,1.1356899999999999e-11,1.0562499999999999e-11,2.79841e-11,0.000354,0.4576036,1.03,0.205,0.00022,0.000354,0.0016
2610,0.0001451,1.451e-05,1.118e-09,1.79776e-09,1.1155600000000001e-11,1.04329e-11,2.7772900000000005e-11,0.003143,0.4576036,0.127,0.205,0.00022,0.00314,0.0101
2620,0.0001459,1.459e-05,7.736e-10,2.49001e-09,1.1155600000000001e-11,1.0368400000000001e-11,2.7878400000000002e-11,0.00268,0.4576036,0.153,0.204,0.00022,0.00268,0.00927
2630,0.0001451,1.451e-05,1.599e-09,4.4089600000000005e-09,1.12896e-11,1.0304100000000001e-11,2.75625e-11,0.0004914,0.4576036,1.03,0.204,0.00022,0.000491,0.00224
2640,0.0001447,1.4469999999999999e-05,9.198e-10,1.25316e-09,1.1356899999999999e-11,1.01761e-11,2.75625e-11,0.0009764,0.4576036,0.769,0.204,0.00022,0.000976,0.00374
2650,0.0001431,1.431e-05,5.594e-10,2.5603599999999996e-09,1.0956100000000001e-11,1.01124e-11,2.74576e-11,0.001464,0.4576036,0.358,0.203,0.00022,0.00146,0.00602
2660,0.0001439,1.439e-05,6.556e-10,5.59504e-09,1.10224e-11,1.00489e-11,2.7352899999999998e-11,0.001799,0.4576036,0.523,0.203,0.00022,0.0018,0.00574
2670,0.0001432,1.4320000000000002e-05,9.527e-10,1.99809e-09,1.089e-11,9.8596e-12,2.71441e-11,0.0005948,0.4576036,0.925,0.202,0.00022,0.000595,0.00293
2680,0.0001418,1.418e-05,4.726e-10,2.86225e-09,1.08241e-11,9.8596e-12,2.704e-11,0.001617,0.4576036,0.431,0.202,0.00022,0.00162,0.00584
2690,0.0001424,1.424e-05,1.335e-09,2.23729e-09,1.1222500000000002e-11,9.7969e-12,2.6832400000000005e-11,0.0008405,0.4576036,0.921,0.201,0.00022,0.000841,0.0032
2700,0.0001399,1.3990000000000002e-05,1.214e-09,7.81456e-09,1.0956100000000001e-11,9.6721e-12,2.6936100000000004e-11,0.002722,0.4576036,0.22,0.201,0.00022,0.00272,0.0094
2710,0.00014,1.3999999999999998e-05,3.719e-10,1.369e-09,1.089e-11,9.5481e-12,2.6728899999999996e-11,0.0009825,0.4576036,0.626,0.201,0.00021,0.000982,0.00401
2720,0.0001391,1.3909999999999999e-05,1.029e-09,1.8490000000000001e-09,1.06929e-11,9.4864e-12,2.6522499999999998e-11,0.00048,0.4576036,1.01,0.2,0.00022,0.00048,0.00252
2730,0.0001385,1.3850000000000001e-05,2.436e-09,7.19104e-09,1.08241e-11,9.3025e-12,2.64196e-11,0.0008966,0.4576036,1.0,0.2,0.00021,0.000897,0.00393
2740,0.0001381,1.381e-05,5.664e-10,1.369e-09,1.06276e-11,9.3025e-12,2.6522499999999998e-11,0.00291,0.4576036,0.102,0.199,0.00021,0.00291,0.0105
2750,0.000137,1.37e-05,4.594e-10,3.49281e-09,1.06929e-11,9.0601e-12,2.6214400000000003e-11,0.003077,0.4576036,0.149,0.199,0.00021,0.00308,0.0101
2760,0.0001363,1.363e-05,2.729e-10,1.5288100000000002e-09,1.0758399999999999e-11,9.1204e-12,2.6010000000000002e-11,0.002199,0.4576036,0.198,0.199,0.00021,0.0022,0.00735
2770,0.0001356,1.3559999999999999e-05,6.219e-10,2.61121e-09,1.0562499999999999e-11,8.940100000000001e-12,2.5908100000000003e-11,0.002503,0.4576036,0.197,0.198,0.00021,0.0025,0.00844
2780,0.0001347,1.347e-05,1.004e-09,1.43641e-09,1.0562499999999999e-11,8.940100000000001e-12,2.6010000000000002e-11,0.0003368,0.4576036,0.995,0.198,0.00021,0.000337,0.00208
2790,0.0001353,1.3530000000000001e-05,6.83e-10,1.89225e-09,1.04976e-11,8.8209e-12,2.5806399999999996e-11,0.001065,0.4576036,0.678,0.197,0.00021,0.00106,0.00406
2800,0.0001342,1.342e-05,2.691e-10,1.9009600000000004e-09,1.0758399999999999e-11,8.7616e-12,2.5704899999999997e-11,0.001488,0.4576036,0.42,0.197,0.00021,0.00149,0.00522
2810,0.0001335,1.335e-05,1.201e-09,4.7609999999999996e-09,1.06929e-11,8.8804e-12,2.5806399999999996e-11,0.003666,0.4576036,0.134,0.197,0.00021,0.00367,0.0115
2820,0.0001337,1.3369999999999999e-05,9.996e-10,2.94849e-09,1.04329e-11,8.584899999999999e-12,2.5502499999999998e-11,0.0006334,0.4576036,0.987,0.196,0.00021,0.000633,0.00264
2830,0.0001322,1.3219999999999999e-05,1.38e-09,2.8196100000000004e-09,1.04976e-11,8.5264e-12,2.54016e-11,0.000448,0.4576036,0.985,0.196,0.00021,0.000448,0.00187
2840,0.0001321,1.321e-05,1.082e-09,2.78784e-09,1.04976e-11,8.410000000000002e-12,2.5300900000000002e-11,0.0005815,0.4576036,0.983,0.195,0.00021,0.000581,0.00231
2850,0.0001315,1.315e-05,4.919e-10,5.09796e-09,1.04329e-11,8.3521e-12,2.5200400000000002e-11,0.001728,0.4576036,0.416,0.195,0.00021,0.00173,0.00606
