iter,obj_mse_weighted,obj_mse,feas_mse,pde_con_mse,bcv_mse,bcd_mse,ic_mse,station,tau,alpha,beta,kkt_res,d_inf,d_l2
2860,0.0001306,1.306e-05,2.12e-10,3.01401e-09,1.06276e-11,8.3521e-12,2.5000000000000004e-11,0.001641,0.4576036,0.312,0.195,0.00021,0.00164,0.00601
2870,0.0001312,1.312e-05,3.922e-10,2.77729e-09,1.0304100000000001e-11,8.236900000000001e-12,2.5100100000000002e-11,0.001407,0.4576036,0.667,0.194,0.00021,0.00141,0.00464
2880,0.0001287,1.287e-05,2.203e-09,5.85225e-09,1.0304100000000001e-11,8.179600000000001e-12,2.4900099999999996e-11,0.0003861,0.4576036,0.975,0.194,0.00021,0.000386,0.00163
2890,0.0001298,1.2980000000000001e-05,8.51e-10,3.0030399999999996e-09,1.06929e-11,8.2944e-12,2.4900099999999996e-11,0.00408,0.4576036,0.0817,0.193,0.00021,0.00408,0.0132
2900,0.0001285,1.285e-05,9.648e-10,1.45924e-09,1.0304100000000001e-11,8.065599999999999e-12,2.4800399999999996e-11,0.0008452,0.4576036,0.971,0.193,0.00021,0.000845,0.00268
2910,0.0001295,1.295e-05,8.538e-10,3.6481599999999995e-09,1.01124e-11,7.8961e-12,2.47009e-11,0.0008787,0.4576036,0.969,0.193,0.0002,0.000879,0.00307
2920,0.0001276,1.2760000000000001e-05,7.863e-10,1.3912899999999999e-09,1.0239999999999998e-11,7.839999999999999e-12,2.46016e-11,0.0002379,0.4576036,0.968,0.192,0.0002,0.000238,0.00147
2930,0.0001276,1.2760000000000001e-05,5.691e-10,2.32324e-09,1.01761e-11,7.7841e-12,2.46016e-11,0.0009211,0.4576036,0.878,0.192,0.0002,0.000921,0.00336
2940,0.0001265,1.2650000000000001e-05,4.772e-10,1.72225e-09,1.04329e-11,7.7841e-12,2.44036e-11,0.0002124,0.4576036,0.964,0.192,0.0002,0.000212,0.00144
2950,0.0001267,1.2669999999999999e-05,4.98e-10,5.35824e-09,1.01761e-11,7.672900000000001e-12,2.44036e-11,0.001407,0.4576036,0.543,0.191,0.0002,0.00141,0.00557
2960,0.0001273,1.273e-05,7.409e-10,6.480250000000001e-09,1.00489e-11,7.6176e-12,2.43049e-11,0.00121,0.4576036,0.721,0.191,0.0002,0.00121,0.00459
2970,0.0001241,1.2410000000000001e-05,1.315e-09,2.18089e-09,1.00489e-11,7.507600000000001e-12,2.4009999999999996e-11,0.0003395,0.4576036,0.958,0.191,0.0002,0.00034,0.00212
2980,0.0001247,1.247e-05,3.725e-10,2.0793599999999997e-09,1.01124e-11,7.398399999999999e-12,2.4108099999999997e-11,0.0005537,0.4576036,0.957,0.19,0.0002,0.000554,0.00205
2990,0.0001237,1.237e-05,3.809e-10,1.4899600000000003e-09,9.9225e-12,7.344099999999999e-12,2.4009999999999996e-11,0.001994,0.4576036,0.208,0.19,0.0002,0.00199,0.00691
3000,0.0001231,1.231e-05,7.136e-10,1.73056e-09,1.00489e-11,7.344099999999999e-12,2.39121e-11,0.0003719,0.4576036,0.953,0.189,0.0002,0.000372,0.0022
3010,0.0001229,1.2290000000000001e-05,3.199e-10,1.6240899999999997e-09,9.9225e-12,7.236100000000001e-12,2.38144e-11,0.002996,0.4576036,0.117,0.189,0.0002,0.003,0.00985
3020,0.0001223,1.223e-05,6.906e-10,1.97136e-09,9.985599999999999e-12,7.236100000000001e-12,2.38144e-11,0.0003134,0.4576036,0.949,0.189,0.0002,0.000313,0.00191
3030,0.0001231,1.231e-05,9.834e-10,2.0793599999999997e-09,1.01761e-11,7.29e-12,2.38144e-11,0.0008634,0.4576036,0.948,0.188,0.0002,0.000863,0.00345
3040,0.0001208,1.208e-05,1.102e-09,3.2148900000000003e-09,9.7969e-12,7.1824000000000006e-12,2.38144e-11,0.0002508,0.4576036,0.946,0.188,0.0002,0.000251,0.00145
3050,0.000121,1.21e-05,1.109e-09,1.764e-09,9.7969e-12,7.0225e-12,2.3522500000000002e-11,0.002281,0.4576036,0.17,0.188,0.0002,0.00228,0.00793
3060,0.000121,1.21e-05,5.4e-10,4.0449600000000005e-09,9.7969e-12,6.9696000000000005e-12,2.3425600000000003e-11,0.001295,0.4576036,0.644,0.187,0.0002,0.00129,0.00465
3070,0.0001204,1.204e-05,5.542e-10,3.16969e-09,9.7969e-12,6.916899999999999e-12,2.3328900000000003e-11,0.001146,0.4576036,0.531,0.187,0.0002,0.00115,0.00451
3080,0.0001202,1.202e-05,6.806e-10,3.025e-09,9.734400000000002e-12,6.8644e-12,2.3522500000000002e-11,0.00131,0.4576036,0.53,0.187,0.0002,0.00131,0.00472
3090,0.0001196,1.1959999999999999e-05,1.018e-09,1.65649e-09,9.61e-12,6.76e-12,2.3425600000000003e-11,0.0008006,0.4576036,0.937,0.186,0.0002,0.000801,0.00299
3100,0.0001189,1.189e-05,4.21e-10,2.07025e-09,9.61e-12,6.656399999999999e-12,2.3232399999999996e-11,0.001146,0.4576036,0.639,0.186,0.0002,0.00115,0.00413
3110,0.0001184,1.184e-05,2.53e-10,2.57049e-09,9.5481e-12,6.656399999999999e-12,2.3232399999999996e-11,0.00145,0.4576036,0.396,0.186,0.0002,0.00145,0.0053
3120,0.0001177,1.177e-05,1.8e-10,2.14369e-09,9.61e-12,6.656399999999999e-12,2.304e-11,0.001834,0.4576036,0.203,0.185,0.0002,0.00183,0.00648
3130,0.0001174,1.174e-05,3.332e-10,3.11364e-09,9.734400000000002e-12,6.656399999999999e-12,2.304e-11,0.002668,0.4576036,0.126,0.185,0.0002,0.00267,0.00905
3140,0.0001167,1.167e-05,9.125e-10,4.4488899999999995e-09,9.5481e-12,6.502500000000001e-12,2.304e-11,0.003147,0.4576036,0.152,0.185,0.0002,0.00315,0.0103
3150,0.0001173,1.1730000000000001e-05,1.084e-09,3.20356e-09,9.4864e-12,6.451599999999999e-12,2.29441e-11,0.0007483,0.4576036,0.927,0.184,0.00019,0.000748,0.0029
3160,0.0001159,1.1589999999999999e-05,2.78e-10,5.616900000000001e-10,9.6721e-12,6.451599999999999e-12,2.28484e-11,0.00172,0.4576036,0.201,0.184,0.00019,0.00172,0.00557
3170,0.0001161,1.161e-05,5.61e-10,2.61121e-09,9.5481e-12,6.451599999999999e-12,2.27529e-11,0.003789,0.4576036,0.0705,0.184,0.00019,0.00379,0.0126
3180,0.0001151,1.151e-05,6.686e-10,4.7334400000000006e-09,9.3636e-12,6.250000000000001e-12,2.27529e-11,0.001556,0.4576036,0.573,0.183,0.00019,0.00156,0.00529
3190,0.000115,1.15e-05,5.13e-10,3.08025e-09,9.3025e-12,6.200099999999999e-12,2.2657600000000003e-11,0.001246,0.4576036,0.629,0.183,0.00019,0.00125,0.00427
3200,0.0001139,1.1390000000000001e-05,5.317e-10,4.1990400000000004e-09,9.3636e-12,6.1504e-12,2.2562500000000003e-11,0.002816,0.4576036,0.165,0.183,0.00019,0.00282,0.0094
3210,0.0001139,1.1390000000000001e-05,3.844e-10,2.7667599999999997e-09,9.180899999999999e-12,6.1504e-12,2.2467600000000005e-11,0.001618,0.4576036,0.428,0.182,0.00019,0.00162,0.00535
3220,0.0001128,1.128e-05,5.526e-10,2.2467600000000002e-09,9.4249e-12,6.1009e-12,2.2562500000000003e-11,0.001267,0.4576036,0.427,0.182,0.00019,0.00127,0.00501
3230,0.0001133,1.133e-05,6.622e-10,1.45924e-09,9.3025e-12,6.0516000000000006e-12,2.2562500000000003e-11,0.0004594,0.4576036,1.01,0.182,0.00019,0.000459,0.00227
3240,0.0001122,1.1220000000000001e-05,1.305e-09,1.35424e-09,9.3025e-12,6.002499999999999e-12,2.2562500000000003e-11,0.0003941,0.4576036,1.0,0.181,0.00019,0.000394,0.00222
3250,0.0001123,1.1230000000000001e-05,5.674e-10,2.6214399999999996e-09,9.1204e-12,5.9536e-12,2.2467600000000005e-11,0.001204,0.4576036,0.622,0.181,0.00019,0.0012,0.00429
3260,0.0001116,1.116e-05,3.842e-10,1.54449e-09,9.3636e-12,5.9049e-12,2.2372899999999996e-11,0.003635,0.4576036,0.0694,0.181,0.00019,0.00363,0.0118
3270,0.0001123,1.1230000000000001e-05,5.337e-10,3.81924e-09,9.180899999999999e-12,5.856400000000001e-12,2.2278399999999997e-11,0.001228,0.4576036,0.825,0.18,0.00019,0.00123,0.00399
3280,0.000111,1.11e-05,1.799e-09,1.9184400000000003e-09,9.241600000000001e-12,5.856400000000001e-12,2.21841e-11,0.0005725,0.4576036,0.997,0.18,0.00019,0.000572,0.00198
3290,0.0001102,1.102e-05,4.982e-10,2.61121e-09,8.940100000000001e-12,5.7121e-12,2.21841e-11,0.001707,0.4576036,0.317,0.18,0.00019,0.00171,0.00597
3300,0.0001104,1.104e-05,8.559e-10,1.2816400000000001e-09,9.000000000000001e-12,5.7121e-12,2.2089999999999998e-11,0.001087,0.4576036,0.617,0.18,0.00019,0.00109,0.0037
3310,0.0001094,1.094e-05,1.423e-09,1.0112400000000001e-09,9.000000000000001e-12,5.664400000000001e-12,2.19961e-11,0.002696,0.4576036,0.111,0.179,0.00019,0.0027,0.00913
3320,0.000109,1.09e-05,6.525e-10,3.20356e-09,9.0601e-12,5.616900000000001e-12,2.19961e-11,0.003187,0.4576036,0.134,0.179,0.00019,0.00319,0.0101
3330,0.0001101,1.1010000000000001e-05,7.563e-10,3.4692100000000003e-09,8.8209e-12,5.7121e-12,2.2089999999999998e-11,0.0006981,0.4576036,0.898,0.179,0.00019,0.000698,0.0038
3340,0.0001081,1.081e-05,1.11e-09,1.6646400000000002e-09,8.8209e-12,5.5224999999999995e-12,2.19961e-11,0.0002633,0.4576036,0.987,0.178,0.00019,0.000263,0.00159
3350,0.0001077,1.077e-05,2.424e-10,1.7388899999999998e-09,9.000000000000001e-12,5.5224999999999995e-12,2.1808900000000002e-11,0.002537,0.4576036,0.11,0.178,0.00019,0.00254,0.00878
3360,0.0001076,1.076e-05,2.287e-10,1.3032100000000003e-09,8.940100000000001e-12,5.4756e-12,2.19961e-11,0.00261,0.4576036,0.11,0.178,0.00019,0.00261,0.00857
3370,0.0001067,1.0670000000000001e-05,8.604e-10,4.26409e-09,8.8804e-12,5.428900000000001e-12,2.1622500000000004e-11,0.0024,0.4576036,0.194,0.177,0.00019,0.0024,0.00828
3380,0.0001068,1.068e-05,6.412e-10,1.89225e-09,8.7616e-12,5.382399999999999e-12,2.1808900000000002e-11,0.002745,0.4576036,0.109,0.177,0.00019,0.00275,0.00917
3390,0.0001062,1.062e-05,5.189e-10,2.54016e-09,8.7616e-12,5.3360999999999994e-12,2.1715600000000003e-11,0.001919,0.4576036,0.312,0.177,0.00018,0.00192,0.00587
3400,0.0001056,1.056e-05,3.345e-10,1.26025e-09,8.7025e-12,5.428900000000001e-12,2.1715600000000003e-11,0.001877,0.4576036,0.234,0.177,0.00018,0.00188,0.00618
3410,0.0001054,1.054e-05,2.572e-10,2.2089999999999997e-09,8.8209e-12,5.29e-12,2.1622500000000004e-11,0.001632,0.4576036,0.311,0.176,0.00018,0.00163,0.00553
3420,0.0001051,1.051e-05,9.46e-10,1.8576099999999998e-09,8.7616e-12,5.198400000000001e-12,2.1529599999999997e-11,0.0003866,0.4576036,0.973,0.176,0.00018,0.000387,0.00179
3430,0.000106,1.06e-05,8.818e-10,3.93129e-09,8.5264e-12,5.152899999999999e-12,2.1436899999999996e-11,0.0009314,0.4576036,0.972,0.176,0.00018,0.000931,0.00317
3440,0.0001044,1.044e-05,4.532e-10,1.75561e-09,8.584899999999999e-12,5.198400000000001e-12,2.1622500000000004e-11,0.003042,0.4576036,0.0896,0.175,0.00018,0.00304,0.0104
3450,0.0001041,1.041e-05,3.637e-10,3.3524099999999996e-09,8.584899999999999e-12,5.152899999999999e-12,2.1529599999999997e-11,0.001788,0.4576036,0.309,0.175,0.00018,0.00179,0.00613
3460,0.0001058,1.058e-05,1.153e-09,6.09961e-09,8.3521e-12,5.1076e-12,2.1344399999999998e-11,0.001162,0.4576036,0.879,0.175,0.00018,0.00116,0.00422
3470,0.0001034,1.0340000000000001e-05,2.376e-10,1.3249599999999997e-09,8.584899999999999e-12,5.0625e-12,2.1436899999999996e-11,0.001594,0.4576036,0.28,0.175,0.00018,0.00159,0.00546
3480,0.0001032,1.032e-05,2.754e-10,7.0756e-10,8.6436e-12,5.0625e-12,2.1344399999999998e-11,0.0003489,0.4576036,0.964,0.174,0.00018,0.000349,0.00127
3490,0.0001043,1.043e-05,9.947e-10,2.116e-09,8.410000000000002e-12,4.9284e-12,2.1252099999999998e-11,0.0009321,0.4576036,0.875,0.174,0.00018,0.000932,0.00335
3500,0.0001025,1.025e-05,7.309e-10,2.77729e-09,8.5264e-12,4.9284e-12,2.116e-11,0.002644,0.4576036,0.143,0.174,0.00018,0.00264,0.00898
3510,0.0001019,1.0189999999999999e-05,7.221e-10,2.16225e-09,8.3521e-12,5.017600000000001e-12,2.1344399999999998e-11,0.0004128,0.4576036,0.959,0.173,0.00018,0.000413,0.0023
3520,0.0001028,1.028e-05,5.866e-10,3.7699600000000005e-09,8.3521e-12,4.8841e-12,2.1252099999999998e-11,0.001318,0.4576036,0.654,0.173,0.00018,0.00132,0.00434
3530,0.000102,1.02e-05,1.776e-09,1.90969e-09,8.410000000000002e-12,4.9284e-12,2.10681e-11,0.0007396,0.4576036,0.956,0.173,0.00018,0.00074,0.00252
3540,0.000101,1.01e-05,2.875e-10,7.29e-10,8.236900000000001e-12,4.7961000000000005e-12,2.116e-11,0.002051,0.4576036,0.142,0.173,0.00018,0.00205,0.00656
3550,0.0001009,1.009e-05,1.13e-09,2.71441e-09,8.2944e-12,4.7961000000000005e-12,2.10681e-11,0.00242,0.4576036,0.189,0.172,0.00018,0.00242,0.00766
3560,0.0001005,1.005e-05,6.214e-10,3.1922499999999996e-09,8.122499999999999e-12,4.7089e-12,2.10681e-11,0.001712,0.4576036,0.404,0.172,0.00018,0.00171,0.00518
3570,0.0001007,1.007e-05,7.366e-10,1.39876e-09,8.179600000000001e-12,4.665600000000001e-12,2.09764e-11,0.0009389,0.4576036,0.864,0.172,0.00018,0.000939,0.00317
3580,9.978e-05,9.978e-06,4.835e-10,3.2148900000000003e-09,8.122499999999999e-12,4.665600000000001e-12,2.09764e-11,0.0005673,0.4576036,0.949,0.171,0.00018,0.000567,0.00346
3590,9.922e-05,9.922000000000001e-06,1.01e-09,2.45025e-09,8.179600000000001e-12,4.6225000000000005e-12,2.08849e-11,0.001079,0.4576036,0.647,0.171,0.00018,0.00108,0.00405
3600,9.945e-05,9.945e-06,6.237e-10,3.75769e-09,8.2944e-12,4.6225000000000005e-12,2.08849e-11,0.001557,0.4576036,0.485,0.171,0.00018,0.00156,0.00517
3610,9.845e-05,9.845e-06,5.855e-10,1.5366399999999998e-09,8.0089e-12,4.5795999999999996e-12,2.08849e-11,0.0002692,0.4576036,0.944,0.171,0.00018,0.000269,0.00169
3620,9.827e-05,9.827000000000001e-06,3.629e-10,3.969e-09,8.065599999999999e-12,4.5795999999999996e-12,2.08849e-11,0.001429,0.4576036,0.4,0.17,0.00018,0.00143,0.00527
3630,9.759e-05,9.759000000000001e-06,6.048e-10,2.68324e-09,7.9524e-12,4.4944e-12,2.0793600000000004e-11,0.000257,0.4576036,0.941,0.17,0.00018,0.000257,0.00166
3640,9.761e-05,9.761e-06,7.199e-10,1.5760900000000003e-09,8.065599999999999e-12,4.536899999999999e-12,2.0793600000000004e-11,0.001205,0.4576036,0.53,0.17,0.00017,0.0012,0.0042
3650,9.682e-05,9.682e-06,6.463e-10,3.68449e-09,7.9524e-12,4.4521e-12,2.0702499999999996e-11,0.002295,0.4576036,0.204,0.17,0.00018,0.00229,0.00776
3660,9.655e-05,9.655e-06,3.771e-10,1.3032100000000003e-09,7.839999999999999e-12,4.409999999999999e-12,2.0702499999999996e-11,0.001782,0.4576036,0.224,0.169,0.00017,0.00178,0.00603
3670,9.701e-05,9.700999999999999e-06,9.959e-10,1.89225e-09,8.0089e-12,4.4944e-12,2.0611599999999997e-11,0.0006942,0.4576036,0.935,0.169,0.00017,0.000694,0.00263
3680,9.665e-05,9.665e-06,5.611e-10,2.23729e-09,7.7841e-12,4.3680999999999995e-12,2.0702499999999996e-11,0.0009249,0.4576036,0.849,0.169,0.00017,0.000925,0.00348
3690,9.519e-05,9.519e-06,5.983e-10,2.1715600000000003e-09,7.9524e-12,4.4521e-12,2.0611599999999997e-11,0.002036,0.4576036,0.203,0.169,0.00017,0.00204,0.00689
3700,9.621e-05,9.621e-06,3.994e-10,3.0360099999999997e-09,7.7841e-12,4.3264e-12,2.05209e-11,0.0007748,0.4576036,0.931,0.168,0.00017,0.000775,0.00298
3710,9.542e-05,9.542000000000001e-06,8.845e-10,1.7808400000000002e-09,7.7841e-12,4.2849e-12,2.0611599999999997e-11,0.0003783,0.4576036,1.02,0.168,0.00017,0.000378,0.00172
3720,9.499e-05,9.499e-06,9.889e-10,2.49001e-09,7.839999999999999e-12,4.2849e-12,2.04304e-11,0.0006034,0.4576036,0.928,0.168,0.00017,0.000603,0.00266
3730,9.457e-05,9.457e-06,8.681e-10,1.5523600000000002e-09,7.672900000000001e-12,4.2849e-12,2.05209e-11,0.0004237,0.4576036,1.02,0.167,0.00017,0.000424,0.00178
3740,9.488e-05,9.488e-06,4.216e-10,1.2460899999999998e-09,7.6176e-12,4.243600000000001e-12,2.04304e-11,0.001077,0.4576036,0.522,0.167,0.00017,0.00108,0.004
3750,9.413e-05,9.413e-06,3.762e-10,1.17649e-09,7.672900000000001e-12,4.243600000000001e-12,2.04304e-11,0.0005285,0.4576036,0.924,0.167,0.00017,0.000529,0.00236
3760,9.547e-05,9.547e-06,9.673e-10,4.529289999999999e-09,7.672900000000001e-12,4.2024999999999995e-12,2.03401e-11,0.001205,0.4576036,0.839,0.167,0.00017,0.0012,0.00412
3770,9.348e-05,9.348000000000001e-06,5.43e-10,2.7352899999999996e-09,7.5625e-12,4.243600000000001e-12,2.05209e-11,0.002048,0.4576036,0.2,0.166,0.00017,0.00205,0.00718
3780,9.353e-05,9.353e-06,3.669e-10,1.4137599999999999e-09,7.672900000000001e-12,4.1615999999999996e-12,2.03401e-11,0.001082,0.4576036,0.691,0.166,0.00017,0.00108,0.00352
3790,9.334e-05,9.333999999999999e-06,5.003e-10,1.5523600000000002e-09,7.398399999999999e-12,4.0804e-12,2.03401e-11,0.0007571,0.4576036,0.918,0.166,0.00017,0.000757,0.00268
3800,9.235e-05,9.234999999999999e-06,5.824e-10,1.5602499999999999e-09,7.5625e-12,4.1209e-12,2.03401e-11,0.00176,0.4576036,0.219,0.166,0.00017,0.00176,0.00599
3810,9.213e-05,9.213e-06,2.426e-10,1.79776e-09,7.5625e-12,4.1209e-12,2.025e-11,0.00249,0.4576036,0.136,0.165,0.00017,0.00249,0.00825
3820,9.168e-05,9.168000000000001e-06,7.131e-10,5.062500000000001e-10,7.398399999999999e-12,4.0804e-12,2.025e-11,0.002743,0.4576036,0.0697,0.165,0.00017,0.00274,0.00914
3830,9.278e-05,9.278e-06,7.267e-10,2.0340099999999997e-09,7.452900000000001e-12,4.040099999999999e-12,2.01601e-11,0.0007145,0.4576036,1.0,0.165,0.00017,0.000715,0.0025
3840,9.213e-05,9.213e-06,1.762e-09,1.9184400000000003e-09,7.507600000000001e-12,4.0804e-12,2.025e-11,0.0006752,0.4576036,1.0,0.165,0.00017,0.000675,0.00267
3850,9.324e-05,9.324e-06,1.51e-09,4.651240000000001e-09,7.5625e-12,4.040099999999999e-12,2.025e-11,0.0008584,0.4576036,1.0,0.164,0.00017,0.000858,0.00349
3860,9.083e-05,9.083e-06,4.026e-10,6.200099999999999e-10,7.344099999999999e-12,4e-12,2.025e-11,0.0003052,0.4576036,1.0,0.164,0.00017,0.000305,0.00134
3870,9.1e-05,9.100000000000001e-06,1.061e-09,3.0913600000000004e-09,7.398399999999999e-12,3.9601e-12,2.01601e-11,0.0005028,0.4576036,0.998,0.164,0.00017,0.000503,0.00309
3880,9.016e-05,9.016e-06,6.779e-10,1.2816400000000001e-09,7.452900000000001e-12,4.040099999999999e-12,2.01601e-11,0.0001927,0.4576036,0.997,0.164,0.00017,0.000193,0.00129
3890,8.992e-05,8.992000000000001e-06,3.772e-10,2.45025e-09,7.344099999999999e-12,4e-12,2.025e-11,0.001888,0.4576036,0.262,0.164,0.00017,0.00189,0.00633
3900,9.04e-05,9.04e-06,2.607e-10,1.9009600000000004e-09,7.1824000000000006e-12,3.9204e-12,2.01601e-11,0.001029,0.4576036,0.679,0.163,0.00017,0.00103,0.0036
3910,9.011e-05,9.011e-06,5.063e-10,1.56816e-09,7.128899999999999e-12,3.841599999999999e-12,2.0070400000000003e-11,0.001053,0.4576036,0.616,0.163,0.00017,0.00105,0.00363
3920,8.95e-05,8.949999999999999e-06,9.53e-10,3.0691599999999998e-09,7.29e-12,4.040099999999999e-12,2.01601e-11,0.00362,0.4576036,0.0687,0.163,0.00017,0.00362,0.0122
3930,8.959e-05,8.959e-06,4.29e-10,3.88129e-09,7.0755999999999995e-12,3.8025e-12,2.0070400000000003e-11,0.0009768,0.4576036,0.676,0.163,0.00017,0.000977,0.00409
3940,8.864e-05,8.864e-06,1.024e-09,1.9184400000000003e-09,7.0755999999999995e-12,3.8025e-12,1.9980900000000004e-11,0.0004859,0.4576036,0.988,0.162,0.00017,0.000486,0.00278
3950,8.828e-05,8.828000000000001e-06,3.825e-10,1.25316e-09,7.128899999999999e-12,3.9204e-12,2.0070400000000003e-11,0.00213,0.4576036,0.147,0.162,0.00017,0.00213,0.00762
3960,8.857e-05,8.857e-06,4.56e-10,1.6483599999999999e-09,7.0755999999999995e-12,3.8025e-12,1.9980900000000004e-11,0.003526,0.4576036,0.0683,0.162,0.00017,0.00353,0.0118
3970,8.873e-05,8.873e-06,5.101e-10,2.90521e-09,6.9696000000000005e-12,3.7636e-12,2.0070400000000003e-11,0.001093,0.4576036,0.739,0.162,0.00016,0.00109,0.00378
3980,8.739e-05,8.739e-06,1.833e-10,1.90969e-09,7.0755999999999995e-12,3.8025e-12,1.9891599999999998e-11,0.002039,0.4576036,0.194,0.161,0.00016,0.00204,0.00689
3990,8.713e-05,8.713e-06,4.511e-10,1.4440000000000002e-09,7.0755999999999995e-12,3.8025e-12,1.9980900000000004e-11,0.002386,0.4576036,0.146,0.161,0.00017,0.00239,0.00773
4000,8.723e-05,8.723000000000001e-06,9.744e-10,1.9009600000000004e-09,7.0225e-12,3.7636e-12,1.9980900000000004e-11,0.0001752,0.4576036,0.979,0.161,0.00016,0.000175,0.00117
4010,8.672e-05,8.672e-06,1.494e-10,1.8835599999999996e-09,6.8644e-12,3.686399999999999e-12,1.9891599999999998e-11,0.002398,0.4576036,0.132,0.161,0.00016,0.0024,0.00814
4020,8.612e-05,8.612e-06,1.055e-09,8.53776e-09,7.0225e-12,3.724900000000001e-12,1.9802499999999998e-11,0.00217,0.4576036,0.257,0.16,0.00016,0.00217,0.00782
4030,8.635e-05,8.635e-06,1.472e-10,8.41e-10,6.916899999999999e-12,3.686399999999999e-12,1.9891599999999998e-11,0.0009854,0.4576036,0.414,0.16,0.00016,0.000985,0.00404
4040,8.647e-05,8.647e-06,4.169e-10,3.23761e-09,6.916899999999999e-12,3.7636e-12,1.9802499999999998e-11,0.003729,0.4576036,0.0675,0.16,0.00017,0.00373,0.0124
4050,8.562e-05,8.562e-06,5.335e-10,3.5164899999999997e-09,6.8644e-12,3.724900000000001e-12,1.9802499999999998e-11,0.002379,0.4576036,0.159,0.16,0.00016,0.00238,0.00803
4060,8.548e-05,8.548e-06,4.171e-10,2.2562500000000004e-09,6.8644e-12,3.724900000000001e-12,1.9802499999999998e-11,0.001858,0.4576036,0.232,0.16,0.00016,0.00186,0.00615
4070,8.553e-05,8.553000000000001e-06,2.187e-09,2.5e-09,6.76e-12,3.61e-12,1.97136e-11,0.0005892,0.4576036,0.97,0.159,0.00016,0.000589,0.00201
4080,8.509e-05,8.509e-06,4.561e-10,1.33225e-09,6.8121e-12,3.61e-12,1.97136e-11,0.001367,0.4576036,0.309,0.159,0.00016,0.00137,0.00485
4090,8.48e-05,8.48e-06,5.655e-10,2.401e-09,6.656399999999999e-12,3.5720999999999997e-12,1.96249e-11,0.0001778,0.4576036,0.967,0.159,0.00016,0.000178,0.00105
4100,8.471e-05,8.470999999999999e-06,6.99e-10,3.1024899999999997e-09,6.708100000000001e-12,3.5344e-12,1.97136e-11,0.001792,0.4576036,0.372,0.159,0.00016,0.00179,0.00564
4110,8.466e-05,8.466e-06,4.215e-10,2.5603599999999996e-09,6.656399999999999e-12,3.5720999999999997e-12,1.97136e-11,0.0009241,0.4576036,0.45,0.158,0.00016,0.000924,0.00471
4120,8.415e-05,8.415e-06,2.587e-10,3.733209999999999e-09,6.708100000000001e-12,3.5720999999999997e-12,1.96249e-11,0.001859,0.4576036,0.279,0.158,0.00016,0.00186,0.00619
4130,8.419e-05,8.419e-06,7.638e-10,1.73056e-09,6.76e-12,3.5720999999999997e-12,1.97136e-11,0.003274,0.4576036,0.0734,0.158,0.00016,0.00327,0.0105
4140,8.368e-05,8.368e-06,1.602e-10,1.1222500000000001e-09,6.708100000000001e-12,3.61e-12,1.97136e-11,0.001523,0.4576036,0.306,0.158,0.00016,0.00152,0.00501
4150,8.344e-05,8.344e-06,5.725e-10,1.5760900000000003e-09,6.656399999999999e-12,3.5344e-12,1.96249e-11,0.0004769,0.4576036,0.959,0.158,0.00016,0.000477,0.00287
4160,8.414e-05,8.414000000000001e-06,6.558e-10,1.2816400000000001e-09,6.656399999999999e-12,3.5344e-12,1.96249e-11,0.0009038,0.4576036,0.72,0.157,0.00016,0.000904,0.00344
4170,8.408e-05,8.408e-06,6.913e-10,2.71441e-09,6.553600000000001e-12,3.4969e-12,1.96249e-11,0.0006767,0.4576036,0.956,0.157,0.00016,0.000677,0.0027
4180,8.298e-05,8.298e-06,7.648e-10,1.9802499999999996e-09,6.451599999999999e-12,3.5720999999999997e-12,1.95364e-11,0.0002501,0.4576036,0.955,0.157,0.00016,0.00025,0.00158
4190,8.247e-05,8.247e-06,4.106e-10,2.2562500000000004e-09,6.553600000000001e-12,3.4969e-12,1.96249e-11,0.003004,0.4576036,0.0968,0.157,0.00016,0.003,0.00964
4200,8.308e-05,8.307999999999999e-06,8.694e-10,1.5760900000000003e-09,6.451599999999999e-12,3.4596e-12,1.95364e-11,0.0007478,0.4576036,0.953,0.157,0.00016,0.000748,0.00256
4210,8.222e-05,8.222e-06,6.332e-10,5.904900000000001e-10,6.502500000000001e-12,3.4596e-12,1.95364e-11,0.001486,0.4576036,0.25,0.156,0.00016,0.00149,0.00496
4220,8.207e-05,8.207000000000001e-06,1.1e-09,9.9225e-10,6.3504e-12,3.4596e-12,1.95364e-11,0.001207,0.4576036,0.366,0.156,0.00016,0.00121,0.00416
4230,8.187e-05,8.187e-06,7.786e-10,3.42225e-09,6.3504e-12,3.3856e-12,1.94481e-11,0.00172,0.4576036,0.302,0.156,0.00016,0.00172,0.006
4240,8.251e-05,8.251e-06,3.436e-10,1.60801e-09,6.553600000000001e-12,3.5344e-12,1.95364e-11,0.0008222,0.4576036,0.783,0.156,0.00016,0.000822,0.00326
4250,8.116e-05,8.116e-06,4.182e-10,1.1492099999999998e-09,6.451599999999999e-12,3.4596e-12,1.94481e-11,0.0001774,0.4576036,0.946,0.155,0.00016,0.000177,0.00109
4260,8.166e-05,8.166e-06,1.122e-09,2.19024e-09,6.3504e-12,3.4225000000000004e-12,1.94481e-11,0.0007389,0.4576036,0.945,0.155,0.00016,0.000739,0.00244
4270,8.093e-05,8.093e-06,1.517e-10,2.1068099999999997e-09,6.4008999999999995e-12,3.4225000000000004e-12,1.95364e-11,0.001666,0.4576036,0.226,0.155,0.00016,0.00167,0.00579
