iter,pde_obj_weighted,pde_mse,constraint_mse,constraint_rms,station,tau,alpha,kkt
2620,0.004136,0.00041359999999999997,3.544e-09,5.953150426454887e-05,0.0135,0.4538431,0.00229,0.002
2630,0.00413,0.000413,3.534e-09,5.9447455790807395e-05,0.01348,0.4538431,0.00229,0.002
2640,0.004124,0.0004124,3.525e-09,5.937171043518959e-05,0.01345,0.4538431,0.00228,0.002
2650,0.004118,0.00041180000000000003,3.516e-09,5.929586832149437e-05,0.01342,0.4538431,0.00228,0.002
2660,0.004112,0.0004112,3.508e-09,5.922837157984339e-05,0.0134,0.4538431,0.00227,0.002
2670,0.004107,0.00041070000000000006,3.499e-09,5.9152345684681006e-05,0.01337,0.4538431,0.00227,0.002
2680,0.004101,0.00041009999999999994,3.49e-09,5.907622195096772e-05,0.01334,0.4538431,0.00226,0.002
2690,0.004095,0.0004095,3.482e-09,5.9008473967727724e-05,0.01332,0.4538431,0.00226,0.002
2700,0.004089,0.00040889999999999996,3.473e-09,5.893216439263028e-05,0.01329,0.4538431,0.00225,0.002
2710,0.004084,0.0004084,3.465e-09,5.886425061104575e-05,0.01327,0.4538431,0.00225,0.002
2720,0.004078,0.0004078,3.457e-09,5.8796258384356396e-05,0.01324,0.4538431,0.00225,0.002
2730,0.004073,0.00040730000000000003,3.448e-09,5.871967302361279e-05,0.01321,0.4538431,0.00224,0.002
2740,0.004067,0.0004067,3.44e-09,5.865151319446072e-05,0.01319,0.4538431,0.00224,0.002
2750,0.004062,0.00040619999999999995,3.432e-09,5.858327406350724e-05,0.01316,0.4538431,0.00223,0.002
2760,0.004057,0.0004057,3.424e-09,5.851495535331117e-05,0.01314,0.4538431,0.00223,0.002
2770,0.004051,0.0004051,3.416e-09,5.844655678480983e-05,0.01311,0.4538431,0.00222,0.002
2780,0.004046,0.0004046,3.409e-09,5.838664230798e-05,0.01309,0.4538431,0.00222,0.002
2790,0.004041,0.0004041,3.401e-09,5.831809324729333e-05,0.01306,0.4538431,0.00221,0.002
2800,0.004036,0.00040359999999999994,3.393e-09,5.82494635168428e-05,0.01303,0.4538431,0.00221,0.002
2810,0.00403,0.000403,3.386e-09,5.8189346103904625e-05,0.01301,0.4538431,0.00221,0.002
2820,0.004025,0.00040249999999999997,3.378e-09,5.812056434688156e-05,0.01298,0.4538431,0.0022,0.002
2830,0.00402,0.000402,3.371e-09,5.806031346797914e-05,0.01296,0.4538431,0.0022,0.002
2840,0.004015,0.00040150000000000006,3.363e-09,5.799137866959191e-05,0.01293,0.4538431,0.00219,0.002
2850,0.00401,0.000401,3.356e-09,5.7930993431840957e-05,0.01291,0.4538431,0.00219,0.002
2860,0.004005,0.0004005,3.349e-09,5.787054518492115e-05,0.01288,0.4538431,0.00218,0.002
2870,0.004,0.0004,3.342e-09,5.781003373117853e-05,0.01286,0.4538431,0.00218,0.002
2880,0.003996,0.00039960000000000006,3.335e-09,5.774945887192364e-05,0.01283,0.4538431,0.00217,0.002
2890,0.003991,0.0003991,3.327e-09,5.768015256567895e-05,0.01281,0.4538431,0.00217,0.002
2900,0.003986,0.0003986,3.32e-09,5.761944116355173e-05,0.01278,0.4538431,0.00217,0.002
2910,0.003981,0.00039810000000000003,3.314e-09,5.7567351858497016e-05,0.01276,0.4538431,0.00216,0.002
2920,0.003976,0.0003976,3.307e-09,5.75065213693195e-05,0.01273,0.4538431,0.00216,0.002
2930,0.003972,0.0003972,3.3e-09,5.7445626465380286e-05,0.01271,0.4538431,0.00215,0.002
2940,0.003967,0.0003967,3.293e-09,5.738466694161429e-05,0.01268,0.4538431,0.00215,0.002
2950,0.003962,0.00039620000000000004,3.286e-09,5.732364259186606e-05,0.01266,0.4538431,0.00215,0.002
2960,0.003958,0.00039579999999999997,3.28e-09,5.727128425310541e-05,0.01263,0.4538431,0.00214,0.002
2970,0.003953,0.0003953,3.273e-09,5.721013896155121e-05,0.01261,0.4538431,0.00214,0.002
2980,0.003949,0.0003949,3.266e-09,5.7148928248918197e-05,0.01258,0.4538431,0.00213,0.002
2990,0.003944,0.00039439999999999994,3.26e-09,5.709640969448079e-05,0.01256,0.4538431,0.00213,0.002
3000,0.00394,0.000394,3.254e-09,5.704384278780665e-05,0.01253,0.4538431,0.00213,0.002
3010,0.003935,0.0003935,3.247e-09,5.69824534396335e-05,0.01251,0.4538431,0.00212,0.002
3020,0.003931,0.00039309999999999996,3.241e-09,5.6929781309961136e-05,0.01249,0.4538431,0.00212,0.002
3030,0.003926,0.0003926,3.234e-09,5.686826883245173e-05,0.01246,0.4538431,0.00211,0.002
3040,0.003922,0.0003922,3.228e-09,5.681549084536716e-05,0.01244,0.4538431,0.00211,0.002
3050,0.003917,0.00039170000000000003,3.222e-09,5.67626637852735e-05,0.01241,0.4538431,0.00211,0.002
3060,0.003913,0.00039129999999999997,3.216e-09,5.6709787515031304e-05,0.01239,0.4538431,0.0021,0.002
3070,0.003909,0.0003909,3.21e-09,5.6656861896861174e-05,0.01237,0.4538431,0.0021,0.002
3080,0.003905,0.0003905,3.204e-09,5.660388679233963e-05,0.01234,0.4538431,0.00209,0.002
3090,0.0039,0.00039,3.198e-09,5.655086206239477e-05,0.01232,0.4538431,0.00209,0.002
3100,0.003896,0.00038960000000000004,3.192e-09,5.649778756730214e-05,0.0123,0.4538431,0.00209,0.0019
3110,0.003892,0.00038920000000000003,3.186e-09,5.644466316668034e-05,0.01227,0.4538431,0.00208,0.0019
3120,0.003888,0.0003888,3.18e-09,5.639148871948674e-05,0.01225,0.4538431,0.00208,0.0019
3130,0.003884,0.0003884,3.174e-09,5.6338264084013096e-05,0.01223,0.4538431,0.00208,0.0019
3140,0.003879,0.0003879,3.168e-09,5.628498911788115e-05,0.0122,0.4538431,0.00207,0.0019
3150,0.003875,0.0003875,3.162e-09,5.6231663678038197e-05,0.01218,0.4538431,0.00207,0.0019
3160,0.003871,0.0003871,3.156e-09,5.6178287620752556e-05,0.01216,0.4538431,0.00206,0.0019
3170,0.003867,0.0003867,3.151e-09,5.613376880274475e-05,0.01213,0.4538431,0.00206,0.0019
3180,0.003863,0.0003863,3.145e-09,5.608029957123981e-05,0.01211,0.4538431,0.00206,0.0019
3190,0.003859,0.0003859,3.139e-09,5.602677931132576e-05,0.01209,0.4538431,0.00205,0.0019
3200,0.003855,0.0003855,3.134e-09,5.5982140009113624e-05,0.01207,0.4538431,0.00205,0.0019
3210,0.003851,0.0003851,3.128e-09,5.592852581643825e-05,0.01204,0.4538431,0.00205,0.0019
3220,0.003847,0.0003847,3.123e-09,5.588380803059147e-05,0.01202,0.4538431,0.00204,0.0019
3230,0.003843,0.0003843,3.117e-09,5.583009940883143e-05,0.012,0.4538431,0.00204,0.0019
3240,0.00384,0.000384,3.112e-09,5.578530272392541e-05,0.01198,0.4538431,0.00204,0.0019
3250,0.003836,0.0003836,3.106e-09,5.5731499172371094e-05,0.01195,0.4538431,0.00203,0.0019
3260,0.003832,0.0003832,3.101e-09,5.5686623169303413e-05,0.01193,0.4538431,0.00203,0.0019
3270,0.003828,0.0003828,3.096e-09,5.5641710972974224e-05,0.01191,0.4538431,0.00202,0.0019
3280,0.003824,0.0003824,3.09e-09,5.5587768438749185e-05,0.01189,0.4538431,0.00202,0.0019
3290,0.00382,0.000382,3.085e-09,5.554277630799526e-05,0.01187,0.4538431,0.00202,0.0019
3300,0.003817,0.0003817,3.08e-09,5.549774770204643e-05,0.01185,0.4538431,0.00201,0.0019
3310,0.003813,0.0003813,3.074e-09,5.544366510251645e-05,0.01182,0.4538431,0.00201,0.0019
3320,0.003809,0.0003809,3.069e-09,5.539855593785816e-05,0.0118,0.4538431,0.00201,0.0019
3330,0.003805,0.0003805,3.064e-09,5.535341001239219e-05,0.01178,0.4538431,0.002,0.0019
3340,0.003802,0.00038019999999999997,3.059e-09,5.530822723609933e-05,0.01176,0.4538431,0.002,0.0019
3350,0.003798,0.0003798,3.054e-09,5.52630075185924e-05,0.01174,0.4538431,0.002,0.0019
3360,0.003794,0.0003794,3.049e-09,5.52177507691141e-05,0.01172,0.4538431,0.00199,0.0019
3370,0.003791,0.0003791,3.044e-09,5.517245689653489e-05,0.0117,0.4538431,0.00199,0.0019
3380,0.003787,0.0003787,3.039e-09,5.512712580935088e-05,0.01168,0.4538431,0.00199,0.0019
3390,0.003784,0.0003784,3.034e-09,5.508175741568164e-05,0.01165,0.4538431,0.00198,0.0019
3400,0.00378,0.00037799999999999997,3.029e-09,5.503635162326805e-05,0.01163,0.4538431,0.00198,0.0019
3410,0.003776,0.00037759999999999996,3.024e-09,5.499090833947008e-05,0.01161,0.4538431,0.00198,0.0019
3420,0.003773,0.0003773,3.019e-09,5.494542747126461e-05,0.01159,0.4538431,0.00197,0.0019
3430,0.003769,0.0003769,3.014e-09,5.489990892524322e-05,0.01157,0.4538431,0.00197,0.0019
3440,0.003766,0.0003766,3.009e-09,5.4854352607609906e-05,0.01155,0.4538431,0.00197,0.0019
3450,0.003762,0.00037620000000000004,3.005e-09,5.4817880294662984e-05,0.01153,0.4538431,0.00196,0.0019
3460,0.003759,0.00037590000000000003,3e-09,5.4772255750516614e-05,0.01151,0.4538431,0.00196,0.0019
3470,0.003755,0.0003755,2.995e-09,5.472659317004851e-05,0.01149,0.4538431,0.00196,0.0019
3480,0.003752,0.0003752,2.99e-09,5.4680892457969266e-05,0.01147,0.4538431,0.00195,0.0019
3490,0.003748,0.0003748,2.986e-09,5.4644304369257e-05,0.01145,0.4538431,0.00195,0.0019
3500,0.003745,0.0003745,2.981e-09,5.459853477887479e-05,0.01143,0.4538431,0.00195,0.0019
3510,0.003742,0.0003742,2.976e-09,5.455272678794342e-05,0.01141,0.4538431,0.00195,0.0019
3520,0.003738,0.0003738,2.972e-09,5.451605268175604e-05,0.01139,0.4538431,0.00194,0.0019
3530,0.003735,0.0003735,2.967e-09,5.4470175325585286e-05,0.01137,0.4538431,0.00194,0.0019
3540,0.003732,0.0003732,2.962e-09,5.442425929675111e-05,0.01135,0.4538431,0.00194,0.0019
3550,0.003728,0.0003728,2.958e-09,5.438749856354859e-05,0.01133,0.4538431,0.00193,0.0019
3560,0.003725,0.0003725,2.953e-09,5.43415126767741e-05,0.01131,0.4538431,0.00193,0.0019
3570,0.003722,0.0003722,2.949e-09,5.430469592954186e-05,0.0113,0.4538431,0.00193,0.0019
3580,0.003718,0.0003718,2.944e-09,5.4258639865002144e-05,0.01128,0.4538431,0.00192,0.0019
3590,0.003715,0.0003715,2.94e-09,5.4221766846903836e-05,0.01126,0.4538431,0.00192,0.0019
3600,0.003712,0.0003712,2.936e-09,5.418486873657627e-05,0.01124,0.4538431,0.00192,0.0019
3610,0.003709,0.0003709,2.931e-09,5.413871073455665e-05,0.01122,0.4538431,0.00191,0.0019
3620,0.003705,0.0003705,2.927e-09,5.4101755978895914e-05,0.0112,0.4538431,0.00191,0.0019
3630,0.003702,0.0003702,2.922e-09,5.405552700695832e-05,0.01118,0.4538431,0.00191,0.0019
3640,0.003699,0.0003699,2.918e-09,5.4018515344278024e-05,0.01116,0.4538431,0.00191,0.0019
3650,0.003696,0.0003696,2.914e-09,5.3981478305063115e-05,0.01114,0.4538431,0.0019,0.0019
3660,0.003693,0.00036930000000000003,2.909e-09,5.39351462406472e-05,0.01113,0.4538431,0.0019,0.0019
3670,0.003689,0.0003689,2.905e-09,5.3898051912847466e-05,0.01111,0.4538431,0.0019,0.0019
3680,0.003686,0.0003686,2.901e-09,5.386093203798092e-05,0.01109,0.4538431,0.00189,0.0019
3690,0.003683,0.0003683,2.897e-09,5.3823786563191556e-05,0.01107,0.4538431,0.00189,0.0019
3700,0.00368,0.000368,2.893e-09,5.378661543544081e-05,0.01105,0.4538431,0.00189,0.0019
3710,0.003677,0.0003677,2.888e-09,5.3740115370177615e-05,0.01104,0.4538431,0.00188,0.0019
3720,0.003674,0.00036740000000000004,2.884e-09,5.370288632839021e-05,0.01102,0.4538431,0.00188,0.0019
3730,0.003671,0.0003671,2.88e-09,5.366563145999495e-05,0.011,0.4538431,0.00188,0.0019
3740,0.003668,0.00036679999999999997,2.876e-09,5.362835071116769e-05,0.01098,0.4538431,0.00188,0.0019
3750,0.003665,0.00036649999999999996,2.872e-09,5.3591044027897046e-05,0.01096,0.4538431,0.00187,0.0019
3760,0.003662,0.0003662,2.868e-09,5.355371135598354e-05,0.01095,0.4538431,0.00187,0.0019
3770,0.003658,0.0003658,2.864e-09,5.351635264103861e-05,0.01093,0.4538431,0.00187,0.0019
3780,0.003655,0.0003655,2.86e-09,5.347896782848375e-05,0.01091,0.4538431,0.00186,0.0019
3790,0.003652,0.0003652,2.856e-09,5.344155686354955e-05,0.01089,0.4538431,0.00186,0.0019
3800,0.003649,0.0003649,2.852e-09,5.340411969127475e-05,0.01088,0.4538431,0.00186,0.0019
3810,0.003646,0.00036459999999999997,2.848e-09,5.336665625650534e-05,0.01086,0.4538431,0.00186,0.0019
3820,0.003644,0.0003644,2.844e-09,5.3329166503893535e-05,0.01084,0.4538431,0.00185,0.0019
3830,0.003641,0.0003641,2.84e-09,5.329165037789691e-05,0.01082,0.4538431,0.00185,0.0019
3840,0.003638,0.0003638,2.836e-09,5.3254107822777395e-05,0.01081,0.4538431,0.00185,0.0019
3850,0.003635,0.0003635,2.832e-09,5.321653878260028e-05,0.01079,0.4538431,0.00185,0.0018
3860,0.003632,0.0003632,2.828e-09,5.317894320123333e-05,0.01077,0.4538431,0.00184,0.0018
3870,0.003629,0.0003629,2.824e-09,5.3141321022345694e-05,0.01076,0.4538431,0.00184,0.0018
3880,0.003626,0.0003626,2.82e-09,5.310367218940702e-05,0.01074,0.4538431,0.00184,0.0018
3890,0.003623,0.00036229999999999997,2.816e-09,5.30659966456864e-05,0.01072,0.4538431,0.00183,0.0018
3900,0.00362,0.000362,2.813e-09,5.303772242470448e-05,0.01071,0.4538431,0.00183,0.0018
3910,0.003617,0.0003617,2.809e-09,5.3e-05,0.01069,0.4538431,0.00183,0.0018
3920,0.003615,0.0003615,2.805e-09,5.296225070746144e-05,0.01067,0.4538431,0.00183,0.0018
3930,0.003612,0.0003612,2.801e-09,5.292447448959697e-05,0.01066,0.4538431,0.00182,0.0018
3940,0.003609,0.0003609,2.797e-09,5.288667128870941e-05,0.01064,0.4538431,0.00182,0.0018
3950,0.003606,0.0003606,2.794e-09,5.2858301145610044e-05,0.01062,0.4538431,0.00182,0.0018
3960,0.003603,0.0003603,2.79e-09,5.282045058497703e-05,0.01061,0.4538431,0.00182,0.0018
3970,0.0036,0.00035999999999999997,2.786e-09,5.278257288158659e-05,0.01059,0.4538431,0.00181,0.0018
3980,0.003598,0.0003598,2.783e-09,5.275414675643992e-05,0.01058,0.4538431,0.00181,0.0018
3990,0.003595,0.0003595,2.779e-09,5.2716221412388805e-05,0.01056,0.4538431,0.00181,0.0018
4000,0.003592,0.0003592,2.775e-09,5.267826876426369e-05,0.01054,0.4538431,0.00181,0.0018
4010,0.003589,0.0003589,2.772e-09,5.2649786324352734e-05,0.01053,0.4538431,0.0018,0.0018
4020,0.003587,0.0003587,2.768e-09,5.261178575186362e-05,0.01051,0.4538431,0.0018,0.0018
4030,0.003584,0.0003584,2.764e-09,5.257375771237966e-05,0.0105,0.4538431,0.0018,0.0018
4040,0.003581,0.0003581,2.761e-09,5.25452186216786e-05,0.01048,0.4538431,0.0018,0.0018
4050,0.003578,0.0003578,2.757e-09,5.250714237130031e-05,0.01047,0.4538431,0.00179,0.0018
4060,0.003576,0.0003576,2.754e-09,5.2478567053607705e-05,0.01045,0.4538431,0.00179,0.0018
4070,0.003573,0.00035729999999999996,2.75e-09,5.2440442408507573e-05,0.01044,0.4538431,0.00179,0.0018
4080,0.00357,0.000357,2.747e-09,5.241183072551464e-05,0.01042,0.4538431,0.00179,0.0018
4090,0.003568,0.0003568,2.743e-09,5.2373657500693995e-05,0.0104,0.4538431,0.00178,0.0018
4100,0.003565,0.0003565,2.74e-09,5.23450093132096e-05,0.01039,0.4538431,0.00178,0.0018
4110,0.003562,0.0003562,2.736e-09,5.2306787322488086e-05,0.01037,0.4538431,0.00178,0.0018
4120,0.00356,0.000356,2.733e-09,5.227810249043093e-05,0.01036,0.4538431,0.00178,0.0018
4130,0.003557,0.00035569999999999997,2.729e-09,5.223983154643591e-05,0.01034,0.4538431,0.00177,0.0018
4140,0.003554,0.00035539999999999997,2.726e-09,5.221110992882645e-05,0.01033,0.4538431,0.00177,0.0018
4150,0.003552,0.0003552,2.722e-09,5.217278984298233e-05,0.01031,0.4538431,0.00177,0.0018
4160,0.003549,0.0003549,2.719e-09,5.214403129793476e-05,0.0103,0.4538431,0.00177,0.0018
4170,0.003547,0.0003547,2.716e-09,5.2115256883181534e-05,0.01028,0.4538431,0.00176,0.0018
4180,0.003544,0.0003544,2.712e-09,5.207686626516615e-05,0.01027,0.4538431,0.00176,0.0018
4190,0.003542,0.0003542,2.709e-09,5.204805471869242e-05,0.01025,0.4538431,0.00176,0.0018
4200,0.003539,0.0003539,2.706e-09,5.201922721455981e-05,0.01024,0.4538431,0.00176,0.0018
4210,0.003536,0.00035360000000000003,2.702e-09,5.19807656734681e-05,0.01023,0.4538431,0.00175,0.0018
4220,0.003534,0.00035339999999999997,2.699e-09,5.1951900831442154e-05,0.01021,0.4538431,0.00175,0.0018
4230,0.003531,0.00035309999999999996,2.696e-09,5.192301994298868e-05,0.0102,0.4538431,0.00175,0.0018
4240,0.003529,0.0003529,2.692e-09,5.1884487084291385e-05,0.01018,0.4538431,0.00175,0.0018
4250,0.003526,0.0003526,2.689e-09,5.185556864985669e-05,0.01017,0.4538431,0.00174,0.0018
4260,0.003524,0.0003524,2.686e-09,5.182663407939975e-05,0.01015,0.4538431,0.00174,0.0018
4270,0.003521,0.0003521,2.682e-09,5.1788029504896206e-05,0.01014,0.4538431,0.00174,0.0018
4280,0.003519,0.0003519,2.679e-09,5.175905717843013e-05,0.01013,0.4538431,0.00174,0.0018
4290,0.003516,0.0003516,2.676e-09,5.173006862551025e-05,0.01011,0.4538431,0.00173,0.0018
4300,0.003514,0.00035140000000000003,2.673e-09,5.170106381884226e-05,0.0101,0.4538431,0.00173,0.0018
4310,0.003511,0.00035109999999999997,2.67e-09,5.1672042731055256e-05,0.01008,0.4538431,0.00173,0.0018
4320,0.003509,0.0003509,2.666e-09,5.1633322573702347e-05,0.01007,0.4538431,0.00173,0.0018
4330,0.003506,0.0003506,2.663e-09,5.1604263389762674e-05,0.01006,0.4538431,0.00173,0.0018
4340,0.003504,0.0003504,2.66e-09,5.157518783291051e-05,0.01004,0.4538431,0.00172,0.0018
4350,0.003501,0.0003501,2.657e-09,5.154609587543949e-05,0.01003,0.4538431,0.00172,0.0018
4360,0.003499,0.0003499,2.654e-09,5.151698748956503e-05,0.01001,0.4538431,0.00172,0.0018
4370,0.003497,0.0003497,2.651e-09,5.1487862647424004e-05,0.01,0.4538431,0.00172,0.0018
4380,0.003494,0.00034940000000000004,2.648e-09,5.1458721321074425e-05,0.009987,0.4538431,0.00171,0.0018
4390,0.003492,0.0003492,2.644e-09,5.1419840528729764e-05,0.009973,0.4538431,0.00171,0.0018
4400,0.003489,0.00034889999999999997,2.641e-09,5.139066063011839e-05,0.009959,0.4538431,0.00171,0.0018
4410,0.003487,0.0003487,2.638e-09,5.136146415358503e-05,0.009946,0.4538431,0.00171,0.0018
4420,0.003485,0.00034849999999999996,2.635e-09,5.1332251070842396e-05,0.009933,0.4538431,0.00171,0.0018
4430,0.003482,0.0003482,2.632e-09,5.130302135352264e-05,0.009919,0.4538431,0.0017,0.0018
4440,0.00348,0.000348,2.629e-09,5.127377497317708e-05,0.009906,0.4538431,0.0017,0.0018
4450,0.003478,0.0003478,2.626e-09,5.124451190127583e-05,0.009893,0.4538431,0.0017,0.0018
4460,0.003475,0.0003475,2.623e-09,5.1215232109207515e-05,0.009879,0.4538431,0.0017,0.0018
4470,0.003473,0.0003473,2.62e-09,5.1185935568278914e-05,0.009866,0.4538431,0.00169,0.0018
4480,0.003471,0.00034710000000000003,2.617e-09,5.115662224971465e-05,0.009853,0.4538431,0.00169,0.0018
4490,0.003468,0.0003468,2.614e-09,5.112729212465686e-05,0.00984,0.4538431,0.00169,0.0018
4500,0.003466,0.00034659999999999997,2.611e-09,5.109794516416487e-05,0.009827,0.4538431,0.00169,0.0018
4510,0.003464,0.0003464,2.608e-09,5.106858133921482e-05,0.009814,0.4538431,0.00169,0.0018
4520,0.003461,0.0003461,2.605e-09,5.103920062069938e-05,0.009801,0.4538431,0.00168,0.0018
4530,0.003459,0.0003459,2.602e-09,5.1009802979427395e-05,0.009788,0.4538431,0.00168,0.0018
4540,0.003457,0.0003457,2.599e-09,5.098038838612354e-05,0.009776,0.4538431,0.00168,0.0018
4550,0.003454,0.0003454,2.596e-09,5.0950956811427985e-05,0.009763,0.4538431,0.00168,0.0018
4560,0.003452,0.00034520000000000004,2.593e-09,5.092150822589606e-05,0.00975,0.4538431,0.00167,0.0018
4570,0.00345,0.000345,2.591e-09,5.0901866370497654e-05,0.009737,0.4538431,0.00167,0.0018
4580,0.003448,0.00034480000000000003,2.588e-09,5.0872389367907616e-05,0.009725,0.4538431,0.00167,0.0018
4590,0.003445,0.0003445,2.585e-09,5.084289527554464e-05,0.009712,0.4538431,0.00167,0.0018
4600,0.003443,0.00034429999999999997,2.582e-09,5.081338406365e-05,0.0097,0.4538431,0.00167,0.0018
4610,0.003441,0.0003441,2.579e-09,5.078385570237849e-05,0.009687,0.4538431,0.00166,0.0018
4620,0.003439,0.0003439,2.576e-09,5.075431016179808e-05,0.009675,0.4538431,0.00151,0.0018
4630,0.003437,0.0003437,2.574e-09,5.0734603575863286e-05,0.009663,0.4538431,0.00151,0.0018
4640,0.003435,0.0003435,2.571e-09,5.070502933634887e-05,0.009652,0.4538431,0.00151,0.0018
4650,0.003433,0.0003433,2.569e-09,5.0685303589896745e-05,0.009641,0.4538431,0.00151,0.0018
4660,0.003431,0.0003431,2.566e-09,5.065570056765576e-05,0.00963,0.4538431,0.0015,0.0018
4670,0.003429,0.00034290000000000004,2.563e-09,5.062608023538856e-05,0.009619,0.4538431,0.0015,0.0018
4680,0.003427,0.0003427,2.561e-09,5.060632371551998e-05,0.009608,0.4538431,0.0015,0.0018
4690,0.003425,0.00034250000000000003,2.558e-09,5.057667446560717e-05,0.009597,0.4538431,0.0015,0.0018
4700,0.003423,0.00034229999999999997,2.556e-09,5.055689863905815e-05,0.009586,0.4538431,0.0015,0.0018
4710,0.003421,0.0003421,2.553e-09,5.052722038663912e-05,0.009575,0.4538431,0.00149,0.0018
4720,0.003419,0.0003419,2.551e-09,5.050742519669756e-05,0.009564,0.4538431,0.00149,0.0018
4730,0.003417,0.0003417,2.548e-09,5.047771785649585e-05,0.009553,0.4538431,0.00149,0.0018
4740,0.003415,0.0003415,2.546e-09,5.0457903246171456e-05,0.009542,0.4538431,0.00149,0.0018
4750,0.003413,0.0003413,2.543e-09,5.042816673249187e-05,0.009531,0.4538431,0.00149,0.0018
4760,0.003411,0.0003411,2.541e-09,5.040833264451424e-05,0.00952,0.4538431,0.00149,0.0018
4770,0.003409,0.0003409,2.539e-09,5.038849074937649e-05,0.00951,0.4538431,0.00148,0.0018
4780,0.003407,0.0003407,2.536e-09,5.035871324805669e-05,0.009499,0.4538431,0.00148,0.0018
4790,0.003405,0.0003405,2.534e-09,5.0338851794612876e-05,0.009488,0.4538431,0.00148,0.0018
4800,0.003403,0.00034030000000000003,2.531e-09,5.030904491242107e-05,0.009478,0.4538431,0.00148,0.0018
4810,0.003401,0.00034009999999999997,2.529e-09,5.0289163842720626e-05,0.009467,0.4538431,0.00148,0.0018
4820,0.003399,0.0003399,2.526e-09,5.0259327492516254e-05,0.009456,0.4538431,0.00147,0.0018
4830,0.003397,0.00033969999999999996,2.524e-09,5.023942674832188e-05,0.009446,0.4538431,0.00147,0.0018
4840,0.003396,0.0003396,2.522e-09,5.021951811795888e-05,0.009435,0.4538431,0.00147,0.0018
4850,0.003394,0.0003394,2.519e-09,5.018964036531842e-05,0.009425,0.4538431,0.00147,0.0018
4860,0.003392,0.0003392,2.517e-09,5.0169711978443724e-05,0.009414,0.4538431,0.00147,0.0018
4870,0.00339,0.000339,2.514e-09,5.0139804546886695e-05,0.009404,0.4538431,0.00147,0.0018
4880,0.003388,0.0003388,2.512e-09,5.0119856344566675e-05,0.009394,0.4538431,0.00146,0.0018
4890,0.003386,0.0003386,2.51e-09,5.00999001995014e-05,0.009383,0.4538431,0.00146,0.0017
4900,0.003384,0.0003384,2.507e-09,5.006995106848019e-05,0.009373,0.4538431,0.00146,0.0017
4910,0.003382,0.0003382,2.505e-09,5.004997502496879e-05,0.009363,0.4538431,0.00146,0.0017
4920,0.003381,0.0003381,2.503e-09,5.0029991005395955e-05,0.009352,0.4538431,0.00146,0.0017
4930,0.003379,0.00033790000000000003,2.5e-09,5e-05,0.009342,0.4538431,0.00146,0.0017
4940,0.003377,0.00033769999999999997,2.498e-09,4.99799959983992e-05,0.009332,0.4538431,0.00145,0.0017
4950,0.003375,0.0003375,2.496e-09,4.995998398718719e-05,0.009322,0.4538431,0.00145,0.0017
4960,0.003373,0.0003373,2.493e-09,4.992995093127971e-05,0.009312,0.4538431,0.00145,0.0017
4970,0.003371,0.0003371,2.491e-09,4.990991885387112e-05,0.009302,0.4538431,0.00145,0.0017
4980,0.00337,0.000337,2.489e-09,4.9889878733065685e-05,0.009292,0.4538431,0.00145,0.0017
4990,0.003368,0.0003368,2.486e-09,4.985980344927164e-05,0.009282,0.4538431,0.00145,0.0017
5000,0.003366,0.0003366,2.484e-09,4.983974317750845e-05,0.009272,0.4538431,0.00144,0.0017
5010,0.003364,0.0003364,2.482e-09,4.98196748283246e-05,0.009262,0.4538431,0.00144,0.0017
5020,0.003362,0.0003362,2.48e-09,4.979959839195493e-05,0.009252,0.4538431,0.00144,0.0017
5030,0.00336,0.00033600000000000004,2.477e-09,4.976946855251722e-05,0.009242,0.4538431,0.00144,0.0017
5040,0.003359,0.0003359,2.475e-09,4.974937185533099e-05,0.009232,0.4538431,0.00144,0.0017
5050,0.003357,0.00033570000000000003,2.473e-09,4.972926703662542e-05,0.009222,0.4538431,0.00144,0.0017
5060,0.003355,0.00033549999999999997,2.471e-09,4.970915408654627e-05,0.009213,0.4538431,0.00143,0.0017
5070,0.003353,0.0003353,2.468e-09,4.9678969393496886e-05,0.009203,0.4538431,0.00143,0.0017
5080,0.003351,0.00033509999999999996,2.466e-09,4.9658836071740545e-05,0.009193,0.4538431,0.00143,0.0017
5090,0.00335,0.000335,2.464e-09,4.9638694583963426e-05,0.009183,0.4538431,0.00143,0.0017
5100,0.003348,0.0003348,2.462e-09,4.961854492022111e-05,0.009174,0.4538431,0.00143,0.0017
5110,0.003346,0.0003346,2.459e-09,4.958830507286975e-05,0.009164,0.4538431,0.00143,0.0017
5120,0.003344,0.0003344,2.457e-09,4.956813492557492e-05,0.009154,0.4538431,0.00142,0.0017
5130,0.003343,0.0003343,2.455e-09,4.954795656734998e-05,0.009145,0.4538431,0.00142,0.0017
5140,0.003341,0.0003341,2.453e-09,4.952776998815917e-05,0.009135,0.4538431,0.00142,0.0017
5150,0.003339,0.0003339,2.451e-09,4.950757517794625e-05,0.009126,0.4538431,0.00142,0.0017
5160,0.003337,0.00033370000000000003,2.449e-09,4.948737212663449e-05,0.009116,0.4538431,0.00142,0.0017
5170,0.003336,0.0003336,2.446e-09,4.945705207551295e-05,0.009107,0.4538431,0.00142,0.0017
5180,0.003334,0.0003334,2.444e-09,4.94368283772331e-05,0.009097,0.4538431,0.00141,0.0017
5190,0.003332,0.00033319999999999997,2.442e-09,4.941659640242335e-05,0.009088,0.4538431,0.00141,0.0017
