iter,obj_printed,obj_mse,feas_mse,pde_con_mse,bcv_mse,bcd_mse,ic_mse,pde_rms,bcv_rms,bcd_rms,ic_rms,station,alpha,step_inf,lambda,kkt,relL2,tau
2630,0.0003791,3.791e-05,6.83e-08,5.0176e-08,3.9204e-08,8.57476e-09,1.936e-07,0.000224,0.000198,9.26e-05,0.00044,0.0443,0.00118,5.24e-05,0.0001,2.23e-10,0.0157,0.0364
2640,0.000379,3.79e-05,6.814e-08,5.0176e-08,3.8808999999999994e-08,8.464e-09,1.936e-07,0.000224,0.000197,9.2e-05,0.00044,0.0443,0.00118,5.23e-05,0.0001,2.7e-10,0.0157,0.0364
2650,0.0003789,3.789e-05,6.797e-08,5.0176e-08,3.8808999999999994e-08,8.37225e-09,1.92721e-07,0.000224,0.000197,9.15e-05,0.000439,0.0443,0.00118,5.21e-05,0.0001,2.16e-10,0.0157,0.0364
2660,0.0003788,3.788e-05,6.781e-08,5.0176e-08,3.8808999999999994e-08,8.26281e-09,1.92721e-07,0.000224,0.000197,9.09e-05,0.000439,0.0442,0.00118,5.2e-05,0.0001,2.43e-10,0.0157,0.0364
2670,0.0003787,3.787e-05,6.765e-08,4.9729e-08,3.8416e-08,8.17216e-09,1.91844e-07,0.000223,0.000196,9.04e-05,0.000438,0.0442,0.00117,5.18e-05,0.0001,2.58e-10,0.0156,0.0364
2680,0.0003786,3.786e-05,6.749e-08,4.9729e-08,3.8416e-08,8.08201e-09,1.90969e-07,0.000223,0.000196,8.99e-05,0.000437,0.0442,0.00117,5.17e-05,0.0001,2.44e-10,0.0156,0.0364
2690,0.0003785,3.785e-05,6.734e-08,4.9729e-08,3.8416e-08,7.99236e-09,1.90969e-07,0.000223,0.000196,8.94e-05,0.000437,0.0441,0.00106,4.68e-05,0.0001,2.23e-10,0.0156,0.0364
2700,0.0003785,3.784e-05,6.719e-08,4.9729e-08,3.8025e-08,7.90321e-09,1.90096e-07,0.000223,0.000195,8.89e-05,0.000436,0.0441,0.00106,4.67e-05,0.0001,2.57e-10,0.0156,0.0364
2710,0.0003784,3.784e-05,6.705e-08,4.9729e-08,3.8025e-08,7.81456e-09,1.90096e-07,0.000223,0.000195,8.84e-05,0.000436,0.0441,0.00106,4.66e-05,0.0001,3.06e-10,0.0155,0.0364
2720,0.0003783,3.783e-05,6.691e-08,4.9284e-08,3.8025e-08,7.744e-09,1.89225e-07,0.000222,0.000195,8.8e-05,0.000435,0.044,0.00106,4.65e-05,0.0001,3.03e-10,0.0155,0.0364
2730,0.0003782,3.782e-05,6.677e-08,4.9284e-08,3.8025e-08,7.65625e-09,1.89225e-07,0.000222,0.000195,8.75e-05,0.000435,0.044,0.00105,4.63e-05,0.0001,3.68e-10,0.0155,0.0364
2740,0.0003781,3.781e-05,6.663e-08,4.9284e-08,3.7636e-08,7.569e-09,1.8835599999999997e-07,0.000222,0.000194,8.7e-05,0.000434,0.044,0.00105,4.62e-05,0.0001,3.13e-10,0.0155,0.0364
2750,0.0003781,3.781e-05,6.649e-08,4.9284e-08,3.7636e-08,7.499560000000001e-09,1.8835599999999997e-07,0.000222,0.000194,8.66e-05,0.000434,0.0439,0.00105,4.61e-05,0.0001,2.34e-10,0.0154,0.0364
2760,0.000378,3.78e-05,6.636e-08,4.9284e-08,3.7636e-08,7.430439999999999e-09,1.8748900000000002e-07,0.000222,0.000194,8.62e-05,0.000433,0.0439,0.00105,4.6e-05,0.0001,2.39e-10,0.0154,0.0364
2770,0.0003779,3.779e-05,6.622e-08,4.8841e-08,3.7636e-08,7.344489999999999e-09,1.8748900000000002e-07,0.000221,0.000194,8.57e-05,0.000433,0.0439,0.00104,4.58e-05,0.0001,2.69e-10,0.0154,0.0364
2780,0.0003778,3.778e-05,6.609e-08,4.8841e-08,3.7249e-08,7.27609e-09,1.86624e-07,0.000221,0.000193,8.53e-05,0.000432,0.0439,0.00104,4.57e-05,0.0001,2.44e-10,0.0154,0.0364
2790,0.0003778,3.778e-05,6.595e-08,4.8841e-08,3.7249e-08,7.208010000000001e-09,1.86624e-07,0.000221,0.000193,8.49e-05,0.000432,0.0438,0.00104,4.56e-05,0.0001,2.24e-10,0.0153,0.0364
2800,0.0003777,3.777e-05,6.582e-08,4.8841e-08,3.7249e-08,7.140249999999999e-09,1.8576100000000002e-07,0.000221,0.000193,8.45e-05,0.000431,0.0438,0.00104,4.55e-05,0.0001,2.93e-10,0.0153,0.0364
2810,0.0003776,3.776e-05,6.569e-08,4.8841e-08,3.7249e-08,7.07281e-09,1.8576100000000002e-07,0.000221,0.000193,8.41e-05,0.000431,0.0438,0.00104,4.53e-05,0.0001,2.8e-10,0.0153,0.0364
2820,0.0003776,3.776e-05,6.555e-08,4.8841e-08,3.6864000000000005e-08,7.0056900000000004e-09,1.849e-07,0.000221,0.000192,8.37e-05,0.00043,0.0437,0.00103,4.52e-05,0.0001,2.8e-10,0.0153,0.0364
2830,0.0003775,3.775e-05,6.542e-08,4.84e-08,3.6864000000000005e-08,6.938890000000001e-09,1.849e-07,0.00022,0.000192,8.33e-05,0.00043,0.0437,0.00103,4.51e-05,0.0001,2.59e-10,0.0152,0.0364
2840,0.0003774,3.774e-05,6.529e-08,4.84e-08,3.6864000000000005e-08,6.8724099999999994e-09,1.8404100000000003e-07,0.00022,0.000192,8.29e-05,0.000429,0.0437,0.00103,4.5e-05,0.0001,2.35e-10,0.0152,0.0364
2850,0.0003774,3.773e-05,6.516e-08,4.84e-08,3.6864000000000005e-08,6.80625e-09,1.8404100000000003e-07,0.00022,0.000192,8.25e-05,0.000429,0.0436,0.00103,4.49e-05,0.0001,2.78e-10,0.0152,0.0364
2860,0.0003773,3.773e-05,6.503e-08,4.84e-08,3.6481e-08,6.74041e-09,1.8404100000000003e-07,0.00022,0.000191,8.21e-05,0.000429,0.0436,0.00103,4.47e-05,0.0001,2.39e-10,0.0152,0.0364
2870,0.0003772,3.772e-05,6.491e-08,4.84e-08,3.6481e-08,6.674889999999999e-09,1.83184e-07,0.00022,0.000191,8.17e-05,0.000428,0.0436,0.00102,4.46e-05,0.0001,2.36e-10,0.0151,0.0364
2880,0.0003772,3.771e-05,6.478e-08,4.7961e-08,3.6481e-08,6.62596e-09,1.83184e-07,0.000219,0.000191,8.14e-05,0.000428,0.0436,0.00102,4.45e-05,0.0001,2.63e-10,0.0151,0.0364
2890,0.0003771,3.771e-05,6.465e-08,4.7961e-08,3.6481e-08,6.561000000000001e-09,1.8232900000000002e-07,0.000219,0.000191,8.1e-05,0.000427,0.0435,0.00102,4.44e-05,0.0001,2.22e-10,0.0151,0.0364
2900,0.000377,3.77e-05,6.453e-08,4.7961e-08,3.6100000000000006e-08,6.496359999999999e-09,1.8232900000000002e-07,0.000219,0.00019,8.06e-05,0.000427,0.0435,0.00102,4.43e-05,0.0001,2.09e-10,0.0151,0.0364
2910,0.000377,3.769e-05,6.44e-08,4.7961e-08,3.6100000000000006e-08,6.44809e-09,1.81476e-07,0.000219,0.00019,8.03e-05,0.000426,0.0435,0.00102,4.42e-05,0.0001,2.38e-10,0.0151,0.0364
2920,0.0003769,3.769e-05,6.428e-08,4.7961e-08,3.6100000000000006e-08,6.384010000000001e-09,1.81476e-07,0.000219,0.00019,7.99e-05,0.000426,0.0434,0.00101,4.41e-05,0.0001,2.47e-10,0.015,0.0364
2930,0.0003768,3.768e-05,6.415e-08,4.7961e-08,3.6100000000000006e-08,6.336159999999999e-09,1.80625e-07,0.000219,0.00019,7.96e-05,0.000425,0.0434,0.00101,4.39e-05,0.0001,2.77e-10,0.015,0.0364
2940,0.0003768,3.768e-05,6.403e-08,4.7524e-08,3.5721000000000006e-08,6.27264e-09,1.80625e-07,0.000218,0.000189,7.92e-05,0.000425,0.0434,0.00101,4.38e-05,0.0001,2.72e-10,0.015,0.0364
2950,0.0003767,3.767e-05,6.391e-08,4.7524e-08,3.5721000000000006e-08,6.225209999999999e-09,1.79776e-07,0.000218,0.000189,7.89e-05,0.000424,0.0434,0.00101,4.37e-05,0.0001,2.68e-10,0.015,0.0364
2960,0.0003766,3.766e-05,6.379e-08,4.7524e-08,3.5721000000000006e-08,6.17796e-09,1.79776e-07,0.000218,0.000189,7.86e-05,0.000424,0.0433,0.00101,4.36e-05,0.0001,2.15e-10,0.0149,0.0364
2970,0.0003766,3.766e-05,6.367e-08,4.7524e-08,3.5721000000000006e-08,6.115240000000001e-09,1.7892899999999997e-07,0.000218,0.000189,7.82e-05,0.000423,0.0433,0.001,4.35e-05,0.0001,3.1e-10,0.0149,0.0364
2980,0.0003765,3.765e-05,6.355e-08,4.7524e-08,3.5343999999999995e-08,6.068409999999999e-09,1.7892899999999997e-07,0.000218,0.000188,7.79e-05,0.000423,0.0433,0.001,4.34e-05,0.0001,3.57e-10,0.0149,0.0364
2990,0.0003765,3.764e-05,6.343e-08,4.7524e-08,3.5343999999999995e-08,6.0217600000000005e-09,1.7892899999999997e-07,0.000218,0.000188,7.76e-05,0.000423,0.0433,0.001,4.33e-05,0.0001,3.6e-10,0.0149,0.0364
3000,0.0003764,3.764e-05,6.331e-08,4.708899999999999e-08,3.5343999999999995e-08,5.9752899999999995e-09,1.7808400000000002e-07,0.000217,0.000188,7.73e-05,0.000422,0.0432,0.000999,4.32e-05,0.0001,2.48e-10,0.0149,0.0364
3010,0.0003763,3.763e-05,6.319e-08,4.708899999999999e-08,3.5343999999999995e-08,5.9290000000000005e-09,1.7808400000000002e-07,0.000217,0.000188,7.7e-05,0.000422,0.0432,0.000997,4.31e-05,0.0001,2.81e-10,0.0148,0.0364
3020,0.0003763,3.763e-05,6.308e-08,4.708899999999999e-08,3.4968999999999994e-08,5.882889999999999e-09,1.77241e-07,0.000217,0.000187,7.67e-05,0.000421,0.0432,0.000995,4.3e-05,0.0001,3.13e-10,0.0148,0.0364
3030,0.0003762,3.762e-05,6.296e-08,4.708899999999999e-08,3.4968999999999994e-08,5.83696e-09,1.77241e-07,0.000217,0.000187,7.64e-05,0.000421,0.0431,0.000993,4.29e-05,0.0001,2.65e-10,0.0148,0.0364
3040,0.0003762,3.762e-05,6.284e-08,4.708899999999999e-08,3.4968999999999994e-08,5.791210000000001e-09,1.7640000000000002e-07,0.000217,0.000187,7.61e-05,0.00042,0.0431,0.000991,4.27e-05,0.0001,3.68e-10,0.0148,0.0364
3050,0.0003761,3.761e-05,6.273e-08,4.708899999999999e-08,3.4968999999999994e-08,5.74564e-09,1.7640000000000002e-07,0.000217,0.000187,7.58e-05,0.00042,0.0431,0.000989,4.26e-05,0.0001,2.82e-10,0.0148,0.0364
3060,0.000376,3.76e-05,6.261e-08,4.6656e-08,3.4596e-08,5.700250000000001e-09,1.75561e-07,0.000216,0.000186,7.55e-05,0.000419,0.0431,0.000988,4.25e-05,0.0001,2.87e-10,0.0147,0.0364
3070,0.000376,3.76e-05,6.25e-08,4.6656e-08,3.4596e-08,5.6550399999999995e-09,1.75561e-07,0.000216,0.000186,7.52e-05,0.000419,0.043,0.000986,4.24e-05,0.0001,2.42e-10,0.0147,0.0364
3080,0.0003759,3.759e-05,6.239e-08,4.6656e-08,3.4596e-08,5.610010000000001e-09,1.75561e-07,0.000216,0.000186,7.49e-05,0.000419,0.043,0.000984,4.23e-05,0.0001,2.18e-10,0.0147,0.0364
3090,0.0003759,3.759e-05,6.228e-08,4.6656e-08,3.4596e-08,5.5651599999999994e-09,1.7472400000000002e-07,0.000216,0.000186,7.46e-05,0.000418,0.043,0.000982,4.22e-05,0.0001,2.37e-10,0.0147,0.0364
3100,0.0003758,3.758e-05,6.216e-08,4.6656e-08,3.4596e-08,5.520490000000001e-09,1.7472400000000002e-07,0.000216,0.000186,7.43e-05,0.000418,0.043,0.00098,4.21e-05,0.0001,2.64e-10,0.0146,0.0364
3110,0.0003758,3.758e-05,6.205e-08,4.6656e-08,3.4225e-08,5.49081e-09,1.73889e-07,0.000216,0.000185,7.41e-05,0.000417,0.0429,0.000979,4.2e-05,0.0001,2.32e-10,0.0146,0.0364
3120,0.0003757,3.757e-05,6.194e-08,4.6225e-08,3.4225e-08,5.446440000000001e-09,1.73889e-07,0.000215,0.000185,7.38e-05,0.000417,0.0429,0.000977,4.19e-05,0.0001,2.33e-10,0.0146,0.0364
3130,0.0003757,3.757e-05,6.183e-08,4.6225e-08,3.4225e-08,5.40225e-09,1.7305599999999998e-07,0.000215,0.000185,7.35e-05,0.000416,0.0429,0.000975,4.18e-05,0.0001,2.55e-10,0.0146,0.0364
3140,0.0003756,3.756e-05,6.172e-08,4.6225e-08,3.4225e-08,5.372890000000001e-09,1.7305599999999998e-07,0.000215,0.000185,7.33e-05,0.000416,0.0429,0.000973,4.17e-05,0.0001,1.78e-10,0.0146,0.0364
3150,0.0003756,3.756e-05,6.161e-08,4.6225e-08,3.3856e-08,5.329e-09,1.7305599999999998e-07,0.000215,0.000184,7.3e-05,0.000416,0.0428,0.000972,4.16e-05,0.0001,2.2e-10,0.0145,0.0364
3160,0.0003755,3.755e-05,6.15e-08,4.6225e-08,3.3856e-08,5.2852900000000005e-09,1.72225e-07,0.000215,0.000184,7.27e-05,0.000415,0.0428,0.00097,4.15e-05,0.0001,2.38e-10,0.0145,0.0364
3170,0.0003755,3.755e-05,6.14e-08,4.6225e-08,3.3856e-08,5.25625e-09,1.72225e-07,0.000215,0.000184,7.25e-05,0.000415,0.0428,0.000968,4.14e-05,0.0001,2.78e-10,0.0145,0.0364
3180,0.0003754,3.754e-05,6.129e-08,4.6225e-08,3.3856e-08,5.212840000000001e-09,1.7139599999999998e-07,0.000215,0.000184,7.22e-05,0.000414,0.0428,0.000966,4.13e-05,0.0001,2.36e-10,0.0145,0.0364
3190,0.0003754,3.754e-05,6.118e-08,4.5796e-08,3.3856e-08,5.184e-09,1.7139599999999998e-07,0.000214,0.000184,7.2e-05,0.000414,0.0427,0.000965,4.12e-05,0.0001,2.56e-10,0.0145,0.0364
3200,0.0003753,3.753e-05,6.108e-08,4.5796e-08,3.3489e-08,5.140889999999999e-09,1.7139599999999998e-07,0.000214,0.000183,7.17e-05,0.000414,0.0427,0.000963,4.11e-05,0.0001,2.91e-10,0.0144,0.0364
3210,0.0003753,3.753e-05,6.097e-08,4.5796e-08,3.3489e-08,5.112250000000001e-09,1.70569e-07,0.000214,0.000183,7.15e-05,0.000413,0.0427,0.000961,4.1e-05,0.0001,2.87e-10,0.0144,0.0364
3220,0.0003752,3.752e-05,6.087e-08,4.5796e-08,3.3489e-08,5.08369e-09,1.70569e-07,0.000214,0.000183,7.13e-05,0.000413,0.0427,0.00096,4.09e-05,0.0001,2.53e-10,0.0144,0.0364
3230,0.0003752,3.752e-05,6.076e-08,4.5796e-08,3.3489e-08,5.041e-09,1.69744e-07,0.000214,0.000183,7.1e-05,0.000412,0.0426,0.000958,4.08e-05,0.0001,2.31e-10,0.0144,0.0364
3240,0.0003751,3.751e-05,6.066e-08,4.5796e-08,3.3124e-08,5.01264e-09,1.69744e-07,0.000214,0.000182,7.08e-05,0.000412,0.0426,0.000956,4.08e-05,0.0001,2.06e-10,0.0144,0.0364
3250,0.0003751,3.751e-05,6.056e-08,4.5369e-08,3.3124e-08,4.984359999999999e-09,1.69744e-07,0.000213,0.000182,7.06e-05,0.000412,0.0426,0.000955,4.07e-05,0.0001,2.66e-10,0.0143,0.0364
3260,0.000375,3.75e-05,6.045e-08,4.5369e-08,3.3124e-08,4.94209e-09,1.68921e-07,0.000213,0.000182,7.03e-05,0.000411,0.0426,0.000953,4.06e-05,0.0001,2.68e-10,0.0143,0.0364
3270,0.000375,3.75e-05,6.035e-08,4.5369e-08,3.3124e-08,4.914009999999999e-09,1.68921e-07,0.000213,0.000182,7.01e-05,0.000411,0.0425,0.000951,4.05e-05,0.0001,2.56e-10,0.0143,0.0364
3280,0.0003749,3.749e-05,6.025e-08,4.5369e-08,3.3124e-08,4.8860100000000006e-09,1.681e-07,0.000213,0.000182,6.99e-05,0.00041,0.0425,0.00095,4.04e-05,0.0001,2.66e-10,0.0143,0.0364
3290,0.0003749,3.749e-05,6.015e-08,4.5369e-08,3.2761000000000005e-08,4.85809e-09,1.681e-07,0.000213,0.000181,6.97e-05,0.00041,0.0425,0.000948,4.03e-05,0.0001,3.11e-10,0.0143,0.0364
3300,0.0003749,3.748e-05,6.005e-08,4.5369e-08,3.2761000000000005e-08,4.8302499999999995e-09,1.681e-07,0.000213,0.000181,6.95e-05,0.00041,0.0425,0.000946,4.02e-05,0.0001,2.83e-10,0.0142,0.0364
3310,0.0003748,3.748e-05,5.995e-08,4.5369e-08,3.2761000000000005e-08,4.78864e-09,1.6728100000000003e-07,0.000213,0.000181,6.92e-05,0.000409,0.0424,0.000945,4.01e-05,0.0001,3.09e-10,0.0142,0.0364
3320,0.0003748,3.748e-05,5.985e-08,4.4944e-08,3.2761000000000005e-08,4.7609999999999996e-09,1.6728100000000003e-07,0.000212,0.000181,6.9e-05,0.000409,0.0424,0.000943,4e-05,0.0001,2.73e-10,0.0142,0.0364
3330,0.0003747,3.747e-05,5.975e-08,4.4944e-08,3.2761000000000005e-08,4.7334400000000006e-09,1.66464e-07,0.000212,0.000181,6.88e-05,0.000408,0.0424,0.000942,3.99e-05,0.0001,2.23e-10,0.0142,0.0364
3340,0.0003747,3.747e-05,5.965e-08,4.4944e-08,3.2400000000000006e-08,4.70596e-09,1.66464e-07,0.000212,0.00018,6.86e-05,0.000408,0.0424,0.00094,3.98e-05,0.0001,2.57e-10,0.0142,0.0364
3350,0.0003746,3.746e-05,5.955e-08,4.4944e-08,3.2400000000000006e-08,4.67856e-09,1.66464e-07,0.000212,0.00018,6.84e-05,0.000408,0.0423,0.000938,3.97e-05,0.0001,2.67e-10,0.0142,0.0364
3360,0.0003746,3.746e-05,5.945e-08,4.4944e-08,3.2400000000000006e-08,4.651240000000001e-09,1.6564900000000003e-07,0.000212,0.00018,6.82e-05,0.000407,0.0423,0.000937,3.97e-05,0.0001,2.57e-10,0.0141,0.0364
3370,0.0003746,3.746e-05,5.936e-08,4.4944e-08,3.2400000000000006e-08,4.624e-09,1.6564900000000003e-07,0.000212,0.00018,6.8e-05,0.000407,0.0423,0.000935,3.96e-05,0.0001,2.11e-10,0.0141,0.0364
3380,0.0003745,3.745e-05,5.926e-08,4.4944e-08,3.2400000000000006e-08,4.596839999999999e-09,1.64836e-07,0.000212,0.00018,6.78e-05,0.000406,0.0423,0.000934,3.95e-05,0.0001,2.74e-10,0.0141,0.0364
3390,0.0003745,3.745e-05,5.916e-08,4.4521000000000005e-08,3.2040999999999996e-08,4.56976e-09,1.64836e-07,0.000211,0.000179,6.76e-05,0.000406,0.0423,0.000932,3.94e-05,0.0001,2.92e-10,0.0141,0.0364
3400,0.0003744,3.744e-05,5.907e-08,4.4521000000000005e-08,3.2040999999999996e-08,4.54276e-09,1.64836e-07,0.000211,0.000179,6.74e-05,0.000406,0.0422,0.000931,3.93e-05,0.0001,2.15e-10,0.0141,0.0364
3410,0.0003744,3.744e-05,5.897e-08,4.4521000000000005e-08,3.2040999999999996e-08,4.529289999999999e-09,1.64025e-07,0.000211,0.000179,6.73e-05,0.000405,0.0422,0.000929,3.92e-05,0.0001,2.33e-10,0.014,0.0364
3420,0.0003744,3.744e-05,5.888e-08,4.4521000000000005e-08,3.2040999999999996e-08,4.50241e-09,1.64025e-07,0.000211,0.000179,6.71e-05,0.000405,0.0422,0.000927,3.91e-05,0.0001,2.72e-10,0.014,0.0364
3430,0.0003743,3.743e-05,5.878e-08,4.4521000000000005e-08,3.2040999999999996e-08,4.47561e-09,1.64025e-07,0.000211,0.000179,6.69e-05,0.000405,0.0422,0.000926,3.9e-05,0.0001,2.59e-10,0.014,0.0364
3440,0.0003743,3.743e-05,5.869e-08,4.4521000000000005e-08,3.1683999999999994e-08,4.4488899999999995e-09,1.63216e-07,0.000211,0.000178,6.67e-05,0.000404,0.0421,0.000924,3.9e-05,0.0001,2.27e-10,0.014,0.0364
3450,0.0003743,3.743e-05,5.86e-08,4.4521000000000005e-08,3.1683999999999994e-08,4.42225e-09,1.63216e-07,0.000211,0.000178,6.65e-05,0.000404,0.0421,0.000923,3.89e-05,0.0001,2.37e-10,0.014,0.0364
3460,0.0003742,3.742e-05,5.85e-08,4.4521000000000005e-08,3.1683999999999994e-08,4.39569e-09,1.6240899999999998e-07,0.000211,0.000178,6.63e-05,0.000403,0.0421,0.000921,3.88e-05,0.0001,2.59e-10,0.014,0.0364
3470,0.0003742,3.742e-05,5.841e-08,4.4100000000000004e-08,3.1683999999999994e-08,4.38244e-09,1.6240899999999998e-07,0.00021,0.000178,6.62e-05,0.000403,0.0421,0.00092,3.87e-05,0.0001,2.93e-10,0.0139,0.0364
3480,0.0003742,3.741e-05,5.832e-08,4.4100000000000004e-08,3.1683999999999994e-08,4.356e-09,1.6240899999999998e-07,0.00021,0.000178,6.6e-05,0.000403,0.042,0.000918,3.86e-05,0.0001,2.17e-10,0.0139,0.0364
3490,0.0003741,3.741e-05,5.823e-08,4.4100000000000004e-08,3.1328999999999996e-08,4.32964e-09,1.6160400000000002e-07,0.00021,0.000177,6.58e-05,0.000402,0.042,0.000917,3.85e-05,0.0001,2.52e-10,0.0139,0.0364
3500,0.0003741,3.741e-05,5.813e-08,4.4100000000000004e-08,3.1328999999999996e-08,4.3164899999999994e-09,1.6160400000000002e-07,0.00021,0.000177,6.57e-05,0.000402,0.042,0.000915,3.84e-05,0.0001,2.3e-10,0.0139,0.0364
3510,0.0003741,3.74e-05,5.804e-08,4.4100000000000004e-08,3.1328999999999996e-08,4.290250000000001e-09,1.6160400000000002e-07,0.00021,0.000177,6.55e-05,0.000402,0.042,0.000914,3.84e-05,0.0001,3.27e-10,0.0139,0.0364
3520,0.000374,3.74e-05,5.795e-08,4.4100000000000004e-08,3.1328999999999996e-08,4.26409e-09,1.6080099999999999e-07,0.00021,0.000177,6.53e-05,0.000401,0.042,0.000912,3.83e-05,0.0001,2.72e-10,0.0138,0.0364
3530,0.000374,3.74e-05,5.786e-08,4.4100000000000004e-08,3.1328999999999996e-08,4.25104e-09,1.6080099999999999e-07,0.00021,0.000177,6.52e-05,0.000401,0.0419,0.000911,3.82e-05,0.0001,2.14e-10,0.0138,0.0364
3540,0.000374,3.74e-05,5.777e-08,4.3681000000000006e-08,3.0976e-08,4.224999999999999e-09,1.6080099999999999e-07,0.000209,0.000176,6.5e-05,0.000401,0.0419,0.000909,3.81e-05,0.0001,2.66e-10,0.0138,0.0364
3550,0.0003739,3.739e-05,5.768e-08,4.3681000000000006e-08,3.0976e-08,4.1990400000000004e-09,1.6e-07,0.000209,0.000176,6.48e-05,0.0004,0.0419,0.000908,3.8e-05,0.0001,2.67e-10,0.0138,0.0364
3560,0.0003739,3.739e-05,5.76e-08,4.3681000000000006e-08,3.0976e-08,4.18609e-09,1.6e-07,0.000209,0.000176,6.47e-05,0.0004,0.0419,0.000907,3.8e-05,0.0001,2.41e-10,0.0138,0.0364
3570,0.0003739,3.739e-05,5.751e-08,4.3681000000000006e-08,3.0976e-08,4.160249999999999e-09,1.6e-07,0.000209,0.000176,6.45e-05,0.0004,0.0418,0.000905,3.79e-05,0.0001,2.64e-10,0.0138,0.0364
3580,0.0003738,3.738e-05,5.742e-08,4.3681000000000006e-08,3.0976e-08,4.147359999999999e-09,1.59201e-07,0.000209,0.000176,6.44e-05,0.000399,0.0418,0.000904,3.78e-05,0.0001,2.45e-10,0.0137,0.0364
3590,0.0003738,3.738e-05,5.733e-08,4.3681000000000006e-08,3.0625e-08,4.12164e-09,1.59201e-07,0.000209,0.000175,6.42e-05,0.000399,0.0418,0.000902,3.77e-05,0.0001,2.48e-10,0.0137,0.0364
3600,0.0003738,3.738e-05,5.724e-08,4.3681000000000006e-08,3.0625e-08,4.10881e-09,1.5840400000000002e-07,0.000209,0.000175,6.41e-05,0.000398,0.0418,0.000901,3.76e-05,0.0001,2.25e-10,0.0137,0.0364
3610,0.0003737,3.737e-05,5.716e-08,4.3681000000000006e-08,3.0625e-08,4.083209999999999e-09,1.5840400000000002e-07,0.000209,0.000175,6.39e-05,0.000398,0.0418,0.000899,3.76e-05,0.0001,1.83e-10,0.0137,0.0364
3620,0.0003737,3.737e-05,5.707e-08,4.3263999999999996e-08,3.0625e-08,4.070440000000001e-09,1.5840400000000002e-07,0.000208,0.000175,6.38e-05,0.000398,0.0417,0.000898,3.75e-05,0.0001,2.13e-10,0.0137,0.0364
3630,0.0003737,3.737e-05,5.699e-08,4.3263999999999996e-08,3.0625e-08,4.0449600000000005e-09,1.57609e-07,0.000208,0.000175,6.36e-05,0.000397,0.0417,0.000897,3.74e-05,0.0001,2.24e-10,0.0137,0.0364
3640,0.0003737,3.737e-05,5.69e-08,4.3263999999999996e-08,3.0276e-08,4.03225e-09,1.57609e-07,0.000208,0.000174,6.35e-05,0.000397,0.0417,0.000895,3.73e-05,0.0001,2.6e-10,0.0136,0.0364
3650,0.0003736,3.736e-05,5.681e-08,4.3263999999999996e-08,3.0276e-08,4.00689e-09,1.57609e-07,0.000208,0.000174,6.33e-05,0.000397,0.0417,0.000894,3.72e-05,0.0001,2.71e-10,0.0136,0.0364
3660,0.0003736,3.736e-05,5.673e-08,4.3263999999999996e-08,3.0276e-08,3.9942400000000005e-09,1.56816e-07,0.000208,0.000174,6.32e-05,0.000396,0.0417,0.000892,3.72e-05,0.0001,2.67e-10,0.0136,0.0364
3670,0.0003736,3.736e-05,5.665e-08,4.3263999999999996e-08,3.0276e-08,3.969e-09,1.56816e-07,0.000208,0.000174,6.3e-05,0.000396,0.0416,0.000891,3.71e-05,0.0001,2.52e-10,0.0136,0.0364
3680,0.0003736,3.736e-05,5.656e-08,4.3263999999999996e-08,3.0276e-08,3.95641e-09,1.56816e-07,0.000208,0.000174,6.29e-05,0.000396,0.0416,0.00089,3.7e-05,0.0001,2.16e-10,0.0136,0.0364
3690,0.0003735,3.735e-05,5.648e-08,4.3263999999999996e-08,3.0276e-08,3.943839999999999e-09,1.56025e-07,0.000208,0.000174,6.28e-05,0.000395,0.0416,0.000888,3.69e-05,0.0001,2.36e-10,0.0136,0.0364
3700,0.0003735,3.735e-05,5.639e-08,4.2848999999999995e-08,2.9929e-08,3.918760000000001e-09,1.56025e-07,0.000207,0.000173,6.26e-05,0.000395,0.0416,0.000887,3.69e-05,0.0001,2.34e-10,0.0135,0.0364
3710,0.0003735,3.735e-05,5.631e-08,4.2848999999999995e-08,2.9929e-08,3.90625e-09,1.56025e-07,0.000207,0.000173,6.25e-05,0.000395,0.0415,0.000886,3.68e-05,0.0001,2.04e-10,0.0135,0.0364
3720,0.0003735,3.735e-05,5.623e-08,4.2848999999999995e-08,2.9929e-08,3.89376e-09,1.5523599999999997e-07,0.000207,0.000173,6.24e-05,0.000394,0.0415,0.000884,3.67e-05,0.0001,2.37e-10,0.0135,0.0364
3730,0.0003734,3.734e-05,5.615e-08,4.2848999999999995e-08,2.9929e-08,3.868839999999999e-09,1.5523599999999997e-07,0.000207,0.000173,6.22e-05,0.000394,0.0415,0.000883,3.66e-05,0.0001,2.01e-10,0.0135,0.0364
3740,0.0003734,3.734e-05,5.606e-08,4.2848999999999995e-08,2.9929e-08,3.856410000000001e-09,1.5523599999999997e-07,0.000207,0.000173,6.21e-05,0.000394,0.0415,0.000881,3.66e-05,0.0001,1.99e-10,0.0135,0.0364
3750,0.0003734,3.734e-05,5.598e-08,4.2848999999999995e-08,2.9584000000000002e-08,3.844e-09,1.54449e-07,0.000207,0.000172,6.2e-05,0.000393,0.0415,0.00088,3.65e-05,0.0001,2.62e-10,0.0135,0.0364
3760,0.0003734,3.734e-05,5.59e-08,4.2848999999999995e-08,2.9584000000000002e-08,3.81924e-09,1.54449e-07,0.000207,0.000172,6.18e-05,0.000393,0.0414,0.000879,3.64e-05,0.0001,2.3e-10,0.0134,0.0364
