iter,pde_obj_weighted,pde_mse,constraint_mse,constraint_rms,station,tau,alpha,kkt
2550,0.0001504,1.504e-05,5.317e-10,2.3058620947489467e-05,0.002627,0.4576036,0.227,0.00023
2560,0.0001498,1.498e-05,1.073e-09,3.27566787083184e-05,0.003734,0.4576036,0.0961,0.00022
2570,0.0001513,1.5129999999999999e-05,1.611e-09,4.013726448077896e-05,0.0009486,0.4576036,0.945,0.00022
2580,0.0001501,1.5009999999999999e-05,1.995e-09,4.4665422868254586e-05,0.0008955,0.4576036,0.943,0.00022
2590,0.0001479,1.4789999999999999e-05,4.63e-10,2.1517434791350012e-05,0.001501,0.4576036,0.642,0.00022
2600,0.000146,1.4599999999999999e-05,2.035e-09,4.5110974274559846e-05,0.000354,0.4576036,1.03,0.00022
2610,0.0001451,1.451e-05,1.118e-09,3.3436506994600975e-05,0.003143,0.4576036,0.127,0.00022
2620,0.0001459,1.459e-05,7.736e-10,2.781366570590795e-05,0.00268,0.4576036,0.153,0.00022
2630,0.0001451,1.451e-05,1.599e-09,3.998749804626441e-05,0.0004914,0.4576036,1.03,0.00022
2640,0.0001447,1.4469999999999999e-05,9.198e-10,3.0328204694640268e-05,0.0009764,0.4576036,0.769,0.00022
2650,0.0001431,1.431e-05,5.594e-10,2.3651638421048128e-05,0.001464,0.4576036,0.358,0.00022
2660,0.0001439,1.439e-05,6.556e-10,2.5604687070925118e-05,0.001799,0.4576036,0.523,0.00022
2670,0.0001432,1.4320000000000002e-05,9.527e-10,3.086583872179727e-05,0.0005948,0.4576036,0.925,0.00022
2680,0.0001418,1.418e-05,4.726e-10,2.173936521612349e-05,0.001617,0.4576036,0.431,0.00022
2690,0.0001424,1.424e-05,1.335e-09,3.653765181289022e-05,0.0008405,0.4576036,0.921,0.00022
2700,0.0001399,1.3990000000000002e-05,1.214e-09,3.484250278036869e-05,0.002722,0.4576036,0.22,0.00022
2710,0.00014,1.3999999999999998e-05,3.719e-10,1.9284708968506627e-05,0.0009825,0.4576036,0.626,0.00021
2720,0.0001391,1.3909999999999999e-05,1.029e-09,3.207802986469088e-05,0.00048,0.4576036,1.01,0.00022
2730,0.0001385,1.3850000000000001e-05,2.436e-09,4.935585071701226e-05,0.0008966,0.4576036,1.0,0.00021
2740,0.0001381,1.381e-05,5.664e-10,2.3799159649029626e-05,0.00291,0.4576036,0.102,0.00021
2750,0.000137,1.37e-05,4.594e-10,2.143361845326169e-05,0.003077,0.4576036,0.149,0.00021
2760,0.0001363,1.363e-05,2.729e-10,1.651968522702536e-05,0.002199,0.4576036,0.198,0.00021
2770,0.0001356,1.3559999999999999e-05,6.219e-10,2.4937922928744485e-05,0.002503,0.4576036,0.197,0.00021
2780,0.0001347,1.347e-05,1.004e-09,3.168595903550972e-05,0.0003368,0.4576036,0.995,0.00021
2790,0.0001353,1.3530000000000001e-05,6.83e-10,2.613426869074396e-05,0.001065,0.4576036,0.678,0.00021
2800,0.0001342,1.342e-05,2.691e-10,1.6404267737390778e-05,0.001488,0.4576036,0.42,0.00021
2810,0.0001335,1.335e-05,1.201e-09,3.465544690232691e-05,0.003666,0.4576036,0.134,0.00021
2820,0.0001337,1.3369999999999999e-05,9.996e-10,3.16164514137814e-05,0.0006334,0.4576036,0.987,0.00021
2830,0.0001322,1.3219999999999999e-05,1.38e-09,3.714835124201342e-05,0.000448,0.4576036,0.985,0.00021
2840,0.0001321,1.321e-05,1.082e-09,3.289376840679705e-05,0.0005815,0.4576036,0.983,0.00021
2850,0.0001315,1.315e-05,4.919e-10,2.2178818724179158e-05,0.001728,0.4576036,0.416,0.00021
2860,0.0001306,1.306e-05,2.12e-10,1.4560219778561037e-05,0.001641,0.4576036,0.312,0.00021
2870,0.0001312,1.312e-05,3.922e-10,1.9804039991880445e-05,0.001407,0.4576036,0.667,0.00021
2880,0.0001287,1.287e-05,2.203e-09,4.693612681080534e-05,0.0003861,0.4576036,0.975,0.00021
2890,0.0001298,1.2980000000000001e-05,8.51e-10,2.9171904291629644e-05,0.00408,0.4576036,0.0817,0.00021
2900,0.0001285,1.285e-05,9.648e-10,3.106122985330748e-05,0.0008452,0.4576036,0.971,0.00021
2910,0.0001295,1.295e-05,8.538e-10,2.9219856262480143e-05,0.0008787,0.4576036,0.969,0.0002
2920,0.0001276,1.2760000000000001e-05,7.863e-10,2.804104135013534e-05,0.0002379,0.4576036,0.968,0.0002
2930,0.0001276,1.2760000000000001e-05,5.691e-10,2.385581690070579e-05,0.0009211,0.4576036,0.878,0.0002
2940,0.0001265,1.2650000000000001e-05,4.772e-10,2.1844907873461037e-05,0.0002124,0.4576036,0.964,0.0002
2950,0.0001267,1.2669999999999999e-05,4.98e-10,2.23159136044214e-05,0.001407,0.4576036,0.543,0.0002
2960,0.0001273,1.273e-05,7.409e-10,2.721947831976212e-05,0.00121,0.4576036,0.721,0.0002
2970,0.0001241,1.2410000000000001e-05,1.315e-09,3.626292872893749e-05,0.0003395,0.4576036,0.958,0.0002
2980,0.0001247,1.247e-05,3.725e-10,1.9300259065618782e-05,0.0005537,0.4576036,0.957,0.0002
2990,0.0001237,1.237e-05,3.809e-10,1.951665955024066e-05,0.001994,0.4576036,0.208,0.0002
3000,0.0001231,1.231e-05,7.136e-10,2.67132925713024e-05,0.0003719,0.4576036,0.953,0.0002
3010,0.0001229,1.2290000000000001e-05,3.199e-10,1.7885748516626305e-05,0.002996,0.4576036,0.117,0.0002
3020,0.0001223,1.223e-05,6.906e-10,2.6279269396237025e-05,0.0003134,0.4576036,0.949,0.0002
3030,0.0001231,1.231e-05,9.834e-10,3.135920917370207e-05,0.0008634,0.4576036,0.948,0.0002
3040,0.0001208,1.208e-05,1.102e-09,3.319638534539566e-05,0.0002508,0.4576036,0.946,0.0002
3050,0.000121,1.21e-05,1.109e-09,3.330165161069343e-05,0.002281,0.4576036,0.17,0.0002
3060,0.000121,1.21e-05,5.4e-10,2.3237900077244502e-05,0.001295,0.4576036,0.644,0.0002
3070,0.0001204,1.204e-05,5.542e-10,2.354145280138845e-05,0.001146,0.4576036,0.531,0.0002
3080,0.0001202,1.202e-05,6.806e-10,2.6088311559010482e-05,0.00131,0.4576036,0.53,0.0002
3090,0.0001196,1.1959999999999999e-05,1.018e-09,3.190611226708764e-05,0.0008006,0.4576036,0.937,0.0002
3100,0.0001189,1.189e-05,4.21e-10,2.0518284528683193e-05,0.001146,0.4576036,0.639,0.0002
3110,0.0001184,1.184e-05,2.53e-10,1.5905973720586865e-05,0.00145,0.4576036,0.396,0.0002
3120,0.0001177,1.177e-05,1.8e-10,1.3416407864998738e-05,0.001834,0.4576036,0.203,0.0002
3130,0.0001174,1.174e-05,3.332e-10,1.8253766734567417e-05,0.002668,0.4576036,0.126,0.0002
3140,0.0001167,1.167e-05,9.125e-10,3.020761493398643e-05,0.003147,0.4576036,0.152,0.0002
3150,0.0001173,1.1730000000000001e-05,1.084e-09,3.292415526630866e-05,0.0007483,0.4576036,0.927,0.00019
3160,0.0001159,1.1589999999999999e-05,2.78e-10,1.6673332000533068e-05,0.00172,0.4576036,0.201,0.00019
3170,0.0001161,1.161e-05,5.61e-10,2.3685438564654022e-05,0.003789,0.4576036,0.0705,0.00019
3180,0.0001151,1.151e-05,6.686e-10,2.5857300709857554e-05,0.001556,0.4576036,0.573,0.00019
3190,0.000115,1.15e-05,5.13e-10,2.264950330581225e-05,0.001246,0.4576036,0.629,0.00019
3200,0.0001139,1.1390000000000001e-05,5.317e-10,2.3058620947489467e-05,0.002816,0.4576036,0.165,0.00019
3210,0.0001139,1.1390000000000001e-05,3.844e-10,1.9606121493043953e-05,0.001618,0.4576036,0.428,0.00019
3220,0.0001128,1.128e-05,5.526e-10,2.350744562899168e-05,0.001267,0.4576036,0.427,0.00019
3230,0.0001133,1.133e-05,6.622e-10,2.57332469774026e-05,0.0004594,0.4576036,1.01,0.00019
3240,0.0001122,1.1220000000000001e-05,1.305e-09,3.6124783736376885e-05,0.0003941,0.4576036,1.0,0.00019
3250,0.0001123,1.1230000000000001e-05,5.674e-10,2.3820159529272678e-05,0.001204,0.4576036,0.622,0.00019
3260,0.0001116,1.116e-05,3.842e-10,1.9601020381602585e-05,0.003635,0.4576036,0.0694,0.00019
3270,0.0001123,1.1230000000000001e-05,5.337e-10,2.310194796981415e-05,0.001228,0.4576036,0.825,0.00019
3280,0.000111,1.11e-05,1.799e-09,4.241462012089699e-05,0.0005725,0.4576036,0.997,0.00019
3290,0.0001102,1.102e-05,4.982e-10,2.2320394261750844e-05,0.001707,0.4576036,0.317,0.00019
3300,0.0001104,1.104e-05,8.559e-10,2.9255768661923754e-05,0.001087,0.4576036,0.617,0.00019
3310,0.0001094,1.094e-05,1.423e-09,3.772267222772003e-05,0.002696,0.4576036,0.111,0.00019
3320,0.000109,1.09e-05,6.525e-10,2.5544079548889602e-05,0.003187,0.4576036,0.134,0.00019
3330,0.0001101,1.1010000000000001e-05,7.563e-10,2.750090907588329e-05,0.0006981,0.4576036,0.898,0.00019
3340,0.0001081,1.081e-05,1.11e-09,3.3316662497915364e-05,0.0002633,0.4576036,0.987,0.00019
3350,0.0001077,1.077e-05,2.424e-10,1.556920036482285e-05,0.002537,0.4576036,0.11,0.00019
3360,0.0001076,1.076e-05,2.287e-10,1.512283042290695e-05,0.00261,0.4576036,0.11,0.00019
3370,0.0001067,1.0670000000000001e-05,8.604e-10,2.933257574779276e-05,0.0024,0.4576036,0.194,0.00019
3380,0.0001068,1.068e-05,6.412e-10,2.5321927256826247e-05,0.002745,0.4576036,0.109,0.00019
3390,0.0001062,1.062e-05,5.189e-10,2.2779376637651876e-05,0.001919,0.4576036,0.312,0.00018
3400,0.0001056,1.056e-05,3.345e-10,1.828934115817188e-05,0.001877,0.4576036,0.234,0.00018
3410,0.0001054,1.054e-05,2.572e-10,1.6037456157383563e-05,0.001632,0.4576036,0.311,0.00018
3420,0.0001051,1.051e-05,9.46e-10,3.0757112998459396e-05,0.0003866,0.4576036,0.973,0.00018
3430,0.000106,1.06e-05,8.818e-10,2.96951174437819e-05,0.0009314,0.4576036,0.972,0.00018
3440,0.0001044,1.044e-05,4.532e-10,2.1288494545176275e-05,0.003042,0.4576036,0.0896,0.00018
3450,0.0001041,1.041e-05,3.637e-10,1.9070920271449935e-05,0.001788,0.4576036,0.309,0.00018
3460,0.0001058,1.058e-05,1.153e-09,3.395585369269929e-05,0.001162,0.4576036,0.879,0.00018
3470,0.0001034,1.0340000000000001e-05,2.376e-10,1.5414279094398154e-05,0.001594,0.4576036,0.28,0.00018
3480,0.0001032,1.032e-05,2.754e-10,1.6595180023127196e-05,0.0003489,0.4576036,0.964,0.00018
3490,0.0001043,1.043e-05,9.947e-10,3.153886491299267e-05,0.0009321,0.4576036,0.875,0.00018
3500,0.0001025,1.025e-05,7.309e-10,2.7035162289137455e-05,0.002644,0.4576036,0.143,0.00018
3510,0.0001019,1.0189999999999999e-05,7.221e-10,2.6871918427979794e-05,0.0004128,0.4576036,0.959,0.00018
3520,0.0001028,1.028e-05,5.866e-10,2.421982658897458e-05,0.001318,0.4576036,0.654,0.00018
3530,0.000102,1.02e-05,1.776e-09,4.2142615011410957e-05,0.0007396,0.4576036,0.956,0.00018
3540,0.000101,1.01e-05,2.875e-10,1.695582495781317e-05,0.002051,0.4576036,0.142,0.00018
3550,0.0001009,1.009e-05,1.13e-09,3.361547262794322e-05,0.00242,0.4576036,0.189,0.00018
3560,0.0001005,1.005e-05,6.214e-10,2.4927896020322294e-05,0.001712,0.4576036,0.404,0.00018
3570,0.0001007,1.007e-05,7.366e-10,2.714037582643247e-05,0.0009389,0.4576036,0.864,0.00018
3580,9.978e-05,9.978e-06,4.835e-10,2.198863342729602e-05,0.0005673,0.4576036,0.949,0.00018
3590,9.922e-05,9.922000000000001e-06,1.01e-09,3.178049716414141e-05,0.001079,0.4576036,0.647,0.00018
3600,9.945e-05,9.945e-06,6.237e-10,2.4973986465920895e-05,0.001557,0.4576036,0.485,0.00018
3610,9.845e-05,9.845e-06,5.855e-10,2.4197107265125722e-05,0.0002692,0.4576036,0.944,0.00018
3620,9.827e-05,9.827000000000001e-06,3.629e-10,1.9049934383089094e-05,0.001429,0.4576036,0.4,0.00018
3630,9.759e-05,9.759000000000001e-06,6.048e-10,2.4592681838303037e-05,0.000257,0.4576036,0.941,0.00018
3640,9.761e-05,9.761e-06,7.199e-10,2.6830952275310692e-05,0.001205,0.4576036,0.53,0.00017
3650,9.682e-05,9.682e-06,6.463e-10,2.5422431040323428e-05,0.002295,0.4576036,0.204,0.00018
3660,9.655e-05,9.655e-06,3.771e-10,1.941906279921871e-05,0.001782,0.4576036,0.224,0.00017
3670,9.701e-05,9.700999999999999e-06,9.959e-10,3.155788332572386e-05,0.0006942,0.4576036,0.935,0.00017
3680,9.665e-05,9.665e-06,5.611e-10,2.368754947224385e-05,0.0009249,0.4576036,0.849,0.00017
3690,9.519e-05,9.519e-06,5.983e-10,2.4460171708309815e-05,0.002036,0.4576036,0.203,0.00017
3700,9.621e-05,9.621e-06,3.994e-10,1.998499437077729e-05,0.0007748,0.4576036,0.931,0.00017
3710,9.542e-05,9.542000000000001e-06,8.845e-10,2.9740544715926102e-05,0.0003783,0.4576036,1.02,0.00017
3720,9.499e-05,9.499e-06,9.889e-10,3.1446780439339094e-05,0.0006034,0.4576036,0.928,0.00017
3730,9.457e-05,9.457e-06,8.681e-10,2.946353678701863e-05,0.0004237,0.4576036,1.02,0.00017
3740,9.488e-05,9.488e-06,4.216e-10,2.0532900428336956e-05,0.001077,0.4576036,0.522,0.00017
3750,9.413e-05,9.413e-06,3.762e-10,1.9395875850293536e-05,0.0005285,0.4576036,0.924,0.00017
3760,9.547e-05,9.547e-06,9.673e-10,3.1101446911679206e-05,0.001205,0.4576036,0.839,0.00017
3770,9.348e-05,9.348000000000001e-06,5.43e-10,2.3302360395462088e-05,0.002048,0.4576036,0.2,0.00017
3780,9.353e-05,9.353e-06,3.669e-10,1.9154633904097464e-05,0.001082,0.4576036,0.691,0.00017
3790,9.334e-05,9.333999999999999e-06,5.003e-10,2.2367386973001563e-05,0.0007571,0.4576036,0.918,0.00017
3800,9.235e-05,9.234999999999999e-06,5.824e-10,2.413296500639737e-05,0.00176,0.4576036,0.219,0.00017
3810,9.213e-05,9.213e-06,2.426e-10,1.5575621977950032e-05,0.00249,0.4576036,0.136,0.00017
3820,9.168e-05,9.168000000000001e-06,7.131e-10,2.670393229470147e-05,0.002743,0.4576036,0.0697,0.00017
3830,9.278e-05,9.278e-06,7.267e-10,2.6957373759326036e-05,0.0007145,0.4576036,1.0,0.00017
3840,9.213e-05,9.213e-06,1.762e-09,4.197618372363071e-05,0.0006752,0.4576036,1.0,0.00017
3850,9.324e-05,9.324e-06,1.51e-09,3.8858718455450893e-05,0.0008584,0.4576036,1.0,0.00017
3860,9.083e-05,9.083e-06,4.026e-10,2.0064894716892984e-05,0.0003052,0.4576036,1.0,0.00017
3870,9.1e-05,9.100000000000001e-06,1.061e-09,3.257299494980466e-05,0.0005028,0.4576036,0.998,0.00017
3880,9.016e-05,9.016e-06,6.779e-10,2.6036512823340995e-05,0.0001927,0.4576036,0.997,0.00017
3890,8.992e-05,8.992000000000001e-06,3.772e-10,1.9421637418096342e-05,0.001888,0.4576036,0.262,0.00017
3900,9.04e-05,9.04e-06,2.607e-10,1.6146206984923736e-05,0.001029,0.4576036,0.679,0.00017
3910,9.011e-05,9.011e-06,5.063e-10,2.2501111083677623e-05,0.001053,0.4576036,0.616,0.00017
3920,8.95e-05,8.949999999999999e-06,9.53e-10,3.087069808086626e-05,0.00362,0.4576036,0.0687,0.00017
3930,8.959e-05,8.959e-06,4.29e-10,2.071231517720798e-05,0.0009768,0.4576036,0.676,0.00017
3940,8.864e-05,8.864e-06,1.024e-09,3.2e-05,0.0004859,0.4576036,0.988,0.00017
3950,8.828e-05,8.828000000000001e-06,3.825e-10,1.9557607215607947e-05,0.00213,0.4576036,0.147,0.00017
3960,8.857e-05,8.857e-06,4.56e-10,2.135415650406262e-05,0.003526,0.4576036,0.0683,0.00017
3970,8.873e-05,8.873e-06,5.101e-10,2.2585393509965683e-05,0.001093,0.4576036,0.739,0.00016
3980,8.739e-05,8.739e-06,1.833e-10,1.3538833036861043e-05,0.002039,0.4576036,0.194,0.00016
3990,8.713e-05,8.713e-06,4.511e-10,2.1239114859146084e-05,0.002386,0.4576036,0.146,0.00017
4000,8.723e-05,8.723000000000001e-06,9.744e-10,3.1215380824202676e-05,0.0001752,0.4576036,0.979,0.00016
4010,8.672e-05,8.672e-06,1.494e-10,1.2222929272478018e-05,0.002398,0.4576036,0.132,0.00016
4020,8.612e-05,8.612e-06,1.055e-09,3.248076353782343e-05,0.00217,0.4576036,0.257,0.00016
4030,8.635e-05,8.635e-06,1.472e-10,1.2132600710482481e-05,0.0009854,0.4576036,0.414,0.00016
4040,8.647e-05,8.647e-06,4.169e-10,2.0418129199316962e-05,0.003729,0.4576036,0.0675,0.00017
4050,8.562e-05,8.562e-06,5.335e-10,2.3097618924902194e-05,0.002379,0.4576036,0.159,0.00016
4060,8.548e-05,8.548e-06,4.171e-10,2.042302622042091e-05,0.001858,0.4576036,0.232,0.00016
4070,8.553e-05,8.553000000000001e-06,2.187e-09,4.676537180435969e-05,0.0005892,0.4576036,0.97,0.00016
4080,8.509e-05,8.509e-06,4.561e-10,2.1356497840235884e-05,0.001367,0.4576036,0.309,0.00016
4090,8.48e-05,8.48e-06,5.655e-10,2.378024390118823e-05,0.0001778,0.4576036,0.967,0.00016
4100,8.471e-05,8.470999999999999e-06,6.99e-10,2.643860813280457e-05,0.001792,0.4576036,0.372,0.00016
4110,8.466e-05,8.466e-06,4.215e-10,2.053046516764781e-05,0.0009241,0.4576036,0.45,0.00016
4120,8.415e-05,8.415e-06,2.587e-10,1.6084153692376853e-05,0.001859,0.4576036,0.279,0.00016
4130,8.419e-05,8.419e-06,7.638e-10,2.7636931812341254e-05,0.003274,0.4576036,0.0734,0.00016
4140,8.368e-05,8.368e-06,1.602e-10,1.2657013865837392e-05,0.001523,0.4576036,0.306,0.00016
4150,8.344e-05,8.344e-06,5.725e-10,2.39269722280108e-05,0.0004769,0.4576036,0.959,0.00016
4160,8.414e-05,8.414000000000001e-06,6.558e-10,2.560859230805161e-05,0.0009038,0.4576036,0.72,0.00016
4170,8.408e-05,8.408e-06,6.913e-10,2.6292584505902038e-05,0.0006767,0.4576036,0.956,0.00016
4180,8.298e-05,8.298e-06,7.648e-10,2.7655017627909768e-05,0.0002501,0.4576036,0.955,0.00016
4190,8.247e-05,8.247e-06,4.106e-10,2.0263267258761605e-05,0.003004,0.4576036,0.0968,0.00016
4200,8.308e-05,8.307999999999999e-06,8.694e-10,2.9485589700733475e-05,0.0007478,0.4576036,0.953,0.00016
4210,8.222e-05,8.222e-06,6.332e-10,2.5163465580082567e-05,0.001486,0.4576036,0.25,0.00016
4220,8.207e-05,8.207000000000001e-06,1.1e-09,3.3166247903553995e-05,0.001207,0.4576036,0.366,0.00016
4230,8.187e-05,8.187e-06,7.786e-10,2.7903404810166088e-05,0.00172,0.4576036,0.302,0.00016
4240,8.251e-05,8.251e-06,3.436e-10,1.8536450577173615e-05,0.0008222,0.4576036,0.783,0.00016
4250,8.116e-05,8.116e-06,4.182e-10,2.044993887521427e-05,0.0001774,0.4576036,0.946,0.00016
4260,8.166e-05,8.166e-06,1.122e-09,3.349626844888845e-05,0.0007389,0.4576036,0.945,0.00016
4270,8.093e-05,8.093e-06,1.517e-10,1.231665539016173e-05,0.001666,0.4576036,0.226,0.00016
4280,8.085e-05,8.085e-06,1.668e-10,1.2915107432770353e-05,0.001428,0.4576036,0.3,0.00016
4290,8.033e-05,8.032999999999999e-06,6.719e-10,2.5921033929995926e-05,0.0004048,0.4576036,0.941,0.00016
4300,8e-05,8.000000000000001e-06,1.094e-09,3.3075670817082456e-05,0.0007677,0.4576036,0.94,0.00016
4310,8.014e-05,8.014e-06,4.502e-10,2.12179169571379e-05,0.002547,0.4576036,0.105,0.00016
4320,7.969e-05,7.969000000000001e-06,6.573e-10,2.56378626254218e-05,0.001772,0.4576036,0.271,0.00016
4330,8.011e-05,8.011e-06,6.774e-10,2.602690915187587e-05,0.0006459,0.4576036,0.936,0.00015
4340,7.951e-05,7.951e-06,2.649e-10,1.6275748830699003e-05,0.0003667,0.4576036,0.935,0.00015
4350,7.912e-05,7.912e-06,7.891e-10,2.8090923801114124e-05,0.0001473,0.4576036,0.934,0.00015
4360,7.975e-05,7.975e-06,4.48e-10,2.1166010488516726e-05,0.001253,0.4576036,0.637,0.00015
4370,7.935e-05,7.935000000000001e-06,7.199e-10,2.6830952275310692e-05,0.0005187,0.4576036,0.931,0.00015
4380,7.881e-05,7.881e-06,2.648e-10,1.6272676485446395e-05,0.002296,0.4576036,0.0944,0.00015
4390,7.876e-05,7.876e-06,1.006e-09,3.171750305430741e-05,0.0005797,0.4576036,0.929,0.00015
4400,7.797e-05,7.797e-06,4.44e-10,2.1071307505705478e-05,0.002019,0.4576036,0.202,0.00015
4410,7.827e-05,7.827e-06,2.057e-10,1.4342245291445827e-05,0.001361,0.4576036,0.325,0.00015
4420,7.823e-05,7.823e-06,5.255e-10,2.29237867726953e-05,0.000367,0.4576036,1.02,0.00015
4430,7.785e-05,7.785e-06,2.217e-10,1.4889593681494469e-05,0.001458,0.4576036,0.356,0.00015
4440,7.748e-05,7.748e-06,2.154e-10,1.4676511847165865e-05,0.001773,0.4576036,0.201,0.00015
4450,7.745e-05,7.745e-06,8.979e-10,2.9964979559479097e-05,0.0001907,0.4576036,1.01,0.00015
4460,7.674e-05,7.674e-06,1.157e-09,3.40147027033899e-05,0.001844,0.4576036,0.22,0.00015
4470,7.702e-05,7.702e-06,8.328e-10,2.8858274376684408e-05,0.00249,0.4576036,0.124,0.00015
4480,7.697e-05,7.697000000000001e-06,6.737e-10,2.595573154430443e-05,0.00227,0.4576036,0.103,0.00015
4490,7.692e-05,7.692e-06,4.856e-10,2.203633363334291e-05,0.001801,0.4576036,0.266,0.00015
4500,7.651e-05,7.651e-06,7.347e-10,2.710535002541011e-05,0.002505,0.4576036,0.112,0.00015
4510,7.618e-05,7.618000000000001e-06,2.896e-10,1.7017637908946118e-05,0.002636,0.4576036,0.136,0.00015
4520,7.633e-05,7.633e-06,1.044e-09,3.231098884280702e-05,0.0003399,0.4576036,1.0,0.00015
4530,7.609e-05,7.6089999999999995e-06,3.568e-10,1.8889150324988153e-05,0.002631,0.4576036,0.0926,0.00015
4540,7.587e-05,7.587e-06,4.395e-10,2.096425529323663e-05,0.001785,0.4576036,0.29,0.00015
4550,7.654e-05,7.654e-06,8.711e-10,2.9514403263491538e-05,0.0008134,0.4576036,1.0,0.00015
4560,7.588e-05,7.588e-06,2.416e-10,1.554348738218036e-05,0.00284,0.4576036,0.0693,0.00015
4570,7.585e-05,7.585e-06,3.993e-10,1.9982492337043444e-05,0.0005183,0.4576036,0.998,0.00015
4580,7.49e-05,7.49e-06,1.104e-09,3.32264954516723e-05,0.0003749,0.4576036,0.997,0.00015
4590,7.522e-05,7.522e-06,7.045e-10,2.6542418879973995e-05,0.001251,0.4576036,0.422,0.00015
4600,7.452e-05,7.452e-06,2.99e-10,1.7291616465790583e-05,0.0002492,0.4576036,0.994,0.00015
4610,7.45e-05,7.45e-06,4.68e-10,2.1633307652783936e-05,0.0004542,0.4576036,0.993,0.00015
4620,7.47e-05,7.47e-06,4.827e-10,2.197043467935944e-05,0.0008495,0.4576036,0.616,0.00015
4630,7.442e-05,7.441999999999999e-06,2.839e-10,1.68493323309857e-05,0.001387,0.4576036,0.42,0.00015
4640,7.418e-05,7.418e-06,4.934e-10,2.2212609031808936e-05,0.0005035,0.4576036,0.99,0.00015
4650,7.464e-05,7.464e-06,4.681e-10,2.1635618780150476e-05,0.001343,0.4576036,0.614,0.00015
4660,7.439e-05,7.438999999999999e-06,2.32e-10,1.5231546211727817e-05,0.001057,0.4576036,0.674,0.00015
4670,7.361e-05,7.3609999999999995e-06,4.068e-10,2.0169283576765934e-05,0.0003388,0.4576036,0.986,0.00015
4680,7.444e-05,7.444e-06,8.384e-10,2.8955137713366172e-05,0.0006245,0.4576036,0.985,0.00015
4690,7.291e-05,7.291e-06,6.315e-10,2.5129663746258127e-05,0.002097,0.4576036,0.177,0.00015
4700,7.322e-05,7.3219999999999995e-06,1.909e-10,1.3816656614391197e-05,0.001366,0.4576036,0.344,0.00015
4710,7.296e-05,7.296000000000001e-06,7.335e-10,2.7083205127901682e-05,0.002031,0.4576036,0.146,0.00015
4720,7.33e-05,7.330000000000001e-06,6.914e-10,2.629448611401257e-05,0.0006035,0.4576036,0.98,0.00015
4730,7.26e-05,7.26e-06,7.103e-10,2.6651453994106963e-05,0.003402,0.4576036,0.0994,0.00015
4740,7.234e-05,7.2340000000000005e-06,2.687e-10,1.639207125411551e-05,0.001233,0.4576036,0.283,0.00015
4750,7.241e-05,7.241000000000001e-06,3.549e-10,1.8838789770046268e-05,0.001404,0.4576036,0.376,0.00015
4760,7.18e-05,7.18e-06,5.767e-10,2.4014578905323324e-05,0.0002727,0.4576036,0.975,0.00014
4770,7.217e-05,7.217e-06,2.023e-10,1.4223220451079284e-05,0.001106,0.4576036,0.454,0.00014
4780,7.199e-05,7.198999999999999e-06,1.03e-09,3.209361307176242e-05,0.003158,0.4576036,0.0816,0.00015
4790,7.171e-05,7.1710000000000005e-06,4.356e-10,2.0871032557111304e-05,0.0003806,0.4576036,0.972,0.00014
4800,7.15e-05,7.15e-06,4.795e-10,2.189748844045819e-05,0.001783,0.4576036,0.175,0.00014
4810,7.199e-05,7.198999999999999e-06,1.419e-09,3.7669616403674727e-05,0.0008136,0.4576036,0.881,0.00014
4820,7.183e-05,7.183e-06,1.402e-09,3.744329045369811e-05,0.003935,0.4576036,0.0504,0.00015
4830,7.139e-05,7.139000000000001e-06,5.676e-10,2.3824357284090582e-05,0.0005513,0.4576036,0.967,0.00014
4840,7.14e-05,7.14e-06,1.303e-09,3.609709129556009e-05,0.0006136,0.4576036,0.966,0.00014
4850,7.114e-05,7.114e-06,9.352e-10,3.058103987767584e-05,0.0005899,0.4576036,0.965,0.00014
4860,7.092e-05,7.092000000000001e-06,4.361e-10,2.088300744624682e-05,0.003564,0.4576036,0.0735,0.00015
4870,7.132e-05,7.1320000000000005e-06,1.049e-09,3.238826948140329e-05,0.0007697,0.4576036,0.795,0.00014
4880,7.019e-05,7.019e-06,3.847e-10,1.961377067266771e-05,0.001858,0.4576036,0.209,0.00014
4890,7.013e-05,7.013e-06,2.786e-10,1.669131510696506e-05,0.001274,0.4576036,0.278,0.00014
4900,7.016e-05,7.016e-06,4.511e-10,2.1239114859146084e-05,0.0005026,0.4576036,0.959,0.00014
4910,6.996e-05,6.9960000000000004e-06,8.346e-10,2.8889444439102668e-05,0.0002818,0.4576036,0.958,0.00014
4920,7.056e-05,7.056e-06,5.392e-10,2.3220680437919986e-05,0.0007045,0.4576036,0.957,0.00014
4930,6.951e-05,6.951e-06,2.837e-10,1.684339633209407e-05,0.002343,0.4576036,0.129,0.00014
4940,6.942e-05,6.942e-06,3.463e-10,1.860913754046651e-05,0.001816,0.4576036,0.228,0.00014
4950,6.979e-05,6.979e-06,3.863e-10,1.9654516020497682e-05,0.003116,0.4576036,0.0601,0.00014
4960,6.916e-05,6.9159999999999995e-06,1.377e-10,1.1734564329364768e-05,0.001205,0.4576036,0.404,0.00014
4970,6.938e-05,6.938e-06,5.904e-10,2.4298148077579905e-05,0.0006463,0.4576036,0.951,0.00014
4980,6.88e-05,6.88e-06,6.292e-10,2.5083859352181036e-05,0.001445,0.4576036,0.333,0.00014
