iter,obj_s,pde_obj_mse,feas_true,obj_for_plot,source
4640,nan,0.2999,nan,0.2999,PDE_obj_MSE
4650,nan,0.2999,nan,0.2999,PDE_obj_MSE
4660,nan,0.2999,nan,0.2999,PDE_obj_MSE
4670,nan,0.2999,nan,0.2999,PDE_obj_MSE
4680,nan,0.2999,nan,0.2999,PDE_obj_MSE
4690,nan,0.2999,nan,0.2999,PDE_obj_MSE
4700,nan,0.2999,nan,0.2999,PDE_obj_MSE
4710,nan,0.2999,nan,0.2999,PDE_obj_MSE
4720,nan,0.2999,nan,0.2999,PDE_obj_MSE
4730,nan,0.2999,nan,0.2999,PDE_obj_MSE
4740,nan,0.2999,nan,0.2999,PDE_obj_MSE
4750,nan,0.2999,nan,0.2999,PDE_obj_MSE
4760,nan,0.2999,nan,0.2999,PDE_obj_MSE
4770,nan,0.2999,nan,0.2999,PDE_obj_MSE
4780,nan,0.2999,nan,0.2999,PDE_obj_MSE
4790,nan,0.2999,nan,0.2999,PDE_obj_MSE
4800,nan,0.2999,nan,0.2999,PDE_obj_MSE
4810,nan,0.2999,nan,0.2999,PDE_obj_MSE
4820,nan,0.2999,nan,0.2999,PDE_obj_MSE
4830,nan,0.2999,nan,0.2999,PDE_obj_MSE
4840,nan,0.2999,nan,0.2999,PDE_obj_MSE
4850,nan,0.2999,nan,0.2999,PDE_obj_MSE
4860,nan,0.2999,nan,0.2999,PDE_obj_MSE
4870,nan,0.2999,nan,0.2999,PDE_obj_MSE
4880,nan,0.2999,nan,0.2999,PDE_obj_MSE
4890,nan,0.2999,nan,0.2999,PDE_obj_MSE
4900,nan,0.2999,nan,0.2999,PDE_obj_MSE
4910,nan,0.2999,nan,0.2999,PDE_obj_MSE
4920,nan,0.2999,nan,0.2999,PDE_obj_MSE
4930,nan,0.2999,nan,0.2999,PDE_obj_MSE
4940,nan,0.2999,nan,0.2999,PDE_obj_MSE
4950,nan,0.2999,nan,0.2999,PDE_obj_MSE
4960,nan,0.2999,nan,0.2999,PDE_obj_MSE
4970,nan,0.2999,nan,0.2999,PDE_obj_MSE
4980,nan,0.2999,nan,0.2999,PDE_obj_MSE
4990,nan,0.2999,nan,0.2999,PDE_obj_MSE
5000,nan,0.2999,nan,0.2999,PDE_obj_MSE
5010,nan,0.2999,nan,0.2999,PDE_obj_MSE
5020,nan,0.2999,nan,0.2999,PDE_obj_MSE
5030,nan,0.2999,nan,0.2999,PDE_obj_MSE
5040,nan,0.2999,nan,0.2999,PDE_obj_MSE
5050,nan,0.2999,nan,0.2999,PDE_obj_MSE
5060,nan,0.2999,nan,0.2999,PDE_obj_MSE
5070,nan,0.2999,nan,0.2999,PDE_obj_MSE
5080,nan,0.2999,nan,0.2999,PDE_obj_MSE
5090,nan,0.2999,nan,0.2999,PDE_obj_MSE
5100,nan,0.2999,nan,0.2999,PDE_obj_MSE
5110,nan,0.2999,nan,0.2999,PDE_obj_MSE
5120,nan,0.2999,nan,0.2999,PDE_obj_MSE
5130,nan,0.2999,nan,0.2999,PDE_obj_MSE
5140,nan,0.2999,nan,0.2999,PDE_obj_MSE
5150,nan,0.2999,nan,0.2999,PDE_obj_MSE
5160,nan,0.2999,nan,0.2999,PDE_obj_MSE
5170,nan,0.2999,nan,0.2999,PDE_obj_MSE
5180,nan,0.2999,nan,0.2999,PDE_obj_MSE
5190,nan,0.2999,nan,0.2999,PDE_obj_MSE
5200,nan,0.2999,nan,0.2999,PDE_obj_MSE
5210,nan,0.2999,nan,0.2999,PDE_obj_MSE
5220,nan,0.2999,nan,0.2999,PDE_obj_MSE
5230,nan,0.2999,nan,0.2999,PDE_obj_MSE
5240,nan,0.2999,nan,0.2999,PDE_obj_MSE
5250,nan,0.2999,nan,0.2999,PDE_obj_MSE
5260,nan,0.2999,nan,0.2999,PDE_obj_MSE
5270,nan,0.2999,nan,0.2999,PDE_obj_MSE
5280,nan,0.2999,nan,0.2999,PDE_obj_MSE
5290,nan,0.2999,nan,0.2999,PDE_obj_MSE
5300,nan,0.2999,nan,0.2999,PDE_obj_MSE
5310,nan,0.2999,nan,0.2999,PDE_obj_MSE
5320,nan,0.2999,nan,0.2999,PDE_obj_MSE
5330,nan,0.2999,nan,0.2999,PDE_obj_MSE
5340,nan,0.2999,nan,0.2999,PDE_obj_MSE
5350,nan,0.2999,nan,0.2999,PDE_obj_MSE
5360,nan,0.2999,nan,0.2999,PDE_obj_MSE
5370,nan,0.2999,nan,0.2999,PDE_obj_MSE
5380,nan,0.2999,nan,0.2999,PDE_obj_MSE
5390,nan,0.2999,nan,0.2999,PDE_obj_MSE
5400,nan,0.2999,nan,0.2999,PDE_obj_MSE
5410,nan,0.2999,nan,0.2999,PDE_obj_MSE
5420,nan,0.2999,nan,0.2999,PDE_obj_MSE
5430,nan,0.2999,nan,0.2999,PDE_obj_MSE
5440,nan,0.2999,nan,0.2999,PDE_obj_MSE
5450,nan,0.2999,nan,0.2999,PDE_obj_MSE
5460,nan,0.2999,nan,0.2999,PDE_obj_MSE
5470,nan,0.2999,nan,0.2999,PDE_obj_MSE
5480,nan,0.2999,nan,0.2999,PDE_obj_MSE
5490,nan,0.2999,nan,0.2999,PDE_obj_MSE
5500,nan,0.2999,nan,0.2999,PDE_obj_MSE
5510,nan,0.2999,nan,0.2999,PDE_obj_MSE
5520,nan,0.2999,nan,0.2999,PDE_obj_MSE
5530,nan,0.2999,nan,0.2999,PDE_obj_MSE
5540,nan,0.2999,nan,0.2999,PDE_obj_MSE
5550,nan,0.2999,nan,0.2999,PDE_obj_MSE
5560,nan,0.2999,nan,0.2999,PDE_obj_MSE
5570,nan,0.2999,nan,0.2999,PDE_obj_MSE
5580,nan,0.2999,nan,0.2999,PDE_obj_MSE
5590,nan,0.2999,nan,0.2999,PDE_obj_MSE
5600,nan,0.2999,nan,0.2999,PDE_obj_MSE
5610,nan,0.2999,nan,0.2999,PDE_obj_MSE
5620,nan,0.2999,nan,0.2999,PDE_obj_MSE
5630,nan,0.2999,nan,0.2999,PDE_obj_MSE
5640,nan,0.2999,nan,0.2999,PDE_obj_MSE
5650,nan,0.2999,nan,0.2999,PDE_obj_MSE
5660,nan,0.2999,nan,0.2999,PDE_obj_MSE
5670,nan,0.2999,nan,0.2999,PDE_obj_MSE
5680,nan,0.2999,nan,0.2999,PDE_obj_MSE
5690,nan,0.2999,nan,0.2999,PDE_obj_MSE
5700,nan,0.2999,nan,0.2999,PDE_obj_MSE
5710,nan,0.2999,nan,0.2999,PDE_obj_MSE
5720,nan,0.2999,nan,0.2999,PDE_obj_MSE
5730,nan,0.2999,nan,0.2999,PDE_obj_MSE
5740,nan,0.2999,nan,0.2999,PDE_obj_MSE
5750,nan,0.2999,nan,0.2999,PDE_obj_MSE
5760,nan,0.2999,nan,0.2999,PDE_obj_MSE
5770,nan,0.2999,nan,0.2999,PDE_obj_MSE
5780,nan,0.2999,nan,0.2999,PDE_obj_MSE
5790,nan,0.2999,nan,0.2999,PDE_obj_MSE
5800,nan,0.2999,nan,0.2999,PDE_obj_MSE
5810,nan,0.2999,nan,0.2999,PDE_obj_MSE
5820,nan,0.2999,nan,0.2999,PDE_obj_MSE
5830,nan,0.2999,nan,0.2999,PDE_obj_MSE
5840,nan,0.2999,nan,0.2999,PDE_obj_MSE
5850,nan,0.2999,nan,0.2999,PDE_obj_MSE
5860,nan,0.2999,nan,0.2999,PDE_obj_MSE
5870,nan,0.2999,nan,0.2999,PDE_obj_MSE
5880,nan,0.2999,nan,0.2999,PDE_obj_MSE
5890,nan,0.2999,nan,0.2999,PDE_obj_MSE
5900,nan,0.2999,nan,0.2999,PDE_obj_MSE
5910,nan,0.2999,nan,0.2999,PDE_obj_MSE
5920,nan,0.2999,nan,0.2999,PDE_obj_MSE
5930,nan,0.2999,nan,0.2999,PDE_obj_MSE
5940,nan,0.2999,nan,0.2999,PDE_obj_MSE
5950,nan,0.2999,nan,0.2999,PDE_obj_MSE
5960,nan,0.2999,nan,0.2999,PDE_obj_MSE
5970,nan,0.2999,nan,0.2999,PDE_obj_MSE
5980,nan,0.2999,nan,0.2999,PDE_obj_MSE
5990,nan,0.2999,nan,0.2999,PDE_obj_MSE
6000,nan,0.2999,nan,0.2999,PDE_obj_MSE
6010,nan,0.2999,nan,0.2999,PDE_obj_MSE
6020,nan,0.2999,nan,0.2999,PDE_obj_MSE
6030,nan,0.2999,nan,0.2999,PDE_obj_MSE
6040,nan,0.2999,nan,0.2999,PDE_obj_MSE
6050,nan,0.2999,nan,0.2999,PDE_obj_MSE
6060,nan,0.2999,nan,0.2999,PDE_obj_MSE
6070,nan,0.2999,nan,0.2999,PDE_obj_MSE
6080,nan,0.2999,nan,0.2999,PDE_obj_MSE
6090,nan,0.2999,nan,0.2999,PDE_obj_MSE
6100,nan,0.2999,nan,0.2999,PDE_obj_MSE
6110,nan,0.2999,nan,0.2999,PDE_obj_MSE
6120,nan,0.2999,nan,0.2999,PDE_obj_MSE
6130,nan,0.2999,nan,0.2999,PDE_obj_MSE
6140,nan,0.2999,nan,0.2999,PDE_obj_MSE
6150,nan,0.2999,nan,0.2999,PDE_obj_MSE
6160,nan,0.2999,nan,0.2999,PDE_obj_MSE
6170,nan,0.2999,nan,0.2999,PDE_obj_MSE
6180,nan,0.2999,nan,0.2999,PDE_obj_MSE
6190,nan,0.2999,nan,0.2999,PDE_obj_MSE
6200,nan,0.2999,nan,0.2999,PDE_obj_MSE
6210,nan,0.2999,nan,0.2999,PDE_obj_MSE
6220,nan,0.2999,nan,0.2999,PDE_obj_MSE
6230,nan,0.2999,nan,0.2999,PDE_obj_MSE
6240,nan,0.2999,nan,0.2999,PDE_obj_MSE
6250,nan,0.2999,nan,0.2999,PDE_obj_MSE
6260,nan,0.2999,nan,0.2999,PDE_obj_MSE
6270,nan,0.2999,nan,0.2999,PDE_obj_MSE
6280,nan,0.2999,nan,0.2999,PDE_obj_MSE
6290,nan,0.2999,nan,0.2999,PDE_obj_MSE
6300,nan,0.2999,nan,0.2999,PDE_obj_MSE
6310,nan,0.2999,nan,0.2999,PDE_obj_MSE
6320,nan,0.2999,nan,0.2999,PDE_obj_MSE
6330,nan,0.2999,nan,0.2999,PDE_obj_MSE
6340,nan,0.2999,nan,0.2999,PDE_obj_MSE
6350,nan,0.2999,nan,0.2999,PDE_obj_MSE
6360,nan,0.2999,nan,0.2999,PDE_obj_MSE
6370,nan,0.2999,nan,0.2999,PDE_obj_MSE
6380,nan,0.2999,nan,0.2999,PDE_obj_MSE
6390,nan,0.2999,nan,0.2999,PDE_obj_MSE
6400,nan,0.2999,nan,0.2999,PDE_obj_MSE
6410,nan,0.2999,nan,0.2999,PDE_obj_MSE
6420,nan,0.2999,nan,0.2999,PDE_obj_MSE
6430,nan,0.2999,nan,0.2999,PDE_obj_MSE
6440,nan,0.2999,nan,0.2999,PDE_obj_MSE
6450,nan,0.2999,nan,0.2999,PDE_obj_MSE
6460,nan,0.2999,nan,0.2999,PDE_obj_MSE
6470,nan,0.2999,nan,0.2999,PDE_obj_MSE
6480,nan,0.2999,nan,0.2999,PDE_obj_MSE
6490,nan,0.2999,nan,0.2999,PDE_obj_MSE
6500,nan,0.2999,nan,0.2999,PDE_obj_MSE
6510,nan,0.2999,nan,0.2999,PDE_obj_MSE
6520,nan,0.2999,nan,0.2999,PDE_obj_MSE
6530,nan,0.2999,nan,0.2999,PDE_obj_MSE
6540,nan,0.2999,nan,0.2999,PDE_obj_MSE
6550,nan,0.2999,nan,0.2999,PDE_obj_MSE
6560,nan,0.2999,nan,0.2999,PDE_obj_MSE
6570,nan,0.2999,nan,0.2999,PDE_obj_MSE
6580,nan,0.2999,nan,0.2999,PDE_obj_MSE
6590,nan,0.2999,nan,0.2999,PDE_obj_MSE
6600,nan,0.2999,nan,0.2999,PDE_obj_MSE
6610,nan,0.2999,nan,0.2999,PDE_obj_MSE
6620,nan,0.2999,nan,0.2999,PDE_obj_MSE
6630,nan,0.2999,nan,0.2999,PDE_obj_MSE
6640,nan,0.2999,nan,0.2999,PDE_obj_MSE
6650,nan,0.2999,nan,0.2999,PDE_obj_MSE
6660,nan,0.2999,nan,0.2999,PDE_obj_MSE
6670,nan,0.2999,nan,0.2999,PDE_obj_MSE
6680,nan,0.2999,nan,0.2999,PDE_obj_MSE
6690,nan,0.2999,nan,0.2999,PDE_obj_MSE
6700,nan,0.2999,nan,0.2999,PDE_obj_MSE
6710,nan,0.2999,nan,0.2999,PDE_obj_MSE
6720,nan,0.2999,nan,0.2999,PDE_obj_MSE
6730,nan,0.2999,nan,0.2999,PDE_obj_MSE
6740,nan,0.2999,nan,0.2999,PDE_obj_MSE
6750,nan,0.2999,nan,0.2999,PDE_obj_MSE
6760,nan,0.2999,nan,0.2999,PDE_obj_MSE
6770,nan,0.2999,nan,0.2999,PDE_obj_MSE
6780,nan,0.2999,nan,0.2999,PDE_obj_MSE
6790,nan,0.2999,nan,0.2999,PDE_obj_MSE
6800,nan,0.2999,nan,0.2999,PDE_obj_MSE
6810,nan,0.2999,nan,0.2999,PDE_obj_MSE
6820,nan,0.2999,nan,0.2999,PDE_obj_MSE
6830,nan,0.2999,nan,0.2999,PDE_obj_MSE
6840,nan,0.2999,nan,0.2999,PDE_obj_MSE
6850,nan,0.2999,nan,0.2999,PDE_obj_MSE
6860,nan,0.2999,nan,0.2999,PDE_obj_MSE
6870,nan,0.2999,nan,0.2999,PDE_obj_MSE
6880,nan,0.2999,nan,0.2999,PDE_obj_MSE
6890,nan,0.2999,nan,0.2999,PDE_obj_MSE
6900,nan,0.2999,nan,0.2999,PDE_obj_MSE
6910,nan,0.2999,nan,0.2999,PDE_obj_MSE
6920,nan,0.2999,nan,0.2999,PDE_obj_MSE
6930,nan,0.2999,nan,0.2999,PDE_obj_MSE
6940,nan,0.2999,nan,0.2999,PDE_obj_MSE
6950,nan,0.2999,nan,0.2999,PDE_obj_MSE
6960,nan,0.2999,nan,0.2999,PDE_obj_MSE
6970,nan,0.2999,nan,0.2999,PDE_obj_MSE
6980,nan,0.2999,nan,0.2999,PDE_obj_MSE
6990,nan,0.2999,nan,0.2999,PDE_obj_MSE
7000,nan,0.2999,nan,0.2999,PDE_obj_MSE
7010,nan,0.2999,nan,0.2999,PDE_obj_MSE
7020,nan,0.2999,nan,0.2999,PDE_obj_MSE
7030,nan,0.2999,nan,0.2999,PDE_obj_MSE
7040,nan,0.2999,nan,0.2999,PDE_obj_MSE
7050,nan,0.2999,nan,0.2999,PDE_obj_MSE
7060,nan,0.2999,nan,0.2999,PDE_obj_MSE
7070,nan,0.2999,nan,0.2999,PDE_obj_MSE
7080,nan,0.2999,nan,0.2999,PDE_obj_MSE
7090,nan,0.2999,nan,0.2999,PDE_obj_MSE
7100,nan,0.2999,nan,0.2999,PDE_obj_MSE
7110,nan,0.2999,nan,0.2999,PDE_obj_MSE
7120,nan,0.2999,nan,0.2999,PDE_obj_MSE
7130,nan,0.2999,nan,0.2999,PDE_obj_MSE
7140,nan,0.2999,nan,0.2999,PDE_obj_MSE
7150,nan,0.2999,nan,0.2999,PDE_obj_MSE
7160,nan,0.2999,nan,0.2999,PDE_obj_MSE
7170,nan,0.2999,nan,0.2999,PDE_obj_MSE
7180,nan,0.2999,nan,0.2999,PDE_obj_MSE
7190,nan,0.2999,nan,0.2999,PDE_obj_MSE
7200,nan,0.2999,nan,0.2999,PDE_obj_MSE
7210,nan,0.2999,nan,0.2999,PDE_obj_MSE
7220,nan,0.2999,nan,0.2999,PDE_obj_MSE
7230,nan,0.2999,nan,0.2999,PDE_obj_MSE
7240,nan,0.2999,nan,0.2999,PDE_obj_MSE
7250,nan,0.2999,nan,0.2999,PDE_obj_MSE
7260,nan,0.2999,nan,0.2999,PDE_obj_MSE
7270,nan,0.2999,nan,0.2999,PDE_obj_MSE
7280,nan,0.2999,nan,0.2999,PDE_obj_MSE
7290,nan,0.2999,nan,0.2999,PDE_obj_MSE
7300,nan,0.2999,nan,0.2999,PDE_obj_MSE
7310,nan,0.2999,nan,0.2999,PDE_obj_MSE
7320,nan,0.2999,nan,0.2999,PDE_obj_MSE
7330,nan,0.2999,nan,0.2999,PDE_obj_MSE
7340,nan,0.2999,nan,0.2999,PDE_obj_MSE
7350,nan,0.2999,nan,0.2999,PDE_obj_MSE
7360,nan,0.2999,nan,0.2999,PDE_obj_MSE
7370,nan,0.2999,nan,0.2999,PDE_obj_MSE
7380,nan,0.2999,nan,0.2999,PDE_obj_MSE
7390,nan,0.2999,nan,0.2999,PDE_obj_MSE
7400,nan,0.2999,nan,0.2999,PDE_obj_MSE
7410,nan,0.2999,nan,0.2999,PDE_obj_MSE
7420,nan,0.2999,nan,0.2999,PDE_obj_MSE
7430,nan,0.2999,nan,0.2999,PDE_obj_MSE
7440,nan,0.2999,nan,0.2999,PDE_obj_MSE
7450,nan,0.2999,nan,0.2999,PDE_obj_MSE
7460,nan,0.2999,nan,0.2999,PDE_obj_MSE
7470,nan,0.2999,nan,0.2999,PDE_obj_MSE
7480,nan,0.2999,nan,0.2999,PDE_obj_MSE
7490,nan,0.2999,nan,0.2999,PDE_obj_MSE
7500,nan,0.2999,nan,0.2999,PDE_obj_MSE
7510,nan,0.2999,nan,0.2999,PDE_obj_MSE
7520,nan,0.2999,nan,0.2999,PDE_obj_MSE
7530,nan,0.2999,nan,0.2999,PDE_obj_MSE
7540,nan,0.2999,nan,0.2999,PDE_obj_MSE
7550,nan,0.2999,nan,0.2999,PDE_obj_MSE
7560,nan,0.2999,nan,0.2999,PDE_obj_MSE
7570,nan,0.2999,nan,0.2999,PDE_obj_MSE
7580,nan,0.2999,nan,0.2999,PDE_obj_MSE
7590,nan,0.2999,nan,0.2999,PDE_obj_MSE
7600,nan,0.2999,nan,0.2999,PDE_obj_MSE
7610,nan,0.2999,nan,0.2999,PDE_obj_MSE
7620,nan,0.2999,nan,0.2999,PDE_obj_MSE
7630,nan,0.2999,nan,0.2999,PDE_obj_MSE
7640,nan,0.2999,nan,0.2999,PDE_obj_MSE
7650,nan,0.2999,nan,0.2999,PDE_obj_MSE
7660,nan,0.2999,nan,0.2999,PDE_obj_MSE
7670,nan,0.2999,nan,0.2999,PDE_obj_MSE
7680,nan,0.2999,nan,0.2999,PDE_obj_MSE
7690,nan,0.2999,nan,0.2999,PDE_obj_MSE
7700,nan,0.2999,nan,0.2999,PDE_obj_MSE
7710,nan,0.2999,nan,0.2999,PDE_obj_MSE
7720,nan,0.2999,nan,0.2999,PDE_obj_MSE
7730,nan,0.2999,nan,0.2999,PDE_obj_MSE
7740,nan,0.2999,nan,0.2999,PDE_obj_MSE
7750,nan,0.2999,nan,0.2999,PDE_obj_MSE
7760,nan,0.2999,nan,0.2999,PDE_obj_MSE
7770,nan,0.2999,nan,0.2999,PDE_obj_MSE
7780,nan,0.2999,nan,0.2999,PDE_obj_MSE
7790,nan,0.2999,nan,0.2999,PDE_obj_MSE
7800,nan,0.2999,nan,0.2999,PDE_obj_MSE
7810,nan,0.2999,nan,0.2999,PDE_obj_MSE
7820,nan,0.2999,nan,0.2999,PDE_obj_MSE
7830,nan,0.2999,nan,0.2999,PDE_obj_MSE
7840,nan,0.2999,nan,0.2999,PDE_obj_MSE
7850,nan,0.2999,nan,0.2999,PDE_obj_MSE
7860,nan,0.2999,nan,0.2999,PDE_obj_MSE
7870,nan,0.2999,nan,0.2999,PDE_obj_MSE
7880,nan,0.2999,nan,0.2999,PDE_obj_MSE
7890,nan,0.2999,nan,0.2999,PDE_obj_MSE
7900,nan,0.2999,nan,0.2999,PDE_obj_MSE
7910,nan,0.2999,nan,0.2999,PDE_obj_MSE
7920,nan,0.2999,nan,0.2999,PDE_obj_MSE
7930,nan,0.2999,nan,0.2999,PDE_obj_MSE
7940,nan,0.2999,nan,0.2999,PDE_obj_MSE
7950,nan,0.2999,nan,0.2999,PDE_obj_MSE
7960,nan,0.2999,nan,0.2999,PDE_obj_MSE
7970,nan,0.2999,nan,0.2999,PDE_obj_MSE
7980,nan,0.2999,nan,0.2999,PDE_obj_MSE
7990,nan,0.2999,nan,0.2999,PDE_obj_MSE
8000,nan,0.2999,nan,0.2999,PDE_obj_MSE
8010,nan,0.2999,nan,0.2999,PDE_obj_MSE
8020,nan,0.2999,nan,0.2999,PDE_obj_MSE
8030,nan,0.2999,nan,0.2999,PDE_obj_MSE
8040,nan,0.2999,nan,0.2999,PDE_obj_MSE
8050,nan,0.2999,nan,0.2999,PDE_obj_MSE
8060,nan,0.2999,nan,0.2999,PDE_obj_MSE
8070,nan,0.2999,nan,0.2999,PDE_obj_MSE
8080,nan,0.2999,nan,0.2999,PDE_obj_MSE
8090,nan,0.2999,nan,0.2999,PDE_obj_MSE
8100,nan,0.2999,nan,0.2999,PDE_obj_MSE
8110,nan,0.2999,nan,0.2999,PDE_obj_MSE
8120,nan,0.2999,nan,0.2999,PDE_obj_MSE
8130,nan,0.2999,nan,0.2999,PDE_obj_MSE
8140,nan,0.2999,nan,0.2999,PDE_obj_MSE
8150,nan,0.2999,nan,0.2999,PDE_obj_MSE
8160,nan,0.2999,nan,0.2999,PDE_obj_MSE
8170,nan,0.2999,nan,0.2999,PDE_obj_MSE
8180,nan,0.2999,nan,0.2999,PDE_obj_MSE
8190,nan,0.2999,nan,0.2999,PDE_obj_MSE
8200,nan,0.2999,nan,0.2999,PDE_obj_MSE
8210,nan,0.2999,nan,0.2999,PDE_obj_MSE
8220,nan,0.2999,nan,0.2999,PDE_obj_MSE
8230,nan,0.2999,nan,0.2999,PDE_obj_MSE
8240,nan,0.2999,nan,0.2999,PDE_obj_MSE
8250,nan,0.2999,nan,0.2999,PDE_obj_MSE
8260,nan,0.2999,nan,0.2999,PDE_obj_MSE
8270,nan,0.2999,nan,0.2999,PDE_obj_MSE
8280,nan,0.2999,nan,0.2999,PDE_obj_MSE
8290,nan,0.2999,nan,0.2999,PDE_obj_MSE
8300,nan,0.2999,nan,0.2999,PDE_obj_MSE
8310,nan,0.2999,nan,0.2999,PDE_obj_MSE
8320,nan,0.2999,nan,0.2999,PDE_obj_MSE
8330,nan,0.2999,nan,0.2999,PDE_obj_MSE
8340,nan,0.2999,nan,0.2999,PDE_obj_MSE
8350,nan,0.2999,nan,0.2999,PDE_obj_MSE
8360,nan,0.2999,nan,0.2999,PDE_obj_MSE
8370,nan,0.2999,nan,0.2999,PDE_obj_MSE
8380,nan,0.2999,nan,0.2999,PDE_obj_MSE
8390,nan,0.2999,nan,0.2999,PDE_obj_MSE
8400,nan,0.2999,nan,0.2999,PDE_obj_MSE
8410,nan,0.2999,nan,0.2999,PDE_obj_MSE
8420,nan,0.2999,nan,0.2999,PDE_obj_MSE
8430,nan,0.2999,nan,0.2999,PDE_obj_MSE
8440,nan,0.2999,nan,0.2999,PDE_obj_MSE
8450,nan,0.2999,nan,0.2999,PDE_obj_MSE
8460,nan,0.2999,nan,0.2999,PDE_obj_MSE
8470,nan,0.2999,nan,0.2999,PDE_obj_MSE
8480,nan,0.2999,nan,0.2999,PDE_obj_MSE
8490,nan,0.2999,nan,0.2999,PDE_obj_MSE
8500,nan,0.2999,nan,0.2999,PDE_obj_MSE
8510,nan,0.2999,nan,0.2999,PDE_obj_MSE
8520,nan,0.2999,nan,0.2999,PDE_obj_MSE
8530,nan,0.2999,nan,0.2999,PDE_obj_MSE
8540,nan,0.2999,nan,0.2999,PDE_obj_MSE
8550,nan,0.2999,nan,0.2999,PDE_obj_MSE
8560,nan,0.2999,nan,0.2999,PDE_obj_MSE
8570,nan,0.2999,nan,0.2999,PDE_obj_MSE
8580,nan,0.2999,nan,0.2999,PDE_obj_MSE
8590,nan,0.2999,nan,0.2999,PDE_obj_MSE
8600,nan,0.2999,nan,0.2999,PDE_obj_MSE
8610,nan,0.2999,nan,0.2999,PDE_obj_MSE
8620,nan,0.2999,nan,0.2999,PDE_obj_MSE
8630,nan,0.2999,nan,0.2999,PDE_obj_MSE
8640,nan,0.2999,nan,0.2999,PDE_obj_MSE
8650,nan,0.2999,nan,0.2999,PDE_obj_MSE
8660,nan,0.2999,nan,0.2999,PDE_obj_MSE
8670,nan,0.2999,nan,0.2999,PDE_obj_MSE
8680,nan,0.2999,nan,0.2999,PDE_obj_MSE
8690,nan,0.2999,nan,0.2999,PDE_obj_MSE
8700,nan,0.2999,nan,0.2999,PDE_obj_MSE
8710,nan,0.2999,nan,0.2999,PDE_obj_MSE
8720,nan,0.2999,nan,0.2999,PDE_obj_MSE
8730,nan,0.2999,nan,0.2999,PDE_obj_MSE
8740,nan,0.2999,nan,0.2999,PDE_obj_MSE
8750,nan,0.2999,nan,0.2999,PDE_obj_MSE
8760,nan,0.2999,nan,0.2999,PDE_obj_MSE
8770,nan,0.2999,nan,0.2999,PDE_obj_MSE
8780,nan,0.2999,nan,0.2999,PDE_obj_MSE
8790,nan,0.2999,nan,0.2999,PDE_obj_MSE
8800,nan,0.2999,nan,0.2999,PDE_obj_MSE
8810,nan,0.2999,nan,0.2999,PDE_obj_MSE
8820,nan,0.2999,nan,0.2999,PDE_obj_MSE
8830,nan,0.2999,nan,0.2999,PDE_obj_MSE
8840,nan,0.2999,nan,0.2999,PDE_obj_MSE
8850,nan,0.2999,nan,0.2999,PDE_obj_MSE
8860,nan,0.2999,nan,0.2999,PDE_obj_MSE
8870,nan,0.2999,nan,0.2999,PDE_obj_MSE
8880,nan,0.2999,nan,0.2999,PDE_obj_MSE
8890,nan,0.2999,nan,0.2999,PDE_obj_MSE
8900,nan,0.2999,nan,0.2999,PDE_obj_MSE
8910,nan,0.2999,nan,0.2999,PDE_obj_MSE
8920,nan,0.2999,nan,0.2999,PDE_obj_MSE
8930,nan,0.2999,nan,0.2999,PDE_obj_MSE
8940,nan,0.2999,nan,0.2999,PDE_obj_MSE
8950,nan,0.2999,nan,0.2999,PDE_obj_MSE
8960,nan,0.2999,nan,0.2999,PDE_obj_MSE
8970,nan,0.2999,nan,0.2999,PDE_obj_MSE
8980,nan,0.2999,nan,0.2999,PDE_obj_MSE
8990,nan,0.2999,nan,0.2999,PDE_obj_MSE
9000,nan,0.2999,nan,0.2999,PDE_obj_MSE
9010,nan,0.2999,nan,0.2999,PDE_obj_MSE
9020,nan,0.2999,nan,0.2999,PDE_obj_MSE
9030,nan,0.2999,nan,0.2999,PDE_obj_MSE
9040,nan,0.2999,nan,0.2999,PDE_obj_MSE
9050,nan,0.2999,nan,0.2999,PDE_obj_MSE
9060,nan,0.2999,nan,0.2999,PDE_obj_MSE
9070,nan,0.2999,nan,0.2999,PDE_obj_MSE
9080,nan,0.2999,nan,0.2999,PDE_obj_MSE
9090,nan,0.2999,nan,0.2999,PDE_obj_MSE
9100,nan,0.2999,nan,0.2999,PDE_obj_MSE
9110,nan,0.2999,nan,0.2999,PDE_obj_MSE
9120,nan,0.2999,nan,0.2999,PDE_obj_MSE
9130,nan,0.2999,nan,0.2999,PDE_obj_MSE
9140,nan,0.2999,nan,0.2999,PDE_obj_MSE
9150,nan,0.2999,nan,0.2999,PDE_obj_MSE
9160,nan,0.2999,nan,0.2999,PDE_obj_MSE
9170,nan,0.2999,nan,0.2999,PDE_obj_MSE
9180,nan,0.2999,nan,0.2999,PDE_obj_MSE
9190,nan,0.2999,nan,0.2999,PDE_obj_MSE
9200,nan,0.2999,nan,0.2999,PDE_obj_MSE
9210,nan,0.2999,nan,0.2999,PDE_obj_MSE
9220,nan,0.2999,nan,0.2999,PDE_obj_MSE
9230,nan,0.2999,nan,0.2999,PDE_obj_MSE
9240,nan,0.2999,nan,0.2999,PDE_obj_MSE
9250,nan,0.2999,nan,0.2999,PDE_obj_MSE
9260,nan,0.2999,nan,0.2999,PDE_obj_MSE
9270,nan,0.2999,nan,0.2999,PDE_obj_MSE
9280,nan,0.2999,nan,0.2999,PDE_obj_MSE
