Loaded Allen-Cahn reference from allen_cahn_python.mat
Allen-Cahn data: t (201,), x (513,), usol (201, 513)
Domain: x in [-1.0, 1.0], t in [0.0, 1.0]
PDE: u_t - 0.001 u_xx + 5 u^3 - 5 u = 0
Constraint dimension M_CON = 1300
Fixed damping lambda = 1.0e-04
Jitter: kind=gaussian, sigma_x=0.0e+00, sigma_t=0.0e+00
Constraint blocks: PDE=900, BCv=100, BCd=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |       BCv |       BCd |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2 |       tau
  3420 |  3.744e-04 |  3.744e-05 |  5.888e-08 |  2.11e-04 |  1.79e-04 |  6.71e-05 |  4.05e-04 |  4.22e-02 |  9.27e-04 |  3.91e-05 |  1.0e-04 |  2.72e-10 |  1.40e-02 |  3.64e-02
  3430 |  3.743e-04 |  3.743e-05 |  5.878e-08 |  2.11e-04 |  1.79e-04 |  6.69e-05 |  4.05e-04 |  4.22e-02 |  9.26e-04 |  3.90e-05 |  1.0e-04 |  2.59e-10 |  1.40e-02 |  3.64e-02
  3440 |  3.743e-04 |  3.743e-05 |  5.869e-08 |  2.11e-04 |  1.78e-04 |  6.67e-05 |  4.04e-04 |  4.21e-02 |  9.24e-04 |  3.90e-05 |  1.0e-04 |  2.27e-10 |  1.40e-02 |  3.64e-02
  3450 |  3.743e-04 |  3.743e-05 |  5.860e-08 |  2.11e-04 |  1.78e-04 |  6.65e-05 |  4.04e-04 |  4.21e-02 |  9.23e-04 |  3.89e-05 |  1.0e-04 |  2.37e-10 |  1.40e-02 |  3.64e-02
  3460 |  3.742e-04 |  3.742e-05 |  5.850e-08 |  2.11e-04 |  1.78e-04 |  6.63e-05 |  4.03e-04 |  4.21e-02 |  9.21e-04 |  3.88e-05 |  1.0e-04 |  2.59e-10 |  1.40e-02 |  3.64e-02
  3470 |  3.742e-04 |  3.742e-05 |  5.841e-08 |  2.10e-04 |  1.78e-04 |  6.62e-05 |  4.03e-04 |  4.21e-02 |  9.20e-04 |  3.87e-05 |  1.0e-04 |  2.93e-10 |  1.39e-02 |  3.64e-02
  3480 |  3.742e-04 |  3.741e-05 |  5.832e-08 |  2.10e-04 |  1.78e-04 |  6.60e-05 |  4.03e-04 |  4.20e-02 |  9.18e-04 |  3.86e-05 |  1.0e-04 |  2.17e-10 |  1.39e-02 |  3.64e-02
  3490 |  3.741e-04 |  3.741e-05 |  5.823e-08 |  2.10e-04 |  1.77e-04 |  6.58e-05 |  4.02e-04 |  4.20e-02 |  9.17e-04 |  3.85e-05 |  1.0e-04 |  2.52e-10 |  1.39e-02 |  3.64e-02
  3500 |  3.741e-04 |  3.741e-05 |  5.813e-08 |  2.10e-04 |  1.77e-04 |  6.57e-05 |  4.02e-04 |  4.20e-02 |  9.15e-04 |  3.84e-05 |  1.0e-04 |  2.30e-10 |  1.39e-02 |  3.64e-02
  3510 |  3.741e-04 |  3.740e-05 |  5.804e-08 |  2.10e-04 |  1.77e-04 |  6.55e-05 |  4.02e-04 |  4.20e-02 |  9.14e-04 |  3.84e-05 |  1.0e-04 |  3.27e-10 |  1.39e-02 |  3.64e-02
  3520 |  3.740e-04 |  3.740e-05 |  5.795e-08 |  2.10e-04 |  1.77e-04 |  6.53e-05 |  4.01e-04 |  4.20e-02 |  9.12e-04 |  3.83e-05 |  1.0e-04 |  2.72e-10 |  1.38e-02 |  3.64e-02
  3530 |  3.740e-04 |  3.740e-05 |  5.786e-08 |  2.10e-04 |  1.77e-04 |  6.52e-05 |  4.01e-04 |  4.19e-02 |  9.11e-04 |  3.82e-05 |  1.0e-04 |  2.14e-10 |  1.38e-02 |  3.64e-02
  3540 |  3.740e-04 |  3.740e-05 |  5.777e-08 |  2.09e-04 |  1.76e-04 |  6.50e-05 |  4.01e-04 |  4.19e-02 |  9.09e-04 |  3.81e-05 |  1.0e-04 |  2.66e-10 |  1.38e-02 |  3.64e-02
  3550 |  3.739e-04 |  3.739e-05 |  5.768e-08 |  2.09e-04 |  1.76e-04 |  6.48e-05 |  4.00e-04 |  4.19e-02 |  9.08e-04 |  3.80e-05 |  1.0e-04 |  2.67e-10 |  1.38e-02 |  3.64e-02
  3560 |  3.739e-04 |  3.739e-05 |  5.760e-08 |  2.09e-04 |  1.76e-04 |  6.47e-05 |  4.00e-04 |  4.19e-02 |  9.07e-04 |  3.80e-05 |  1.0e-04 |  2.41e-10 |  1.38e-02 |  3.64e-02
  3570 |  3.739e-04 |  3.739e-05 |  5.751e-08 |  2.09e-04 |  1.76e-04 |  6.45e-05 |  4.00e-04 |  4.18e-02 |  9.05e-04 |  3.79e-05 |  1.0e-04 |  2.64e-10 |  1.38e-02 |  3.64e-02
  3580 |  3.738e-04 |  3.738e-05 |  5.742e-08 |  2.09e-04 |  1.76e-04 |  6.44e-05 |  3.99e-04 |  4.18e-02 |  9.04e-04 |  3.78e-05 |  1.0e-04 |  2.45e-10 |  1.37e-02 |  3.64e-02
  3590 |  3.738e-04 |  3.738e-05 |  5.733e-08 |  2.09e-04 |  1.75e-04 |  6.42e-05 |  3.99e-04 |  4.18e-02 |  9.02e-04 |  3.77e-05 |  1.0e-04 |  2.48e-10 |  1.37e-02 |  3.64e-02
  3600 |  3.738e-04 |  3.738e-05 |  5.724e-08 |  2.09e-04 |  1.75e-04 |  6.41e-05 |  3.98e-04 |  4.18e-02 |  9.01e-04 |  3.76e-05 |  1.0e-04 |  2.25e-10 |  1.37e-02 |  3.64e-02
  3610 |  3.737e-04 |  3.737e-05 |  5.716e-08 |  2.09e-04 |  1.75e-04 |  6.39e-05 |  3.98e-04 |  4.18e-02 |  8.99e-04 |  3.76e-05 |  1.0e-04 |  1.83e-10 |  1.37e-02 |  3.64e-02
  3620 |  3.737e-04 |  3.737e-05 |  5.707e-08 |  2.08e-04 |  1.75e-04 |  6.38e-05 |  3.98e-04 |  4.17e-02 |  8.98e-04 |  3.75e-05 |  1.0e-04 |  2.13e-10 |  1.37e-02 |  3.64e-02
  3630 |  3.737e-04 |  3.737e-05 |  5.699e-08 |  2.08e-04 |  1.75e-04 |  6.36e-05 |  3.97e-04 |  4.17e-02 |  8.97e-04 |  3.74e-05 |  1.0e-04 |  2.24e-10 |  1.37e-02 |  3.64e-02
  3640 |  3.737e-04 |  3.737e-05 |  5.690e-08 |  2.08e-04 |  1.74e-04 |  6.35e-05 |  3.97e-04 |  4.17e-02 |  8.95e-04 |  3.73e-05 |  1.0e-04 |  2.60e-10 |  1.36e-02 |  3.64e-02
  3650 |  3.736e-04 |  3.736e-05 |  5.681e-08 |  2.08e-04 |  1.74e-04 |  6.33e-05 |  3.97e-04 |  4.17e-02 |  8.94e-04 |  3.72e-05 |  1.0e-04 |  2.71e-10 |  1.36e-02 |  3.64e-02
  3660 |  3.736e-04 |  3.736e-05 |  5.673e-08 |  2.08e-04 |  1.74e-04 |  6.32e-05 |  3.96e-04 |  4.17e-02 |  8.92e-04 |  3.72e-05 |  1.0e-04 |  2.67e-10 |  1.36e-02 |  3.64e-02
  3670 |  3.736e-04 |  3.736e-05 |  5.665e-08 |  2.08e-04 |  1.74e-04 |  6.30e-05 |  3.96e-04 |  4.16e-02 |  8.91e-04 |  3.71e-05 |  1.0e-04 |  2.52e-10 |  1.36e-02 |  3.64e-02
  3680 |  3.736e-04 |  3.736e-05 |  5.656e-08 |  2.08e-04 |  1.74e-04 |  6.29e-05 |  3.96e-04 |  4.16e-02 |  8.90e-04 |  3.70e-05 |  1.0e-04 |  2.16e-10 |  1.36e-02 |  3.64e-02
  3690 |  3.735e-04 |  3.735e-05 |  5.648e-08 |  2.08e-04 |  1.74e-04 |  6.28e-05 |  3.95e-04 |  4.16e-02 |  8.88e-04 |  3.69e-05 |  1.0e-04 |  2.36e-10 |  1.36e-02 |  3.64e-02
  3700 |  3.735e-04 |  3.735e-05 |  5.639e-08 |  2.07e-04 |  1.73e-04 |  6.26e-05 |  3.95e-04 |  4.16e-02 |  8.87e-04 |  3.69e-05 |  1.0e-04 |  2.34e-10 |  1.35e-02 |  3.64e-02
  3710 |  3.735e-04 |  3.735e-05 |  5.631e-08 |  2.07e-04 |  1.73e-04 |  6.25e-05 |  3.95e-04 |  4.15e-02 |  8.86e-04 |  3.68e-05 |  1.0e-04 |  2.04e-10 |  1.35e-02 |  3.64e-02
  3720 |  3.735e-04 |  3.735e-05 |  5.623e-08 |  2.07e-04 |  1.73e-04 |  6.24e-05 |  3.94e-04 |  4.15e-02 |  8.84e-04 |  3.67e-05 |  1.0e-04 |  2.37e-10 |  1.35e-02 |  3.64e-02
  3730 |  3.734e-04 |  3.734e-05 |  5.615e-08 |  2.07e-04 |  1.73e-04 |  6.22e-05 |  3.94e-04 |  4.15e-02 |  8.83e-04 |  3.66e-05 |  1.0e-04 |  2.01e-10 |  1.35e-02 |  3.64e-02
  3740 |  3.734e-04 |  3.734e-05 |  5.606e-08 |  2.07e-04 |  1.73e-04 |  6.21e-05 |  3.94e-04 |  4.15e-02 |  8.81e-04 |  3.66e-05 |  1.0e-04 |  1.99e-10 |  1.35e-02 |  3.64e-02
  3750 |  3.734e-04 |  3.734e-05 |  5.598e-08 |  2.07e-04 |  1.72e-04 |  6.20e-05 |  3.93e-04 |  4.15e-02 |  8.80e-04 |  3.65e-05 |  1.0e-04 |  2.62e-10 |  1.35e-02 |  3.64e-02
  3760 |  3.734e-04 |  3.734e-05 |  5.590e-08 |  2.07e-04 |  1.72e-04 |  6.18e-05 |  3.93e-04 |  4.14e-02 |  8.79e-04 |  3.64e-05 |  1.0e-04 |  2.30e-10 |  1.34e-02 |  3.64e-02
  3770 |  3.733e-04 |  3.733e-05 |  5.582e-08 |  2.07e-04 |  1.72e-04 |  6.17e-05 |  3.93e-04 |  4.14e-02 |  8.77e-04 |  3.63e-05 |  1.0e-04 |  2.61e-10 |  1.34e-02 |  3.64e-02
  3780 |  3.733e-04 |  3.733e-05 |  5.574e-08 |  2.06e-04 |  1.72e-04 |  6.16e-05 |  3.92e-04 |  4.14e-02 |  8.76e-04 |  3.63e-05 |  1.0e-04 |  2.48e-10 |  1.34e-02 |  3.64e-02
  3790 |  3.733e-04 |  3.733e-05 |  5.566e-08 |  2.06e-04 |  1.72e-04 |  6.15e-05 |  3.92e-04 |  4.14e-02 |  8.75e-04 |  3.62e-05 |  1.0e-04 |  1.72e-10 |  1.34e-02 |  3.64e-02
  3800 |  3.733e-04 |  3.733e-05 |  5.558e-08 |  2.06e-04 |  1.72e-04 |  6.14e-05 |  3.92e-04 |  4.14e-02 |  8.74e-04 |  3.61e-05 |  1.0e-04 |  2.20e-10 |  1.34e-02 |  3.64e-02
  3810 |  3.733e-04 |  3.733e-05 |  5.550e-08 |  2.06e-04 |  1.71e-04 |  6.12e-05 |  3.91e-04 |  4.13e-02 |  8.72e-04 |  3.61e-05 |  1.0e-04 |  2.33e-10 |  1.34e-02 |  3.64e-02
  3820 |  3.732e-04 |  3.732e-05 |  5.542e-08 |  2.06e-04 |  1.71e-04 |  6.11e-05 |  3.91e-04 |  4.13e-02 |  8.71e-04 |  3.60e-05 |  1.0e-04 |  2.93e-10 |  1.34e-02 |  3.64e-02
  3830 |  3.732e-04 |  3.732e-05 |  5.534e-08 |  2.06e-04 |  1.71e-04 |  6.10e-05 |  3.91e-04 |  4.13e-02 |  8.70e-04 |  3.59e-05 |  1.0e-04 |  2.68e-10 |  1.33e-02 |  3.64e-02
  3840 |  3.732e-04 |  3.732e-05 |  5.526e-08 |  2.06e-04 |  1.71e-04 |  6.09e-05 |  3.90e-04 |  4.13e-02 |  8.68e-04 |  3.58e-05 |  1.0e-04 |  3.06e-10 |  1.33e-02 |  3.64e-02
  3850 |  3.732e-04 |  3.732e-05 |  5.519e-08 |  2.06e-04 |  1.71e-04 |  6.08e-05 |  3.90e-04 |  4.13e-02 |  8.67e-04 |  3.58e-05 |  1.0e-04 |  2.54e-10 |  1.33e-02 |  3.64e-02
  3860 |  3.732e-04 |  3.732e-05 |  5.511e-08 |  2.05e-04 |  1.71e-04 |  6.07e-05 |  3.90e-04 |  4.12e-02 |  8.66e-04 |  3.57e-05 |  1.0e-04 |  2.12e-10 |  1.33e-02 |  3.64e-02
  3870 |  3.732e-04 |  3.731e-05 |  5.503e-08 |  2.05e-04 |  1.70e-04 |  6.05e-05 |  3.89e-04 |  4.12e-02 |  8.64e-04 |  3.56e-05 |  1.0e-04 |  2.36e-10 |  1.33e-02 |  3.64e-02
  3880 |  3.731e-04 |  3.731e-05 |  5.495e-08 |  2.05e-04 |  1.70e-04 |  6.04e-05 |  3.89e-04 |  4.12e-02 |  8.63e-04 |  3.56e-05 |  1.0e-04 |  2.45e-10 |  1.33e-02 |  3.64e-02
  3890 |  3.731e-04 |  3.731e-05 |  5.488e-08 |  2.05e-04 |  1.70e-04 |  6.03e-05 |  3.89e-04 |  4.12e-02 |  8.62e-04 |  3.55e-05 |  1.0e-04 |  2.02e-10 |  1.32e-02 |  3.64e-02
  3900 |  3.731e-04 |  3.731e-05 |  5.480e-08 |  2.05e-04 |  1.70e-04 |  6.02e-05 |  3.88e-04 |  4.12e-02 |  8.61e-04 |  3.54e-05 |  1.0e-04 |  2.48e-10 |  1.32e-02 |  3.64e-02
  3910 |  3.731e-04 |  3.731e-05 |  5.472e-08 |  2.05e-04 |  1.70e-04 |  6.01e-05 |  3.88e-04 |  4.11e-02 |  8.59e-04 |  3.54e-05 |  1.0e-04 |  2.67e-10 |  1.32e-02 |  3.64e-02
  3920 |  3.731e-04 |  3.731e-05 |  5.465e-08 |  2.05e-04 |  1.69e-04 |  6.00e-05 |  3.88e-04 |  4.11e-02 |  8.58e-04 |  3.53e-05 |  1.0e-04 |  2.20e-10 |  1.32e-02 |  3.64e-02
  3930 |  3.731e-04 |  3.731e-05 |  5.457e-08 |  2.05e-04 |  1.69e-04 |  5.99e-05 |  3.87e-04 |  4.11e-02 |  8.57e-04 |  3.52e-05 |  1.0e-04 |  2.27e-10 |  1.32e-02 |  3.64e-02
  3940 |  3.730e-04 |  3.730e-05 |  5.450e-08 |  2.05e-04 |  1.69e-04 |  5.98e-05 |  3.87e-04 |  4.11e-02 |  8.56e-04 |  3.51e-05 |  1.0e-04 |  2.18e-10 |  1.32e-02 |  3.64e-02
  3950 |  3.730e-04 |  3.730e-05 |  5.442e-08 |  2.04e-04 |  1.69e-04 |  5.97e-05 |  3.87e-04 |  4.11e-02 |  8.54e-04 |  3.51e-05 |  1.0e-04 |  2.08e-10 |  1.32e-02 |  3.64e-02
  3960 |  3.730e-04 |  3.730e-05 |  5.435e-08 |  2.04e-04 |  1.69e-04 |  5.96e-05 |  3.87e-04 |  4.10e-02 |  8.53e-04 |  3.50e-05 |  1.0e-04 |  2.52e-10 |  1.31e-02 |  3.64e-02
  3970 |  3.730e-04 |  3.730e-05 |  5.427e-08 |  2.04e-04 |  1.69e-04 |  5.95e-05 |  3.86e-04 |  4.10e-02 |  8.52e-04 |  3.49e-05 |  1.0e-04 |  2.30e-10 |  1.31e-02 |  3.64e-02
  3980 |  3.730e-04 |  3.730e-05 |  5.420e-08 |  2.04e-04 |  1.68e-04 |  5.94e-05 |  3.86e-04 |  4.10e-02 |  8.51e-04 |  3.49e-05 |  1.0e-04 |  1.97e-10 |  1.31e-02 |  3.64e-02
  3990 |  3.730e-04 |  3.730e-05 |  5.412e-08 |  2.04e-04 |  1.68e-04 |  5.93e-05 |  3.86e-04 |  4.10e-02 |  8.50e-04 |  3.48e-05 |  1.0e-04 |  2.40e-10 |  1.31e-02 |  3.64e-02
  4000 |  3.730e-04 |  3.730e-05 |  5.405e-08 |  2.04e-04 |  1.68e-04 |  5.92e-05 |  3.85e-04 |  4.10e-02 |  8.48e-04 |  3.47e-05 |  1.0e-04 |  2.48e-10 |  1.31e-02 |  3.64e-02
  4010 |  3.729e-04 |  3.729e-05 |  5.398e-08 |  2.04e-04 |  1.68e-04 |  5.91e-05 |  3.85e-04 |  4.09e-02 |  8.47e-04 |  3.47e-05 |  1.0e-04 |  2.28e-10 |  1.31e-02 |  3.64e-02
  4020 |  3.729e-04 |  3.729e-05 |  5.391e-08 |  2.04e-04 |  1.68e-04 |  5.90e-05 |  3.85e-04 |  4.09e-02 |  8.46e-04 |  3.46e-05 |  1.0e-04 |  1.93e-10 |  1.31e-02 |  3.64e-02
  4030 |  3.729e-04 |  3.729e-05 |  5.383e-08 |  2.04e-04 |  1.68e-04 |  5.89e-05 |  3.84e-04 |  4.09e-02 |  8.45e-04 |  3.45e-05 |  1.0e-04 |  2.81e-10 |  1.30e-02 |  3.64e-02
  4040 |  3.729e-04 |  3.729e-05 |  5.376e-08 |  2.03e-04 |  1.67e-04 |  5.88e-05 |  3.84e-04 |  4.09e-02 |  8.44e-04 |  3.45e-05 |  1.0e-04 |  2.05e-10 |  1.30e-02 |  3.64e-02
  4050 |  3.729e-04 |  3.729e-05 |  5.369e-08 |  2.03e-04 |  1.67e-04 |  5.87e-05 |  3.84e-04 |  4.09e-02 |  8.42e-04 |  3.44e-05 |  1.0e-04 |  2.37e-10 |  1.30e-02 |  3.64e-02
  4060 |  3.729e-04 |  3.729e-05 |  5.362e-08 |  2.03e-04 |  1.67e-04 |  5.86e-05 |  3.83e-04 |  4.08e-02 |  8.41e-04 |  3.43e-05 |  1.0e-04 |  2.33e-10 |  1.30e-02 |  3.64e-02
  4070 |  3.729e-04 |  3.729e-05 |  5.354e-08 |  2.03e-04 |  1.67e-04 |  5.85e-05 |  3.83e-04 |  4.08e-02 |  8.40e-04 |  3.43e-05 |  1.0e-04 |  2.74e-10 |  1.30e-02 |  3.64e-02
  4080 |  3.729e-04 |  3.729e-05 |  5.347e-08 |  2.03e-04 |  1.67e-04 |  5.84e-05 |  3.83e-04 |  4.08e-02 |  8.39e-04 |  3.42e-05 |  1.0e-04 |  3.14e-10 |  1.30e-02 |  3.64e-02
  4090 |  3.729e-04 |  3.729e-05 |  5.340e-08 |  2.03e-04 |  1.67e-04 |  5.83e-05 |  3.83e-04 |  4.08e-02 |  8.38e-04 |  3.42e-05 |  1.0e-04 |  2.06e-10 |  1.30e-02 |  3.64e-02
  4100 |  3.729e-04 |  3.729e-05 |  5.333e-08 |  2.03e-04 |  1.66e-04 |  5.82e-05 |  3.82e-04 |  4.08e-02 |  8.36e-04 |  3.41e-05 |  1.0e-04 |  2.75e-10 |  1.29e-02 |  3.64e-02
  4110 |  3.728e-04 |  3.728e-05 |  5.326e-08 |  2.03e-04 |  1.66e-04 |  5.81e-05 |  3.82e-04 |  4.07e-02 |  8.35e-04 |  3.40e-05 |  1.0e-04 |  1.71e-10 |  1.29e-02 |  3.64e-02
  4120 |  3.728e-04 |  3.728e-05 |  5.319e-08 |  2.03e-04 |  1.66e-04 |  5.80e-05 |  3.82e-04 |  4.07e-02 |  8.34e-04 |  3.40e-05 |  1.0e-04 |  2.22e-10 |  1.29e-02 |  3.64e-02
  4130 |  3.728e-04 |  3.728e-05 |  5.312e-08 |  2.02e-04 |  1.66e-04 |  5.80e-05 |  3.81e-04 |  4.07e-02 |  8.33e-04 |  3.39e-05 |  1.0e-04 |  2.31e-10 |  1.29e-02 |  3.64e-02
  4140 |  3.728e-04 |  3.728e-05 |  5.305e-08 |  2.02e-04 |  1.66e-04 |  5.79e-05 |  3.81e-04 |  4.07e-02 |  8.32e-04 |  3.38e-05 |  1.0e-04 |  2.03e-10 |  1.29e-02 |  3.64e-02
  4150 |  3.728e-04 |  3.728e-05 |  5.298e-08 |  2.02e-04 |  1.66e-04 |  5.78e-05 |  3.81e-04 |  4.07e-02 |  8.31e-04 |  3.38e-05 |  1.0e-04 |  2.04e-10 |  1.29e-02 |  3.64e-02
  4160 |  3.728e-04 |  3.728e-05 |  5.291e-08 |  2.02e-04 |  1.65e-04 |  5.77e-05 |  3.80e-04 |  4.06e-02 |  8.30e-04 |  3.37e-05 |  1.0e-04 |  3.27e-10 |  1.29e-02 |  3.64e-02
  4170 |  3.728e-04 |  3.728e-05 |  5.284e-08 |  2.02e-04 |  1.65e-04 |  5.76e-05 |  3.80e-04 |  4.06e-02 |  8.28e-04 |  3.36e-05 |  1.0e-04 |  2.30e-10 |  1.28e-02 |  3.64e-02
  4180 |  3.728e-04 |  3.728e-05 |  5.278e-08 |  2.02e-04 |  1.65e-04 |  5.75e-05 |  3.80e-04 |  4.06e-02 |  8.27e-04 |  3.36e-05 |  1.0e-04 |  2.20e-10 |  1.28e-02 |  3.64e-02
  4190 |  3.728e-04 |  3.728e-05 |  5.271e-08 |  2.02e-04 |  1.65e-04 |  5.75e-05 |  3.80e-04 |  4.06e-02 |  8.26e-04 |  3.35e-05 |  1.0e-04 |  2.45e-10 |  1.28e-02 |  3.64e-02
  4200 |  3.728e-04 |  3.728e-05 |  5.264e-08 |  2.02e-04 |  1.65e-04 |  5.74e-05 |  3.79e-04 |  4.06e-02 |  8.25e-04 |  3.35e-05 |  1.0e-04 |  2.94e-10 |  1.28e-02 |  3.64e-02
  4210 |  3.728e-04 |  3.728e-05 |  5.257e-08 |  2.02e-04 |  1.65e-04 |  5.73e-05 |  3.79e-04 |  4.05e-02 |  8.24e-04 |  3.34e-05 |  1.0e-04 |  3.25e-10 |  1.28e-02 |  3.64e-02
  4220 |  3.728e-04 |  3.728e-05 |  5.250e-08 |  2.01e-04 |  1.65e-04 |  5.72e-05 |  3.79e-04 |  4.05e-02 |  8.23e-04 |  3.33e-05 |  1.0e-04 |  3.19e-10 |  1.28e-02 |  3.64e-02
  4230 |  3.728e-04 |  3.728e-05 |  5.244e-08 |  2.01e-04 |  1.64e-04 |  5.71e-05 |  3.78e-04 |  4.05e-02 |  8.22e-04 |  3.33e-05 |  1.0e-04 |  2.36e-10 |  1.28e-02 |  3.64e-02
  4240 |  3.728e-04 |  3.728e-05 |  5.237e-08 |  2.01e-04 |  1.64e-04 |  5.70e-05 |  3.78e-04 |  4.05e-02 |  8.21e-04 |  3.32e-05 |  1.0e-04 |  2.62e-10 |  1.27e-02 |  3.64e-02
  4250 |  3.728e-04 |  3.728e-05 |  5.230e-08 |  2.01e-04 |  1.64e-04 |  5.70e-05 |  3.78e-04 |  4.05e-02 |  8.19e-04 |  3.32e-05 |  1.0e-04 |  2.41e-10 |  1.27e-02 |  3.64e-02
  4260 |  3.728e-04 |  3.728e-05 |  5.224e-08 |  2.01e-04 |  1.64e-04 |  5.69e-05 |  3.78e-04 |  4.05e-02 |  8.18e-04 |  3.31e-05 |  1.0e-04 |  2.39e-10 |  1.27e-02 |  3.64e-02
  4270 |  3.728e-04 |  3.728e-05 |  5.217e-08 |  2.01e-04 |  1.64e-04 |  5.68e-05 |  3.77e-04 |  4.04e-02 |  8.17e-04 |  3.30e-05 |  1.0e-04 |  2.81e-10 |  1.27e-02 |  3.64e-02
  4280 |  3.728e-04 |  3.728e-05 |  5.210e-08 |  2.01e-04 |  1.64e-04 |  5.67e-05 |  3.77e-04 |  4.04e-02 |  8.16e-04 |  3.30e-05 |  1.0e-04 |  2.35e-10 |  1.27e-02 |  3.64e-02
  4290 |  3.728e-04 |  3.728e-05 |  5.204e-08 |  2.01e-04 |  1.63e-04 |  5.67e-05 |  3.77e-04 |  4.04e-02 |  8.15e-04 |  3.29e-05 |  1.0e-04 |  2.57e-10 |  1.27e-02 |  3.64e-02
  4300 |  3.728e-04 |  3.728e-05 |  5.197e-08 |  2.01e-04 |  1.63e-04 |  5.66e-05 |  3.76e-04 |  4.04e-02 |  8.14e-04 |  3.29e-05 |  1.0e-04 |  1.70e-10 |  1.27e-02 |  3.64e-02
  4310 |  3.728e-04 |  3.728e-05 |  5.191e-08 |  2.01e-04 |  1.63e-04 |  5.65e-05 |  3.76e-04 |  4.04e-02 |  8.13e-04 |  3.28e-05 |  1.0e-04 |  2.10e-10 |  1.27e-02 |  3.64e-02
  4320 |  3.728e-04 |  3.728e-05 |  5.184e-08 |  2.00e-04 |  1.63e-04 |  5.64e-05 |  3.76e-04 |  4.03e-02 |  8.12e-04 |  3.27e-05 |  1.0e-04 |  2.22e-10 |  1.26e-02 |  3.64e-02
  4330 |  3.728e-04 |  3.728e-05 |  5.178e-08 |  2.00e-04 |  1.63e-04 |  5.64e-05 |  3.76e-04 |  4.03e-02 |  8.11e-04 |  3.27e-05 |  1.0e-04 |  2.22e-10 |  1.26e-02 |  3.64e-02
  4340 |  3.728e-04 |  3.728e-05 |  5.171e-08 |  2.00e-04 |  1.63e-04 |  5.63e-05 |  3.75e-04 |  4.03e-02 |  8.10e-04 |  3.26e-05 |  1.0e-04 |  2.30e-10 |  1.26e-02 |  3.64e-02
  4350 |  3.728e-04 |  3.728e-05 |  5.165e-08 |  2.00e-04 |  1.63e-04 |  5.62e-05 |  3.75e-04 |  4.03e-02 |  8.09e-04 |  3.26e-05 |  1.0e-04 |  2.78e-10 |  1.26e-02 |  3.64e-02
  4360 |  3.728e-04 |  3.728e-05 |  5.158e-08 |  2.00e-04 |  1.62e-04 |  5.61e-05 |  3.75e-04 |  4.03e-02 |  8.07e-04 |  3.25e-05 |  1.0e-04 |  2.59e-10 |  1.26e-02 |  3.64e-02
  4370 |  3.728e-04 |  3.728e-05 |  5.152e-08 |  2.00e-04 |  1.62e-04 |  5.61e-05 |  3.74e-04 |  4.02e-02 |  8.06e-04 |  3.25e-05 |  1.0e-04 |  1.93e-10 |  1.26e-02 |  3.64e-02
  4380 |  3.728e-04 |  3.728e-05 |  5.146e-08 |  2.00e-04 |  1.62e-04 |  5.60e-05 |  3.74e-04 |  4.02e-02 |  8.05e-04 |  3.24e-05 |  1.0e-04 |  2.12e-10 |  1.26e-02 |  3.64e-02
  4390 |  3.728e-04 |  3.728e-05 |  5.139e-08 |  2.00e-04 |  1.62e-04 |  5.59e-05 |  3.74e-04 |  4.02e-02 |  8.04e-04 |  3.23e-05 |  1.0e-04 |  2.24e-10 |  1.25e-02 |  3.64e-02
  4400 |  3.728e-04 |  3.728e-05 |  5.133e-08 |  2.00e-04 |  1.62e-04 |  5.59e-05 |  3.74e-04 |  4.02e-02 |  8.03e-04 |  3.23e-05 |  1.0e-04 |  3.60e-10 |  1.25e-02 |  3.64e-02
  4410 |  3.728e-04 |  3.728e-05 |  5.127e-08 |  2.00e-04 |  1.62e-04 |  5.58e-05 |  3.73e-04 |  4.02e-02 |  8.02e-04 |  3.22e-05 |  1.0e-04 |  2.70e-10 |  1.25e-02 |  3.64e-02
  4420 |  3.728e-04 |  3.728e-05 |  5.120e-08 |  1.99e-04 |  1.61e-04 |  5.57e-05 |  3.73e-04 |  4.02e-02 |  8.01e-04 |  3.22e-05 |  1.0e-04 |  2.30e-10 |  1.25e-02 |  3.64e-02
  4430 |  3.728e-04 |  3.728e-05 |  5.114e-08 |  1.99e-04 |  1.61e-04 |  5.57e-05 |  3.73e-04 |  4.01e-02 |  8.00e-04 |  3.21e-05 |  1.0e-04 |  2.59e-10 |  1.25e-02 |  3.64e-02
  4440 |  3.728e-04 |  3.728e-05 |  5.108e-08 |  1.99e-04 |  1.61e-04 |  5.56e-05 |  3.73e-04 |  4.01e-02 |  7.99e-04 |  3.21e-05 |  1.0e-04 |  2.35e-10 |  1.25e-02 |  3.64e-02
  4450 |  3.728e-04 |  3.728e-05 |  5.102e-08 |  1.99e-04 |  1.61e-04 |  5.55e-05 |  3.72e-04 |  4.01e-02 |  7.98e-04 |  3.20e-05 |  1.0e-04 |  2.85e-10 |  1.25e-02 |  3.64e-02
  4460 |  3.728e-04 |  3.728e-05 |  5.096e-08 |  1.99e-04 |  1.61e-04 |  5.55e-05 |  3.72e-04 |  4.01e-02 |  7.97e-04 |  3.19e-05 |  1.0e-04 |  2.45e-10 |  1.25e-02 |  3.64e-02
