Loaded Allen-Cahn reference from allen_cahn_python.mat
Allen-Cahn data: t (201,), x (513,), usol (201, 513)
Domain: x in [-1.0, 1.0], t in [0.0, 1.0]
PDE: u_t - 0.001 u_xx + 5 u^3 - 5 u = 0
Constraint dimension M_CON = 1300
Fixed damping lambda = 1.0e-04
Jitter: kind=gaussian, sigma_x=0.0e+00, sigma_t=0.0e+00
Constraint blocks: PDE=900, BCv=100, BCd=100, IC=200
  iter |        obj |     pdeMSE |       feas |       PDE |       BCv |       BCd |        IC |      stat |     alpha |   stepInf |      lam |       kkt |     relL2 |       tau
  4470 |  3.728e-04 |  3.728e-05 |  5.089e-08 |  1.99e-04 |  1.61e-04 |  5.54e-05 |  3.72e-04 |  4.01e-02 |  7.96e-04 |  3.19e-05 |  1.0e-04 |  2.07e-10 |  1.24e-02 |  3.64e-02
  4480 |  3.728e-04 |  3.728e-05 |  5.083e-08 |  1.99e-04 |  1.61e-04 |  5.53e-05 |  3.71e-04 |  4.00e-02 |  7.95e-04 |  3.18e-05 |  1.0e-04 |  3.07e-10 |  1.24e-02 |  3.64e-02
  4490 |  3.728e-04 |  3.728e-05 |  5.077e-08 |  1.99e-04 |  1.60e-04 |  5.53e-05 |  3.71e-04 |  4.00e-02 |  7.94e-04 |  3.18e-05 |  1.0e-04 |  2.48e-10 |  1.24e-02 |  3.64e-02
  4500 |  3.728e-04 |  3.728e-05 |  5.071e-08 |  1.99e-04 |  1.60e-04 |  5.52e-05 |  3.71e-04 |  4.00e-02 |  7.93e-04 |  3.17e-05 |  1.0e-04 |  2.40e-10 |  1.24e-02 |  3.64e-02
  4510 |  3.728e-04 |  3.728e-05 |  5.065e-08 |  1.99e-04 |  1.60e-04 |  5.51e-05 |  3.71e-04 |  4.00e-02 |  7.92e-04 |  3.17e-05 |  1.0e-04 |  2.64e-10 |  1.24e-02 |  3.64e-02
  4520 |  3.728e-04 |  3.728e-05 |  5.059e-08 |  1.98e-04 |  1.60e-04 |  5.51e-05 |  3.70e-04 |  4.00e-02 |  7.91e-04 |  3.16e-05 |  1.0e-04 |  2.79e-10 |  1.24e-02 |  3.64e-02
  4530 |  3.728e-04 |  3.728e-05 |  5.053e-08 |  1.98e-04 |  1.60e-04 |  5.50e-05 |  3.70e-04 |  4.00e-02 |  7.90e-04 |  3.16e-05 |  1.0e-04 |  1.92e-10 |  1.24e-02 |  3.64e-02
  4540 |  3.728e-04 |  3.728e-05 |  5.047e-08 |  1.98e-04 |  1.60e-04 |  5.49e-05 |  3.70e-04 |  3.99e-02 |  7.89e-04 |  3.15e-05 |  1.0e-04 |  3.07e-10 |  1.24e-02 |  3.64e-02
  4550 |  3.728e-04 |  3.728e-05 |  5.041e-08 |  1.98e-04 |  1.60e-04 |  5.49e-05 |  3.70e-04 |  3.99e-02 |  7.88e-04 |  3.15e-05 |  1.0e-04 |  2.38e-10 |  1.23e-02 |  3.64e-02
  4560 |  3.728e-04 |  3.728e-05 |  5.035e-08 |  1.98e-04 |  1.59e-04 |  5.48e-05 |  3.69e-04 |  3.99e-02 |  7.87e-04 |  3.14e-05 |  1.0e-04 |  2.25e-10 |  1.23e-02 |  3.64e-02
  4570 |  3.729e-04 |  3.729e-05 |  5.029e-08 |  1.98e-04 |  1.59e-04 |  5.48e-05 |  3.69e-04 |  3.99e-02 |  7.86e-04 |  3.13e-05 |  1.0e-04 |  2.43e-10 |  1.23e-02 |  3.64e-02
  4580 |  3.729e-04 |  3.729e-05 |  5.023e-08 |  1.98e-04 |  1.59e-04 |  5.47e-05 |  3.69e-04 |  3.99e-02 |  7.85e-04 |  3.13e-05 |  1.0e-04 |  2.42e-10 |  1.23e-02 |  3.64e-02
  4590 |  3.729e-04 |  3.729e-05 |  5.017e-08 |  1.98e-04 |  1.59e-04 |  5.46e-05 |  3.69e-04 |  3.98e-02 |  7.84e-04 |  3.12e-05 |  1.0e-04 |  2.53e-10 |  1.23e-02 |  3.64e-02
  4600 |  3.729e-04 |  3.729e-05 |  5.011e-08 |  1.98e-04 |  1.59e-04 |  5.46e-05 |  3.68e-04 |  3.98e-02 |  7.83e-04 |  3.12e-05 |  1.0e-04 |  2.41e-10 |  1.23e-02 |  3.64e-02
  4610 |  3.729e-04 |  3.729e-05 |  5.005e-08 |  1.98e-04 |  1.59e-04 |  5.45e-05 |  3.68e-04 |  3.98e-02 |  7.82e-04 |  3.11e-05 |  1.0e-04 |  2.44e-10 |  1.23e-02 |  3.64e-02
  4620 |  3.729e-04 |  3.729e-05 |  4.999e-08 |  1.98e-04 |  1.59e-04 |  5.45e-05 |  3.68e-04 |  3.98e-02 |  7.81e-04 |  3.11e-05 |  1.0e-04 |  2.46e-10 |  1.23e-02 |  3.64e-02
  4630 |  3.729e-04 |  3.729e-05 |  4.994e-08 |  1.97e-04 |  1.58e-04 |  5.44e-05 |  3.68e-04 |  3.98e-02 |  7.80e-04 |  3.10e-05 |  1.0e-04 |  2.08e-10 |  1.23e-02 |  3.64e-02
  4640 |  3.729e-04 |  3.729e-05 |  4.988e-08 |  1.97e-04 |  1.58e-04 |  5.43e-05 |  3.67e-04 |  3.98e-02 |  7.79e-04 |  3.10e-05 |  1.0e-04 |  2.73e-10 |  1.22e-02 |  3.64e-02
  4650 |  3.729e-04 |  3.729e-05 |  4.982e-08 |  1.97e-04 |  1.58e-04 |  5.43e-05 |  3.67e-04 |  3.97e-02 |  7.78e-04 |  3.09e-05 |  1.0e-04 |  1.99e-10 |  1.22e-02 |  3.64e-02
  4660 |  3.729e-04 |  3.729e-05 |  4.976e-08 |  1.97e-04 |  1.58e-04 |  5.42e-05 |  3.67e-04 |  3.97e-02 |  7.77e-04 |  3.09e-05 |  1.0e-04 |  1.96e-10 |  1.22e-02 |  3.64e-02
  4670 |  3.729e-04 |  3.729e-05 |  4.970e-08 |  1.97e-04 |  1.58e-04 |  5.42e-05 |  3.66e-04 |  3.97e-02 |  7.76e-04 |  3.08e-05 |  1.0e-04 |  2.24e-10 |  1.22e-02 |  3.64e-02
  4680 |  3.730e-04 |  3.730e-05 |  4.965e-08 |  1.97e-04 |  1.58e-04 |  5.41e-05 |  3.66e-04 |  3.97e-02 |  7.75e-04 |  3.08e-05 |  1.0e-04 |  2.94e-10 |  1.22e-02 |  3.64e-02
  4690 |  3.730e-04 |  3.730e-05 |  4.959e-08 |  1.97e-04 |  1.58e-04 |  5.41e-05 |  3.66e-04 |  3.97e-02 |  7.74e-04 |  3.07e-05 |  1.0e-04 |  2.20e-10 |  1.22e-02 |  3.64e-02
  4700 |  3.730e-04 |  3.730e-05 |  4.953e-08 |  1.97e-04 |  1.57e-04 |  5.40e-05 |  3.66e-04 |  3.97e-02 |  7.73e-04 |  3.07e-05 |  1.0e-04 |  2.08e-10 |  1.22e-02 |  3.64e-02
  4710 |  3.730e-04 |  3.730e-05 |  4.947e-08 |  1.97e-04 |  1.57e-04 |  5.40e-05 |  3.65e-04 |  3.96e-02 |  7.72e-04 |  3.06e-05 |  1.0e-04 |  2.40e-10 |  1.22e-02 |  3.64e-02
  4720 |  3.730e-04 |  3.730e-05 |  4.942e-08 |  1.97e-04 |  1.57e-04 |  5.39e-05 |  3.65e-04 |  3.96e-02 |  7.72e-04 |  3.06e-05 |  1.0e-04 |  2.12e-10 |  1.21e-02 |  3.64e-02
  4730 |  3.730e-04 |  3.730e-05 |  4.936e-08 |  1.97e-04 |  1.57e-04 |  5.38e-05 |  3.65e-04 |  3.96e-02 |  7.71e-04 |  3.05e-05 |  1.0e-04 |  1.86e-10 |  1.21e-02 |  3.64e-02
  4740 |  3.730e-04 |  3.730e-05 |  4.931e-08 |  1.96e-04 |  1.57e-04 |  5.38e-05 |  3.65e-04 |  3.96e-02 |  7.70e-04 |  3.05e-05 |  1.0e-04 |  2.30e-10 |  1.21e-02 |  3.64e-02
  4750 |  3.730e-04 |  3.730e-05 |  4.925e-08 |  1.96e-04 |  1.57e-04 |  5.37e-05 |  3.64e-04 |  3.96e-02 |  7.69e-04 |  3.04e-05 |  1.0e-04 |  2.00e-10 |  1.21e-02 |  3.64e-02
  4760 |  3.730e-04 |  3.731e-05 |  4.919e-08 |  1.96e-04 |  1.57e-04 |  5.37e-05 |  3.64e-04 |  3.95e-02 |  7.68e-04 |  3.04e-05 |  1.0e-04 |  1.71e-10 |  1.21e-02 |  3.64e-02
  4770 |  3.731e-04 |  3.731e-05 |  4.914e-08 |  1.96e-04 |  1.56e-04 |  5.36e-05 |  3.64e-04 |  3.95e-02 |  7.67e-04 |  3.03e-05 |  1.0e-04 |  1.99e-10 |  1.21e-02 |  3.64e-02
  4780 |  3.731e-04 |  3.731e-05 |  4.908e-08 |  1.96e-04 |  1.56e-04 |  5.36e-05 |  3.64e-04 |  3.95e-02 |  7.66e-04 |  3.03e-05 |  1.0e-04 |  1.87e-10 |  1.21e-02 |  3.64e-02
  4790 |  3.731e-04 |  3.731e-05 |  4.903e-08 |  1.96e-04 |  1.56e-04 |  5.35e-05 |  3.63e-04 |  3.95e-02 |  7.65e-04 |  3.02e-05 |  1.0e-04 |  1.67e-10 |  1.21e-02 |  3.64e-02
  4800 |  3.731e-04 |  3.731e-05 |  4.897e-08 |  1.96e-04 |  1.56e-04 |  5.35e-05 |  3.63e-04 |  3.95e-02 |  7.64e-04 |  3.02e-05 |  1.0e-04 |  1.72e-10 |  1.21e-02 |  3.64e-02
  4810 |  3.731e-04 |  3.731e-05 |  4.892e-08 |  1.96e-04 |  1.56e-04 |  5.34e-05 |  3.63e-04 |  3.95e-02 |  7.63e-04 |  3.01e-05 |  1.0e-04 |  1.93e-10 |  1.20e-02 |  3.64e-02
  4820 |  3.731e-04 |  3.731e-05 |  4.886e-08 |  1.96e-04 |  1.56e-04 |  5.34e-05 |  3.63e-04 |  3.94e-02 |  7.62e-04 |  3.01e-05 |  1.0e-04 |  1.91e-10 |  1.20e-02 |  3.64e-02
  4830 |  3.731e-04 |  3.732e-05 |  4.881e-08 |  1.96e-04 |  1.56e-04 |  5.33e-05 |  3.62e-04 |  3.94e-02 |  7.61e-04 |  3.00e-05 |  1.0e-04 |  1.85e-10 |  1.20e-02 |  3.64e-02
  4840 |  3.732e-04 |  3.732e-05 |  4.875e-08 |  1.96e-04 |  1.56e-04 |  5.33e-05 |  3.62e-04 |  3.94e-02 |  7.60e-04 |  3.00e-05 |  1.0e-04 |  2.38e-10 |  1.20e-02 |  3.64e-02
  4850 |  3.732e-04 |  3.732e-05 |  4.870e-08 |  1.96e-04 |  1.55e-04 |  5.32e-05 |  3.62e-04 |  3.94e-02 |  7.60e-04 |  2.99e-05 |  1.0e-04 |  2.52e-10 |  1.20e-02 |  3.64e-02
  4860 |  3.732e-04 |  3.732e-05 |  4.864e-08 |  1.95e-04 |  1.55e-04 |  5.32e-05 |  3.62e-04 |  3.94e-02 |  7.59e-04 |  2.99e-05 |  1.0e-04 |  2.10e-10 |  1.20e-02 |  3.64e-02
  4870 |  3.732e-04 |  3.732e-05 |  4.859e-08 |  1.95e-04 |  1.55e-04 |  5.31e-05 |  3.62e-04 |  3.94e-02 |  7.58e-04 |  2.98e-05 |  1.0e-04 |  1.99e-10 |  1.20e-02 |  3.64e-02
  4880 |  3.732e-04 |  3.732e-05 |  4.854e-08 |  1.95e-04 |  1.55e-04 |  5.31e-05 |  3.61e-04 |  3.93e-02 |  7.57e-04 |  2.98e-05 |  1.0e-04 |  1.95e-10 |  1.20e-02 |  3.64e-02
  4890 |  3.732e-04 |  3.732e-05 |  4.848e-08 |  1.95e-04 |  1.55e-04 |  5.30e-05 |  3.61e-04 |  3.93e-02 |  7.56e-04 |  2.97e-05 |  1.0e-04 |  1.59e-10 |  1.20e-02 |  3.64e-02
  4900 |  3.733e-04 |  3.733e-05 |  4.843e-08 |  1.95e-04 |  1.55e-04 |  5.30e-05 |  3.61e-04 |  3.93e-02 |  7.55e-04 |  2.97e-05 |  1.0e-04 |  2.02e-10 |  1.19e-02 |  3.64e-02
  4910 |  3.733e-04 |  3.733e-05 |  4.838e-08 |  1.95e-04 |  1.55e-04 |  5.29e-05 |  3.61e-04 |  3.93e-02 |  7.54e-04 |  2.96e-05 |  1.0e-04 |  2.13e-10 |  1.19e-02 |  3.64e-02
  4920 |  3.733e-04 |  3.733e-05 |  4.832e-08 |  1.95e-04 |  1.54e-04 |  5.29e-05 |  3.60e-04 |  3.93e-02 |  7.53e-04 |  2.96e-05 |  1.0e-04 |  2.18e-10 |  1.19e-02 |  3.64e-02
  4930 |  3.733e-04 |  3.733e-05 |  4.827e-08 |  1.95e-04 |  1.54e-04 |  5.28e-05 |  3.60e-04 |  3.93e-02 |  7.52e-04 |  2.95e-05 |  1.0e-04 |  2.13e-10 |  1.19e-02 |  3.64e-02
  4940 |  3.733e-04 |  3.733e-05 |  4.822e-08 |  1.95e-04 |  1.54e-04 |  5.28e-05 |  3.60e-04 |  3.92e-02 |  7.52e-04 |  2.95e-05 |  1.0e-04 |  2.13e-10 |  1.19e-02 |  3.64e-02
  4950 |  3.734e-04 |  3.734e-05 |  4.816e-08 |  1.95e-04 |  1.54e-04 |  5.27e-05 |  3.60e-04 |  3.92e-02 |  7.51e-04 |  2.94e-05 |  1.0e-04 |  2.32e-10 |  1.19e-02 |  3.64e-02
  4960 |  3.734e-04 |  3.734e-05 |  4.811e-08 |  1.95e-04 |  1.54e-04 |  5.27e-05 |  3.59e-04 |  3.92e-02 |  7.50e-04 |  2.94e-05 |  1.0e-04 |  2.51e-10 |  1.19e-02 |  3.64e-02
  4970 |  3.734e-04 |  3.734e-05 |  4.806e-08 |  1.94e-04 |  1.54e-04 |  5.26e-05 |  3.59e-04 |  3.92e-02 |  7.49e-04 |  2.93e-05 |  1.0e-04 |  2.15e-10 |  1.19e-02 |  3.64e-02
  4980 |  3.734e-04 |  3.734e-05 |  4.801e-08 |  1.94e-04 |  1.54e-04 |  5.26e-05 |  3.59e-04 |  3.92e-02 |  7.48e-04 |  2.93e-05 |  1.0e-04 |  2.53e-10 |  1.19e-02 |  3.64e-02
  4990 |  3.734e-04 |  3.734e-05 |  4.795e-08 |  1.94e-04 |  1.54e-04 |  5.25e-05 |  3.59e-04 |  3.92e-02 |  7.47e-04 |  2.93e-05 |  1.0e-04 |  2.37e-10 |  1.18e-02 |  3.64e-02
  5000 |  3.734e-04 |  3.734e-05 |  4.790e-08 |  1.94e-04 |  1.53e-04 |  5.25e-05 |  3.58e-04 |  3.91e-02 |  7.46e-04 |  2.92e-05 |  1.0e-04 |  2.20e-10 |  1.18e-02 |  3.64e-02
  5010 |  3.735e-04 |  3.735e-05 |  4.785e-08 |  1.94e-04 |  1.53e-04 |  5.24e-05 |  3.58e-04 |  3.91e-02 |  7.45e-04 |  2.92e-05 |  1.0e-04 |  1.88e-10 |  1.18e-02 |  3.64e-02
  5020 |  3.735e-04 |  3.735e-05 |  4.780e-08 |  1.94e-04 |  1.53e-04 |  5.24e-05 |  3.58e-04 |  3.91e-02 |  7.45e-04 |  2.91e-05 |  1.0e-04 |  2.14e-10 |  1.18e-02 |  3.64e-02
  5030 |  3.735e-04 |  3.735e-05 |  4.775e-08 |  1.94e-04 |  1.53e-04 |  5.24e-05 |  3.58e-04 |  3.91e-02 |  7.44e-04 |  2.91e-05 |  1.0e-04 |  2.05e-10 |  1.18e-02 |  3.64e-02
  5040 |  3.735e-04 |  3.735e-05 |  4.770e-08 |  1.94e-04 |  1.53e-04 |  5.23e-05 |  3.57e-04 |  3.91e-02 |  7.43e-04 |  2.90e-05 |  1.0e-04 |  2.79e-10 |  1.18e-02 |  3.64e-02
  5050 |  3.735e-04 |  3.736e-05 |  4.765e-08 |  1.94e-04 |  1.53e-04 |  5.23e-05 |  3.57e-04 |  3.91e-02 |  7.42e-04 |  2.90e-05 |  1.0e-04 |  2.24e-10 |  1.18e-02 |  3.64e-02
  5060 |  3.736e-04 |  3.736e-05 |  4.760e-08 |  1.94e-04 |  1.53e-04 |  5.22e-05 |  3.57e-04 |  3.90e-02 |  7.41e-04 |  2.89e-05 |  1.0e-04 |  2.18e-10 |  1.18e-02 |  3.64e-02
  5070 |  3.736e-04 |  3.736e-05 |  4.754e-08 |  1.94e-04 |  1.53e-04 |  5.22e-05 |  3.57e-04 |  3.90e-02 |  7.40e-04 |  2.89e-05 |  1.0e-04 |  2.05e-10 |  1.18e-02 |  3.64e-02
  5080 |  3.736e-04 |  3.736e-05 |  4.749e-08 |  1.94e-04 |  1.52e-04 |  5.21e-05 |  3.57e-04 |  3.90e-02 |  7.39e-04 |  2.88e-05 |  1.0e-04 |  2.02e-10 |  1.17e-02 |  3.64e-02
  5090 |  3.736e-04 |  3.736e-05 |  4.744e-08 |  1.94e-04 |  1.52e-04 |  5.21e-05 |  3.56e-04 |  3.90e-02 |  7.39e-04 |  2.88e-05 |  1.0e-04 |  2.30e-10 |  1.17e-02 |  3.64e-02
  5100 |  3.737e-04 |  3.737e-05 |  4.739e-08 |  1.93e-04 |  1.52e-04 |  5.20e-05 |  3.56e-04 |  3.90e-02 |  7.38e-04 |  2.88e-05 |  1.0e-04 |  1.99e-10 |  1.17e-02 |  3.64e-02
  5110 |  3.737e-04 |  3.737e-05 |  4.734e-08 |  1.93e-04 |  1.52e-04 |  5.20e-05 |  3.56e-04 |  3.89e-02 |  7.37e-04 |  2.87e-05 |  1.0e-04 |  2.22e-10 |  1.17e-02 |  3.64e-02
  5120 |  3.737e-04 |  3.737e-05 |  4.729e-08 |  1.93e-04 |  1.52e-04 |  5.20e-05 |  3.56e-04 |  3.89e-02 |  7.36e-04 |  2.87e-05 |  1.0e-04 |  2.03e-10 |  1.17e-02 |  3.64e-02
  5130 |  3.737e-04 |  3.737e-05 |  4.724e-08 |  1.93e-04 |  1.52e-04 |  5.19e-05 |  3.55e-04 |  3.89e-02 |  7.35e-04 |  2.86e-05 |  1.0e-04 |  2.56e-10 |  1.17e-02 |  3.64e-02
  5140 |  3.737e-04 |  3.738e-05 |  4.719e-08 |  1.93e-04 |  1.52e-04 |  5.19e-05 |  3.55e-04 |  3.89e-02 |  7.34e-04 |  2.86e-05 |  1.0e-04 |  2.07e-10 |  1.17e-02 |  3.64e-02
  5150 |  3.738e-04 |  3.738e-05 |  4.714e-08 |  1.93e-04 |  1.52e-04 |  5.18e-05 |  3.55e-04 |  3.89e-02 |  7.34e-04 |  2.85e-05 |  1.0e-04 |  2.02e-10 |  1.17e-02 |  3.64e-02
  5160 |  3.738e-04 |  3.738e-05 |  4.709e-08 |  1.93e-04 |  1.51e-04 |  5.18e-05 |  3.55e-04 |  3.89e-02 |  7.33e-04 |  2.85e-05 |  1.0e-04 |  2.27e-10 |  1.17e-02 |  3.64e-02
  5170 |  3.738e-04 |  3.738e-05 |  4.705e-08 |  1.93e-04 |  1.51e-04 |  5.17e-05 |  3.54e-04 |  3.88e-02 |  7.32e-04 |  2.84e-05 |  1.0e-04 |  2.11e-10 |  1.17e-02 |  3.64e-02
  5180 |  3.738e-04 |  3.738e-05 |  4.700e-08 |  1.93e-04 |  1.51e-04 |  5.17e-05 |  3.54e-04 |  3.88e-02 |  7.31e-04 |  2.84e-05 |  1.0e-04 |  1.90e-10 |  1.16e-02 |  3.64e-02
  5190 |  3.739e-04 |  3.739e-05 |  4.695e-08 |  1.93e-04 |  1.51e-04 |  5.17e-05 |  3.54e-04 |  3.88e-02 |  7.30e-04 |  2.84e-05 |  1.0e-04 |  1.78e-10 |  1.16e-02 |  3.64e-02
  5200 |  3.739e-04 |  3.739e-05 |  4.690e-08 |  1.93e-04 |  1.51e-04 |  5.16e-05 |  3.54e-04 |  3.88e-02 |  7.30e-04 |  2.83e-05 |  1.0e-04 |  2.22e-10 |  1.16e-02 |  3.64e-02
  5210 |  3.739e-04 |  3.739e-05 |  4.685e-08 |  1.93e-04 |  1.51e-04 |  5.16e-05 |  3.54e-04 |  3.88e-02 |  7.29e-04 |  2.83e-05 |  1.0e-04 |  2.25e-10 |  1.16e-02 |  3.64e-02
  5220 |  3.739e-04 |  3.739e-05 |  4.680e-08 |  1.92e-04 |  1.51e-04 |  5.15e-05 |  3.53e-04 |  3.88e-02 |  7.28e-04 |  2.82e-05 |  1.0e-04 |  2.30e-10 |  1.16e-02 |  3.64e-02
  5230 |  3.740e-04 |  3.740e-05 |  4.675e-08 |  1.92e-04 |  1.51e-04 |  5.15e-05 |  3.53e-04 |  3.88e-02 |  7.27e-04 |  2.82e-05 |  1.0e-04 |  2.16e-10 |  1.16e-02 |  3.64e-02
  5240 |  3.740e-04 |  3.740e-05 |  4.670e-08 |  1.92e-04 |  1.50e-04 |  5.15e-05 |  3.53e-04 |  3.87e-02 |  7.26e-04 |  2.81e-05 |  1.0e-04 |  2.53e-10 |  1.16e-02 |  3.64e-02
  5250 |  3.740e-04 |  3.740e-05 |  4.666e-08 |  1.92e-04 |  1.50e-04 |  5.14e-05 |  3.53e-04 |  3.87e-02 |  7.26e-04 |  2.81e-05 |  1.0e-04 |  2.08e-10 |  1.16e-02 |  3.64e-02
  5260 |  3.740e-04 |  3.741e-05 |  4.661e-08 |  1.92e-04 |  1.50e-04 |  5.14e-05 |  3.52e-04 |  3.87e-02 |  7.25e-04 |  2.80e-05 |  1.0e-04 |  2.23e-10 |  1.16e-02 |  3.64e-02
  5270 |  3.741e-04 |  3.741e-05 |  4.656e-08 |  1.92e-04 |  1.50e-04 |  5.13e-05 |  3.52e-04 |  3.87e-02 |  7.24e-04 |  2.80e-05 |  1.0e-04 |  1.97e-10 |  1.16e-02 |  3.64e-02
  5280 |  3.741e-04 |  3.741e-05 |  4.651e-08 |  1.92e-04 |  1.50e-04 |  5.13e-05 |  3.52e-04 |  3.87e-02 |  7.23e-04 |  2.80e-05 |  1.0e-04 |  2.37e-10 |  1.15e-02 |  3.64e-02
  5290 |  3.741e-04 |  3.741e-05 |  4.647e-08 |  1.92e-04 |  1.50e-04 |  5.13e-05 |  3.52e-04 |  3.87e-02 |  7.22e-04 |  2.79e-05 |  1.0e-04 |  1.72e-10 |  1.15e-02 |  3.64e-02
  5300 |  3.742e-04 |  3.742e-05 |  4.642e-08 |  1.92e-04 |  1.50e-04 |  5.12e-05 |  3.52e-04 |  3.86e-02 |  7.22e-04 |  2.79e-05 |  1.0e-04 |  2.16e-10 |  1.15e-02 |  3.64e-02
  5310 |  3.742e-04 |  3.742e-05 |  4.637e-08 |  1.92e-04 |  1.50e-04 |  5.12e-05 |  3.51e-04 |  3.86e-02 |  7.21e-04 |  2.78e-05 |  1.0e-04 |  2.34e-10 |  1.15e-02 |  3.64e-02
  5320 |  3.742e-04 |  3.742e-05 |  4.632e-08 |  1.92e-04 |  1.49e-04 |  5.11e-05 |  3.51e-04 |  3.86e-02 |  7.20e-04 |  2.78e-05 |  1.0e-04 |  2.55e-10 |  1.15e-02 |  3.64e-02
  5330 |  3.742e-04 |  3.742e-05 |  4.628e-08 |  1.92e-04 |  1.49e-04 |  5.11e-05 |  3.51e-04 |  3.86e-02 |  7.19e-04 |  2.78e-05 |  1.0e-04 |  2.05e-10 |  1.15e-02 |  3.64e-02
  5340 |  3.743e-04 |  3.743e-05 |  4.623e-08 |  1.92e-04 |  1.49e-04 |  5.11e-05 |  3.51e-04 |  3.86e-02 |  7.18e-04 |  2.77e-05 |  1.0e-04 |  2.28e-10 |  1.15e-02 |  3.64e-02
  5350 |  3.743e-04 |  3.743e-05 |  4.618e-08 |  1.91e-04 |  1.49e-04 |  5.10e-05 |  3.50e-04 |  3.86e-02 |  7.18e-04 |  2.77e-05 |  1.0e-04 |  2.30e-10 |  1.15e-02 |  3.64e-02
  5360 |  3.743e-04 |  3.743e-05 |  4.614e-08 |  1.91e-04 |  1.49e-04 |  5.10e-05 |  3.50e-04 |  3.85e-02 |  7.17e-04 |  2.76e-05 |  1.0e-04 |  2.07e-10 |  1.15e-02 |  3.64e-02
  5370 |  3.744e-04 |  3.744e-05 |  4.609e-08 |  1.91e-04 |  1.49e-04 |  5.09e-05 |  3.50e-04 |  3.85e-02 |  7.16e-04 |  2.76e-05 |  1.0e-04 |  2.21e-10 |  1.15e-02 |  3.64e-02
  5380 |  3.744e-04 |  3.744e-05 |  4.604e-08 |  1.91e-04 |  1.49e-04 |  5.09e-05 |  3.50e-04 |  3.85e-02 |  7.15e-04 |  2.75e-05 |  1.0e-04 |  2.40e-10 |  1.14e-02 |  3.64e-02
  5390 |  3.744e-04 |  3.744e-05 |  4.600e-08 |  1.91e-04 |  1.49e-04 |  5.09e-05 |  3.50e-04 |  3.85e-02 |  7.15e-04 |  2.75e-05 |  1.0e-04 |  2.39e-10 |  1.14e-02 |  3.64e-02
  5400 |  3.744e-04 |  3.744e-05 |  4.595e-08 |  1.91e-04 |  1.48e-04 |  5.08e-05 |  3.49e-04 |  3.85e-02 |  7.14e-04 |  2.75e-05 |  1.0e-04 |  2.74e-10 |  1.14e-02 |  3.64e-02
  5410 |  3.745e-04 |  3.745e-05 |  4.590e-08 |  1.91e-04 |  1.48e-04 |  5.08e-05 |  3.49e-04 |  3.85e-02 |  7.13e-04 |  2.74e-05 |  1.0e-04 |  2.42e-10 |  1.14e-02 |  3.64e-02
  5420 |  3.745e-04 |  3.745e-05 |  4.586e-08 |  1.91e-04 |  1.48e-04 |  5.07e-05 |  3.49e-04 |  3.84e-02 |  7.12e-04 |  2.74e-05 |  1.0e-04 |  2.35e-10 |  1.14e-02 |  3.64e-02
  5430 |  3.745e-04 |  3.745e-05 |  4.581e-08 |  1.91e-04 |  1.48e-04 |  5.07e-05 |  3.49e-04 |  3.84e-02 |  7.12e-04 |  2.73e-05 |  1.0e-04 |  2.61e-10 |  1.14e-02 |  3.64e-02
  5440 |  3.746e-04 |  3.746e-05 |  4.577e-08 |  1.91e-04 |  1.48e-04 |  5.07e-05 |  3.48e-04 |  3.84e-02 |  7.11e-04 |  2.73e-05 |  1.0e-04 |  2.28e-10 |  1.14e-02 |  3.64e-02
  5450 |  3.746e-04 |  3.746e-05 |  4.572e-08 |  1.91e-04 |  1.48e-04 |  5.06e-05 |  3.48e-04 |  3.84e-02 |  7.10e-04 |  2.73e-05 |  1.0e-04 |  2.14e-10 |  1.14e-02 |  3.64e-02
  5460 |  3.746e-04 |  3.746e-05 |  4.568e-08 |  1.91e-04 |  1.48e-04 |  5.06e-05 |  3.48e-04 |  3.84e-02 |  7.09e-04 |  2.72e-05 |  1.0e-04 |  2.08e-10 |  1.14e-02 |  3.64e-02
  5470 |  3.747e-04 |  3.747e-05 |  4.563e-08 |  1.91e-04 |  1.48e-04 |  5.06e-05 |  3.48e-04 |  3.84e-02 |  7.09e-04 |  2.72e-05 |  1.0e-04 |  2.06e-10 |  1.14e-02 |  3.64e-02
  5480 |  3.747e-04 |  3.747e-05 |  4.559e-08 |  1.90e-04 |  1.48e-04 |  5.05e-05 |  3.48e-04 |  3.83e-02 |  7.08e-04 |  2.71e-05 |  1.0e-04 |  1.99e-10 |  1.13e-02 |  3.64e-02
  5490 |  3.747e-04 |  3.747e-05 |  4.554e-08 |  1.90e-04 |  1.47e-04 |  5.05e-05 |  3.47e-04 |  3.83e-02 |  7.07e-04 |  2.71e-05 |  1.0e-04 |  1.95e-10 |  1.13e-02 |  3.64e-02
  5500 |  3.747e-04 |  3.747e-05 |  4.550e-08 |  1.90e-04 |  1.47e-04 |  5.05e-05 |  3.47e-04 |  3.83e-02 |  7.06e-04 |  2.71e-05 |  1.0e-04 |  2.09e-10 |  1.13e-02 |  3.64e-02
  5510 |  3.748e-04 |  3.748e-05 |  4.545e-08 |  1.90e-04 |  1.47e-04 |  5.04e-05 |  3.47e-04 |  3.83e-02 |  7.06e-04 |  2.70e-05 |  1.0e-04 |  2.98e-10 |  1.13e-02 |  3.64e-02
