iter,obj_s,pde_obj_mse,feas_true,obj_for_plot,source,alpha,tau,lam,mu,kkt_res,d_inf,d_l2
7710,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.54e-21,6.573624e-18,0.0,0.0,14.0,238000.0,1980000.0
7720,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.53e-21,6.573624e-18,0.0,0.0,6.7,118000.0,859000.0
7730,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.53e-21,6.573624e-18,0.0,0.0,21.0,885000.0,6910000.0
7740,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.52e-21,6.573624e-18,0.0,0.0,8.9,118000.0,957000.0
7750,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.52e-21,6.573624e-18,0.0,0.0,28.0,246000.0,1970000.0
7760,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.51e-21,6.573624e-18,0.0,0.0,43.0,518000.0,4380000.0
7770,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.5e-21,6.573624e-18,0.0,0.0,9.8,87400.0,823000.0
7780,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.5e-21,6.573624e-18,0.0,0.0,30.0,509000.0,3890000.0
7790,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.49e-21,6.573624e-18,0.0,0.0,45.0,626000.0,5630000.0
7800,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.49e-21,6.573624e-18,0.0,0.0,4.1,125000.0,972000.0
7810,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.48e-21,6.573624e-18,0.0,0.0,25.0,326000.0,2330000.0
7820,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.48e-21,6.573624e-18,0.0,0.0,12.0,170000.0,1060000.0
7830,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.47e-21,6.573624e-18,0.0,0.0,24.0,394000.0,3340000.0
7840,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.46e-21,6.573624e-18,0.0,0.0,4.7,132000.0,987000.0
7850,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.46e-21,6.573624e-18,0.0,0.0,8.1,96700.0,923000.0
7860,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.45e-21,6.573624e-18,0.0,0.0,170.0,2130000.0,19500000.0
7870,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.45e-21,6.573624e-18,0.0,0.0,20.0,546000.0,3320000.0
7880,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.44e-21,6.573624e-18,0.0,0.0,3.7,167000.0,1350000.0
7890,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.44e-21,6.573624e-18,0.0,0.0,6.4,104000.0,873000.0
7900,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.43e-21,6.573624e-18,0.0,0.0,120.0,2540000.0,23200000.0
7910,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.43e-21,6.573624e-18,0.0,0.0,8.0,216000.0,1760000.0
7920,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.42e-21,6.573624e-18,0.0,0.0,19.0,301000.0,2630000.0
7930,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.41e-21,6.573624e-18,0.0,0.0,9.5,330000.0,2370000.0
7940,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.41e-21,6.573624e-18,0.0,0.0,8.1,265000.0,1800000.0
7950,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.4e-21,6.573624e-18,0.0,0.0,19.0,398000.0,3220000.0
7960,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.4e-21,6.573624e-18,0.0,0.0,21.0,323000.0,2690000.0
7970,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.39e-21,6.573624e-18,0.0,0.0,7.3,373000.0,2600000.0
7980,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.39e-21,6.573624e-18,0.0,0.0,140.0,2550000.0,19000000.0
7990,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.38e-21,6.573624e-18,0.0,0.0,9.0,148000.0,1260000.0
8000,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.38e-21,6.573624e-18,0.0,0.0,7.2,178000.0,1340000.0
8010,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.37e-21,6.573624e-18,0.0,0.0,7.4,163000.0,1080000.0
8020,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.37e-21,6.573624e-18,0.0,0.0,1100.0,16600000.0,106000000.0
8030,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.36e-21,6.573624e-18,0.0,0.0,7.5,115000.0,989000.0
8040,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.36e-21,6.573624e-18,0.0,0.0,38.0,690000.0,5300000.0
8050,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.35e-21,6.573624e-18,0.0,0.0,11.0,346000.0,2750000.0
8060,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.34e-21,6.573624e-18,0.0,0.0,190.0,3910000.0,31000000.0
8070,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.34e-21,6.573624e-18,0.0,0.0,25.0,717000.0,4060000.0
8080,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.33e-21,6.573624e-18,0.0,0.0,8.3,104000.0,846000.0
8090,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.33e-21,6.573624e-18,0.0,0.0,13.0,175000.0,1600000.0
8100,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.32e-21,6.573624e-18,0.0,0.0,15.0,284000.0,2080000.0
8110,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.32e-21,6.573624e-18,0.0,0.0,9.0,132000.0,1070000.0
8120,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.31e-21,6.573624e-18,0.0,0.0,13.0,253000.0,2190000.0
8130,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.31e-21,6.573624e-18,0.0,0.0,8.2,153000.0,1240000.0
8140,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.3e-21,6.573624e-18,0.0,0.0,43.0,420000.0,3780000.0
8150,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.3e-21,6.573624e-18,0.0,0.0,3.7,187000.0,1550000.0
8160,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.29e-21,6.573624e-18,0.0,0.0,16.0,160000.0,1470000.0
8170,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.29e-21,6.573624e-18,0.0,0.0,12.0,186000.0,1740000.0
8180,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.28e-21,6.573624e-18,0.0,0.0,15.0,289000.0,2290000.0
8190,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.28e-21,6.573624e-18,0.0,0.0,5.7,145000.0,1290000.0
8200,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.27e-21,6.573624e-18,0.0,0.0,28.0,909000.0,6860000.0
8210,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.27e-21,6.573624e-18,0.0,0.0,41.0,514000.0,4080000.0
8220,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.26e-21,6.573624e-18,0.0,0.0,110.0,1720000.0,12600000.0
8230,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.26e-21,6.573624e-18,0.0,0.0,4.6,178000.0,1140000.0
8240,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.25e-21,6.573624e-18,0.0,0.0,7.5,346000.0,2800000.0
8250,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.24e-21,6.573624e-18,0.0,0.0,1600.0,28400000.0,231000000.0
8260,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.24e-21,6.573624e-18,0.0,0.0,9.2,230000.0,1360000.0
8270,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.23e-21,6.573624e-18,0.0,0.0,13.0,254000.0,1930000.0
8280,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.23e-21,6.573624e-18,0.0,0.0,11.0,124000.0,1000000.0
8290,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.22e-21,6.573624e-18,0.0,0.0,5.2,116000.0,900000.0
8300,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.22e-21,6.573624e-18,0.0,0.0,9.7,107000.0,981000.0
8310,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.21e-21,6.573624e-18,0.0,0.0,3.9,148000.0,746000.0
8320,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.21e-21,6.573624e-18,0.0,0.0,6.5,120000.0,1050000.0
8330,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.2e-21,6.573624e-18,0.0,0.0,14.0,314000.0,2380000.0
8340,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.2e-21,6.573624e-18,0.0,0.0,17.0,230000.0,1830000.0
8350,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.19e-21,6.573624e-18,0.0,0.0,64.0,1140000.0,8270000.0
8360,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.19e-21,6.573624e-18,0.0,0.0,92.0,1910000.0,16700000.0
8370,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.18e-21,6.573624e-18,0.0,0.0,7.1,140000.0,1200000.0
8380,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.18e-21,6.573624e-18,0.0,0.0,34.0,287000.0,2530000.0
8390,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.17e-21,6.573624e-18,0.0,0.0,27.0,462000.0,4380000.0
8400,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.17e-21,6.573624e-18,0.0,0.0,7.7,133000.0,898000.0
8410,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.16e-21,6.573624e-18,0.0,0.0,28.0,1080000.0,9140000.0
8420,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.16e-21,6.573624e-18,0.0,0.0,6.8,328000.0,2080000.0
8430,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.15e-21,6.573624e-18,0.0,0.0,5.0,100000.0,752000.0
8440,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.15e-21,6.573624e-18,0.0,0.0,130.0,1620000.0,12700000.0
8450,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.14e-21,6.573624e-18,0.0,0.0,38.0,697000.0,5860000.0
8460,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.14e-21,6.573624e-18,0.0,0.0,35.0,552000.0,4650000.0
8470,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.13e-21,6.573624e-18,0.0,0.0,160.0,10700000.0,56600000.0
8480,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.13e-21,6.573624e-18,0.0,0.0,26.0,468000.0,3800000.0
8490,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.12e-21,6.573624e-18,0.0,0.0,16.0,496000.0,3880000.0
8500,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.12e-21,6.573624e-18,0.0,0.0,33.0,351000.0,2410000.0
8510,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.11e-21,6.573624e-18,0.0,0.0,55.0,508000.0,3940000.0
8520,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.11e-21,6.573624e-18,0.0,0.0,9.2,180000.0,1330000.0
8530,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.1e-21,6.573624e-18,0.0,0.0,5.0,87500.0,849000.0
8540,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.1e-21,6.573624e-18,0.0,0.0,21.0,485000.0,3650000.0
8550,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.09e-21,6.573624e-18,0.0,0.0,8.7,131000.0,1000000.0
8560,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.09e-21,6.573624e-18,0.0,0.0,6.9,99600.0,755000.0
8570,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.09e-21,6.573624e-18,0.0,0.0,58.0,497000.0,4550000.0
8580,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.08e-21,6.573624e-18,0.0,0.0,3.0,124000.0,836000.0
8590,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.08e-21,6.573624e-18,0.0,0.0,14.0,516000.0,4090000.0
8600,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.07e-21,6.573624e-18,0.0,0.0,3.1,155000.0,991000.0
8610,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.07e-21,6.573624e-18,0.0,0.0,100.0,1820000.0,16200000.0
8620,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.06e-21,6.573624e-18,0.0,0.0,39.0,393000.0,3690000.0
8630,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.06e-21,6.573624e-18,0.0,0.0,10.0,269000.0,2040000.0
8640,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.05e-21,6.573624e-18,0.0,0.0,6.5,80900.0,849000.0
8650,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.05e-21,6.573624e-18,0.0,0.0,34.0,951000.0,7200000.0
8660,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.04e-21,6.573624e-18,0.0,0.0,9.1,162000.0,1260000.0
8670,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.04e-21,6.573624e-18,0.0,0.0,6.0,135000.0,1030000.0
8680,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.03e-21,6.573624e-18,0.0,0.0,23.0,446000.0,2840000.0
8690,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.03e-21,6.573624e-18,0.0,0.0,11.0,305000.0,2590000.0
8700,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.02e-21,6.573624e-18,0.0,0.0,37.0,498000.0,5160000.0
8710,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.02e-21,6.573624e-18,0.0,0.0,3.7,84500.0,539000.0
8720,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.01e-21,6.573624e-18,0.0,0.0,4.8,87400.0,696000.0
8730,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.01e-21,6.573624e-18,0.0,0.0,510.0,11100000.0,67800000.0
8740,nan,0.2999,nan,0.2999,PDE_obj_MSE,7e-21,6.573624e-18,0.0,0.0,25.0,664000.0,5800000.0
8750,nan,0.2999,nan,0.2999,PDE_obj_MSE,7e-21,6.573624e-18,0.0,0.0,87.0,1180000.0,11300000.0
8760,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.99e-21,6.573624e-18,0.0,0.0,10.0,151000.0,1160000.0
8770,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.99e-21,6.573624e-18,0.0,0.0,11.0,120000.0,1030000.0
8780,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.99e-21,6.573624e-18,0.0,0.0,4.8,146000.0,1180000.0
8790,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.98e-21,6.573624e-18,0.0,0.0,25.0,377000.0,3320000.0
8800,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.98e-21,6.573624e-18,0.0,0.0,28.0,603000.0,4040000.0
8810,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.97e-21,6.573624e-18,0.0,0.0,3.3,81300.0,814000.0
8820,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.97e-21,6.573624e-18,0.0,0.0,52.0,769000.0,6810000.0
8830,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.96e-21,6.573624e-18,0.0,0.0,24.0,475000.0,3640000.0
8840,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.96e-21,6.573624e-18,0.0,0.0,6.0,208000.0,1670000.0
8850,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.95e-21,6.573624e-18,0.0,0.0,39.0,402000.0,3320000.0
8860,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.95e-21,6.573624e-18,0.0,0.0,46.0,685000.0,6920000.0
8870,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.94e-21,6.573624e-18,0.0,0.0,580.0,14000000.0,119000000.0
8880,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.94e-21,6.573624e-18,0.0,0.0,2.8,97600.0,768000.0
8890,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.93e-21,6.573624e-18,0.0,0.0,250.0,3630000.0,26000000.0
8900,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.93e-21,6.573624e-18,0.0,0.0,20.0,391000.0,2900000.0
8910,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.93e-21,6.573624e-18,0.0,0.0,49.0,712000.0,3930000.0
8920,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.92e-21,6.573624e-18,0.0,0.0,35.0,842000.0,6420000.0
8930,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.92e-21,6.573624e-18,0.0,0.0,32.0,658000.0,5270000.0
8940,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.91e-21,6.573624e-18,0.0,0.0,11.0,276000.0,2030000.0
8950,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.91e-21,6.573624e-18,0.0,0.0,15.0,268000.0,1990000.0
8960,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.9e-21,6.573624e-18,0.0,0.0,13.0,320000.0,2540000.0
8970,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.9e-21,6.573624e-18,0.0,0.0,11.0,429000.0,2820000.0
8980,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.89e-21,6.573624e-18,0.0,0.0,10.0,307000.0,2360000.0
8990,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.89e-21,6.573624e-18,0.0,0.0,34.0,965000.0,7560000.0
9000,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.88e-21,6.573624e-18,0.0,0.0,6.8,170000.0,1610000.0
9010,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.88e-21,6.573624e-18,0.0,0.0,18.0,664000.0,4030000.0
9020,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.88e-21,6.573624e-18,0.0,0.0,6.4,129000.0,1030000.0
9030,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.87e-21,6.573624e-18,0.0,0.0,6.4,129000.0,1090000.0
9040,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.87e-21,6.573624e-18,0.0,0.0,28.0,452000.0,3860000.0
9050,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.86e-21,6.573624e-18,0.0,0.0,140.0,1600000.0,14000000.0
9060,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.86e-21,6.573624e-18,0.0,0.0,14.0,138000.0,1210000.0
9070,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.85e-21,6.573624e-18,0.0,0.0,10.0,278000.0,2640000.0
9080,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.85e-21,6.573624e-18,0.0,0.0,460.0,16100000.0,104000000.0
9090,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.84e-21,6.573624e-18,0.0,0.0,16.0,440000.0,3530000.0
9100,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.84e-21,6.573624e-18,0.0,0.0,11.0,125000.0,1080000.0
9110,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.84e-21,6.573624e-18,0.0,0.0,19.0,298000.0,2390000.0
9120,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.83e-21,6.573624e-18,0.0,0.0,60000.0,571000000.0,5120000000.0
9130,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.83e-21,6.573624e-18,0.0,0.0,6.1,110000.0,1070000.0
9140,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.82e-21,6.573624e-18,0.0,0.0,24.0,273000.0,2120000.0
9150,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.82e-21,6.573624e-18,0.0,0.0,7.9,165000.0,1540000.0
9160,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.81e-21,6.573624e-18,0.0,0.0,8.1,261000.0,1740000.0
9170,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.81e-21,6.573624e-18,0.0,0.0,4.3,153000.0,1110000.0
9180,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.81e-21,6.573624e-18,0.0,0.0,18.0,374000.0,3060000.0
9190,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.8e-21,6.573624e-18,0.0,0.0,3.0,64500.0,533000.0
9200,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.8e-21,6.573624e-18,0.0,0.0,3.0,63400.0,563000.0
9210,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.79e-21,6.573624e-18,0.0,0.0,6.0,309000.0,2120000.0
9220,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.79e-21,6.573624e-18,0.0,0.0,6.5,119000.0,1050000.0
9230,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.78e-21,6.573624e-18,0.0,0.0,21.0,365000.0,3200000.0
9240,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.78e-21,6.573624e-18,0.0,0.0,570.0,7270000.0,56600000.0
9250,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.77e-21,6.573624e-18,0.0,0.0,330.0,8070000.0,60200000.0
9260,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.77e-21,6.573624e-18,0.0,0.0,9.3,312000.0,2210000.0
9270,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.77e-21,6.573624e-18,0.0,0.0,39.0,396000.0,3100000.0
9280,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.76e-21,6.573624e-18,0.0,0.0,3.4,88600.0,692000.0
9290,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.76e-21,6.573624e-18,0.0,0.0,59.0,1290000.0,11100000.0
9300,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.75e-21,6.573624e-18,0.0,0.0,8.4,302000.0,1900000.0
9310,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.75e-21,6.573624e-18,0.0,0.0,20.0,350000.0,2680000.0
9320,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.74e-21,6.573624e-18,0.0,0.0,6.4,142000.0,1050000.0
9330,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.74e-21,6.573624e-18,0.0,0.0,6.8,139000.0,1280000.0
9340,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.74e-21,6.573624e-18,0.0,0.0,21.0,399000.0,3470000.0
9350,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.73e-21,6.573624e-18,0.0,0.0,310.0,3380000.0,25200000.0
9360,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.73e-21,6.573624e-18,0.0,0.0,6.8,274000.0,1580000.0
9370,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.72e-21,6.573624e-18,0.0,0.0,5.4,151000.0,1160000.0
9380,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.72e-21,6.573624e-18,0.0,0.0,51.0,1070000.0,7210000.0
9390,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.72e-21,6.573624e-18,0.0,0.0,12.0,198000.0,1640000.0
9400,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.71e-21,6.573624e-18,0.0,0.0,52.0,873000.0,5680000.0
9410,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.71e-21,6.573624e-18,0.0,0.0,8.5,120000.0,1120000.0
9420,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.7e-21,6.573624e-18,0.0,0.0,8.7,186000.0,1560000.0
9430,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.7e-21,6.573624e-18,0.0,0.0,12.0,189000.0,1660000.0
9440,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.69e-21,6.573624e-18,0.0,0.0,6.5,85000.0,860000.0
9450,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.69e-21,6.573624e-18,0.0,0.0,41.0,513000.0,3890000.0
9460,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.69e-21,6.573624e-18,0.0,0.0,4.9,136000.0,999000.0
9470,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.68e-21,6.573624e-18,0.0,0.0,5.1,150000.0,984000.0
9480,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.68e-21,6.573624e-18,0.0,0.0,93.0,2780000.0,22700000.0
9490,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.67e-21,6.573624e-18,0.0,0.0,25.0,889000.0,5320000.0
9500,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.67e-21,6.573624e-18,0.0,0.0,15.0,364000.0,2790000.0
9510,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.67e-21,6.573624e-18,0.0,0.0,17.0,343000.0,2450000.0
9520,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.66e-21,6.573624e-18,0.0,0.0,22.0,563000.0,4470000.0
9530,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.66e-21,6.573624e-18,0.0,0.0,17.0,282000.0,2590000.0
9540,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.65e-21,6.573624e-18,0.0,0.0,14.0,280000.0,2290000.0
9550,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.65e-21,6.573624e-18,0.0,0.0,9.5,209000.0,1960000.0
9560,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.64e-21,6.573624e-18,0.0,0.0,22.0,591000.0,3660000.0
9570,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.64e-21,6.573624e-18,0.0,0.0,6.2,165000.0,847000.0
9580,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.64e-21,6.573624e-18,0.0,0.0,650.0,15500000.0,126000000.0
9590,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.63e-21,6.573624e-18,0.0,0.0,44.0,622000.0,5040000.0
9600,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.63e-21,6.573624e-18,0.0,0.0,110.0,1340000.0,12500000.0
9610,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.62e-21,6.573624e-18,0.0,0.0,7.2,91400.0,763000.0
9620,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.62e-21,6.573624e-18,0.0,0.0,12.0,263000.0,2030000.0
9630,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.62e-21,6.573624e-18,0.0,0.0,5.9,102000.0,950000.0
9640,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.61e-21,6.573624e-18,0.0,0.0,21.0,437000.0,3620000.0
9650,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.61e-21,6.573624e-18,0.0,0.0,31.0,1010000.0,7350000.0
9660,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.6e-21,6.573624e-18,0.0,0.0,4.8,74100.0,543000.0
9670,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.6e-21,6.573624e-18,0.0,0.0,7.2,192000.0,1190000.0
9680,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.6e-21,6.573624e-18,0.0,0.0,8.6,155000.0,1410000.0
9690,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.59e-21,6.573624e-18,0.0,0.0,140.0,2400000.0,18900000.0
9700,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.59e-21,6.573624e-18,0.0,0.0,1700.0,43700000.0,380000000.0
9710,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.58e-21,6.573624e-18,0.0,0.0,24.0,276000.0,2290000.0
9720,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.58e-21,6.573624e-18,0.0,0.0,12.0,183000.0,1500000.0
9730,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.58e-21,6.573624e-18,0.0,0.0,17.0,608000.0,4910000.0
9740,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.57e-21,6.573624e-18,0.0,0.0,19.0,485000.0,4130000.0
9750,nan,0.2999,nan,0.2999,PDE_obj_MSE,6.57e-21,6.573624e-18,0.0,0.0,6.9,157000.0,1160000.0
