iter,obj_s,pde_obj_mse,feas_true,obj_for_plot,source,alpha,tau,lam,mu,kkt_res,d_inf,d_l2
5660,nan,0.2999,nan,0.2999,PDE_obj_MSE,9.02e-21,6.573624e-18,0.0,0.0,12.0,158000.0,1140000.0
5670,nan,0.2999,nan,0.2999,PDE_obj_MSE,9.02e-21,6.573624e-18,0.0,0.0,18.0,301000.0,2630000.0
5680,nan,0.2999,nan,0.2999,PDE_obj_MSE,9.01e-21,6.573624e-18,0.0,0.0,11.0,267000.0,2380000.0
5690,nan,0.2999,nan,0.2999,PDE_obj_MSE,9e-21,6.573624e-18,0.0,0.0,56.0,1070000.0,8180000.0
5700,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.99e-21,6.573624e-18,0.0,0.0,6.9,210000.0,1510000.0
5710,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.98e-21,6.573624e-18,0.0,0.0,51.0,560000.0,4260000.0
5720,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.97e-21,6.573624e-18,0.0,0.0,6.4,142000.0,1160000.0
5730,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.96e-21,6.573624e-18,0.0,0.0,4.8,106000.0,880000.0
5740,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.95e-21,6.573624e-18,0.0,0.0,23.0,334000.0,2050000.0
5750,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.94e-21,6.573624e-18,0.0,0.0,5.7,130000.0,1180000.0
5760,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.93e-21,6.573624e-18,0.0,0.0,65.0,1720000.0,13000000.0
5770,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.92e-21,6.573624e-18,0.0,0.0,37.0,320000.0,2490000.0
5780,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.92e-21,6.573624e-18,0.0,0.0,8.2,215000.0,1540000.0
5790,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.91e-21,6.573624e-18,0.0,0.0,5.7,259000.0,2270000.0
5800,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.9e-21,6.573624e-18,0.0,0.0,11.0,222000.0,1890000.0
5810,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.89e-21,6.573624e-18,0.0,0.0,7.9,102000.0,957000.0
5820,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.88e-21,6.573624e-18,0.0,0.0,57.0,748000.0,5610000.0
5830,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.87e-21,6.573624e-18,0.0,0.0,16.0,406000.0,3690000.0
5840,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.86e-21,6.573624e-18,0.0,0.0,20.0,366000.0,2930000.0
5850,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.85e-21,6.573624e-18,0.0,0.0,170.0,3900000.0,31400000.0
5860,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.84e-21,6.573624e-18,0.0,0.0,5.5,127000.0,1120000.0
5870,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.84e-21,6.573624e-18,0.0,0.0,65.0,1220000.0,8330000.0
5880,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.83e-21,6.573624e-18,0.0,0.0,62.0,2030000.0,18100000.0
5890,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.82e-21,6.573624e-18,0.0,0.0,19.0,257000.0,2720000.0
5900,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.81e-21,6.573624e-18,0.0,0.0,23.0,191000.0,1640000.0
5910,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.8e-21,6.573624e-18,0.0,0.0,5.3,111000.0,821000.0
5920,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.79e-21,6.573624e-18,0.0,0.0,14.0,413000.0,3260000.0
5930,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.78e-21,6.573624e-18,0.0,0.0,4.0,111000.0,720000.0
5940,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.78e-21,6.573624e-18,0.0,0.0,9.3,163000.0,1340000.0
5950,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.77e-21,6.573624e-18,0.0,0.0,9.2,372000.0,2100000.0
5960,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.76e-21,6.573624e-18,0.0,0.0,11.0,308000.0,2360000.0
5970,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.75e-21,6.573624e-18,0.0,0.0,17.0,237000.0,1940000.0
5980,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.74e-21,6.573624e-18,0.0,0.0,8.5,210000.0,1710000.0
5990,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.73e-21,6.573624e-18,0.0,0.0,15.0,209000.0,1910000.0
6000,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.72e-21,6.573624e-18,0.0,0.0,13.0,314000.0,2680000.0
6010,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.72e-21,6.573624e-18,0.0,0.0,6.5,85100.0,869000.0
6020,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.71e-21,6.573624e-18,0.0,0.0,4.8,78300.0,769000.0
6030,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.7e-21,6.573624e-18,0.0,0.0,13.0,203000.0,1640000.0
6040,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.69e-21,6.573624e-18,0.0,0.0,45.0,899000.0,5500000.0
6050,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.68e-21,6.573624e-18,0.0,0.0,15.0,298000.0,1920000.0
6060,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.67e-21,6.573624e-18,0.0,0.0,220.0,2370000.0,22200000.0
6070,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.67e-21,6.573624e-18,0.0,0.0,7.6,135000.0,946000.0
6080,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.66e-21,6.573624e-18,0.0,0.0,18.0,410000.0,3190000.0
6090,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.65e-21,6.573624e-18,0.0,0.0,14.0,358000.0,2760000.0
6100,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.64e-21,6.573624e-18,0.0,0.0,7.7,289000.0,2140000.0
6110,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.63e-21,6.573624e-18,0.0,0.0,6.3,116000.0,868000.0
6120,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.62e-21,6.573624e-18,0.0,0.0,22.0,248000.0,2050000.0
6130,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.62e-21,6.573624e-18,0.0,0.0,10.0,177000.0,1170000.0
6140,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.61e-21,6.573624e-18,0.0,0.0,6.2,70600.0,719000.0
6150,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.6e-21,6.573624e-18,0.0,0.0,27.0,867000.0,5710000.0
6160,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.59e-21,6.573624e-18,0.0,0.0,4.7,62500.0,471000.0
6170,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.58e-21,6.573624e-18,0.0,0.0,14.0,364000.0,2820000.0
6180,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.58e-21,6.573624e-18,0.0,0.0,150.0,992000.0,8720000.0
6190,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.57e-21,6.573624e-18,0.0,0.0,6.4,161000.0,1090000.0
6200,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.56e-21,6.573624e-18,0.0,0.0,530.0,30100000.0,196000000.0
6210,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.55e-21,6.573624e-18,0.0,0.0,14.0,405000.0,2900000.0
6220,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.54e-21,6.573624e-18,0.0,0.0,48.0,539000.0,4790000.0
6230,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.54e-21,6.573624e-18,0.0,0.0,7.1,132000.0,856000.0
6240,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.53e-21,6.573624e-18,0.0,0.0,7.0,153000.0,1430000.0
6250,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.52e-21,6.573624e-18,0.0,0.0,11.0,267000.0,2120000.0
6260,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.51e-21,6.573624e-18,0.0,0.0,8.1,286000.0,1830000.0
6270,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.5e-21,6.573624e-18,0.0,0.0,5.7,103000.0,855000.0
6280,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.5e-21,6.573624e-18,0.0,0.0,15.0,121000.0,1040000.0
6290,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.49e-21,6.573624e-18,0.0,0.0,67.0,821000.0,7400000.0
6300,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.48e-21,6.573624e-18,0.0,0.0,6.4,172000.0,1280000.0
6310,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.47e-21,6.573624e-18,0.0,0.0,480.0,12200000.0,97100000.0
6320,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.46e-21,6.573624e-18,0.0,0.0,22.0,705000.0,4010000.0
6330,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.46e-21,6.573624e-18,0.0,0.0,7.5,122000.0,1030000.0
6340,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.45e-21,6.573624e-18,0.0,0.0,71.0,1370000.0,11100000.0
6350,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.44e-21,6.573624e-18,0.0,0.0,41.0,448000.0,4500000.0
6360,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.43e-21,6.573624e-18,0.0,0.0,6.0,114000.0,930000.0
6370,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.43e-21,6.573624e-18,0.0,0.0,35.0,385000.0,3270000.0
6380,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.42e-21,6.573624e-18,0.0,0.0,46.0,622000.0,4910000.0
6390,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.41e-21,6.573624e-18,0.0,0.0,190.0,3620000.0,31300000.0
6400,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.4e-21,6.573624e-18,0.0,0.0,21.0,200000.0,1610000.0
6410,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.4e-21,6.573624e-18,0.0,0.0,32.0,392000.0,2870000.0
6420,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.39e-21,6.573624e-18,0.0,0.0,92.0,728000.0,5810000.0
6430,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.38e-21,6.573624e-18,0.0,0.0,6.2,159000.0,1450000.0
6440,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.37e-21,6.573624e-18,0.0,0.0,16.0,309000.0,2220000.0
6450,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.36e-21,6.573624e-18,0.0,0.0,14.0,469000.0,3470000.0
6460,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.36e-21,6.573624e-18,0.0,0.0,11.0,179000.0,1370000.0
6470,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.35e-21,6.573624e-18,0.0,0.0,36.0,716000.0,5550000.0
6480,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.34e-21,6.573624e-18,0.0,0.0,8.4,252000.0,1550000.0
6490,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.33e-21,6.573624e-18,0.0,0.0,18.0,490000.0,3810000.0
6500,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.33e-21,6.573624e-18,0.0,0.0,7.9,209000.0,1460000.0
6510,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.32e-21,6.573624e-18,0.0,0.0,8.5,172000.0,1460000.0
6520,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.31e-21,6.573624e-18,0.0,0.0,49.0,651000.0,4340000.0
6530,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.31e-21,6.573624e-18,0.0,0.0,25.0,740000.0,5940000.0
6540,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.3e-21,6.573624e-18,0.0,0.0,56.0,1610000.0,12100000.0
6550,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.29e-21,6.573624e-18,0.0,0.0,17.0,216000.0,1820000.0
6560,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.28e-21,6.573624e-18,0.0,0.0,28.0,552000.0,4700000.0
6570,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.28e-21,6.573624e-18,0.0,0.0,22.0,290000.0,2390000.0
6580,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.27e-21,6.573624e-18,0.0,0.0,17.0,320000.0,2650000.0
6590,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.26e-21,6.573624e-18,0.0,0.0,120.0,2800000.0,20100000.0
6600,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.25e-21,6.573624e-18,0.0,0.0,16.0,179000.0,1500000.0
6610,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.25e-21,6.573624e-18,0.0,0.0,2.6,89300.0,796000.0
6620,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.24e-21,6.573624e-18,0.0,0.0,6.4,139000.0,946000.0
6630,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.23e-21,6.573624e-18,0.0,0.0,15.0,244000.0,2130000.0
6640,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.22e-21,6.573624e-18,0.0,0.0,7.1,123000.0,1010000.0
6650,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.22e-21,6.573624e-18,0.0,0.0,34.0,413000.0,3470000.0
6660,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.21e-21,6.573624e-18,0.0,0.0,37.0,347000.0,3330000.0
6670,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.2e-21,6.573624e-18,0.0,0.0,35.0,832000.0,6270000.0
6680,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.2e-21,6.573624e-18,0.0,0.0,7.1,133000.0,1180000.0
6690,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.19e-21,6.573624e-18,0.0,0.0,2.7,55700.0,450000.0
6700,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.18e-21,6.573624e-18,0.0,0.0,23.0,823000.0,7500000.0
6710,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.17e-21,6.573624e-18,0.0,0.0,20.0,363000.0,3240000.0
6720,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.17e-21,6.573624e-18,0.0,0.0,36.0,475000.0,4080000.0
6730,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.16e-21,6.573624e-18,0.0,0.0,71.0,1640000.0,12500000.0
6740,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.15e-21,6.573624e-18,0.0,0.0,5.6,166000.0,1230000.0
6750,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.15e-21,6.573624e-18,0.0,0.0,18.0,365000.0,2530000.0
6760,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.14e-21,6.573624e-18,0.0,0.0,16.0,207000.0,1600000.0
6770,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.13e-21,6.573624e-18,0.0,0.0,11.0,236000.0,1730000.0
6780,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.13e-21,6.573624e-18,0.0,0.0,4.7,127000.0,1190000.0
6790,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.12e-21,6.573624e-18,0.0,0.0,9.2,145000.0,1220000.0
6800,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.11e-21,6.573624e-18,0.0,0.0,9.7,116000.0,1040000.0
6810,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.1e-21,6.573624e-18,0.0,0.0,53.0,1600000.0,9310000.0
6820,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.1e-21,6.573624e-18,0.0,0.0,83.0,1670000.0,12700000.0
6830,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.09e-21,6.573624e-18,0.0,0.0,8.8,188000.0,1490000.0
6840,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.08e-21,6.573624e-18,0.0,0.0,31.0,643000.0,5930000.0
6850,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.08e-21,6.573624e-18,0.0,0.0,12.0,210000.0,1980000.0
6860,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.07e-21,6.573624e-18,0.0,0.0,6.4,189000.0,1660000.0
6870,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.06e-21,6.573624e-18,0.0,0.0,3.8,86500.0,633000.0
6880,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.06e-21,6.573624e-18,0.0,0.0,19.0,564000.0,3210000.0
6890,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.05e-21,6.573624e-18,0.0,0.0,19.0,275000.0,2200000.0
6900,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.04e-21,6.573624e-18,0.0,0.0,5.9,132000.0,1060000.0
6910,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.04e-21,6.573624e-18,0.0,0.0,30.0,768000.0,5940000.0
6920,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.03e-21,6.573624e-18,0.0,0.0,4.8,96100.0,814000.0
6930,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.02e-21,6.573624e-18,0.0,0.0,20.0,640000.0,4550000.0
6940,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.02e-21,6.573624e-18,0.0,0.0,28.0,541000.0,3530000.0
6950,nan,0.2999,nan,0.2999,PDE_obj_MSE,8.01e-21,6.573624e-18,0.0,0.0,28.0,274000.0,2290000.0
6960,nan,0.2999,nan,0.2999,PDE_obj_MSE,8e-21,6.573624e-18,0.0,0.0,7.7,150000.0,1310000.0
6970,nan,0.2999,nan,0.2999,PDE_obj_MSE,8e-21,6.573624e-18,0.0,0.0,8.3,500000.0,3500000.0
6980,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.99e-21,6.573624e-18,0.0,0.0,8.3,131000.0,1090000.0
6990,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.98e-21,6.573624e-18,0.0,0.0,24.0,320000.0,2190000.0
7000,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.98e-21,6.573624e-18,0.0,0.0,17.0,348000.0,2550000.0
7010,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.97e-21,6.573624e-18,0.0,0.0,6.5,155000.0,1360000.0
7020,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.96e-21,6.573624e-18,0.0,0.0,13.0,311000.0,2530000.0
7030,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.96e-21,6.573624e-18,0.0,0.0,55.0,1160000.0,8810000.0
7040,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.95e-21,6.573624e-18,0.0,0.0,8.1,177000.0,1550000.0
7050,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.94e-21,6.573624e-18,0.0,0.0,10.0,264000.0,2140000.0
7060,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.94e-21,6.573624e-18,0.0,0.0,190.0,4270000.0,26200000.0
7070,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.93e-21,6.573624e-18,0.0,0.0,10.0,118000.0,971000.0
7080,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.92e-21,6.573624e-18,0.0,0.0,24.0,505000.0,3590000.0
7090,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.92e-21,6.573624e-18,0.0,0.0,47.0,778000.0,6500000.0
7100,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.91e-21,6.573624e-18,0.0,0.0,5.9,86900.0,656000.0
7110,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.9e-21,6.573624e-18,0.0,0.0,9.3,228000.0,1760000.0
7120,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.9e-21,6.573624e-18,0.0,0.0,10.0,317000.0,2250000.0
7130,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.89e-21,6.573624e-18,0.0,0.0,44.0,1120000.0,7370000.0
7140,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.88e-21,6.573624e-18,0.0,0.0,8.6,136000.0,1050000.0
7150,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.88e-21,6.573624e-18,0.0,0.0,28.0,507000.0,3890000.0
7160,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.87e-21,6.573624e-18,0.0,0.0,15.0,379000.0,2540000.0
7170,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.86e-21,6.573624e-18,0.0,0.0,24.0,1000000.0,6680000.0
7180,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.86e-21,6.573624e-18,0.0,0.0,160.0,3500000.0,25600000.0
7190,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.85e-21,6.573624e-18,0.0,0.0,14.0,186000.0,1880000.0
7200,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.85e-21,6.573624e-18,0.0,0.0,7.5,151000.0,1200000.0
7210,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.84e-21,6.573624e-18,0.0,0.0,73.0,1960000.0,15800000.0
7220,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.83e-21,6.573624e-18,0.0,0.0,4.8,108000.0,947000.0
7230,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.83e-21,6.573624e-18,0.0,0.0,9.9,468000.0,3210000.0
7240,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.82e-21,6.573624e-18,0.0,0.0,5.3,191000.0,1260000.0
7250,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.81e-21,6.573624e-18,0.0,0.0,6.1,122000.0,995000.0
7260,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.81e-21,6.573624e-18,0.0,0.0,11.0,290000.0,2120000.0
7270,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.8e-21,6.573624e-18,0.0,0.0,240.0,7450000.0,64900000.0
7280,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.79e-21,6.573624e-18,0.0,0.0,9.3,193000.0,1640000.0
7290,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.79e-21,6.573624e-18,0.0,0.0,5.6,125000.0,899000.0
7300,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.78e-21,6.573624e-18,0.0,0.0,7.0,111000.0,1080000.0
7310,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.78e-21,6.573624e-18,0.0,0.0,9.0,176000.0,1510000.0
7320,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.77e-21,6.573624e-18,0.0,0.0,280.0,5430000.0,38500000.0
7330,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.76e-21,6.573624e-18,0.0,0.0,5.8,128000.0,1030000.0
7340,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.76e-21,6.573624e-18,0.0,0.0,14.0,459000.0,3180000.0
7350,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.75e-21,6.573624e-18,0.0,0.0,110.0,681000.0,5470000.0
7360,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.75e-21,6.573624e-18,0.0,0.0,17.0,285000.0,2280000.0
7370,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.74e-21,6.573624e-18,0.0,0.0,22.0,444000.0,3820000.0
7380,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.73e-21,6.573624e-18,0.0,0.0,12.0,315000.0,1720000.0
7390,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.73e-21,6.573624e-18,0.0,0.0,4.7,165000.0,1010000.0
7400,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.72e-21,6.573624e-18,0.0,0.0,49.0,469000.0,4190000.0
7410,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.71e-21,6.573624e-18,0.0,0.0,6.1,198000.0,1210000.0
7420,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.71e-21,6.573624e-18,0.0,0.0,8.5,125000.0,1170000.0
7430,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.7e-21,6.573624e-18,0.0,0.0,12.0,73200.0,759000.0
7440,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.7e-21,6.573624e-18,0.0,0.0,15.0,277000.0,2210000.0
7450,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.69e-21,6.573624e-18,0.0,0.0,95.0,1510000.0,11000000.0
7460,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.68e-21,6.573624e-18,0.0,0.0,14.0,187000.0,1780000.0
7470,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.68e-21,6.573624e-18,0.0,0.0,10.0,196000.0,1620000.0
7480,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.67e-21,6.573624e-18,0.0,0.0,16.0,211000.0,1800000.0
7490,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.67e-21,6.573624e-18,0.0,0.0,11.0,163000.0,1110000.0
7500,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.66e-21,6.573624e-18,0.0,0.0,42.0,700000.0,5780000.0
7510,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.65e-21,6.573624e-18,0.0,0.0,29.0,876000.0,6750000.0
7520,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.65e-21,6.573624e-18,0.0,0.0,3.1,168000.0,1030000.0
7530,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.64e-21,6.573624e-18,0.0,0.0,7.3,102000.0,690000.0
7540,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.64e-21,6.573624e-18,0.0,0.0,29.0,1570000.0,11500000.0
7550,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.63e-21,6.573624e-18,0.0,0.0,74.0,874000.0,7300000.0
7560,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.62e-21,6.573624e-18,0.0,0.0,11.0,124000.0,1050000.0
7570,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.62e-21,6.573624e-18,0.0,0.0,34.0,415000.0,3310000.0
7580,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.61e-21,6.573624e-18,0.0,0.0,4.7,154000.0,973000.0
7590,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.61e-21,6.573624e-18,0.0,0.0,14.0,314000.0,2590000.0
7600,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.6e-21,6.573624e-18,0.0,0.0,130.0,2540000.0,17400000.0
7610,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.6e-21,6.573624e-18,0.0,0.0,46.0,779000.0,5760000.0
7620,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.59e-21,6.573624e-18,0.0,0.0,16.0,257000.0,1770000.0
7630,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.58e-21,6.573624e-18,0.0,0.0,33.0,884000.0,5800000.0
7640,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.58e-21,6.573624e-18,0.0,0.0,1000.0,9760000.0,70900000.0
7650,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.57e-21,6.573624e-18,0.0,0.0,5.6,123000.0,1060000.0
7660,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.57e-21,6.573624e-18,0.0,0.0,41.0,819000.0,6770000.0
7670,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.56e-21,6.573624e-18,0.0,0.0,7.0,132000.0,959000.0
7680,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.56e-21,6.573624e-18,0.0,0.0,430.0,7240000.0,57100000.0
7690,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.55e-21,6.573624e-18,0.0,0.0,23.0,363000.0,2400000.0
7700,nan,0.2999,nan,0.2999,PDE_obj_MSE,7.54e-21,6.573624e-18,0.0,0.0,26.0,233000.0,2010000.0
