iter,obj_mse,feas_mse,pde_con_mse,bcv_mse,bcd_mse,ic_mse
2540,0.0001505,4.746e-10,1.4976899999999998e-09,1.1356899999999999e-11,1.10224e-11,2.8515599999999995e-11
2550,0.0001504,5.317e-10,5.1984100000000005e-09,1.12896e-11,1.1088899999999999e-11,2.8729600000000002e-11
2560,0.0001498,1.073e-09,2.28484e-09,1.1222500000000002e-11,1.08241e-11,2.8515599999999995e-11
2570,0.0001513,1.611e-09,2.916e-09,1.1424399999999998e-11,1.089e-11,2.8302399999999998e-11
2580,0.0001501,1.995e-09,3.68449e-09,1.1764900000000001e-11,1.089e-11,2.8302399999999998e-11
2590,0.0001479,4.63e-10,3.3292899999999998e-09,1.1155600000000001e-11,1.06929e-11,2.81961e-11
2600,0.000146,2.035e-09,4.435560000000001e-09,1.1356899999999999e-11,1.0562499999999999e-11,2.79841e-11
2610,0.0001451,1.118e-09,1.79776e-09,1.1155600000000001e-11,1.04329e-11,2.7772900000000005e-11
2620,0.0001459,7.736e-10,2.49001e-09,1.1155600000000001e-11,1.0368400000000001e-11,2.7878400000000002e-11
2630,0.0001451,1.599e-09,4.4089600000000005e-09,1.12896e-11,1.0304100000000001e-11,2.75625e-11
2640,0.0001447,9.198e-10,1.25316e-09,1.1356899999999999e-11,1.01761e-11,2.75625e-11
2650,0.0001431,5.594e-10,2.5603599999999996e-09,1.0956100000000001e-11,1.01124e-11,2.74576e-11
2660,0.0001439,6.556e-10,5.59504e-09,1.10224e-11,1.00489e-11,2.7352899999999998e-11
2670,0.0001432,9.527e-10,1.99809e-09,1.089e-11,9.8596e-12,2.71441e-11
2680,0.0001418,4.726e-10,2.86225e-09,1.08241e-11,9.8596e-12,2.704e-11
2690,0.0001424,1.335e-09,2.23729e-09,1.1222500000000002e-11,9.7969e-12,2.6832400000000005e-11
2700,0.0001399,1.214e-09,7.81456e-09,1.0956100000000001e-11,9.6721e-12,2.6936100000000004e-11
2710,0.00014,3.719e-10,1.369e-09,1.089e-11,9.5481e-12,2.6728899999999996e-11
2720,0.0001391,1.029e-09,1.8490000000000001e-09,1.06929e-11,9.4864e-12,2.6522499999999998e-11
2730,0.0001385,2.436e-09,7.19104e-09,1.08241e-11,9.3025e-12,2.64196e-11
2740,0.0001381,5.664e-10,1.369e-09,1.06276e-11,9.3025e-12,2.6522499999999998e-11
2750,0.000137,4.594e-10,3.49281e-09,1.06929e-11,9.0601e-12,2.6214400000000003e-11
2760,0.0001363,2.729e-10,1.5288100000000002e-09,1.0758399999999999e-11,9.1204e-12,2.6010000000000002e-11
2770,0.0001356,6.219e-10,2.61121e-09,1.0562499999999999e-11,8.940100000000001e-12,2.5908100000000003e-11
2780,0.0001347,1.004e-09,1.43641e-09,1.0562499999999999e-11,8.940100000000001e-12,2.6010000000000002e-11
2790,0.0001353,6.83e-10,1.89225e-09,1.04976e-11,8.8209e-12,2.5806399999999996e-11
2800,0.0001342,2.691e-10,1.9009600000000004e-09,1.0758399999999999e-11,8.7616e-12,2.5704899999999997e-11
2810,0.0001335,1.201e-09,4.7609999999999996e-09,1.06929e-11,8.8804e-12,2.5806399999999996e-11
2820,0.0001337,9.996e-10,2.94849e-09,1.04329e-11,8.584899999999999e-12,2.5502499999999998e-11
2830,0.0001322,1.38e-09,2.8196100000000004e-09,1.04976e-11,8.5264e-12,2.54016e-11
2840,0.0001321,1.082e-09,2.78784e-09,1.04976e-11,8.410000000000002e-12,2.5300900000000002e-11
2850,0.0001315,4.919e-10,5.09796e-09,1.04329e-11,8.3521e-12,2.5200400000000002e-11
2860,0.0001306,2.12e-10,3.01401e-09,1.06276e-11,8.3521e-12,2.5000000000000004e-11
2870,0.0001312,3.922e-10,2.77729e-09,1.0304100000000001e-11,8.236900000000001e-12,2.5100100000000002e-11
2880,0.0001287,2.203e-09,5.85225e-09,1.0304100000000001e-11,8.179600000000001e-12,2.4900099999999996e-11
2890,0.0001298,8.51e-10,3.0030399999999996e-09,1.06929e-11,8.2944e-12,2.4900099999999996e-11
2900,0.0001285,9.648e-10,1.45924e-09,1.0304100000000001e-11,8.065599999999999e-12,2.4800399999999996e-11
2910,0.0001295,8.538e-10,3.6481599999999995e-09,1.01124e-11,7.8961e-12,2.47009e-11
2920,0.0001276,7.863e-10,1.3912899999999999e-09,1.0239999999999998e-11,7.839999999999999e-12,2.46016e-11
2930,0.0001276,5.691e-10,2.32324e-09,1.01761e-11,7.7841e-12,2.46016e-11
2940,0.0001265,4.772e-10,1.72225e-09,1.04329e-11,7.7841e-12,2.44036e-11
2950,0.0001267,4.98e-10,5.35824e-09,1.01761e-11,7.672900000000001e-12,2.44036e-11
2960,0.0001273,7.409e-10,6.480250000000001e-09,1.00489e-11,7.6176e-12,2.43049e-11
2970,0.0001241,1.315e-09,2.18089e-09,1.00489e-11,7.507600000000001e-12,2.4009999999999996e-11
2980,0.0001247,3.725e-10,2.0793599999999997e-09,1.01124e-11,7.398399999999999e-12,2.4108099999999997e-11
2990,0.0001237,3.809e-10,1.4899600000000003e-09,9.9225e-12,7.344099999999999e-12,2.4009999999999996e-11
3000,0.0001231,7.136e-10,1.73056e-09,1.00489e-11,7.344099999999999e-12,2.39121e-11
3010,0.0001229,3.199e-10,1.6240899999999997e-09,9.9225e-12,7.236100000000001e-12,2.38144e-11
3020,0.0001223,6.906e-10,1.97136e-09,9.985599999999999e-12,7.236100000000001e-12,2.38144e-11
3030,0.0001231,9.834e-10,2.0793599999999997e-09,1.01761e-11,7.29e-12,2.38144e-11
3040,0.0001208,1.102e-09,3.2148900000000003e-09,9.7969e-12,7.1824000000000006e-12,2.38144e-11
3050,0.000121,1.109e-09,1.764e-09,9.7969e-12,7.0225e-12,2.3522500000000002e-11
3060,0.000121,5.4e-10,4.0449600000000005e-09,9.7969e-12,6.9696000000000005e-12,2.3425600000000003e-11
3070,0.0001204,5.542e-10,3.16969e-09,9.7969e-12,6.916899999999999e-12,2.3328900000000003e-11
3080,0.0001202,6.806e-10,3.025e-09,9.734400000000002e-12,6.8644e-12,2.3522500000000002e-11
3090,0.0001196,1.018e-09,1.65649e-09,9.61e-12,6.76e-12,2.3425600000000003e-11
3100,0.0001189,4.21e-10,2.07025e-09,9.61e-12,6.656399999999999e-12,2.3232399999999996e-11
3110,0.0001184,2.53e-10,2.57049e-09,9.5481e-12,6.656399999999999e-12,2.3232399999999996e-11
3120,0.0001177,1.8e-10,2.14369e-09,9.61e-12,6.656399999999999e-12,2.304e-11
3130,0.0001174,3.332e-10,3.11364e-09,9.734400000000002e-12,6.656399999999999e-12,2.304e-11
3140,0.0001167,9.125e-10,4.4488899999999995e-09,9.5481e-12,6.502500000000001e-12,2.304e-11
3150,0.0001173,1.084e-09,3.20356e-09,9.4864e-12,6.451599999999999e-12,2.29441e-11
3160,0.0001159,2.78e-10,5.616900000000001e-10,9.6721e-12,6.451599999999999e-12,2.28484e-11
3170,0.0001161,5.61e-10,2.61121e-09,9.5481e-12,6.451599999999999e-12,2.27529e-11
3180,0.0001151,6.686e-10,4.7334400000000006e-09,9.3636e-12,6.250000000000001e-12,2.27529e-11
3190,0.000115,5.13e-10,3.08025e-09,9.3025e-12,6.200099999999999e-12,2.2657600000000003e-11
3200,0.0001139,5.317e-10,4.1990400000000004e-09,9.3636e-12,6.1504e-12,2.2562500000000003e-11
3210,0.0001139,3.844e-10,2.7667599999999997e-09,9.180899999999999e-12,6.1504e-12,2.2467600000000005e-11
3220,0.0001128,5.526e-10,2.2467600000000002e-09,9.4249e-12,6.1009e-12,2.2562500000000003e-11
3230,0.0001133,6.622e-10,1.45924e-09,9.3025e-12,6.0516000000000006e-12,2.2562500000000003e-11
3240,0.0001122,1.305e-09,1.35424e-09,9.3025e-12,6.002499999999999e-12,2.2562500000000003e-11
3250,0.0001123,5.674e-10,2.6214399999999996e-09,9.1204e-12,5.9536e-12,2.2467600000000005e-11
3260,0.0001116,3.842e-10,1.54449e-09,9.3636e-12,5.9049e-12,2.2372899999999996e-11
3270,0.0001123,5.337e-10,3.81924e-09,9.180899999999999e-12,5.856400000000001e-12,2.2278399999999997e-11
3280,0.000111,1.799e-09,1.9184400000000003e-09,9.241600000000001e-12,5.856400000000001e-12,2.21841e-11
3290,0.0001102,4.982e-10,2.61121e-09,8.940100000000001e-12,5.7121e-12,2.21841e-11
3300,0.0001104,8.559e-10,1.2816400000000001e-09,9.000000000000001e-12,5.7121e-12,2.2089999999999998e-11
3310,0.0001094,1.423e-09,1.0112400000000001e-09,9.000000000000001e-12,5.664400000000001e-12,2.19961e-11
3320,0.000109,6.525e-10,3.20356e-09,9.0601e-12,5.616900000000001e-12,2.19961e-11
3330,0.0001101,7.563e-10,3.4692100000000003e-09,8.8209e-12,5.7121e-12,2.2089999999999998e-11
3340,0.0001081,1.11e-09,1.6646400000000002e-09,8.8209e-12,5.5224999999999995e-12,2.19961e-11
3350,0.0001077,2.424e-10,1.7388899999999998e-09,9.000000000000001e-12,5.5224999999999995e-12,2.1808900000000002e-11
3360,0.0001076,2.287e-10,1.3032100000000003e-09,8.940100000000001e-12,5.4756e-12,2.19961e-11
3370,0.0001067,8.604e-10,4.26409e-09,8.8804e-12,5.428900000000001e-12,2.1622500000000004e-11
3380,0.0001068,6.412e-10,1.89225e-09,8.7616e-12,5.382399999999999e-12,2.1808900000000002e-11
3390,0.0001062,5.189e-10,2.54016e-09,8.7616e-12,5.3360999999999994e-12,2.1715600000000003e-11
3400,0.0001056,3.345e-10,1.26025e-09,8.7025e-12,5.428900000000001e-12,2.1715600000000003e-11
3410,0.0001054,2.572e-10,2.2089999999999997e-09,8.8209e-12,5.29e-12,2.1622500000000004e-11
3420,0.0001051,9.46e-10,1.8576099999999998e-09,8.7616e-12,5.198400000000001e-12,2.1529599999999997e-11
3430,0.000106,8.818e-10,3.93129e-09,8.5264e-12,5.152899999999999e-12,2.1436899999999996e-11
3440,0.0001044,4.532e-10,1.75561e-09,8.584899999999999e-12,5.198400000000001e-12,2.1622500000000004e-11
3450,0.0001041,3.637e-10,3.3524099999999996e-09,8.584899999999999e-12,5.152899999999999e-12,2.1529599999999997e-11
3460,0.0001058,1.153e-09,6.09961e-09,8.3521e-12,5.1076e-12,2.1344399999999998e-11
3470,0.0001034,2.376e-10,1.3249599999999997e-09,8.584899999999999e-12,5.0625e-12,2.1436899999999996e-11
3480,0.0001032,2.754e-10,7.0756e-10,8.6436e-12,5.0625e-12,2.1344399999999998e-11
3490,0.0001043,9.947e-10,2.116e-09,8.410000000000002e-12,4.9284e-12,2.1252099999999998e-11
3500,0.0001025,7.309e-10,2.77729e-09,8.5264e-12,4.9284e-12,2.116e-11
3510,0.0001019,7.221e-10,2.16225e-09,8.3521e-12,5.017600000000001e-12,2.1344399999999998e-11
3520,0.0001028,5.866e-10,3.7699600000000005e-09,8.3521e-12,4.8841e-12,2.1252099999999998e-11
3530,0.000102,1.776e-09,1.90969e-09,8.410000000000002e-12,4.9284e-12,2.10681e-11
3540,0.000101,2.875e-10,7.29e-10,8.236900000000001e-12,4.7961000000000005e-12,2.116e-11
3550,0.0001009,1.13e-09,2.71441e-09,8.2944e-12,4.7961000000000005e-12,2.10681e-11
3560,0.0001005,6.214e-10,3.1922499999999996e-09,8.122499999999999e-12,4.7089e-12,2.10681e-11
3570,0.0001007,7.366e-10,1.39876e-09,8.179600000000001e-12,4.665600000000001e-12,2.09764e-11
3580,9.978e-05,4.835e-10,3.2148900000000003e-09,8.122499999999999e-12,4.665600000000001e-12,2.09764e-11
3590,9.922e-05,1.01e-09,2.45025e-09,8.179600000000001e-12,4.6225000000000005e-12,2.08849e-11
3600,9.945e-05,6.237e-10,3.75769e-09,8.2944e-12,4.6225000000000005e-12,2.08849e-11
3610,9.845e-05,5.855e-10,1.5366399999999998e-09,8.0089e-12,4.5795999999999996e-12,2.08849e-11
3620,9.827e-05,3.629e-10,3.969e-09,8.065599999999999e-12,4.5795999999999996e-12,2.08849e-11
3630,9.759e-05,6.048e-10,2.68324e-09,7.9524e-12,4.4944e-12,2.0793600000000004e-11
3640,9.761e-05,7.199e-10,1.5760900000000003e-09,8.065599999999999e-12,4.536899999999999e-12,2.0793600000000004e-11
3650,9.682e-05,6.463e-10,3.68449e-09,7.9524e-12,4.4521e-12,2.0702499999999996e-11
3660,9.655e-05,3.771e-10,1.3032100000000003e-09,7.839999999999999e-12,4.409999999999999e-12,2.0702499999999996e-11
3670,9.701e-05,9.959e-10,1.89225e-09,8.0089e-12,4.4944e-12,2.0611599999999997e-11
3680,9.665e-05,5.611e-10,2.23729e-09,7.7841e-12,4.3680999999999995e-12,2.0702499999999996e-11
3690,9.519e-05,5.983e-10,2.1715600000000003e-09,7.9524e-12,4.4521e-12,2.0611599999999997e-11
3700,9.621e-05,3.994e-10,3.0360099999999997e-09,7.7841e-12,4.3264e-12,2.05209e-11
3710,9.542e-05,8.845e-10,1.7808400000000002e-09,7.7841e-12,4.2849e-12,2.0611599999999997e-11
3720,9.499e-05,9.889e-10,2.49001e-09,7.839999999999999e-12,4.2849e-12,2.04304e-11
3730,9.457e-05,8.681e-10,1.5523600000000002e-09,7.672900000000001e-12,4.2849e-12,2.05209e-11
3740,9.488e-05,4.216e-10,1.2460899999999998e-09,7.6176e-12,4.243600000000001e-12,2.04304e-11
3750,9.413e-05,3.762e-10,1.17649e-09,7.672900000000001e-12,4.243600000000001e-12,2.04304e-11
3760,9.547e-05,9.673e-10,4.529289999999999e-09,7.672900000000001e-12,4.2024999999999995e-12,2.03401e-11
3770,9.348e-05,5.43e-10,2.7352899999999996e-09,7.5625e-12,4.243600000000001e-12,2.05209e-11
3780,9.353e-05,3.669e-10,1.4137599999999999e-09,7.672900000000001e-12,4.1615999999999996e-12,2.03401e-11
3790,9.334e-05,5.003e-10,1.5523600000000002e-09,7.398399999999999e-12,4.0804e-12,2.03401e-11
3800,9.235e-05,5.824e-10,1.5602499999999999e-09,7.5625e-12,4.1209e-12,2.03401e-11
3810,9.213e-05,2.426e-10,1.79776e-09,7.5625e-12,4.1209e-12,2.025e-11
3820,9.168e-05,7.131e-10,5.062500000000001e-10,7.398399999999999e-12,4.0804e-12,2.025e-11
3830,9.278e-05,7.267e-10,2.0340099999999997e-09,7.452900000000001e-12,4.040099999999999e-12,2.01601e-11
3840,9.213e-05,1.762e-09,1.9184400000000003e-09,7.507600000000001e-12,4.0804e-12,2.025e-11
3850,9.324e-05,1.51e-09,4.651240000000001e-09,7.5625e-12,4.040099999999999e-12,2.025e-11
3860,9.083e-05,4.026e-10,6.200099999999999e-10,7.344099999999999e-12,4e-12,2.025e-11
3870,9.1e-05,1.061e-09,3.0913600000000004e-09,7.398399999999999e-12,3.9601e-12,2.01601e-11
3880,9.016e-05,6.779e-10,1.2816400000000001e-09,7.452900000000001e-12,4.040099999999999e-12,2.01601e-11
3890,8.992e-05,3.772e-10,2.45025e-09,7.344099999999999e-12,4e-12,2.025e-11
3900,9.04e-05,2.607e-10,1.9009600000000004e-09,7.1824000000000006e-12,3.9204e-12,2.01601e-11
3910,9.011e-05,5.063e-10,1.56816e-09,7.128899999999999e-12,3.841599999999999e-12,2.0070400000000003e-11
3920,8.95e-05,9.53e-10,3.0691599999999998e-09,7.29e-12,4.040099999999999e-12,2.01601e-11
3930,8.959e-05,4.29e-10,3.88129e-09,7.0755999999999995e-12,3.8025e-12,2.0070400000000003e-11
3940,8.864e-05,1.024e-09,1.9184400000000003e-09,7.0755999999999995e-12,3.8025e-12,1.9980900000000004e-11
3950,8.828e-05,3.825e-10,1.25316e-09,7.128899999999999e-12,3.9204e-12,2.0070400000000003e-11
3960,8.857e-05,4.56e-10,1.6483599999999999e-09,7.0755999999999995e-12,3.8025e-12,1.9980900000000004e-11
3970,8.873e-05,5.101e-10,2.90521e-09,6.9696000000000005e-12,3.7636e-12,2.0070400000000003e-11
3980,8.739e-05,1.833e-10,1.90969e-09,7.0755999999999995e-12,3.8025e-12,1.9891599999999998e-11
3990,8.713e-05,4.511e-10,1.4440000000000002e-09,7.0755999999999995e-12,3.8025e-12,1.9980900000000004e-11
4000,8.723e-05,9.744e-10,1.9009600000000004e-09,7.0225e-12,3.7636e-12,1.9980900000000004e-11
4010,8.672e-05,1.494e-10,1.8835599999999996e-09,6.8644e-12,3.686399999999999e-12,1.9891599999999998e-11
4020,8.612e-05,1.055e-09,8.53776e-09,7.0225e-12,3.724900000000001e-12,1.9802499999999998e-11
4030,8.635e-05,1.472e-10,8.41e-10,6.916899999999999e-12,3.686399999999999e-12,1.9891599999999998e-11
4040,8.647e-05,4.169e-10,3.23761e-09,6.916899999999999e-12,3.7636e-12,1.9802499999999998e-11
4050,8.562e-05,5.335e-10,3.5164899999999997e-09,6.8644e-12,3.724900000000001e-12,1.9802499999999998e-11
4060,8.548e-05,4.171e-10,2.2562500000000004e-09,6.8644e-12,3.724900000000001e-12,1.9802499999999998e-11
4070,8.553e-05,2.187e-09,2.5e-09,6.76e-12,3.61e-12,1.97136e-11
4080,8.509e-05,4.561e-10,1.33225e-09,6.8121e-12,3.61e-12,1.97136e-11
4090,8.48e-05,5.655e-10,2.401e-09,6.656399999999999e-12,3.5720999999999997e-12,1.96249e-11
4100,8.471e-05,6.99e-10,3.1024899999999997e-09,6.708100000000001e-12,3.5344e-12,1.97136e-11
4110,8.466e-05,4.215e-10,2.5603599999999996e-09,6.656399999999999e-12,3.5720999999999997e-12,1.97136e-11
4120,8.415e-05,2.587e-10,3.733209999999999e-09,6.708100000000001e-12,3.5720999999999997e-12,1.96249e-11
4130,8.419e-05,7.638e-10,1.73056e-09,6.76e-12,3.5720999999999997e-12,1.97136e-11
4140,8.368e-05,1.602e-10,1.1222500000000001e-09,6.708100000000001e-12,3.61e-12,1.97136e-11
4150,8.344e-05,5.725e-10,1.5760900000000003e-09,6.656399999999999e-12,3.5344e-12,1.96249e-11
4160,8.414e-05,6.558e-10,1.2816400000000001e-09,6.656399999999999e-12,3.5344e-12,1.96249e-11
4170,8.408e-05,6.913e-10,2.71441e-09,6.553600000000001e-12,3.4969e-12,1.96249e-11
4180,8.298e-05,7.648e-10,1.9802499999999996e-09,6.451599999999999e-12,3.5720999999999997e-12,1.95364e-11
4190,8.247e-05,4.106e-10,2.2562500000000004e-09,6.553600000000001e-12,3.4969e-12,1.96249e-11
4200,8.308e-05,8.694e-10,1.5760900000000003e-09,6.451599999999999e-12,3.4596e-12,1.95364e-11
4210,8.222e-05,6.332e-10,5.904900000000001e-10,6.502500000000001e-12,3.4596e-12,1.95364e-11
4220,8.207e-05,1.1e-09,9.9225e-10,6.3504e-12,3.4596e-12,1.95364e-11
4230,8.187e-05,7.786e-10,3.42225e-09,6.3504e-12,3.3856e-12,1.94481e-11
4240,8.251e-05,3.436e-10,1.60801e-09,6.553600000000001e-12,3.5344e-12,1.95364e-11
4250,8.116e-05,4.182e-10,1.1492099999999998e-09,6.451599999999999e-12,3.4596e-12,1.94481e-11
4260,8.166e-05,1.122e-09,2.19024e-09,6.3504e-12,3.4225000000000004e-12,1.94481e-11
4270,8.093e-05,1.517e-10,2.1068099999999997e-09,6.4008999999999995e-12,3.4225000000000004e-12,1.95364e-11
4280,8.085e-05,1.668e-10,1.72225e-09,6.200099999999999e-12,3.3856e-12,1.94481e-11
4290,8.033e-05,6.719e-10,2.01601e-09,6.200099999999999e-12,3.3489000000000004e-12,1.94481e-11
4300,8e-05,1.094e-09,2.61121e-09,6.1504e-12,3.3489000000000004e-12,1.936e-11
4310,8.014e-05,4.502e-10,9.363599999999999e-10,6.3001000000000006e-12,3.4225000000000004e-12,1.936e-11
4320,7.969e-05,6.573e-10,2.2089999999999997e-09,6.200099999999999e-12,3.3124e-12,1.94481e-11
4330,8.011e-05,6.774e-10,2.8196100000000004e-09,6.200099999999999e-12,3.3856e-12,1.936e-11
4340,7.951e-05,2.649e-10,1.6646400000000002e-09,6.0516000000000006e-12,3.2761e-12,1.936e-11
4350,7.912e-05,7.891e-10,1.75561e-09,6.0516000000000006e-12,3.2761e-12,1.936e-11
4360,7.975e-05,4.48e-10,3.61201e-09,6.1009e-12,3.3489000000000004e-12,1.9272100000000002e-11
4370,7.935e-05,7.199e-10,1.936e-09,6.0516000000000006e-12,3.3124e-12,1.9184400000000002e-11
4380,7.881e-05,2.648e-10,5.3361e-10,5.9536e-12,3.2761e-12,1.9272100000000002e-11
4390,7.876e-05,1.006e-09,3.2148900000000003e-09,6.0516000000000006e-12,3.2399999999999995e-12,1.936e-11
4400,7.797e-05,4.44e-10,2.0793599999999997e-09,5.9536e-12,3.2399999999999995e-12,1.936e-11
4410,7.827e-05,2.057e-10,9.0601e-10,5.9049e-12,3.2041e-12,1.9184400000000002e-11
4420,7.823e-05,5.255e-10,2.23729e-09,5.856400000000001e-12,3.2041e-12,1.9184400000000002e-11
4430,7.785e-05,2.217e-10,2.2089999999999997e-09,6.002499999999999e-12,3.2041e-12,1.9272100000000002e-11
4440,7.748e-05,2.154e-10,1.1289599999999998e-09,5.9536e-12,3.2399999999999995e-12,1.9184400000000002e-11
4450,7.745e-05,8.979e-10,2.1252100000000004e-09,5.856400000000001e-12,3.2041e-12,1.9096899999999998e-11
4460,7.674e-05,1.157e-09,1.98916e-09,5.856400000000001e-12,3.2041e-12,1.9096899999999998e-11
4470,7.702e-05,8.328e-10,3.2832899999999997e-09,5.808099999999999e-12,3.2041e-12,1.9272100000000002e-11
4480,7.697e-05,6.737e-10,7.182400000000001e-10,5.7121e-12,3.1329e-12,1.9184400000000002e-11
4490,7.692e-05,4.856e-10,3.481e-09,5.7121e-12,3.1329e-12,1.9272100000000002e-11
4500,7.651e-05,7.347e-10,3.16969e-09,5.808099999999999e-12,3.2041e-12,1.9184400000000002e-11
4510,7.618e-05,2.896e-10,5.35824e-09,5.664400000000001e-12,3.1683999999999997e-12,1.9096899999999998e-11
4520,7.633e-05,1.044e-09,1.6240899999999997e-09,5.808099999999999e-12,3.2761e-12,1.9184400000000002e-11
4530,7.609e-05,3.568e-10,1.47456e-09,5.7121e-12,3.1683999999999997e-12,1.9096899999999998e-11
4540,7.587e-05,4.395e-10,2.1715600000000003e-09,5.808099999999999e-12,3.1683999999999997e-12,1.9184400000000002e-11
4550,7.654e-05,8.711e-10,1.6974399999999999e-09,5.76e-12,3.2041e-12,1.9184400000000002e-11
4560,7.588e-05,2.416e-10,9.2416e-10,5.616900000000001e-12,3.1329e-12,1.9096899999999998e-11
4570,7.585e-05,3.993e-10,2.1529600000000004e-09,5.616900000000001e-12,3.0625e-12,1.9184400000000002e-11
4580,7.49e-05,1.104e-09,2.7248400000000003e-09,5.569599999999999e-12,3.1329e-12,1.90096e-11
4590,7.522e-05,7.045e-10,9.7344e-10,5.5224999999999995e-12,3.0276e-12,1.9184400000000002e-11
4600,7.452e-05,2.99e-10,7.672899999999999e-10,5.5224999999999995e-12,3.0976000000000005e-12,1.9096899999999998e-11
4610,7.45e-05,4.68e-10,1.1492099999999998e-09,5.5224999999999995e-12,3.0625e-12,1.90096e-11
4620,7.47e-05,4.827e-10,1.56816e-09,5.616900000000001e-12,3.1329e-12,1.90096e-11
4630,7.442e-05,2.839e-10,1.5366399999999998e-09,5.428900000000001e-12,3.0625e-12,1.90096e-11
4640,7.418e-05,4.934e-10,1.5602499999999999e-09,5.29e-12,3.0625e-12,1.90096e-11
4650,7.464e-05,4.681e-10,5.34361e-09,5.4756e-12,3.0625e-12,1.90096e-11
4660,7.439e-05,2.32e-10,1.94481e-09,5.3360999999999994e-12,2.9929e-12,1.89225e-11
4670,7.361e-05,4.068e-10,1.19716e-09,5.428900000000001e-12,3.0625e-12,1.9096899999999998e-11
4680,7.444e-05,8.384e-10,1.79776e-09,5.3360999999999994e-12,2.9929e-12,1.89225e-11
4690,7.291e-05,6.315e-10,1.74724e-09,5.4756e-12,3.0976000000000005e-12,1.90096e-11
4700,7.322e-05,1.909e-10,1.73056e-09,5.382399999999999e-12,3.0976000000000005e-12,1.89225e-11
4710,7.296e-05,7.335e-10,8.1796e-10,5.616900000000001e-12,3.0976000000000005e-12,1.89225e-11
4720,7.33e-05,6.914e-10,3.2148900000000003e-09,5.2441e-12,2.9584e-12,1.88356e-11
4730,7.26e-05,7.103e-10,6.336159999999999e-09,5.2441e-12,3.0625e-12,1.90096e-11
4740,7.234e-05,2.687e-10,8.2369e-10,5.2441e-12,2.9929e-12,1.89225e-11
4750,7.241e-05,3.549e-10,2.5100099999999997e-09,5.29e-12,3.0625e-12,1.90096e-11
4760,7.18e-05,5.767e-10,2.98116e-09,5.198400000000001e-12,2.9584e-12,1.88356e-11
4770,7.217e-05,2.023e-10,1.43641e-09,5.152899999999999e-12,2.9929e-12,1.88356e-11
4780,7.199e-05,1.03e-09,2.98116e-09,5.428900000000001e-12,3.1683999999999997e-12,1.90096e-11
4790,7.171e-05,4.356e-10,2.22784e-09,5.152899999999999e-12,2.9240999999999996e-12,1.87489e-11
4800,7.15e-05,4.795e-10,1.23904e-09,5.1076e-12,2.9929e-12,1.89225e-11
4810,7.199e-05,1.419e-09,1.37641e-09,5.1076e-12,2.9584e-12,1.87489e-11
4820,7.183e-05,1.402e-09,1.8576099999999998e-09,5.0625e-12,3.0276e-12,1.88356e-11
4830,7.139e-05,5.676e-10,1.6402500000000002e-09,5.017600000000001e-12,2.9240999999999996e-12,1.88356e-11
4840,7.14e-05,1.303e-09,2.0793599999999997e-09,5.0625e-12,2.9584e-12,1.88356e-11
4850,7.114e-05,9.352e-10,1.521e-09,5.0625e-12,2.9240999999999996e-12,1.89225e-11
4860,7.092e-05,4.361e-10,3.43396e-09,5.1076e-12,3.0276e-12,1.88356e-11
4870,7.132e-05,1.049e-09,2.2467600000000002e-09,4.9728999999999995e-12,2.9240999999999996e-12,1.87489e-11
4880,7.019e-05,3.847e-10,1.35424e-09,4.9728999999999995e-12,2.9584e-12,1.88356e-11
4890,7.013e-05,2.786e-10,1.03041e-09,4.8841e-12,2.89e-12,1.88356e-11
4900,7.016e-05,4.511e-10,7.9524e-10,4.9728999999999995e-12,2.9240999999999996e-12,1.87489e-11
4910,6.996e-05,8.346e-10,3.4456899999999995e-09,4.8841e-12,2.9584e-12,1.87489e-11
4920,7.056e-05,5.392e-10,2.78784e-09,4.84e-12,2.8560999999999995e-12,1.88356e-11
4930,6.951e-05,2.837e-10,1.75561e-09,4.8841e-12,2.89e-12,1.87489e-11
4940,6.942e-05,3.463e-10,4.2380099999999995e-09,4.7961000000000005e-12,2.8560999999999995e-12,1.8662400000000003e-11
4950,6.979e-05,3.863e-10,1.1902499999999999e-09,5.017600000000001e-12,2.9240999999999996e-12,1.87489e-11
4960,6.916e-05,1.377e-10,2.16225e-09,4.7961000000000005e-12,2.89e-12,1.8662400000000003e-11
4970,6.938e-05,5.904e-10,3.6481599999999995e-09,4.84e-12,2.8224e-12,1.8576100000000003e-11
4980,6.88e-05,6.292e-10,2.68324e-09,4.7524e-12,2.8224e-12,1.87489e-11
4990,6.887e-05,1.674e-09,2.2562500000000004e-09,4.7089e-12,2.8224e-12,1.87489e-11
5000,6.86e-05,3.083e-10,1.13569e-09,4.7961000000000005e-12,2.89e-12,1.8662400000000003e-11
5010,6.903e-05,4.335e-10,9.985600000000001e-10,4.84e-12,2.89e-12,1.87489e-11
5020,6.851e-05,2.128e-10,1.03041e-09,4.7089e-12,2.8560999999999995e-12,1.8662400000000003e-11
5030,6.808e-05,8.682e-10,2.2944099999999997e-09,4.7961000000000005e-12,2.89e-12,1.8662400000000003e-11
5040,6.871e-05,1.223e-09,2.95936e-09,4.9728999999999995e-12,2.9584e-12,1.87489e-11
5050,6.852e-05,5.276e-10,1.97136e-09,4.6225000000000005e-12,2.7889000000000004e-12,1.8662400000000003e-11
