step,time_sec,lr,total,grad_norm,phi_pde,ts_pde,tf_pde,phi_left,phi_neumann,ts_neumann,tf_bottom,tf_neumann,ic_phi,ic_ts,ic_tf,interface_T,interface_flux,pde_mult,bc_mult,ic_mult,interface_mult
1500,97.70791363716125,0.0009564026096753472,0.7513788215415824,82.81343947662234,0.31371985645392386,0.08449340522677642,0.006279134984483325,0.009033011594241407,0.005865481758659845,0.0056906336049284455,0.001732194854229468,0.0013451687878958689,0.00449973547810413,7.528421654786248e-05,0.00013296696986586754,0.0011907585914718865,0.0004404028720598367,0.8,1.0,0.625,0.8
1600,102.66849780082703,0.0009505226720175454,0.6437201366363355,61.71053988005311,0.2583580494730564,0.07119307123597392,0.005526621194253976,0.006974005816722371,0.004419354730932794,0.00402659740897395,0.0013540286832761086,0.0012744570139082406,0.005489962804612815,0.00045517872133867747,3.8646057474609675e-05,0.0011726706883219053,0.000655494473340271,0.8400000000000001,1.0,0.6,0.8400000000000001
1700,107.63239097595215,0.0009442968108015775,0.6997280178654258,78.10829617102318,0.2674287364589215,0.0646851600813756,0.008560431267150812,0.007682611343191011,0.004994599723708289,0.0032637200980716774,0.0006682963327002149,0.0011621133662180348,0.0038365939134049824,0.0006190172932346825,0.000746943933620793,0.0016426289079427949,0.001522899347808797,0.8800000000000001,1.0,0.575,0.8800000000000001
1800,112.59719848632812,0.0009377311702008061,0.9170365430199239,130.41348987226428,0.22956227031681845,0.04820704827676285,0.006291234416993065,0.005518981494933919,0.0023580890546867164,0.011777005765394387,0.004926779110115135,0.0008397139639822755,0.005010774057003063,6.647070037858128e-05,0.003102733459686859,0.0054275331981855565,0.0007310052481506811,0.9200000000000002,1.0,0.55,0.9200000000000002
1900,117.56263709068298,0.0009308322297098247,0.7267194068456228,94.9714111329181,0.2165481950562086,0.07555797771178385,0.007942258309778814,0.007240494060745788,0.00485716760502854,0.008687597273016243,0.0020627885782519544,0.0006831457008600453,0.004454443069953826,0.0002455814503094704,0.0002556570725183373,0.0018252185029301825,0.0003163719627066097,0.9600000000000002,1.0,0.5249999999999999,0.9600000000000002
2000,122.52869296073914,0.000923606797749979,0.70552047188019,72.60553521899865,0.19716079181244828,0.0691242374622668,0.00626329383483651,0.007194135915894762,0.00425624117789652,0.0024977828418982794,0.003941719292728813,0.0011439229907040426,0.004062235233804348,0.0007586223719924775,0.00042909709517066765,0.0010803303434570128,0.001114657757759682,1.0,1.0,0.5,1.0
2100,127.51388335227966,0.0009160620049502762,0.7853653894967397,92.50138887295135,0.1338410259927883,0.1647637094516427,0.005200670265049888,0.0044529983054962495,0.013589693798453331,0.0014248228093575442,0.005047351276998226,0.00519475914587233,0.003763510711658137,0.0010060310458878707,0.0010543136020682636,0.0019266965576966166,0.000357471012173951,1.0,1.0,0.5,1.0
2200,132.48099780082703,0.0009082052971103158,0.6717329470644869,104.26271243071572,0.13114756158671786,0.0815434299372994,0.005609679500080226,0.0041705452804166685,0.0036010156556064753,0.001927577999253312,0.003418255575999282,0.0006819267426765661,0.0038950006319973043,0.0014608580002297357,0.0008169249365721563,0.0033403851147801762,0.0011778560029571813,1.0,1.0,0.5,1.0
2300,137.44906067848206,0.0009000444278521838,0.7990082501983495,118.96002949479984,0.15119964709761088,0.19673029439561862,0.005683357929378524,0.00915599047001752,0.004255175113428032,0.008519085663420448,0.0023493402463532795,0.0009068808100264543,0.0038352192617872862,0.0005995213800095076,0.0001349588425413879,0.0008888007989874243,0.0005350360851138833,1.0,1.0,0.5,1.0
2400,142.4182620048523,0.0008915874509685647,0.6625336117381279,111.19551243411627,0.13309627096911175,0.03939023538072678,0.005040220340884179,0.005558751749961613,0.0025269041976906503,0.004911264134029786,0.0009557513808376879,0.0016639436697243385,0.004308392725801609,0.0007717601062739181,0.0020246453027266257,0.003441499977665831,0.0029477158265564084,1.0,1.0,0.5,1.0
2500,147.40288639068604,0.000882842712474619,0.615044626290268,73.27739873372524,0.11827106940584717,0.1212921289936604,0.005032925613175994,0.004649757335374621,0.008528299428364616,0.002442298533458344,0.0026732392427734324,0.0009884704104007446,0.002724103040202535,0.0004612728018745592,0.0011466439225979318,0.0018413791256119865,0.00018916698162190897,1.0,1.0,0.5,1.0
2600,152.42060589790344,0.0008738188423714755,0.5039161435665688,47.40980385724828,0.10408701726525998,0.08586021982053176,0.004914268091726219,0.003749418254184288,0.0034927471770879993,0.004764035613535315,0.002137547659937919,0.0007582286224998116,0.006877106128065041,5.9250838853287035e-05,0.0004623083446181174,0.0013316232835177703,0.00017012032766784143,1.0,1.0,0.5,1.0
2700,157.43954849243164,0.0008645247461294607,0.5478930558438363,92.27594983468549,0.09208994724050945,0.15945774994413936,0.0039005398981624842,0.003675418255106894,0.007051261112426669,0.003438998455957397,0.0007836526455335282,0.0008268420039947342,0.0045160605998599635,0.0001858326243952937,0.00013839964716911814,0.0015698991375786833,0.000694251867536969,1.0,1.0,0.5,1.0
2800,162.44599866867065,0.0008549695958994759,0.5490981106193291,100.8865862694116,0.09830385669373085,0.14713243449097166,0.0039060220843175437,0.003016736327147842,0.005626219080611436,0.004567746294148201,0.0011641347551182904,0.0009538496811008904,0.004411555804553794,0.0004062352637773515,0.0002890525491557498,0.001879175070570809,0.0006094964614871536,1.0,1.0,0.5,1.0
2900,167.45374202728271,0.0008451628214611906,0.5542785905127567,96.02907578615711,0.12102255920545973,0.08007824236832264,0.006245090597914289,0.005322716218506857,0.008132536091883075,0.004985059386360305,0.0012515854770266243,0.0009149192374428546,0.004218372803802748,6.36584366236322e-05,0.0003124936285265441,0.0014382947514069043,0.0002517519631676765,1.0,1.0,0.5,1.0
3000,172.4612262248993,0.0008351141009169894,0.6054753621671294,105.05357548197969,0.11722922865799539,0.08240299649880369,0.0038281913983677866,0.005419685772699071,0.004231823523560748,0.011078956127566996,0.0025078829545283447,0.0006741986470611616,0.004092455965940363,6.31090958688085e-05,0.00039763291712981933,0.0017973124860685445,0.0001806419472737436,1.0,1.0,0.5,1.0
3100,177.46926975250244,0.0008248333511408523,0.477872945139441,62.90901539062777,0.1053917470274961,0.03636595628493785,0.004628668021193616,0.004900770347498959,0.001658340026362262,0.005063322504919836,0.0027465618090321466,0.0008733319234882474,0.004996985641748662,2.627820317452831e-05,0.0002494563647781387,0.0012709456394434419,0.00015800392778090436,1.0,1.0,0.5,1.0
3200,182.4794647693634,0.0008143307179915986,0.5532108420541122,76.91314539665646,0.11882877885549162,0.06607146000373604,0.004716346512079035,0.005051910951427228,0.004414270912389346,0.0018667093551486206,0.0013382294647365782,0.0006443968380061234,0.0039159964256024965,0.0009158354397001385,0.0003042843272287051,0.0021828338498634386,0.0012479447135501603,1.0,1.0,0.5,1.0
3300,187.48994755744934,0.0008036165663001485,0.4552326914488645,55.01098786167123,0.0996376901621028,0.04340706381118463,0.004828329512246958,0.004675858845074036,0.0023675684685471954,0.0036467294906133573,0.0028789081798904965,0.00086483323655278,0.004305672861441734,6.699470488025341e-05,0.00013701652617716537,0.0008188894134024418,0.0005472613101769181,1.0,1.0,0.5,1.0
3400,192.50054788589478,0.0007927014696406861,0.465852495161968,89.95836776292028,0.09146780360475641,0.02562106166959068,0.003088273665975402,0.003536282688175493,0.0019741421499503494,0.008635884454873276,0.0013807050227769273,0.0007954764798414044,0.004932479524607462,3.7549955738793854e-05,0.0012017431310522124,0.002463017097095511,0.0002768441390395605,1.0,1.0,0.5,1.0
3500,197.510018825531,0.0007815961998958187,0.4220741170811394,75.05968886411108,0.09550027410114983,0.029041832793931934,0.004344756435576049,0.0034019598281303035,0.0018640707887837178,0.004961376817969031,0.002012967354733345,0.0007425359011624297,0.003959088153173576,2.1606806606148498e-05,0.00038867252148514864,0.001729227826736698,0.00014882075125015434,1.0,1.0,0.5,1.0
3600,202.52133893966675,0.0007703117166260291,0.3814590473291826,63.07123516749572,0.10164965758153277,0.041826044856833375,0.003843280802740386,0.003678232554983565,0.0023788503343169388,0.005147511812483371,0.0008928425564088565,0.000849196791222451,0.0038271941011769365,0.0001685640645509134,9.758867501094308e-05,0.0009378667633497046,0.00014693788182458935,1.0,1.0,0.5,1.0
3700,207.53313302993774,0.0007588591562539122,0.4287682073771905,79.94647129474131,0.09907322814281497,0.043688531152823847,0.003994638265394978,0.0035105763292611453,0.0021031559986388944,0.005746194316034481,0.0016272820380904135,0.0005476172283217659,0.00436390149517055,0.00011408812620433283,0.000250176912269093,0.0015500679837851838,0.0001223502264561491,1.0,1.0,0.5,1.0
3800,212.5456464290619,0.0007472498210738713,0.38958975745276264,62.56928752696805,0.08910966273968117,0.03314430398334941,0.003650331815216207,0.0033848542898683174,0.002711253613300247,0.005158149071858331,0.0025017288752764537,0.00045531776099929093,0.004283882668086726,0.0001723995443181807,0.00027271956102408097,0.0008152335196396981,0.00015949645377724787,1.0,1.0,0.5,1.0
3900,217.55748581886292,0.0007354951680981167,0.508953000108062,86.04286141907725,0.09123220772035488,0.07567805277167475,0.0048363050827562645,0.004937807121401176,0.004508073899634596,0.002367879743880129,0.002985743342479353,0.0007804362839852814,0.004243954778092652,0.0003028806435152922,0.00029699038685556886,0.0010407497790136818,0.0007453247570124364,1.0,1.0,0.5,1.0
4000,222.57048749923706,0.000723606797749979,0.3859728717917832,55.58988388755662,0.10709764899677925,0.02963408202301071,0.003091181060740045,0.003610350955597744,0.0024302766900299935,0.001891814839870062,0.0017980751402283761,0.0013238363696407803,0.003388182331398674,0.00018572649946771587,0.0004908112108919596,0.001036898794126012,0.00021793828906617913,1.0,1.0,0.5,1.0
4100,227.60809135437012,0.0007115964424156918,0.373993948242491,59.31483410023161,0.08293917209902826,0.04248752510493029,0.003912555090513226,0.001548525812623614,0.002016886671161628,0.001931547031683543,0.0022189341994960842,0.0006296890111814068,0.0030812836145576008,1.6266217445775083e-05,0.00037086613448154745,0.001968838378863161,0.00019842365591423366,1.0,1.0,0.5,1.0
4200,232.62232065200806,0.0006994759548659418,0.3442329732110647,71.40194314020167,0.08644265296817127,0.023217205445683484,0.0036715067757822958,0.0016454945985150608,0.002218718306169402,0.0076769619786933455,0.001313375943540773,0.0005673748873070071,0.004074998141909699,7.115531446937332e-05,0.00023505715363257936,0.0013993489638097528,0.00026990269085362445,1.0,1.0,0.5,1.0
4300,237.6367702484131,0.0006872572965586171,0.37652139314161037,62.82057434531078,0.07611640310481047,0.08464633378831453,0.004179161932048633,0.0012369467482504662,0.0026405251062344873,0.0035386008908453955,0.0016842060165462504,0.0004538386553156492,0.0039058723825503338,8.247593128275466e-05,0.0004474418324139202,0.001400480120075829,0.00024122856677087103,1.0,1.0,0.5,1.0
4400,242.65112042427063,0.00067495252583429,0.38820628545382263,65.49454927048308,0.07880689725851978,0.03369171549061152,0.004186937269409406,0.0015094216209472185,0.0019402719604293605,0.00606595552072403,0.0020783773119264276,0.0009543504045304421,0.0037673117433418566,0.0001454477741969356,0.001232792386806192,0.0020133223321665158,0.00011275610080760397,1.0,1.0,0.5,1.0
4500,247.66737604141235,0.0006625737860160925,0.35791471079895043,74.92681281448725,0.07411453054241168,0.06307731259915492,0.004822018420442503,0.0011254365679468142,0.0032844696951397343,0.003821130403355899,0.0014976419695530846,0.0008278427513786761,0.002533877178266701,5.26876866482896e-05,0.0013608570054077216,0.0015395947778560726,0.00021478932323850785,1.0,1.0,0.5,1.0
4600,252.68338084220886,0.0006501332934257218,0.44146555340161303,72.14302363229339,0.06591246096660601,0.05865591316819043,0.0035699017595875104,0.002295791603310403,0.004298708451336568,0.004425049477010625,0.0016257219163659485,0.001127525862723834,0.006011225716297377,0.0008533269640900157,0.0008673736922963843,0.0018439072175935938,0.001401911214884579,1.0,1.0,0.5,1.0
4700,257.6997170448303,0.0006376433253274058,0.29160271734353715,57.5535476391589,0.06848361109896942,0.08580566102031258,0.004014662737793806,0.0007124011174996728,0.002053552731418969,0.002096576577774916,0.00047381780822836745,0.0004256159417644938,0.0025510479828113213,0.00010211004456692823,6.231675470727579e-05,0.0010811030629674884,0.00025513652770393826,1.0,1.0,0.5,1.0
4800,262.7152352333069,0.0006251162078117253,0.28450508574681765,51.77772994810575,0.07518474817736245,0.04736525458773745,0.0033145160091172087,0.0007047478060090022,0.0025551916776402873,0.001860521341394676,0.0012897753396527883,0.0005135257520033125,0.0031863410798883933,0.00019208721341396664,7.037611277899176e-05,0.0010382972961904676,0.0004171687808849917,1.0,1.0,0.5,1.0
4900,267.7309730052948,0.0006125643036312512,0.2759050870298221,48.38033004386398,0.06253233318628709,0.056766021093251476,0.003310098997324585,0.0007397580972358612,0.001699823756319427,0.0020387883421943234,0.0014366775688139702,0.0003882759700742452,0.002741765417353986,0.00012376962303020645,3.0998533134716824e-05,0.0009939780711498052,0.00037247661695195887,1.0,1.0,0.5,1.0
5000,272.74763202667236,0.0006000000000000001,0.2751679528244123,59.60108441295608,0.06236019178248375,0.07690756602058418,0.0033473745910235354,0.0004620485329094392,0.0027088753128861496,0.0019014851554610614,0.0010806141297364587,0.0005151504521269651,0.0022195609486027777,7.473621597274042e-05,6.695851059414848e-05,0.0008372829905057797,0.0003996761089309079,1.0,1.0,0.5,1.0
5100,277.763147354126,0.0005874356963687487,0.26335395830625463,40.822118650181565,0.05603304653882582,0.045642264675091464,0.003670092954036119,0.0006296811473719287,0.0015215473372008066,0.0012775312558367473,0.002567800658042215,0.0003607228632931195,0.0021107676704446867,0.0002134061680141274,1.6111309030485848e-05,0.0007605930747150989,0.0002600618170010297,1.0,1.0,0.5,1.0
5200,282.7804548740387,0.0005748837921882747,0.27911689111842136,39.469675132004596,0.0634757047918117,0.052650243632831835,0.0049047023677316875,0.0006786470795591057,0.0016906033033605818,0.0016966340517762686,0.002142349182123866,0.0011665262406029813,0.0028618750080968403,8.849108918765244e-05,0.00030965566059082297,0.0006941309049700501,0.00019882285159651317,1.0,1.0,0.5,1.0
5300,287.7986693382263,0.0005623566746725942,0.3833309489373914,56.33244132316125,0.06409556568029712,0.025004411256077774,0.007950295666479989,0.0006619903814118748,0.003215194073694131,0.004562560933927111,0.002458613079253374,0.0032813506649154,0.0029134362744972,0.00014708571158796667,0.0004894860201098011,0.0019032051741001974,0.0012079585693138685,1.0,1.0,0.5,1.0
5400,292.8166778087616,0.0005498667065742782,0.2673700986428915,47.63275586036209,0.05513925722318469,0.05778945306958089,0.003066551403972835,0.0005479550289060307,0.0017344436101268228,0.0032960112212228622,0.001580045880995644,0.0005594116570064935,0.0030817150006357884,3.912739218342991e-05,0.00037057009604928866,0.0007989127932239721,0.00033448384216717774,1.0,1.0,0.5,1.0
5500,297.83364152908325,0.0005374262139839076,0.26414025240093386,47.139047832168906,0.07400875080027405,0.022175243692063605,0.004034907719982399,0.001345708874669557,0.0016591564489688167,0.0012502908310292379,0.0010857658198227503,0.0007044351333569995,0.0028471122298367227,0.00033065714375168074,7.847249072902285e-05,0.0010508393477192302,0.0004086039306008696,1.0,1.0,0.5,1.0
5600,302.85227727890015,0.0005250474741657101,0.22894455011187093,38.18451837958092,0.06683973025931036,0.031204310838352393,0.0031710385476211556,0.0012165866441912973,0.0010816474422268951,0.0015002114002594306,0.0010966766582865526,0.0003930372958557091,0.00288296015839881,0.00030513559593127194,5.938993895936335e-05,0.0004975497619693957,0.00037832067763856453,1.0,1.0,0.5,1.0
5700,307.8707549571991,0.000512742703441383,0.2880037087081534,47.998406909348844,0.05928711793603979,0.04155315446484443,0.0027959269793123897,0.0005942505488150548,0.0009402964272816777,0.0017328044961737008,0.0037912317667973226,0.0005982857312779626,0.0022726951161465628,3.875478330215167e-05,3.814737134864163e-05,0.0007571353612052164,0.0001588454895554137,1.0,1.0,0.5,1.0
5800,312.88919138908386,0.0005005240451340581,0.23786350715175614,58.443746330602664,0.05970047617864263,0.042602449783154,0.002989694171003392,0.0005012243916299239,0.0014555606009121881,0.0012453587064706305,0.0004799876213173058,0.00033722697918561637,0.002182543235452365,2.4447101879450112e-05,1.5756121431081925e-05,0.001390589452016494,0.00031136310128936204,1.0,1.0,0.5,1.0
5900,317.908239364624,0.0004884035575843083,0.2985623536926645,68.28608883558532,0.05562600861707455,0.056131662002224476,0.0025880849508508673,0.00038632553835355187,0.001079400949992493,0.0035189303351249343,0.0021540614907736705,0.0006031370026970406,0.002191416812060249,0.00019553436868188686,0.00024328493866700298,0.0012268404178756623,0.0007515104781365574,1.0,1.0,0.5,1.0
6000,322.9269344806671,0.00047639320225002107,0.24639112923818593,58.46979442236635,0.04890573344371061,0.07593823101926495,0.002521487509477494,0.0003771552712535781,0.0014906688405339796,0.0018720248808763765,0.0010190711322327314,0.00048562601723228576,0.0019095287648272577,0.0002437960803614439,0.00026573816342342205,0.0008590965426225802,0.00023926506461086742,1.0,1.0,0.5,1.0
6100,327.98345851898193,0.00046450483190188345,0.22591046332791775,50.6721966091761,0.05773849536408418,0.03469478338626061,0.0031191768258996416,0.00017432037331716852,0.0020231508928993543,0.0019486468010066,0.0006248881294430958,0.0003519198099786932,0.002105957695960128,7.58336650439149e-05,5.825888987597211e-05,0.0012498322302954953,0.0004414495621134667,1.0,1.0,0.5,1.0
6200,333.0032067298889,0.0004527501789261288,0.24392295356413918,33.62491377882793,0.05362291230423746,0.03668664085278417,0.0032539627917416237,0.00036884648370855627,0.0017121749232462383,0.0018094486760506687,0.0011724113801787515,0.0003998568405222878,0.0023239134075642267,0.00010353252579966467,3.2218617836022884e-05,0.0013049346526332211,0.0004083803923976683,1.0,1.0,0.5,1.0
6300,338.02250361442566,0.00044114084374608783,0.28180179124743215,50.52828251250942,0.05642835364853903,0.0500096695369284,0.002913536856430326,0.0003128847965338053,0.0012859440503832616,0.001972972653509441,0.002007861599934953,0.0002714974345864994,0.0020036755205192075,2.9764609198750254e-05,0.0004146902922281382,0.0014580176392008563,0.0002905446409392738,1.0,1.0,0.5,1.0
6400,343.04148292541504,0.0004296882833739709,0.23637930791799472,52.33433294212865,0.06391151897928461,0.024834335950457993,0.00252819500187269,0.0003305896342030717,0.0009815500772304084,0.0019312537209304813,0.0009375808088834489,0.0004623789028784826,0.0016496654643998682,0.00043707003215468,0.0006763368206305232,0.0011583881547204654,0.0009866962039162775,1.0,1.0,0.5,1.0
6500,348.06083512306213,0.0004184038001041813,0.28738462275770027,43.78937648517539,0.060134192268576574,0.03775627246456244,0.0033367464092623894,0.00026704717320609527,0.0005880936159951258,0.001547575722717106,0.0030533381084981723,0.00055560185037875,0.0020654784914859647,0.00012967242716281516,2.9281833434397e-05,0.0012400732580204689,0.0004946052073636603,1.0,1.0,0.5,1.0
6600,353.0798764228821,0.0004072985303593138,0.21605418087157632,33.777048579191515,0.06215451146925062,0.016952047844470852,0.006218604594790353,0.00047361720660318114,0.0006765569338286166,0.0015373598897354239,0.0012611056441414466,0.0007417071128879589,0.0017084601701735005,0.0002132067639110332,7.418317787683258e-05,0.00090449240851937,0.0002470872918416384,1.0,1.0,0.5,1.0
6700,358.0997612476349,0.0003963834336998516,0.25328735877674474,45.9302833097176,0.06894638390870028,0.018889232729598256,0.00291913603411604,0.000627667331182903,0.0006976050827250449,0.003856360107660517,0.0027140366562540355,0.00023306269460951048,0.0020370942870331686,1.8999371043908298e-05,0.00015326272139026288,0.0006683719479323709,0.00023756078156220086,1.0,1.0,0.5,1.0
6800,363.11864709854126,0.0003856692820084013,0.2700548489884829,58.61084273594166,0.05943128453212557,0.013854776659660239,0.0034143387108144753,0.0005456229115016374,0.0005703058687254768,0.002775240550006714,0.0014390682538205843,0.0008855342439274935,0.0022074399425325957,2.7201495578085194e-05,0.00020476568548960788,0.0019232834659144954,0.0003695940152086759,1.0,1.0,0.5,1.0
6900,368.1373481750488,0.00037516664885914775,0.21951901802518448,40.6841320988824,0.05077862042233062,0.046690549095459416,0.0027992521910180698,0.0002039402746305298,0.0022828966095907073,0.001838067304021122,0.001680983753159881,0.0004412225661795226,0.0019456634839008257,7.686036432985737e-05,7.4280898485011e-05,0.000512096727905257,0.0003814599355890948,1.0,1.0,0.5,1.0
7000,373.15760922431946,0.0003648858990830108,0.24201898519869516,46.194938349170016,0.04723601520327586,0.030181131067879265,0.0033666720967512774,0.00029038064747581425,0.0010116727098386025,0.0012724172364565038,0.0026113896038661554,0.00043357366199885903,0.0023656239181621148,9.138741363940957e-05,1.700917208925454e-05,0.0009867983349494047,0.00033296145226714995,1.0,1.0,0.5,1.0
7100,378.1761772632599,0.0003548371785388094,0.1607645931923396,22.033257036469788,0.05520661637895517,0.018328662893847845,0.0023416255987980215,0.00027666108830366965,0.0005704453650961423,0.0013927895351097984,0.00082876674913944,0.00039802195829510167,0.0017862883885207447,2.284018116634834e-05,5.413097183033048e-05,0.0005188176625156562,0.0002752638030594811,1.0,1.0,0.5,1.0
7200,383.1944546699524,0.00034503040410052417,0.1929250152622004,27.901809461842717,0.04937900388264514,0.015298649399802784,0.0029397348097380377,0.00013737981252231665,0.0008929652088385556,0.0030654369052442705,0.0022407903927650994,0.00041279025341897174,0.0017340976189257535,2.2246025113207273e-05,0.00026602798365476144,0.0004762227912413686,0.00020974714401534846,1.0,1.0,0.5,1.0
7300,388.21477365493774,0.0003354752538705393,0.1957484482932376,34.57785936938717,0.043990069735244164,0.019143791703963835,0.00435858776807183,0.00034091980425306537,0.0005326456717193772,0.004324438567296194,0.0004804902522076923,0.0005331212964892922,0.002031194085845544,4.409137198634222e-05,6.92350159153913e-05,0.001135029250864207,0.00022892397744120416,1.0,1.0,0.5,1.0
7400,393.23465847969055,0.00032618115762852453,0.21048544087736207,39.158938419885715,0.053285860761197776,0.04476144343086777,0.002513131346188012,0.0002746558353491255,0.0007590656273619264,0.001089833168385472,0.001214624431120495,0.0003538457569429251,0.001863935511790257,0.00025664895398471013,2.695576122177664e-05,0.0007952293012052339,0.00030769235131474697,1.0,1.0,0.5,1.0
7500,398.25599789619446,0.00031715728752538104,0.18957510188952473,43.3809081541562,0.0447159677434822,0.04986985523465054,0.0021232979440748883,0.0003446447994668472,0.0006790656117779544,0.0015783452813284997,0.0006552364547891746,0.0005994202134920983,0.0018882777933293428,0.00033424166460712296,3.307381226616826e-05,0.0006621818324812817,0.00024755701073483807,1.0,1.0,0.5,1.0
